timestep,episode,ep_length,cum_reward,R_water,R_fert,R_resource,R_losses,R_daily_mean,R_seasonal,R_yield,R_hiad,R_ane,R_penalty,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,energy_budget,comm_quality
146545,917,164,2.406695,0.2,-0.360338,0.007922,0.0,0.00213567,-0.212291,-1.0,-0.968678,1.0,0.077115,1479.5,17.3,33.9,884.9,100.0,1.0
146701,918,156,2.928737,1.0,-0.38982,0.024804,0.0,0.00243728,-0.212338,-1.0,-1.0,1.0,0.061691,1069.9,8.2,41.1,351.7,100.0,1.0
146860,919,159,1.38992,0.367374,-0.402978,0.0,7e-06,0.00181413,-0.208745,-1.0,-1.0,1.0,0.043725,1067.2,12.5,12.5,840.6,100.0,1.0
147018,920,158,2.125018,0.557121,-0.383676,0.0,0.0,0.00166518,-0.14131,-1.0,-0.310295,1.0,0.051401,1740.3,15.1,13.8,944.0,100.0,1.0
147170,921,152,1.927912,0.2,-0.351131,0.0,0.106238,0.00177683,-0.159603,-1.0,-0.48826,1.0,0.053887,2169.7,14.7,17.2,509.6,100.0,1.0
147325,922,155,1.38563,0.288722,-0.514968,0.000131,0.016755,0.00188769,-0.213203,-1.0,-1.0,1.0,0.066014,997.8,12.2,35.5,831.2,100.0,1.0
147488,923,163,2.945324,0.68355,-0.339321,0.008524,0.0,0.00228473,-0.203726,-1.0,-0.946207,1.0,0.045528,1738.1,9.9,20.9,552.6,100.0,1.0
147654,924,166,3.901178,0.374077,-0.340764,0.0,0.0,0.00208314,-0.122409,-1.0,-0.108034,1.0,0.058028,2260.6,13.2,24.9,421.4,100.0,1.0
147810,925,156,1.80602,0.508305,-0.409786,0.0,0.0,0.00201857,-0.211465,-1.0,-1.0,1.0,0.057324,1488.4,14.4,21.4,493.8,100.0,1.0
147967,926,157,3.240329,1.0,-0.377133,0.0,0.0,0.0023362,-0.181302,-1.0,-0.72145,1.0,0.045787,1840.7,12.0,15.8,604.9,100.0,1.0
148119,927,152,2.304745,0.363579,-0.312941,0.004165,0.0,0.00202392,-0.175713,-1.0,-0.672059,1.0,0.042535,1849.4,10.1,17.4,600.1,100.0,1.0
148278,928,159,2.891635,0.449217,-0.434038,0.00262,2.2e-05,0.00231796,-0.2031,-1.0,-0.880412,1.0,0.075296,1469.1,14.6,38.7,484.0,100.0,1.0
148435,929,157,3.236241,0.2,-0.492817,0.0,0.069366,0.00178432,-0.094958,-1.0,0.136241,1.0,0.042913,1705.6,12.4,11.8,756.3,100.0,1.0
148598,930,163,3.343653,0.584139,-0.304301,0.017793,0.0,0.00196036,-0.128264,-1.0,-0.136623,1.0,0.073011,2598.2,16.6,31.4,364.4,100.0,1.0
148753,931,155,1.507235,0.509904,-0.357105,0.0,0.0,0.00172557,-0.181231,-1.0,-0.718223,1.0,0.047046,1611.5,12.0,17.0,737.2,100.0,1.0
148908,932,155,4.301892,1.0,-0.370754,0.0,0.0,0.00271125,-0.174303,-1.0,-0.630977,1.0,0.056026,1840.3,12.3,25.2,296.5,100.0,1.0
149070,933,162,2.714922,0.600689,-0.413761,0.0,0.0,0.00226015,-0.210907,-1.0,-1.0,1.0,0.054536,1382.7,14.9,17.3,483.3,100.0,1.0
149226,934,156,2.174502,0.825311,-0.442404,0.0,0.0,0.00212327,-0.206892,-1.0,-1.0,1.0,0.034458,1238.6,7.5,15.6,674.9,100.0,1.0
149388,935,162,3.142255,0.302825,-0.347857,0.0,0.0,0.00185264,-0.120499,-1.0,-0.078284,1.0,0.063353,2082.6,16.4,22.3,560.2,100.0,1.0
149539,936,151,4.402407,0.2,-0.407906,0.0,0.294572,0.00209672,-0.06503,-1.0,0.465128,1.0,0.057716,2326.4,14.2,22.1,524.6,100.0,1.0
149696,937,157,6.866755,0.38171,-0.379896,0.0,2e-05,0.00255688,-0.009119,-1.0,1.0,1.0,0.045595,2502.1,8.1,25.2,350.0,100.0,1.0
149855,938,159,0.967004,0.238635,-0.440359,0.0,0.0404,0.00208517,-0.276263,-1.0,-1.0,0.784008,0.057328,1102.8,15.5,18.7,547.4,100.0,1.0
150009,939,154,1.3001,0.2,-0.41037,0.0,0.088667,0.0017893,-0.201237,-1.0,-0.911013,1.0,0.050681,1315.3,15.6,11.7,779.5,100.0,1.0
150171,940,162,1.880017,0.497552,-0.521752,0.0,0.0,0.00231455,-0.267578,-1.0,-1.0,0.808953,0.051319,956.7,13.2,18.3,434.4,100.0,1.0
150334,941,163,4.860444,0.67548,-0.386054,0.00789,0.0,0.002758,-0.171948,-1.0,-0.561793,1.0,0.078843,1875.2,13.3,45.5,228.8,100.0,1.0
150499,942,165,4.983291,1.0,-0.406327,0.001464,0.0,0.00279081,-0.175863,-1.0,-0.668734,1.0,0.044948,1939.5,9.4,21.4,457.6,100.0,1.0
150656,943,157,2.045556,0.2,-0.274326,0.0,0.020331,0.0017937,-0.164712,-1.0,-0.578776,1.0,0.034174,1608.9,10.2,8.8,845.4,100.0,1.0
150816,944,160,4.76873,0.980409,-0.373626,0.0,0.0,0.00232496,-0.099629,-1.0,0.139561,1.0,0.067927,2300.9,19.7,18.7,504.7,100.0,1.0
150975,945,159,2.677906,0.2,-0.384103,0.0,0.034674,0.00205156,-0.173249,-1.0,-0.649187,1.0,0.041652,1974.8,10.8,14.7,601.6,100.0,1.0
151133,946,158,-0.118987,0.2,0.642655,0.0,0.096883,0.00230514,-0.370982,-1.0,-0.895074,0.425826,0.046111,784.7,13.8,11.7,451.6,100.0,1.0
151292,947,159,3.150317,0.757949,-0.339767,0.005892,0.0,0.00247525,-0.213714,-1.0,-1.0,1.0,0.068571,1043.7,10.6,42.0,505.9,100.0,1.0
151442,948,150,1.949351,0.304945,-0.448878,0.0,0.0,0.00213356,-0.208733,-1.0,-1.0,1.0,0.043665,1109.0,8.7,21.9,550.2,100.0,1.0
151606,949,164,3.732539,0.2,-0.301462,0.014492,0.0414,0.0018047,-0.082932,-1.0,0.246467,1.0,0.037895,2321.4,10.4,11.9,622.0,100.0,1.0
151765,950,159,2.54727,0.705931,-0.417968,0.008254,0.0,0.00200251,-0.173037,-1.0,-0.637746,1.0,0.046313,1619.1,13.3,13.0,465.1,100.0,1.0
151925,951,160,1.233472,0.348489,-0.452636,0.003129,1e-05,0.00174174,-0.208274,-1.0,-0.962477,1.0,0.060134,1356.7,15.9,20.3,732.5,100.0,1.0
152089,952,164,4.247758,0.421052,-0.28332,0.0,0.0,0.00200792,-0.087046,-1.0,0.253123,1.0,0.061791,2567.9,16.5,20.4,684.6,100.0,1.0
152245,953,156,2.621311,0.467765,-0.374439,0.0,1.1e-05,0.00220316,-0.194216,-1.0,-0.838669,1.0,0.051743,1705.8,7.4,33.3,463.9,100.0,1.0
152405,954,160,3.869555,0.717865,-0.366733,0.0,0.0,0.00211366,-0.117569,-1.0,-0.074752,1.0,0.05047,1802.4,12.6,18.9,488.8,100.0,1.0
152566,955,161,3.307558,0.395327,-0.345775,0.006169,0.0,0.00233533,-0.187459,-1.0,-0.769062,1.0,0.052762,1831.0,7.3,34.6,385.3,100.0,1.0
152723,956,157,3.196187,0.329974,-0.386337,0.0,0.0,0.00190781,-0.117344,-1.0,-0.067007,1.0,0.053219,1635.8,12.6,21.8,449.5,100.0,1.0
152884,957,161,2.603181,0.316879,-0.470844,0.001258,0.0,0.00206957,-0.184854,-1.0,-0.724727,1.0,0.061905,1294.4,11.3,33.8,558.0,100.0,1.0
153043,958,159,2.638844,0.39207,-0.331422,0.0,1.9e-05,0.00212819,-0.188023,-1.0,-0.767699,1.0,0.056266,2047.5,13.1,23.5,476.9,100.0,1.0
153202,959,159,2.942054,0.2,0.625259,0.010405,0.0,0.00220627,-0.1832,-1.0,-0.731752,1.0,0.050124,1032.0,11.1,22.5,442.7,100.0,1.0
153361,960,159,2.901041,0.438965,-0.377616,3.9e-05,0.0,0.00188817,-0.134972,-1.0,-0.244387,1.0,0.052668,1905.5,16.4,11.7,632.1,100.0,1.0
153521,961,160,3.268317,0.997263,-0.425514,0.000881,0.0,0.00245578,-0.206829,-1.0,-0.954464,1.0,0.056912,1408.2,12.8,24.8,589.4,100.0,1.0
153687,962,166,3.877437,0.341678,-0.323447,0.005337,0.0,0.00212968,-0.132765,-1.0,-0.22543,1.0,0.051111,2186.6,14.4,15.2,426.1,100.0,1.0
153847,963,160,4.280804,0.654304,-0.352161,0.0,0.0,0.00267501,-0.184337,-1.0,-0.694461,1.0,0.074453,1762.8,11.4,45.9,384.6,100.0,1.0
154010,964,163,4.096614,0.281277,-0.423356,0.002191,0.0,0.00251966,-0.177504,-1.0,-0.625004,1.0,0.07502,1669.0,14.0,40.0,321.5,100.0,1.0
154172,965,162,0.240931,0.838838,0.632175,0.001918,0.0,0.00257108,-0.40281,-1.0,-0.912836,0.355347,0.090653,1158.6,21.4,37.2,291.0,100.0,1.0
154339,966,167,2.157432,0.230539,-0.463102,0.0,0.008138,0.00198144,-0.208052,-1.0,-1.0,1.0,0.040259,1131.4,10.4,14.3,691.3,100.0,1.0
154502,967,163,2.35713,0.2,-0.341648,0.0,0.470343,0.00213648,-0.214068,-1.0,-1.0,1.0,0.070339,1483.8,17.6,26.3,577.6,100.0,1.0
154667,968,165,2.967033,0.741317,-0.326813,0.0,0.0,0.00192879,-0.149382,-1.0,-0.365123,1.0,0.064347,2342.4,18.0,19.4,660.7,100.0,1.0
154832,969,165,1.739892,0.382915,-0.344098,0.0,0.0,0.00173352,-0.187009,-1.0,-0.788512,1.0,0.040791,1560.0,10.6,14.2,887.4,100.0,1.0
154991,970,159,4.945819,0.2,-0.347824,0.0,0.075179,0.00224436,-0.07556,-1.0,0.361952,1.0,0.058776,2671.2,14.1,23.5,424.9,100.0,1.0
155150,971,159,2.232303,0.486093,-0.36465,0.016278,0.0,0.00209893,-0.206757,-1.0,-0.982673,1.0,0.042449,1431.5,6.4,26.5,861.8,100.0,1.0
155312,972,162,2.877981,0.461137,-0.369768,0.0,0.0,0.00233957,-0.215383,-1.0,-1.0,1.0,0.076914,1301.5,13.4,43.4,504.8,100.0,1.0
155469,973,157,2.618953,0.267955,-0.384271,0.0,3e-06,0.00191379,-0.15152,-1.0,-0.429563,1.0,0.042818,1760.3,10.7,16.0,619.8,100.0,1.0
155632,974,163,4.078872,1.0,-0.343195,0.012186,0.0,0.0027001,-0.208255,-1.0,-0.839591,1.0,0.121479,1915.3,14.5,85.1,301.8,100.0,1.0
155791,975,159,1.824508,0.241598,-0.505257,0.0,0.0,0.00198824,-0.212372,-1.0,-1.0,1.0,0.061861,1203.4,12.6,30.3,492.7,100.0,1.0
155961,976,170,2.655208,0.2,-0.372752,0.0,0.110071,0.00193939,-0.178741,-1.0,-0.675085,1.0,0.056161,1656.3,12.7,24.4,768.3,100.0,1.0
156124,977,163,3.261616,0.2,-0.481716,0.0,0.004342,0.00236527,-0.20018,-1.0,-0.882324,1.0,0.059737,1378.4,13.2,26.8,542.8,100.0,1.0
156282,978,158,3.358238,0.479486,-0.321247,0.000675,0.0,0.00239026,-0.186801,-1.0,-0.766123,1.0,0.050942,1984.7,12.6,19.5,476.3,100.0,1.0
156435,979,153,2.06128,0.543562,-0.33222,0.0,0.0,0.00193328,-0.178636,-1.0,-0.673032,1.0,0.056663,1880.5,11.4,28.3,551.3,100.0,1.0
156590,980,155,4.706855,0.348446,-0.306742,0.009908,0.0,0.00230776,-0.090311,-1.0,0.249605,1.0,0.076356,2559.5,16.4,35.3,379.4,100.0,1.0
156750,981,160,-0.693076,0.370042,0.677432,0.004321,2e-05,0.00243921,-0.429644,-1.0,-0.740527,0.201112,0.079627,1146.6,23.9,20.0,597.3,100.0,1.0
156908,982,158,3.669885,0.303936,-0.370164,0.0,5e-06,0.00235391,-0.163453,-1.0,-0.50205,1.0,0.066238,1766.5,13.4,32.6,689.3,100.0,1.0
157073,983,165,4.828836,0.2,-0.40477,0.0,1.9e-05,0.00246679,-0.132749,-1.0,-0.173418,1.0,0.077038,1842.7,17.3,33.8,470.8,100.0,1.0
157232,984,159,4.037772,0.2,-0.338325,0.00904,0.0,0.00195207,-0.08103,-1.0,0.347594,1.0,0.078948,2319.0,21.3,25.8,540.1,100.0,1.0
157388,985,156,1.724472,0.428137,-0.463749,0.0,0.0,0.00197397,-0.209983,-1.0,-1.0,1.0,0.049914,1315.0,12.0,20.0,507.5,100.0,1.0
157549,986,161,2.946678,0.2,-0.433296,0.0,0.014091,0.00236353,-0.213242,-1.0,-1.0,1.0,0.06621,1183.4,9.9,41.4,484.2,100.0,1.0
157711,987,162,2.493883,0.306006,-0.363174,0.013402,0.0,0.00190656,-0.167241,-1.0,-0.550322,1.0,0.061044,1704.3,12.7,29.3,711.9,100.0,1.0
157869,988,158,3.867954,0.733556,-0.299061,0.0,0.0,0.00237909,-0.156307,-1.0,-0.445259,1.0,0.058905,2252.7,11.9,29.2,321.1,100.0,1.0
158024,989,155,1.088119,0.354696,0.638795,0.00783,1.2e-05,0.00264095,-0.347586,-1.0,-0.586628,0.424996,0.082112,1054.8,18.5,35.8,353.9,100.0,1.0
158186,990,162,3.77442,0.39984,-0.330649,0.0,0.0,0.00240687,-0.175675,-1.0,-0.600116,1.0,0.078319,1870.1,9.6,54.4,352.1,100.0,1.0
158340,991,154,0.979946,0.4154,-0.419642,0.0,0.0,0.00173029,-0.210801,-1.0,-1.0,1.0,0.054005,1173.0,13.9,19.4,875.2,100.0,1.0
158505,992,165,5.144092,0.432794,-0.358346,0.0,0.0,0.00192593,-0.02586,-1.0,0.877734,1.0,0.068166,2491.7,15.7,29.0,500.1,100.0,1.0
158662,993,157,2.365888,0.460859,-0.375861,0.0,3e-06,0.00215324,-0.203802,-1.0,-0.922464,1.0,0.05778,1321.2,12.7,26.0,447.6,100.0,1.0
158820,994,158,2.69601,0.2,-0.43228,0.0,0.054289,0.00235557,-0.219234,-1.0,-1.0,1.0,0.09617,1217.5,14.4,60.1,366.1,100.0,1.0
158977,995,157,2.298483,0.231783,-0.461888,0.0,0.052807,0.00217454,-0.211004,-1.0,-1.0,1.0,0.05502,1231.5,8.3,34.3,466.3,100.0,1.0
159134,996,157,3.034023,0.40257,-0.31684,0.013958,0.0,0.001914,-0.128401,-1.0,-0.143165,1.0,0.070423,2110.1,18.0,25.5,980.7,100.0,1.0
159297,997,163,3.477424,1.0,-0.395777,0.01102,0.0,0.00250746,-0.211522,-1.0,-1.0,1.0,0.057608,1281.8,6.9,40.4,495.0,100.0,1.0
159450,998,153,3.495202,0.2,-0.378751,0.0,0.0,0.00267623,-0.211306,-1.0,-1.0,1.0,0.056528,1455.8,6.3,40.8,390.1,100.0,1.0
159603,999,153,4.023213,0.785923,-0.407668,0.007373,0.0,0.00233448,-0.129017,-1.0,-0.166197,1.0,0.061989,1727.7,14.6,25.4,467.0,100.0,1.0
159761,1000,158,2.741505,0.874555,-0.364894,0.000286,0.0,0.00225608,-0.20098,-1.0,-0.873948,1.0,0.067928,1659.2,15.3,29.7,509.9,100.0,1.0
159923,1001,162,2.67129,0.663573,-0.301723,0.0,0.0,0.00223925,-0.211283,-1.0,-1.0,1.0,0.056413,1391.1,10.2,31.0,517.7,100.0,1.0
160080,1002,157,4.557511,0.810254,-0.306427,0.00349,0.0,0.00264213,-0.156475,-1.0,-0.427526,1.0,0.06861,2364.0,11.1,40.9,403.0,100.0,1.0
160243,1003,163,2.351673,0.458125,-0.440147,0.0,3e-06,0.00212585,-0.213169,-1.0,-1.0,1.0,0.065843,1252.9,13.5,32.2,564.3,100.0,1.0
160402,1004,159,2.584689,0.2,-0.344305,0.002123,0.223372,0.00207928,-0.184072,-1.0,-0.703341,1.0,0.06869,1841.8,13.3,35.3,651.9,100.0,1.0
160559,1005,157,1.477138,0.627836,-0.451255,0.0,0.0,0.0018526,-0.207102,-1.0,-1.0,1.0,0.035508,1104.7,8.0,15.5,555.1,100.0,1.0
160723,1006,164,3.238421,0.2,-0.34994,0.0,0.014462,0.00228505,-0.191249,-1.0,-0.832354,1.0,0.040066,1732.3,7.8,20.5,440.5,100.0,1.0
160886,1007,163,3.190843,0.2,-0.36738,0.001438,0.0,0.00241184,-0.212359,-1.0,-1.0,1.0,0.061794,1208.6,9.6,37.8,678.8,100.0,1.0
161040,1008,154,1.779516,0.735296,-0.470651,0.001146,0.0,0.00238097,-0.265844,-1.0,-0.570208,0.713259,0.114003,1603.6,23.4,55.5,273.6,100.0,1.0
161198,1009,158,3.57491,0.782816,-0.340608,0.0,0.0,0.00245135,-0.184819,-1.0,-0.704335,1.0,0.071925,1632.4,14.1,36.6,673.6,100.0,1.0
161358,1010,160,2.794736,0.360116,-0.371394,0.003248,4e-06,0.00197254,-0.15729,-1.0,-0.438816,1.0,0.067043,1881.5,13.3,33.9,519.3,100.0,1.0
161521,1011,163,3.967752,0.89836,-0.344345,0.007739,0.0,0.00237011,-0.161638,-1.0,-0.523794,1.0,0.046291,2220.6,9.2,23.2,391.2,100.0,1.0
161682,1012,161,2.156644,0.443815,-0.326262,0.0,0.0,0.00207035,-0.211188,-1.0,-0.997493,1.0,0.057196,1552.2,14.1,22.0,617.9,100.0,1.0
161841,1013,159,4.431152,1.0,-0.368744,0.014132,0.0,0.0029155,-0.212726,-1.0,-1.0,1.0,0.063629,1731.2,12.4,32.6,323.4,100.0,1.0
162000,1014,159,0.878278,0.2,-0.407458,0.0,0.022434,0.00165072,-0.212701,-1.0,-0.846319,0.944521,0.057128,1486.0,19.1,9.4,1285.7,100.0,1.0
162163,1015,163,5.232333,1.0,-0.360631,0.012842,0.0,0.00267839,-0.140353,-1.0,-0.200864,1.0,0.101332,1956.4,17.4,57.8,455.3,100.0,1.0
162320,1016,157,4.328769,0.431961,-0.265012,0.0,0.0,0.00209461,-0.083756,-1.0,0.312206,1.0,0.074884,2787.7,18.8,28.0,430.6,100.0,1.0
162479,1017,159,1.97014,0.514897,-0.308127,0.01856,0.0,0.00186758,-0.185384,-1.0,-0.740026,1.0,0.056909,1846.5,12.2,26.3,820.9,100.0,1.0
162639,1018,160,4.232608,0.267156,-0.310554,0.0,0.022702,0.00224902,-0.120292,-1.0,-0.06512,1.0,0.068898,2595.1,15.6,29.9,398.0,100.0,1.0
162802,1019,163,1.81365,0.54489,-0.396653,0.00016,0.0,0.00190974,-0.208627,-1.0,-1.0,1.0,0.043135,1152.5,12.2,12.6,717.4,100.0,1.0
162961,1020,159,4.016523,0.2,-0.295627,0.0,0.316632,0.00256613,-0.180796,-1.0,-0.654754,1.0,0.076602,2024.4,14.8,39.7,467.4,100.0,1.0
163123,1021,162,3.368814,0.2,-0.294821,0.001284,0.35089,0.00187527,-0.113185,-1.0,0.053763,1.0,0.092808,2776.0,20.5,41.5,480.4,100.0,1.0
163284,1022,161,1.518755,0.427658,-0.382314,0.00219,0.0,0.00159966,-0.17161,-1.0,-0.590072,1.0,0.063012,1879.0,15.3,24.7,1036.0,100.0,1.0
163445,1023,161,2.857443,0.425323,-0.316712,0.004948,2e-06,0.00215938,-0.186053,-1.0,-0.713175,1.0,0.073676,1883.4,15.0,36.3,652.4,100.0,1.0
163613,1024,168,4.90892,0.388926,-0.292927,0.006452,0.0,0.00223796,-0.098416,-1.0,0.170152,1.0,0.077158,2840.4,19.3,29.0,853.4,100.0,1.0
163767,1025,154,2.212599,0.2,-0.455795,0.0,0.015241,0.00214606,-0.20538,-1.0,-0.950664,1.0,0.05157,1122.9,13.5,17.8,695.9,100.0,1.0
163933,1026,166,5.389814,0.2,-0.200013,0.005767,0.010267,0.00242986,-0.098673,-1.0,0.160566,1.0,0.073648,3018.2,12.5,42.3,493.9,100.0,1.0
164095,1027,162,4.348827,0.5126,-0.34036,0.0,0.0,0.00190448,-0.062669,-1.0,0.549041,1.0,0.087866,2518.0,24.8,25.8,611.4,100.0,1.0
164257,1028,162,2.629645,0.99986,-0.35297,0.007015,0.0,0.00204379,-0.182444,-1.0,-0.691289,1.0,0.066577,2048.9,17.1,23.9,641.8,100.0,1.0
164413,1029,156,3.314974,1.0,-0.18865,0.024671,0.0,0.00218925,-0.154187,-1.0,-0.387003,1.0,0.077433,1898.1,16.4,36.5,811.0,100.0,1.0
164578,1030,165,5.113616,0.400823,-0.367156,0.0,0.0,0.00187561,-0.020578,-1.0,0.973105,1.0,0.089443,2698.0,18.8,42.3,562.5,100.0,1.0
164744,1031,166,3.20161,0.2,-0.371115,0.004265,0.035504,0.00210856,-0.169162,-1.0,-0.523577,1.0,0.084022,2253.2,16.9,41.7,387.1,100.0,1.0
164906,1032,162,2.7329,0.2,-0.422047,0.0,0.0,0.002155,-0.19476,-1.0,-0.798108,1.0,0.074746,1636.1,14.3,39.0,583.1,100.0,1.0
165058,1033,152,2.654349,0.909486,-0.386954,0.005399,0.0,0.00236751,-0.209963,-1.0,-0.952267,1.0,0.073683,1561.4,10.9,46.3,355.1,100.0,1.0
165217,1034,159,1.414028,0.2,-0.339796,0.000804,0.069723,0.00184348,-0.213235,-1.0,-0.988288,1.0,0.072031,1350.9,16.9,29.9,774.7,100.0,1.0
165380,1035,163,1.857976,0.206323,-0.302408,0.0,8e-06,0.00184725,-0.196175,-1.0,-0.8323,1.0,0.064726,1637.8,17.5,20.9,901.0,100.0,1.0
165539,1036,159,3.04102,0.297637,-0.366791,0.0,3.4e-05,0.0020332,-0.151634,-1.0,-0.325409,1.0,0.095467,2035.3,18.5,49.3,688.3,100.0,1.0
165692,1037,153,4.462475,0.2,-0.426181,0.0,0.162426,0.00183907,-0.029559,-1.0,0.865235,1.0,0.080411,2410.2,14.9,43.1,312.3,100.0,1.0
165855,1038,163,4.777456,0.2,-0.211887,0.003864,0.018749,0.00252409,-0.141912,-1.0,-0.258004,1.0,0.08056,2735.0,13.1,47.8,406.8,100.0,1.0
166014,1039,159,2.861279,0.487855,-0.277273,0.008153,4e-06,0.00173143,-0.113857,-1.0,-0.000557,1.0,0.069008,2861.1,19.2,21.1,519.6,100.0,1.0
166171,1040,157,3.706119,0.345168,-0.439066,0.006166,3.8e-05,0.00223063,-0.141174,-1.0,-0.278942,1.0,0.066398,1555.7,12.7,34.8,364.1,100.0,1.0
166332,1041,161,0.412002,0.376044,0.68769,0.004056,0.0,0.00240682,-0.364274,-1.0,-1.0,0.510981,0.087839,1040.5,17.2,44.8,433.4,100.0,1.0
166501,1042,169,3.635611,0.2,-0.323681,0.0,0.057408,0.00214282,-0.157086,-1.0,-0.424514,1.0,0.073172,2033.8,17.2,30.3,912.6,100.0,1.0
166662,1043,161,2.508102,0.388602,-0.304085,0.0,0.0,0.00171904,-0.135304,-1.0,-0.220776,1.0,0.066134,2028.1,16.0,26.1,694.1,100.0,1.0
166814,1044,152,3.053433,0.2,-0.440443,0.0,0.0,0.00256609,-0.217901,-1.0,-1.0,1.0,0.089506,1374.4,15.2,51.5,364.6,100.0,1.0
166973,1045,159,4.241683,0.69079,-0.316975,0.0,0.0,0.00176231,-0.041073,-1.0,0.724315,1.0,0.067523,2908.6,16.5,26.2,482.2,100.0,1.0
167135,1046,162,2.528087,0.2,-0.367654,0.011711,0.0,0.00208442,-0.195165,-1.0,-0.842708,1.0,0.054469,1615.0,9.9,29.6,771.5,100.0,1.0
167294,1047,159,2.85856,0.462395,-0.343953,0.012643,5e-06,0.00213582,-0.178472,-1.0,-0.652534,1.0,0.066094,1974.0,11.5,37.3,465.2,100.0,1.0
167449,1048,155,3.444402,0.2,-0.372763,0.0,0.029346,0.00227108,-0.157928,-1.0,-0.459413,1.0,0.059935,1868.7,14.2,24.3,840.2,100.0,1.0
167612,1049,163,3.309339,0.296197,-0.349852,0.0,0.0,0.00210928,-0.157337,-1.0,-0.456977,1.0,0.058196,2097.7,10.1,32.8,540.3,100.0,1.0
167773,1050,161,1.431333,0.298217,-0.391553,0.001107,0.0,0.00171165,-0.194905,-1.0,-0.855734,1.0,0.046659,1416.8,12.0,16.7,957.2,100.0,1.0
167935,1051,162,5.131304,0.370523,-0.36788,0.0,0.0,0.00224946,-0.075396,-1.0,0.445259,1.0,0.099611,2320.6,19.1,51.8,582.5,100.0,1.0
168098,1052,163,-0.492588,1.0,0.646432,0.015561,0.0,0.00280695,-0.485334,-1.0,-1.0,0.124244,0.113034,994.3,22.1,57.8,459.6,100.0,1.0
168254,1053,156,3.33609,0.569047,-0.499441,0.0,1.7e-05,0.00239467,-0.185671,-1.0,-0.592198,1.0,0.132258,1640.5,18.1,87.0,499.2,100.0,1.0
168417,1054,163,2.837833,0.2,-0.397061,0.0,0.060237,0.00226159,-0.20879,-1.0,-1.0,1.0,0.043952,1215.0,8.0,23.9,959.0,100.0,1.0
168580,1055,163,2.427888,0.2,-0.375632,0.00318,0.0,0.00186449,-0.167137,-1.0,-0.526685,1.0,0.072343,1501.6,13.6,38.3,646.3,100.0,1.0
168740,1056,160,2.988724,0.436071,-0.287192,0.00923,7e-06,0.00183577,-0.1254,-1.0,-0.130118,1.0,0.061944,1977.0,14.0,26.9,870.0,100.0,1.0
168902,1057,162,2.196233,0.2,-0.382987,0.0,0.00998,0.00204974,-0.208369,-1.0,-1.0,1.0,0.041844,1362.8,9.0,19.3,576.9,100.0,1.0
169057,1058,155,3.752724,1.0,0.674992,0.005223,0.0,0.00280839,-0.224045,-1.0,-0.725498,0.884866,0.084777,1472.9,19.5,35.9,210.2,100.0,1.0
169211,1059,154,1.822129,0.431965,-0.380038,0.0,0.0,0.00194327,-0.196658,-1.0,-0.863087,1.0,0.051748,1713.1,12.4,20.7,500.8,100.0,1.0
169374,1060,163,3.855462,1.0,-0.341572,0.0,0.0,0.00258016,-0.203578,-1.0,-0.896341,1.0,0.069717,2028.5,12.6,38.1,264.1,100.0,1.0
169529,1061,155,3.089629,0.2,-0.340924,0.0,9e-06,0.00213385,-0.156867,-1.0,-0.445941,1.0,0.061363,1835.0,16.1,21.1,667.0,100.0,1.0
169686,1062,157,2.70235,0.2,-0.437365,0.0,0.165616,0.00203936,-0.168103,-1.0,-0.477714,1.0,0.101658,1517.9,18.5,55.5,582.3,100.0,1.0
169845,1063,159,1.924218,0.535328,-0.471839,0.002028,0.0,0.00201001,-0.211301,-1.0,-1.0,1.0,0.056506,1158.5,8.8,34.4,487.2,100.0,1.0
170009,1064,164,7.321873,0.2,-0.326963,0.0,0.015708,0.00259939,-0.014419,-1.0,1.0,1.0,0.072095,3172.8,16.1,31.8,307.7,100.0,1.0
170172,1065,163,3.164065,0.257183,-0.438687,0.0,0.006433,0.00226274,-0.190805,-1.0,-0.805252,1.0,0.051398,1532.3,12.2,21.0,567.0,100.0,1.0
170333,1066,161,5.322241,0.2,-0.347124,0.00774,1e-05,0.00199087,-0.02113,-1.0,1.0,1.0,0.105649,2768.4,17.1,62.8,624.4,100.0,1.0
170488,1067,155,3.464505,0.77445,-0.319437,0.003295,0.0,0.00230043,-0.161687,-1.0,-0.526099,1.0,0.045384,2235.9,8.9,23.0,442.7,100.0,1.0
170644,1068,156,2.852006,0.2,-0.43611,0.010691,0.101586,0.00230091,-0.198544,-1.0,-0.653315,0.982914,0.140434,1667.5,21.0,87.9,386.2,100.0,1.0
170799,1069,155,2.20579,0.41697,-0.358987,0.0,0.0,0.00213529,-0.206908,-1.0,-0.941561,1.0,0.063759,1534.8,10.8,36.9,536.6,100.0,1.0
170960,1070,161,1.837803,0.586533,-0.388267,0.0,0.0,0.00185348,-0.195047,-1.0,-0.836444,1.0,0.057015,1596.0,10.3,31.3,494.7,100.0,1.0
171116,1071,156,4.314916,0.564395,-0.52191,0.0,0.0,0.00238602,-0.129661,-1.0,0.078736,0.94237,0.101229,1641.9,21.1,48.4,696.7,100.0,1.0
171279,1072,163,1.79543,0.485023,-0.365706,0.0,0.0,0.00190344,-0.209311,-1.0,-0.932074,1.0,0.080517,1538.6,14.5,44.3,770.7,100.0,1.0
