scenario,level_idx,level_label,corner,episode,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,cum_reward
obs_noise,5,0.50,balanced,1,0.8284037709236145,-0.8293828964233398,-1.0,10776.21826171875,1579.0063092129649,864.4620195458219,0.08355837042773445
obs_noise,5,0.50,balanced,2,-0.41027703881263733,-0.9657372236251831,0.5557482242584229,6056.844482421875,4419.406677246094,177.7007122039795,0.4188500751430837
obs_noise,5,0.50,balanced,3,0.5284750461578369,-0.8731316328048706,-1.0,9633.489990234375,1898.323743796907,930.948064938831,0.04217019211855977
blackout_day,0,No fault,yield,1,0.7723081111907959,-0.687052845954895,0.4661790430545807,10562.493896484375,843.792121887207,213.52838139931305,1.3147479454586073
blackout_day,0,No fault,yield,2,1.0,-0.5516914129257202,0.3769250810146332,11994.4091796875,668.8701285773799,249.22996520996094,1.6174095757662443
blackout_day,0,No fault,yield,3,-0.1291016936302185,-0.7940459847450256,0.3709988296031952,7128.12255859375,865.256519317627,251.60046577453613,0.5492314404326019
blackout_day,0,No fault,n_eff,1,-0.11444011330604553,0.25864431262016296,0.6331285834312439,7183.983154296875,142.69287872314453,146.7485752105713,0.6404135556071999
blackout_day,0,No fault,n_eff,2,0.6968273520469666,0.2215162068605423,0.6571286916732788,10274.912109375,210.29013061523438,137.14852809906006,0.804993586501359
blackout_day,0,No fault,n_eff,3,-0.36161744594573975,-0.1120138019323349,0.584676206111908,6242.237548828125,175.74140167236328,166.12950706481934,0.34366895619648324
blackout_day,0,No fault,water,1,0.7341222167015076,-0.27901139855384827,0.6880831718444824,10417.005615234375,361.20562744140625,124.7667407989502,1.1950673530612321
blackout_day,0,No fault,water,2,0.9022165536880493,-0.17337575554847717,0.6506614089012146,11057.445068359375,334.4157028198242,139.7354393005371,1.2912803119774585
blackout_day,0,No fault,water,3,-0.16651912033557892,-0.5269811153411865,0.5633373856544495,6985.5621337890625,369.2010192871094,174.6650447845459,1.2424142716123434
blackout_day,0,No fault,balanced,1,0.7416377067565918,-0.33489304780960083,0.6153472065925598,10445.6396484375,392.6300735473633,153.86112594604492,0.868090943647365
blackout_day,0,No fault,balanced,2,1.0,0.06991659849882126,0.5685725212097168,11910.482177734375,278.3039855957031,172.57098007202148,1.123395741769849
blackout_day,0,No fault,balanced,3,0.30204489827156067,-0.42361968755722046,0.46454691886901855,8770.791015625,380.4255065917969,214.18122673034668,0.8032144598768116
blackout_day,1,Day 120,yield,1,0.7591075301170349,-0.15545760095119476,0.5269981026649475,10512.19970703125,311.1803436279297,189.20076370239258,1.2276626950109994
blackout_day,1,Day 120,yield,2,1.0,-0.9048088192939758,0.27633267641067505,12275.1513671875,3223.8154467781483,289.4669246614426,1.6020026542361832
blackout_day,1,Day 120,yield,3,0.1485864818096161,-0.9463063478469849,0.2741084098815918,8186.114501953125,3811.4892768859863,290.35663414001465,0.7981302073889134
blackout_day,1,Day 120,n_eff,1,0.6417596936225891,-0.0603305958211422,0.6225332617759705,10065.104370117188,267.7831252442429,150.98669815063477,0.33929564199847234
blackout_day,1,Day 120,n_eff,2,0.9189786314964294,0.046124182641506195,0.6214144229888916,11121.30859375,265.7741012573242,151.4342212703641,0.640248379393347
blackout_day,1,Day 120,n_eff,3,-0.09910266846418381,-0.14093448221683502,0.5895610451698303,7242.4188232421875,210.7644500732422,164.1755781173706,0.3092734109465842
blackout_day,1,Day 120,water,1,0.53010493516922,-0.09417031705379486,0.7691767811775208,9639.69970703125,266.046142578125,92.32929039001465,1.160857467888206
blackout_day,1,Day 120,water,2,0.49629783630371094,-0.10413625091314316,0.7011663913726807,9510.894775390625,265.4113082885742,119.53344535827637,1.3407225619509267
blackout_day,1,Day 120,water,3,-0.2383895367383957,-0.9107962250709534,0.5975286960601807,6711.73583984375,1881.012180306719,160.9885139465332,1.284625848930234
blackout_day,1,Day 120,balanced,1,0.6096177101135254,-0.09862707555294037,0.6303577423095703,9942.643432617188,275.7638702392578,147.8569049835205,0.7360147764781952
blackout_day,1,Day 120,balanced,2,1.0,-0.9058400392532349,0.4861067831516266,12115.853271484375,3216.8269805908203,205.55728912353516,0.818894487243772
