==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen_v3.csv
  Metrics log  → /workspace/training_metrics_nitrogen_v3.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
     60      9603   163   -6.692    2555     76     79  -0.8797  -1.0000  -0.8530  -1.0000
     61      9763   160   -6.017    3708     62     44  -0.7992  -1.0000  -0.3403  -1.0000
     62      9922   159   -5.469    1903     58     40  -0.8576  -1.0000  -1.0000  -1.0000
     63     10085   163   -6.090    2560     58     62  -0.8225  -1.0000  -0.6092  -1.0000
     64     10247   162   -5.783    3370     68     62  -0.6862  -1.0000  +0.9295  -1.0000
     65     10405   158   -5.634    4036     62     47  -0.7083  -0.9408  +0.4294  -1.0000
     66     10565   160   -5.827    3019     55     64  -0.8260  -1.0000  -0.6952  -1.0000
     67     10725   160   -3.473    3507     61     56  -0.6783  -1.0000  +0.8627  -1.0000
     68     10884   159   -5.038    2367     53     82  -0.8445  -1.0000  -0.8944  -1.0000
     69     11043   159   -4.179    4873     63     62  -0.6541  -0.7209  +0.4579  -1.0000
     70     11201   158   -6.246    1921     74     52  -0.8603  -1.0000  -0.7274  -1.0000
     71     11362   161   -6.365    1691     52     74  -0.8517  -1.0000  -1.0000  -1.0000
     72     11521   159   -6.139    2470     64     75  -0.8427  -1.0000  -0.6940  -1.0000
     73     11680   159   -5.532     995     62     84  -0.8708  -1.0000  -1.0000  -1.0000
     74     11838   158   -6.329    1510     56     61  -0.8570  -1.0000  -1.0000  -1.0000
     75     11994   156   -5.800    1824     73     64  -0.8725  -1.0000  -0.8508  -1.0000
     76     12145   151   -4.656    1544     68     68  -0.8801  -1.0000  -1.0000  -1.0000
     77     12310   165   -6.169    1832     68     43  -0.8689  -1.0000  -0.9402  -1.0000
     78     12475   165   -5.147    3880     71     55  -0.8309  -0.9816  -0.5336  -1.0000
     79     12637   162   -3.650    4986     68     46  -0.6258  -0.6913  +0.7227  -1.0000
     80     12791   154   -5.624    1357     58     60  -0.8600  -1.0000  -1.0000  -1.0000
     81     12959   168   -5.105    3765     81     68  -0.7522  -1.0000  +0.4902  -1.0000
     82     13121   162   +4.162    5119     74     79  +0.0620  -0.6563  +0.7225  +0.7365
     83     13278   157   -3.170    1051     67     53  -0.8682  -1.0000  -0.9304  -1.0000
     84     13433   155   -6.902    2578     55     75  -0.8059  -1.0000  -0.4839  -1.0000
     85     13594   161   -5.634    4673     72     60  -0.7162  -0.7735  +0.1228  -1.0000
     86     13755   161   -5.694    4255     62     65  -0.7147  -0.8832  +0.2489  -1.0000
     87     13912   157   -5.354    2366     54     64  -0.8437  -1.0000  -0.8940  -1.0000
     88     14074   162   -4.286    2170     70     53  -0.8269  -1.0000  -0.4603  -1.0000
     89     14235   161   -5.933    2589     57     58  -0.7654  -1.0000  -0.0752  -1.0000
     90     14391   156   -6.762    3384     77     62  -0.8333  -1.0000  -0.3946  -1.0000
     91     14555   164   -5.533    2974     74     57  -0.8674  -1.0000  -0.7934  -1.0000
     92     14713   158   -5.054    2068     79     67  -0.8161  -1.0000  -0.1853  -1.0000
     93     14873   160   -4.804    4477     60     67  -0.6848  -0.8249  +0.3558  -1.0000
     94     15029   156   +5.444    5358     71     53  +0.0718  -0.5936  -0.0470  +0.8919
     95     15187   158   -5.915    4173     60     60  -0.7059  -0.9047  +0.3528  -1.0000
     96     15350   163   -5.769    4966     74     57  -0.7014  -0.6967  +0.1015  -1.0000
     97     15507   157   +6.753    5989     74     73  +0.1664  -0.4280  +0.1395  +1.0000
     98     15669   162   -5.616    3297     65     65  -0.8181  -1.0000  -0.4439  -1.0000
     99     15828   159   -5.705    4832     77     60  -0.7089  -0.7319  +0.1848  -1.0000
    100     15991   163   -6.164    3110     59     58  -0.7795  -1.0000  -0.1686  -1.0000

  ── rolling mean (last 100 ep) ──  cum_R=-5.142  yield=3010 kg/ha  N=65  W=62 mm  R_seas=-0.7758  R_ane=-0.9437

    101     16151   160   -5.932    3149     74     54  -0.8284  -1.0000  -0.3997  -1.0000
    102     16318   167   -5.966    3712     68     71  -0.8326  -1.0000  -0.5333  -1.0000
    103     16477   159   -5.413    1970     74     51  -0.8869  -1.0000  -1.0000  -1.0000
    104     16637   160   +8.611    6599     60     78  +0.3074  -0.2680  +0.9103  +1.0000
    105     16803   166   -6.518    3899     72     59  -0.7932  -0.9767  -0.1389  -1.0000
    106     16970   167   +8.198    6259     70     52  +0.2404  -0.3571  +0.6042  +1.0000
    107     17127   157   -5.921    1869     55     70  -0.8531  -1.0000  -0.9657  -1.0000
    108     17290   163   +7.230    5380     67     61  +0.2047  -0.5879  +0.7807  +1.0000
    109     17456   166   -5.570    2346     49     72  -0.8388  -1.0000  -0.9183  -1.0000
    110     17618   162   -5.342    1931     72     61  -0.8847  -1.0000  -1.0000  -1.0000
    111     17774   156   -5.637    3752     51     56  -0.7817  -1.0000  -0.3456  -1.0000
    112     17936   162   -4.985    2811     50     73  -0.8081  -1.0000  -0.5959  -1.0000
    113     18091   155   -4.020    4477     59     76  -0.6282  -0.8249  +0.9254  -1.0000
    114     18249   158   -6.283    2659     62     63  -0.7974  -1.0000  -0.2961  -1.0000
    115     18410   161   -4.240    2882     70     61  -0.7988  -1.0000  -0.1723  -1.0000
    116     18568   158   -6.182    1940     69     45  -0.8743  -1.0000  -0.9709  -1.0000
    117     18733   165   +5.310    5278     75     56  +0.0953  -0.6146  +0.8253  +0.7643
    118     18897   164   -5.504    1236     57     56  -0.8582  -1.0000  -1.0000  -1.0000
    119     19055   158   -4.517    1056     78     50  -0.8935  -1.0000  -1.0000  -1.0000
    120     19211   156   -6.008    4323     64     52  -0.7628  -0.8654  -0.2688  -1.0000
    121     19373   162   +5.274    5557     75     54  +0.0836  -0.5414  +0.2098  +0.8446
    122     19533   160   -6.399    3211     62     61  -0.7822  -1.0000  -0.1429  -1.0000
    123     19687   154   -5.055    2416     60     64  -0.8065  -1.0000  -0.4196  -1.0000
    124     19846   159   -5.275    2818     63     44  -0.7915  -1.0000  -0.2488  -1.0000
    125     20008   162   -5.829    2124     60     75  -0.8239  -1.0000  -0.5700  -1.0000
    126     20165   157   -5.913    2650     69     62  -0.8729  -1.0000  -0.9229  -1.0000
    127     20321   156   +6.801    5385     59     60  +0.1824  -0.5866  +0.4196  +1.0000
    128     20481   160   -4.262    1952     65     66  -0.8476  -1.0000  -0.7366  -1.0000
    129     20642   161   -5.480    4234     71     57  -0.7065  -0.8887  +0.4869  -1.0000
    130     20805   163   -5.971    1285     80     59  -0.8995  -1.0000  -1.0000  -1.0000
    131     20969   164   -5.656    3186     74     73  -0.8264  -1.0000  -0.3611  -1.0000
    132     21137   168   -6.646    3099     81     74  -0.8409  -1.0000  -0.3871  -1.0000
    133     21298   161   -4.508    2674     84     51  -0.8483  -1.0000  -0.4289  -1.0000
    134     21462   164   -5.935    3038     83     61  -0.8709  -1.0000  -0.6615  -1.0000
    135     21619   157   -6.012    2387     78     61  -0.8380  -1.0000  -0.4290  -1.0000
    136     21772   153   -5.953    1718     66     56  -0.8739  -1.0000  -1.0000  -1.0000
    137     21931   159   -6.447    3055     65     61  -0.8157  -1.0000  -0.4258  -1.0000
    138     22091   160   -5.058    4250     66     63  -0.7272  -0.8846  +0.1860  -1.0000
    139     22252   161   -6.006    3763     81     63  -0.7758  -1.0000  +0.2518  -1.0000
    140     22409   157   -6.172    2797     68     40  -0.8422  -1.0000  -0.6733  -1.0000
    141     22571   162   -5.345    3328     76     41  -0.8245  -1.0000  -0.3499  -1.0000
    142     22731   160   -5.748    2672     62     50  -0.8344  -1.0000  -0.6786  -1.0000
    143     22886   155   -3.382    1201     71     42  -0.8719  -1.0000  -0.9094  -1.0000
    144     23045   159   -4.497    1774     71     67  -0.8458  -1.0000  -0.6215  -1.0000
    145     23203   158   -6.374    3869     69     48  -0.8202  -0.9844  -0.4602  -1.0000
    146     23361   158   -6.187    4225     78     45  -0.7855  -0.8911  -0.1895  -1.0000
    147     23519   158   -5.690    3150     63     80  -0.8108  -1.0000  -0.3903  -1.0000
    148     23677   158   -5.938    3180     78     52  -0.8473  -1.0000  -0.5369  -1.0000
    149     23839   162   -5.225    2822     89     52  -0.8582  -1.0000  -0.4498  -1.0000
    150     23997   158   -5.924    2292     70     64  -0.8388  -1.0000  -0.5624  -1.0000
    151     24157   160   -5.719    3737     72     41  -0.8019  -1.0000  -0.2017  -1.0000
    152     24323   166   -5.987    3789     70     50  -0.8259  -1.0000  -0.4536  -1.0000
    153     24484   161   -4.998    3639     68     48  -0.8411  -1.0000  -0.6391  -1.0000
    154     24645   161   -5.023    2016     70     57  -0.8425  -1.0000  -0.6108  -1.0000
    155     24805   160   -6.068    2477     64     67  -0.8634  -1.0000  -0.9204  -1.0000
    156     24973   168   -6.753    3546     72     58  -0.8258  -1.0000  -0.4117  -1.0000
    157     25130   157   -3.274     679     77     53  -0.8929  -1.0000  -1.0000  -1.0000
    158     25292   162   -4.303    4862     74     50  -0.6860  -0.7238  +0.3289  -1.0000
    159     25457   165   -5.503    2106     66     82  -0.8327  -1.0000  -0.5481  -1.0000
    160     25621   164   -4.939    4518     72     53  -0.7089  -0.8142  +0.2791  -1.0000
    161     25782   161   -4.857    2515     64     64  -0.8123  -1.0000  -0.4131  -1.0000
    162     25940   158   -6.537    3268     74     42  -0.8205  -1.0000  -0.3486  -1.0000
    163     26094   154   -5.144    1393     71     59  -0.8828  -1.0000  -1.0000  -1.0000
    164     26256   162   -6.455    4014     88     37  -0.8268  -0.9463  -0.3086  -1.0000
    165     26408   152   -6.128    1895     47     94  -0.8467  -1.0000  -0.9969  -1.0000
    166     26564   156   -6.584    4508     75     36  -0.7655  -0.8168  -0.2396  -1.0000
    167     26719   155   +7.756    5426     62    101  +0.2147  -0.5759  +0.8293  +1.0000
    168     26885   166   -5.947    2151     80     63  -0.8705  -1.0000  -0.7132  -1.0000
    169     27046   161   -5.812    2528     83     35  -0.8437  -1.0000  -0.4278  -1.0000
    170     27210   164   -6.738    4261     76     69  -0.7414  -0.8815  +0.2252  -1.0000
    171     27376   166   -5.483    3529     78     58  -0.8386  -1.0000  -0.4369  -1.0000
    172     27542   166   +2.433    5141     86     44  -0.1197  -0.6507  -0.0136  +0.5018
    173     27700   158   +6.516    5210     67     78  +0.1880  -0.6325  +1.0000  +0.9386
    174     27862   162   +6.620    5501     72     52  +0.1770  -0.5561  +0.8553  +0.9107
    175     28020   158   -6.182    3487     69     39  -0.8165  -1.0000  -0.4042  -1.0000
    176     28174   154   -5.916    3314     67     71  -0.8398  -1.0000  -0.6121  -1.0000
    177     28334   160   -5.845    4229     61     84  -0.7581  -0.8901  -0.1674  -1.0000
    178     28494   160   -4.435    2283     76     58  -0.7644  -1.0000  +0.2725  -1.0000
    179     28653   159   +9.512    6482     68     62  +0.2899  -0.2986  +0.9307  +1.0000
    180     28812   159   -4.530    4998     79     74  -0.6707  -0.6881  +0.5106  -1.0000
    181     28971   159   -6.334    2787     91     43  -0.8622  -1.0000  -0.4694  -1.0000
    182     29124   153   -4.826    2396     80     26  -0.8837  -1.0000  -0.9015  -1.0000
    183     29283   159   -4.940    4658     68     50  -0.7084  -0.7774  +0.1210  -1.0000
    184     29441   158   -5.678    1792     72     46  -0.8788  -1.0000  -0.9508  -1.0000
    185     29598   157   -6.536    4077     81     44  -0.7760  -0.9299  +0.0545  -1.0000
    186     29757   159   -6.751    4310     81     40  -0.7822  -0.8688  -0.1764  -1.0000
    187     29916   159   -7.500    3756     84     41  -0.8381  -1.0000  -0.3510  -1.0000
    188     30071   155   -6.575    3871     74     75  -0.7940  -0.9840  -0.0795  -1.0000
    189     30226   155   +4.406    5268     76     60  +0.0172  -0.6174  +0.1612  +0.7418
    190     30387   161   -4.618    2620     76     46  -0.8418  -1.0000  -0.5153  -1.0000
    191     30542   155   -6.151    3096     73     57  -0.8502  -1.0000  -0.6308  -1.0000
    192     30706   164   -4.634    1928     73     50  -0.8655  -1.0000  -0.7957  -1.0000
    193     30866   160   +6.603    5928     73     65  +0.2202  -0.4442  +0.6863  +1.0000
    194     31028   162   -4.963    2795     76     46  -0.8192  -1.0000  -0.3001  -1.0000
    195     31186   158   -4.402    3709     84     26  -0.7772  -1.0000  +0.2440  -1.0000
    196     31344   158   -5.152    3102     62     46  -0.7868  -1.0000  -0.2185  -1.0000
    197     31509   165   -5.375    2048     88     46  -0.8154  -1.0000  -0.0460  -1.0000
    198     31665   156   -5.100    3780     85     38  -0.7589  -1.0000  +0.4621  -1.0000
    199     31828   163   -5.777    2109     70     84  -0.8391  -1.0000  -0.5455  -1.0000
    200     31987   159   -4.246    4700     88     33  -0.7418  -0.7663  +0.0840  -1.0000

  ── rolling mean (last 100 ep) ──  cum_R=-3.984  yield=3339 kg/ha  N=71  W=57 mm  R_seas=-0.6899  R_ane=-0.7530

    201     32148   161   +4.138    5154     73     61  +0.0709  -0.6472  +0.6184  +0.7687
    202     32308   160   -6.295    2101     69     54  -0.8791  -1.0000  -1.0000  -1.0000
    203     32463   155   -5.375    1553     84     32  -0.9013  -1.0000  -0.9888  -1.0000
    204     32522    59   -8.574       0     32     11  -0.8083  -1.0000  -1.0000  -1.0000
    205     32685   163   -5.154    4313     75     50  -0.7077  -0.8681  +0.4820  -1.0000
    206     32846   161   +6.393    5446     71     40  +0.1461  -0.5705  +0.5215  +0.9170
    207     33010   164   -5.051    4839     81     53  -0.7167  -0.7299  +0.1567  -1.0000
    208     33168   158   -4.276    2139     90     31  -0.8844  -1.0000  -0.7158  -1.0000
    209     33328   160   -6.443    4188     91     41  -0.7788  -0.9008  +0.1191  -1.0000
    210     33485   157   -6.218    3013     64     77  -0.8042  -1.0000  -0.3059  -1.0000
    211     33643   158   -6.159    3705     54     87  -0.7874  -1.0000  -0.3042  -1.0000
    212     33804   161   -5.696    4664    100     49  -0.7462  -0.7758  +0.3012  -1.0000
    213     33966   162   -6.028    4295     75     71  -0.8119  -0.8727  -0.5251  -1.0000
    214     34127   161   -4.750    1634    101     31  -0.9297  -1.0000  -1.0000  -1.0000
    215     34292   165   +5.510    6019     89     37  +0.0636  -0.4202  +0.5146  +0.6952
    216     34455   163   -5.113    3615     92     62  -0.7518  -1.0000  +0.6820  -1.0000
    217     34615   160   -4.401    1682     88     31  -0.8591  -1.0000  -0.4967  -1.0000
    218     34774   159   -5.649    3308     79     42  -0.8226  -1.0000  -0.2723  -1.0000
    219     34937   163   -4.980    4763     97     31  -0.7181  -0.7499  +0.4458  -1.0000
    220     35101   164   -5.912    3531     78     47  -0.8391  -1.0000  -0.4474  -1.0000
    221     35255   154   -5.431    2236     73     50  -0.8266  -1.0000  -0.4160  -1.0000
    222     35421   166   -3.521    3966     85     42  -0.7264  -0.9589  +0.6885  -1.0000
    223     35587   166   -6.125    4307     94     46  -0.7709  -0.8695  +0.1773  -1.0000
    224     35751   164   -6.960    4238     79     41  -0.7958  -0.8876  -0.2889  -1.0000
    225     35912   161   -6.122    3358     75     71  -0.8282  -1.0000  -0.3696  -1.0000
    226     36077   165   -5.465    4967     86     42  -0.7113  -0.6964  +0.2014  -1.0000
    227     36235   158   -4.948    2789     69     72  -0.8180  -1.0000  -0.3685  -1.0000
    228     36392   157   -5.815    3532     71     67  -0.8450  -1.0000  -0.6089  -1.0000
    229     36551   159   -5.880    3684     87     54  -0.8678  -1.0000  -0.5768  -1.0000
    230     36707   156   -5.113    4652     78     39  -0.7192  -0.7789  +0.1731  -1.0000
    231     36870   163   -6.008    3916     81     45  -0.8442  -0.9723  -0.5188  -1.0000
    232     37032   162   -5.197    4311     73     40  -0.7376  -0.8685  +0.1344  -1.0000
    233     37187   155   -4.823    1683     85     38  -0.9047  -1.0000  -1.0000  -1.0000
    234     37352   165   -5.543    3365     80     39  -0.8502  -1.0000  -0.5418  -1.0000
    235     37512   160   -5.123    4551     72     54  -0.7202  -0.8054  +0.1620  -1.0000
    236     37671   159   -6.303    3800     81     40  -0.7761  -1.0000  +0.2203  -1.0000
    237     37829   158   -6.307    2016     79     54  -0.8620  -1.0000  -0.6643  -1.0000
    238     37985   156   -6.329    2644     71     56  -0.8663  -1.0000  -0.8347  -1.0000
    239     38148   163   -6.166    4840     78     56  -0.7126  -0.7297  +0.1470  -1.0000
    240     38311   163   -5.370    4772     80     50  -0.7839  -0.7476  -0.4917  -1.0000
    241     38475   164   -5.583    4464     86     55  -0.7269  -0.8284  +0.3929  -1.0000
    242     38639   164   +4.445    5149     70     76  +0.0953  -0.6486  +0.5221  +0.8464
    243     38804   165   -5.289    2851     79     58  -0.8402  -1.0000  -0.4376  -1.0000
    244     38966   162   +6.475    5741     75     53  +0.1470  -0.4931  +0.4523  +0.9111
    245     39122   156   +6.381    5430     73     46  +0.1019  -0.5747  +0.4125  +0.8492
    246     39284   162   -5.556    2580     84     62  -0.9007  -1.0000  -0.9497  -1.0000
    247     39444   160   -6.245    3194     77     45  -0.8695  -1.0000  -0.7785  -1.0000
    248     39609   165   -5.299    1551     87     40  -0.9083  -1.0000  -1.0000  -1.0000
    249     39771   162   -3.923    1806     83     46  -0.8839  -1.0000  -0.8204  -1.0000
    250     39932   161   +5.210    5305     76     45  +0.0563  -0.6075  +0.4485  +0.7559
    251     40091   159   -5.524    1995     64     74  -0.8730  -1.0000  -1.0000  -1.0000
    252     40243   152   -4.873    3096     83     48  -0.7621  -1.0000  +0.3992  -1.0000
    253     40406   163   +3.059    5181     87     51  -0.1125  -0.6401  +0.1076  +0.4912
    254     40560   154   -4.726    2598     77     64  -0.7554  -1.0000  +0.3814  -1.0000
    255     40716   156   +2.520    5066     85     55  -0.0892  -0.6702  +0.3742  +0.4940
    256     40882   166   -4.201    2600     94     55  -0.8712  -1.0000  -0.4924  -1.0000
    257     41043   161   -4.707    2282     81     32  -0.7506  -1.0000  +0.4553  -1.0000
    258     41197   154   -4.769    3212     79     24  -0.8189  -1.0000  -0.2751  -1.0000
    259     41354   157   -4.712    3115     66     48  -0.7756  -1.0000  -0.0292  -1.0000
    260     41515   161   +4.755    5103     74     51  +0.0165  -0.6607  +0.2598  +0.7307
    261     41672   157   -5.519    4914     81     42  -0.6907  -0.7104  +0.3469  -1.0000
    262     41836   164   -3.452    4406     69     56  -0.7158  -0.8437  +0.2496  -1.0000
    263     41992   156   -4.352    1808     73     48  -0.8350  -1.0000  -0.5043  -1.0000
    264     42158   166   -6.123    4732     81     62  -0.7653  -0.7581  -0.2492  -1.0000
    265     42318   160   -6.017    2898     79     46  -0.8666  -1.0000  -0.7161  -1.0000
    266     42482   164   +6.812    6162     77     56  +0.2271  -0.3827  +0.6967  +0.9920
    267     42639   157   -6.353    3444     70     59  -0.8232  -1.0000  -0.4252  -1.0000
    268     42802   163   +3.732    5533     91     43  -0.0809  -0.5477  +0.1600  +0.5154
    269     42963   161   -4.829    4711     66     60  -0.7262  -0.7636  -0.1145  -1.0000
    270     43118   155   -4.132    2584     86     46  -0.8560  -1.0000  -0.4875  -1.0000
    271     43279   161   -5.246    1718     92     30  -0.9155  -1.0000  -1.0000  -1.0000
    272     43440   161   -4.169    3200     63     74  -0.8288  -1.0000  -0.5675  -1.0000
    273     43599   159   -4.920    1069     80     36  -0.8961  -1.0000  -1.0000  -1.0000
    274     43760   161   -4.700    1803     96     41  -0.8697  -1.0000  -0.4599  -1.0000
    275     43921   161   -6.645    4178     73     67  -0.7499  -0.9034  +0.1413  -1.0000
    276     44079   158   -6.068    3249     78     37  -0.8251  -1.0000  -0.3272  -1.0000
    277     44235   156   -5.578    3127     68     64  -0.8241  -1.0000  -0.4609  -1.0000
    278     44402   167   +6.222    6420     85     32  +0.1949  -0.3149  +0.7098  +0.8903
    279     44566   164   -3.789    4286     84     70  -0.7667  -0.8751  +0.0962  -1.0000
    280     44725   159   -7.147    3395     80     27  -0.8486  -1.0000  -0.5489  -1.0000
    281     44881   156   -4.772    2820     88     45  -0.7703  -1.0000  +0.3991  -1.0000
    282     45033   152   +6.509    5109     64     53  +0.1687  -0.6591  +0.6035  +0.9842
    283     45193   160   -5.035    1807     84     32  -0.9023  -1.0000  -1.0000  -1.0000
    284     45360   167   -4.096    1493     84     43  -0.8005  -1.0000  +0.0391  -1.0000
    285     45513   153   -4.078    2801     88     24  -0.7785  -1.0000  +0.2977  -1.0000
    286     45666   153   -5.294    1652     67     52  -0.8751  -1.0000  -1.0000  -1.0000
    287     45830   164   +4.400    5722     84     48  +0.0259  -0.4981  +0.1900  +0.7123
    288     45990   160   -5.514    4794     75     50  -0.6924  -0.7417  +0.3102  -1.0000
    289     46150   160   +7.373    6582     76     40  +0.2493  -0.2726  +0.5732  +1.0000
    290     46317   167   -5.806    3513     88     32  -0.8282  -1.0000  -0.1995  -1.0000
    291     46476   159   +1.491    5059     90     38  -0.1593  -0.6722  +0.0840  +0.4080
    292     46636   160   -3.607    4102     61     79  -0.7543  -0.9234  -0.0563  -1.0000
    293     46797   161   -4.967    1183     83     38  -0.9006  -1.0000  -1.0000  -1.0000
