==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen_v3.csv
  Metrics log  → /workspace/training_metrics_nitrogen_v3.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   1257    200857   154   +1.692    5209    100    214  -0.2412  -0.6328  +0.0151  +0.3053
   1258    201019   162   +5.527    7187    105    212  +0.0924  -0.1136  +0.4169  +0.7148
   1259    201172   153   -4.745    4724     94    218  -0.8144  -0.7602  -0.2793  -1.0000
   1260    201327   155   -6.168    3636     99    184  -0.9118  -1.0000  -0.6068  -1.0000
   1261    201481   154   -5.512    4287     99    221  -0.8661  -0.8748  -0.4143  -1.0000
   1262    201641   160   +3.261    5650     98    195  -0.1428  -0.5172  +0.1138  +0.4402
   1263    201796   155   -5.331    4424     85    222  -0.7723  -0.8389  +0.1940  -1.0000
   1264    201950   154   -4.697    3234     93    204  -0.9182  -1.0000  -0.7520  -1.0000
   1265    202108   158   -6.340    4899    108    187  -0.8053  -0.7141  -0.2376  -1.0000
   1266    202261   153   +6.954    6724     76    229  +0.2157  -0.2353  +0.4111  +1.0000
   1267    202420   159   +6.837    7294    100    189  +0.1391  -0.0857  +0.3548  +0.8210
   1268    202583   163   -5.530    4290    122    229  -0.8757  -0.8740  -0.4785  -1.0000
   1269    202742   159   -6.170    4524    109    200  -0.8541  -0.8126  -0.4594  -1.0000
   1270    202906   164   +4.642    6347    101    215  -0.0231  -0.3341  +0.4044  +0.5681
   1271    203056   150   -6.498    4096    105    158  -0.8794  -0.9251  -0.4953  -1.0000
   1272    203211   155   -4.550    3017    112    200  -0.9269  -1.0000  -0.7186  -1.0000
   1273    203372   161   +3.169    5716     89    174  -0.0863  -0.4996  -0.1790  +0.5979
   1274    203532   160   +4.308    5378     80    199  -0.0420  -0.5884  +0.0211  +0.6819
   1275    203688   156   +3.603    6348    105    211  -0.0591  -0.3340  +0.2865  +0.5060
   1276    203848   160   -4.719    2463    104    214  -0.9490  -1.0000  -0.9199  -1.0000
   1277    204010   162   +4.029    6618    109    204  -0.0074  -0.2629  +0.5738  +0.5161
   1278    204166   156   -3.691    3667     83    226  -0.8757  -1.0000  -0.4672  -1.0000
   1279    204326   160   -4.522    4383     92    241  -0.8565  -0.8497  -0.4780  -1.0000
   1280    204490   164   +2.769    5461     98    261  -0.2137  -0.5667  -0.2036  +0.3966
   1281    204648   158   -5.338    3971    111    210  -0.9146  -0.9577  -0.6878  -1.0000
   1282    204811   163   -6.019    4369    104    196  -0.8347  -0.8534  -0.1699  -1.0000
   1283    204969   158   -5.673    4536     95    208  -0.8422  -0.8095  -0.4200  -1.0000
   1284    205131   162   +4.160    6540    100    231  -0.0291  -0.2834  -0.0320  +0.6361
   1285    205290   159   +6.486    7616     99    183  +0.2222  -0.0012  +0.5454  +0.9220
   1286    205445   155   -5.899    3879     98    169  -0.8794  -0.9820  -0.3681  -1.0000
   1287    205596   151   -4.499    4480     89    234  -0.8306  -0.8242  -0.3440  -1.0000
   1288    205761   165   -4.682    3882     86    248  -0.8747  -0.9811  -0.4228  -1.0000
   1289    205924   163   +7.279    7266     93    225  +0.2204  -0.0929  +0.5787  +0.9553
   1290    206086   162   -3.847    3405    109    215  -0.9166  -1.0000  -0.5933  -1.0000
   1291    206240   154   -6.453    4297     99    171  -0.8639  -0.8721  -0.4716  -1.0000
   1292    206396   156   -5.657    4813    108    191  -0.8477  -0.7368  -0.5989  -1.0000
   1293    206563   167   -5.621    4117    100    207  -0.8715  -0.9195  -0.3643  -1.0000
   1294    206724   161   -0.602    5198    107    131  -0.2846  -0.6358  -0.1765  +0.2167
   1295    206884   160   +1.719    5578     92    155  -0.1207  -0.5360  -0.1159  +0.5213
   1296    207050   166   -5.878    3262    101    211  -0.9034  -1.0000  -0.4679  -1.0000
   1297    207204   154   +9.610    6583     61    231  +0.2538  -0.2723  +0.6254  +1.0000
   1298    207365   161   +1.124    5317     98    189  -0.2364  -0.6046  -0.3124  +0.3626
   1299    207520   155   -4.973    4145     80    200  -0.8309  -0.9120  -0.3336  -1.0000
   1300    207680   160   +5.833    8110    112    202  +0.2097  +0.1286  +0.6024  +0.8068

  ── rolling mean (last 100 ep) ──  cum_R=-0.655  yield=5119 kg/ha  N=97  W=196 mm  R_seas=-0.4521  R_ane=-0.2189

   1301    207836   156   +3.323    7060    116    188  +0.0369  -0.1471  +0.6800  +0.5221
   1302    207994   158   -6.090    4180    103    138  -0.8596  -0.9029  -0.3821  -1.0000
   1303    208155   161   +3.523    5801    101    232  -0.1435  -0.4775  +0.1012  +0.4388
   1304    208311   156   +0.895    5295    100    168  -0.2251  -0.6103  -0.0072  +0.3210
   1305    208470   159   -3.689    4965     71    220  -0.7598  -0.6969  -0.2865  -1.0000
   1306    208623   153   +4.719    5913     86    191  +0.0034  -0.4481  +0.0629  +0.7203
   1307    208783   160   -6.150    3484    100    163  -0.9120  -1.0000  -0.6255  -1.0000
   1308    208936   153   -6.319    3797    111    203  -0.9140  -1.0000  -0.5855  -1.0000
   1309    209094   158   +6.006    7661    108    242  +0.1497  +0.0109  +0.5147  +0.7670
   1310    209259   165   +5.297    7358    108    187  +0.1028  -0.0687  +0.4350  +0.6988
   1311    209417   158   +6.013    6978     93    199  +0.1559  -0.1685  +0.4208  +0.8722
   1312    209576   159   -5.404    3372     95    222  -0.9364  -1.0000  -0.8619  -1.0000
   1313    209741   165   -5.867    2876    111    224  -0.9330  -1.0000  -0.7436  -1.0000
   1314    209900   159   -6.924    4690    117    208  -0.8397  -0.7689  -0.4124  -1.0000
   1315    210061   161   +1.063    5764    112    241  -0.2421  -0.4872  -0.2383  +0.2869
   1316    210216   155   +8.351    7144     86    218  +0.2262  -0.1250  +0.3986  +1.0000
   1317    210377   161   -4.726    4394    101    244  -0.8715  -0.8467  -0.4827  -1.0000
   1318    210538   161   +0.947    5476    110    237  -0.2439  -0.5626  +0.1184  +0.2388
   1319    210698   160   +6.060    7271    101    213  +0.1459  -0.0915  +0.5645  +0.7980
   1320    210860   162  +10.263    7498     82    279  +0.2733  -0.0321  +0.6681  +1.0000
   1321    211020   160   +3.431    5142     84    262  -0.1596  -0.6503  -0.2044  +0.5253
   1322    211184   164   -0.013    5397    105    198  -0.2434  -0.5835  -0.0537  +0.2812
   1323    211342   158   -4.799    2775     88    245  -0.9402  -1.0000  -1.0000  -1.0000
   1324    211499   157   +2.272    5738    102    219  -0.1516  -0.4939  +0.1916  +0.4015
   1325    211656   157   +2.959    5608     91    208  -0.0740  -0.5280  +0.3319  +0.5388
   1326    211818   162   -5.843    4560    108    214  -0.8306  -0.8032  -0.2272  -1.0000
   1327    211980   162   +4.104    6621    111    245  -0.0375  -0.2623  +0.4542  +0.4859
   1328    212142   162   +4.501    6761     96    213  +0.0587  -0.2256  +0.0960  +0.7630
   1329    212300   158   +3.441    5414     85    233  -0.1135  -0.5789  -0.1786  +0.5841
   1330    212454   154   -6.009    4082     99    232  -0.8750  -0.9287  -0.3475  -1.0000
   1331    212614   160   -5.296    3914     94    249  -0.8855  -0.9726  -0.4038  -1.0000
   1332    212772   158   +1.403    5427     98    179  -0.1874  -0.5757  +0.0129  +0.3841
   1333    212928   156   +8.487    5623     63    244  +0.1624  -0.5242  +0.4064  +1.0000
   1334    213094   166   -6.331    3376    114    251  -0.9066  -1.0000  -0.4391  -1.0000
   1335    213255   161   -6.161    3715    100    237  -0.9190  -1.0000  -0.5890  -1.0000
   1336    213419   164   +3.026    6305    106    262  -0.0896  -0.3451  +0.1583  +0.4879
   1337    213577   158   +5.688    7340    104    218  +0.1411  -0.0734  +0.5999  +0.7679
   1338    213741   164   +2.300    5750     92    222  -0.1066  -0.4908  -0.1446  +0.5623
   1339    213903   162   -3.916    4941     81    273  -0.7716  -0.7031  -0.1249  -1.0000
   1340    214066   163   -4.780    4747     86    229  -0.8183  -0.7542  -0.4530  -1.0000
   1341    214232   166   +4.418    5848     90    257  -0.0861  -0.4650  -0.2257  +0.6225
   1342    214392   160   +4.367    7460    119    225  +0.0889  -0.0420  +0.8110  +0.5678
   1343    214548   156   -5.652    4964     88    195  -0.7792  -0.6972  -0.2223  -1.0000
   1344    214707   159   -6.388    4001    103    191  -0.8848  -0.9499  -0.4372  -1.0000
   1345    214760    53   -8.867       0     12     82  -0.7838  -1.0000  -1.0000  -1.0000
   1346    214914   154   -4.568    4877     89    258  -0.8088  -0.7199  -0.3474  -1.0000
   1347    215076   162   -5.896    4695    105    226  -0.8443  -0.7677  -0.4351  -1.0000
   1348    215242   166   +3.346    5556     92    257  -0.1033  -0.5417  +0.2743  +0.5105
   1349    215394   152   +2.931    5686     92    219  -0.0985  -0.5077  +0.0076  +0.5519
   1350    215552   158   +3.539    6381     99    201  -0.0120  -0.3252  +0.3034  +0.6070
   1351    215714   162   -5.998    4157     96    238  -0.8700  -0.9090  -0.3939  -1.0000
   1352    215882   168   +1.996    6507    111    226  -0.0772  -0.2921  +0.1870  +0.4650
   1353    216047   165   +3.681    6833    107    217  +0.0006  -0.2066  +0.2385  +0.5900
   1354    216202   155   +3.654    5770     88    181  -0.0484  -0.4857  +0.0226  +0.6314
   1355    216361   159   +3.923    6375    101    232  -0.0477  -0.3269  +0.1380  +0.5749
   1356    216526   165   +2.681    5832     99    244  -0.1552  -0.4694  -0.1967  +0.4777
   1357    216688   162   +0.657    5158     99    253  -0.2704  -0.6462  -0.1868  +0.3025
   1358    216854   166   +4.127    6403     95    229  -0.0128  -0.3194  -0.0501  +0.6823
   1359    217018   164   +4.584    5330     82    234  -0.0960  -0.6011  -0.1740  +0.6256
   1360    217176   158   -6.246    4713    105    243  -0.8196  -0.7630  -0.1735  -1.0000
   1361    217335   159   +5.339    6419     94    266  +0.0584  -0.3153  +0.5421  +0.7162
   1362    217493   158   +4.002    5815     89    197  -0.0702  -0.4737  -0.2186  +0.6376
   1363    217658   165   -4.756    4714     98    209  -0.8019  -0.7628  -0.0912  -1.0000
   1364    217824   166   -6.302    4609    100    249  -0.8649  -0.7902  -0.5504  -1.0000
   1365    217981   157   +3.758    6047     88    236  -0.0005  -0.4128  -0.0005  +0.7281
   1366    218148   167   +6.362    6682     95    286  +0.0689  -0.2462  +0.3751  +0.7559
   1367    218309   161   +3.159    6206    101    261  -0.0911  -0.3712  +0.0001  +0.5397
   1368    218464   155   -5.521    3674     86    214  -0.8966  -1.0000  -0.6341  -1.0000
   1369    218629   165   -3.971    3537     86    258  -0.9065  -1.0000  -0.6714  -1.0000
   1370    218783   154   +2.938    6427     99    187  +0.0054  -0.3131  +0.3885  +0.6170
   1371    218945   162   +4.463    5894     92    226  -0.0486  -0.4530  +0.1670  +0.6062
   1372    219099   154   +3.963    5841     87    211  +0.0306  -0.4670  +0.5793  +0.6825
   1373    219259   160   +4.460    6848    103    264  +0.0551  -0.2026  +0.5734  +0.6573
   1374    219420   161   +3.375    5965     96    257  -0.0954  -0.4344  -0.0233  +0.5548
   1375    219584   164   +0.121    5088     93    228  -0.2315  -0.6644  -0.1756  +0.3718
   1376    219746   162   +5.295    6032     83    208  +0.0864  -0.4168  +0.3884  +0.8201
   1377    219908   162   -6.229    3581    103    212  -0.9104  -1.0000  -0.5361  -1.0000
   1378    220066   158   +6.931    7372     95    211  +0.2140  -0.0652  +0.5355  +0.9371
   1379    220229   163   -3.239    4497     85    292  -0.8508  -0.8197  -0.5277  -1.0000
   1380    220392   163   +6.118    6524     92    258  +0.0718  -0.2877  +0.3357  +0.7743
   1381    220549   157   -5.795    4300     88    257  -0.8505  -0.8713  -0.4055  -1.0000
   1382    220713   164   +5.086    6865     97    198  +0.0638  -0.1982  +0.0474  +0.7697
   1383    220876   163   -5.116    4120     95    270  -0.8811  -0.9188  -0.4412  -1.0000
   1384    221037   161   +8.734    7784     98    231  +0.2679  +0.0431  +0.6802  +0.9876
   1385    221199   162   +3.525    7047    106    226  +0.0273  -0.1504  +0.1210  +0.6541
   1386    221359   160   +1.465    5688    103    252  -0.2015  -0.5070  -0.1239  +0.3762
   1387    221514   155   -5.363    4566     90    227  -0.8270  -0.8017  -0.3489  -1.0000
   1388    221679   165   +4.415    5629     87    227  -0.0710  -0.5226  -0.0128  +0.6180
   1389    221836   157   +2.161    5316     93    217  -0.1782  -0.6046  -0.0192  +0.4264
   1390    222000   164   -5.611    4819    106    276  -0.8304  -0.7352  -0.3014  -1.0000
   1391    222160   160   -4.684    4940     79    281  -0.7448  -0.7035  +0.1203  -1.0000
   1392    222324   164   +8.731    7114     90    248  +0.2134  -0.1327  +0.4651  +0.9854
   1393    222483   159   -5.117    3706     86    267  -0.8972  -1.0000  -0.5630  -1.0000
   1394    222643   160   +4.253    6272     97    237  -0.0253  -0.3539  +0.2363  +0.6131
   1395    222804   161   +4.789    5849     84    216  -0.0088  -0.4649  -0.0392  +0.7294
   1396    222961   157   -4.876    4662     88    274  -0.8276  -0.7765  -0.3905  -1.0000
   1397    223123   162   -6.068    4812    108    224  -0.8222  -0.7369  -0.2929  -1.0000
   1398    223283   160   -5.849    4300     88    231  -0.8593  -0.8713  -0.5315  -1.0000
   1399    223447   164   -0.137    5941    124    265  -0.2501  -0.4407  -0.0482  +0.1992
   1400    223602   155   +0.989    5321     93    225  -0.1725  -0.6035  +0.0470  +0.4266

  ── rolling mean (last 100 ep) ──  cum_R=+0.358  yield=5416 kg/ha  N=96  W=228 mm  R_seas=-0.3430  R_ane=-0.0016

   1401    223758   156   +5.738    5208     73    202  +0.0239  -0.6330  +0.2419  +0.7889
   1402    223921   163   +3.022    6296    105    222  -0.0994  -0.3475  -0.0232  +0.4950
   1403    224083   162   +1.643    5499    102    200  -0.2166  -0.5567  -0.0981  +0.3435
   1404    224240   157   +1.917    5243     92    227  -0.2100  -0.6239  -0.2585  +0.4189
   1405    224403   163   -5.607    4804     94    212  -0.8005  -0.7391  -0.1930  -1.0000
   1406    224566   163   +3.876    6217     95    164  -0.0184  -0.3682  +0.1150  +0.6333
   1407    224724   158   +7.352    6282     82    231  +0.1074  -0.3513  +0.0554  +0.9188
   1408    224885   161   +3.557    6325     98    202  -0.0243  -0.3399  +0.2058  +0.6066
   1409    225047   162   +9.372    7765     94    214  +0.2638  +0.0380  +0.5176  +1.0000
   1410    225209   162   -5.736    4256     98    227  -0.8707  -0.8828  -0.4461  -1.0000
   1411    225364   155   +6.352    7570    103    227  +0.1724  -0.0132  +0.5181  +0.8322
   1412    225525   161   -6.382    4492     99    180  -0.8403  -0.8211  -0.3481  -1.0000
   1413    225690   165   +4.732    6766     99    179  +0.0493  -0.2241  +0.2005  +0.7125
   1414    225848   158   -6.163    3906    101    210  -0.9105  -0.9749  -0.6025  -1.0000
   1415    226012   164   -6.037    4366    120    232  -0.8801  -0.8542  -0.5673  -1.0000
   1416    226169   157   +3.852    6274     94    216  -0.0235  -0.3534  -0.0821  +0.6737
   1417    226324   155   +2.845    5420     86    214  -0.1082  -0.5773  -0.0903  +0.5707
   1418    226490   166   +0.904    5027    101    229  -0.2949  -0.6807  -0.1207  +0.2420
   1419    226649   159   +8.582    6439     74    208  +0.2144  -0.3099  +0.5263  +1.0000
   1420    226802   153   +5.199    6754     92    237  +0.1124  -0.2272  +0.2816  +0.8423
   1421    226959   157   +4.345    5368     86    257  -0.1246  -0.5909  -0.0767  +0.5519
   1422    227120   161   -6.192    3965    103    241  -0.9008  -0.9592  -0.4990  -1.0000
   1423    227277   157   +2.887    5693     92    231  -0.0860  -0.5057  +0.1551  +0.5504
   1424    227437   160   +3.075    6044     97    243  -0.1005  -0.4136  -0.1320  +0.5560
   1425    227596   159   -5.679    2868    104    234  -0.9600  -1.0000  -0.9990  -1.0000
   1426    227752   156   -6.485    3078    104    223  -0.9402  -1.0000  -0.8172  -1.0000
   1427    227918   166   -5.316    4305    102    243  -0.8676  -0.8702  -0.3867  -1.0000
   1428    228075   157   -3.094    4965     82    261  -0.8069  -0.6969  -0.5042  -1.0000
   1429    228241   166   +5.211    6367     86    251  +0.0663  -0.3289  -0.0062  +0.8446
   1430    228398   157   +4.490    6551     97    213  +0.0152  -0.2806  +0.1444  +0.6829
   1431    228553   155   -5.840    4197     93    208  -0.8744  -0.8984  -0.5663  -1.0000
   1432    228715   162   +2.270    5483    100    282  -0.2018  -0.5609  +0.0484  +0.3756
   1433    228875   160   +0.021    5230    100    225  -0.2780  -0.6272  -0.3506  +0.3065
   1434    229042   167   +0.765    5281    104    231  -0.2621  -0.6139  -0.0919  +0.2756
   1435    229206   164   +1.828    5545     95    171  -0.1387  -0.5447  +0.0675  +0.4571
   1436    229366   160   +2.789    6278    109    228  -0.0657  -0.3524  +0.5779  +0.4342
   1437    229528   162   +5.062    6630    100    194  +0.0123  -0.2598  +0.1929  +0.6551
   1438    229682   154   +2.673    6492    106    218  -0.0610  -0.2959  +0.0872  +0.5297
   1439    229843   161   +0.508    5040     98    220  -0.2726  -0.6771  -0.1378  +0.2871
   1440    230005   162   -5.614    4671    100    250  -0.8287  -0.7740  -0.2267  -1.0000
   1441    230167   162   +3.423    6544     99    189  -0.0095  -0.2824  +0.0206  +0.6518
   1442    230323   156   -5.625    4132     75    186  -0.8199  -0.9155  -0.3220  -1.0000
   1443    230473   150   +3.287    5312     76    187  -0.0002  -0.6056  +0.1189  +0.7502
   1444    230636   163   -5.955    3597    103    283  -0.9410  -1.0000  -0.7353  -1.0000
   1445    230797   161   +9.482    7963     78    201  +0.3168  +0.0899  +0.6123  +1.0000
   1446    230961   164   +0.889    5816    108    197  -0.2141  -0.4736  -0.2845  +0.3433
   1447    231120   159   +4.107    5423     83    236  -0.0472  -0.5767  +0.2396  +0.6342
   1448    231276   156   -5.709    3693     82    235  -0.8876  -1.0000  -0.5861  -1.0000
   1449    231435   159   -4.702    4297     84    233  -0.8627  -0.8723  -0.6199  -1.0000
   1450    231596   161   +6.248    8076    111    233  +0.2003  +0.1198  +0.5167  +0.8215
   1451    231753   157   +7.922    6115     74    228  +0.1471  -0.3949  +0.0878  +1.0000
   1452    231911   158   -4.738    3933     94    243  -0.9199  -0.9678  -0.7760  -1.0000
   1453    232072   161   +3.832    5344     85    228  -0.0892  -0.5973  +0.1718  +0.5661
   1454    232237   165   +2.213    5512     95    237  -0.1949  -0.5532  -0.3293  +0.4464
   1455    232399   162   -6.181    4238     91    202  -0.8783  -0.8877  -0.6695  -1.0000
   1456    232556   157   +5.865    6336     88    289  +0.0648  -0.3371  +0.2926  +0.7940
   1457    232719   163   +5.071    7287    104    251  +0.1159  -0.0873  +0.5249  +0.7446
   1458    232884   165   -4.561    4486     99    269  -0.8851  -0.8226  -0.6623  -1.0000
   1459    233041   157   -4.791    4945     64    199  -0.7603  -0.7022  -0.4217  -1.0000
   1460    233205   164   +2.677    5842    103    235  -0.1534  -0.4666  +0.0424  +0.4232
   1461    233369   164   +3.574    6649    108    282  -0.0362  -0.2550  +0.2615  +0.5469
   1462    233527   158   -5.645    4291     96    228  -0.8814  -0.8737  -0.6146  -1.0000
   1463    233687   160   +2.410    6021    104    276  -0.1178  -0.4197  +0.2371  +0.4497
   1464    233844   157   -5.201    4587     82    229  -0.7975  -0.7961  -0.2062  -1.0000
   1465    234007   163   +6.235    7416    104    240  +0.1262  -0.0535  +0.4069  +0.7748
   1466    234171   164   -5.150    4705     95    262  -0.8250  -0.7651  -0.2744  -1.0000
   1467    234333   162   +4.612    7317    110    219  +0.0967  -0.0796  +0.6017  +0.6605
   1468    234499   166   -5.366    4077     78    252  -0.8544  -0.9298  -0.4692  -1.0000
   1469    234661   162   +7.592    7902    106    200  +0.2335  +0.0740  +0.7429  +0.8642
   1470    234823   162   -5.749    4998    106    212  -0.8112  -0.6881  -0.3234  -1.0000
   1471    234986   163   -5.382    4411     89    250  -0.8356  -0.8422  -0.3228  -1.0000
   1472    235144   158   -5.041    4417     90    280  -0.8486  -0.8407  -0.3989  -1.0000
   1473    235306   162   +2.542    5938     98    239  -0.1305  -0.4414  -0.1519  +0.5080
   1474    235464   158   +9.608    6924     69    186  +0.2715  -0.1827  +0.6546  +1.0000
   1475    235618   154   -5.938    2681     74    177  -0.8850  -1.0000  -0.7826  -1.0000
   1476    235779   161   -5.294    4540     95    221  -0.8536  -0.8085  -0.5205  -1.0000
   1477    235939   160   +2.388    5551     90    227  -0.1372  -0.5431  -0.2244  +0.5336
   1478    236092   153   -6.225    4685     86    244  -0.7994  -0.7704  -0.2007  -1.0000
   1479    236257   165   +0.262    5280    102    182  -0.2643  -0.6141  -0.2813  +0.2990
   1480    236421   164   +7.718    6702     89    279  +0.1022  -0.2409  +0.0703  +0.8826
   1481    236580   159   +7.227    6664     84    255  +0.1853  -0.2509  +0.4262  +0.9776
   1482    236735   155   +7.061    6705     76    242  +0.2033  -0.2401  +0.3284  +1.0000
   1483    236893   158   +5.146    7263     99    144  +0.1727  -0.0938  +0.5565  +0.8373
   1484    237056   163   -6.285    4810    104    248  -0.8276  -0.7375  -0.3100  -1.0000
   1485    237222   166   +2.502    5843     97    240  -0.1368  -0.4665  -0.1728  +0.5069
   1486    237383   161   +2.568    5528     90    236  -0.1050  -0.5491  +0.1165  +0.5342
   1487    237540   157   -6.856    4831    108    231  -0.8219  -0.7321  -0.2920  -1.0000
   1488    237704   164   +3.669    6163     92    235  -0.0313  -0.3824  -0.0458  +0.6651
   1489    237858   154   -4.929    4775     69    211  -0.7652  -0.7466  -0.2626  -1.0000
   1490    238013   155   +2.983    5520     86    247  -0.0927  -0.5511  -0.1343  +0.6130
   1491    238172   159   -5.936    3760     85    254  -0.8901  -1.0000  -0.5409  -1.0000
   1492    238325   153   +8.693    7267     82    240  +0.2691  -0.0927  +0.7108  +1.0000
   1493    238484   159   +1.797    5468     97    214  -0.2045  -0.5649  -0.2612  +0.4110
   1494    238646   162   +1.891    5751     97    222  -0.1565  -0.4905  -0.2596  +0.4867
   1495    238811   165   +0.897    5440    104    214  -0.2415  -0.5721  -0.1493  +0.3087
   1496    238973   162   +3.148    6412    104    207  -0.0332  -0.3172  +0.3584  +0.5409
   1497    239135   162   +2.794    6329    111    215  -0.1144  -0.3390  +0.0591  +0.4291
   1498    239294   159   -5.293    4779     81    192  -0.7776  -0.7458  -0.2039  -1.0000
   1499    239452   158   -6.189    4975     95    204  -0.8147  -0.6943  -0.4473  -1.0000
   1500    239613   161   +8.390    7093     86    228  +0.2257  -0.1383  +0.4577  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+0.647  yield=5523 kg/ha  N=94  W=226 mm  R_seas=-0.3205  R_ane=+0.0459

   1501    239774   161   -5.929    4621     99    215  -0.8518  -0.7871  -0.4901  -1.0000
   1502    239932   158   +7.648    7553     93    261  +0.2370  -0.0177  +0.4333  +1.0000
   1503    240091   159   +2.006    5633     95    241  -0.1368  -0.5215  +0.0160  +0.4853
   1504    240246   155   -5.612    4457     87    271  -0.8523  -0.8301  -0.5129  -1.0000
   1505    240396   150   +2.814    5291     83    173  -0.0577  -0.6114  +0.2760  +0.5962
   1506    240556   160   -5.886    4712     95    179  -0.8120  -0.7633  -0.2844  -1.0000
   1507    240718   162   -6.081    4726    108    264  -0.8408  -0.7595  -0.3635  -1.0000
   1508    240870   152   +3.497    5899     95    253  -0.0934  -0.4516  +0.0341  +0.5510
   1509    241032   162   +1.281    5160     95    259  -0.2449  -0.6458  -0.1941  +0.3539
   1510    241184   152   -5.229    3349     75    255  -0.8785  -1.0000  -0.5833  -1.0000
   1511    241339   155   +3.412    5050     84    246  -0.1900  -0.6744  -0.3832  +0.5024
   1512    241497   158   +2.865    5445     92    183  -0.1196  -0.5710  +0.1634  +0.4862
   1513    241663   166   +2.141    5740    105    237  -0.1894  -0.4934  -0.0081  +0.3634
   1514    241823   160   +6.424    7646    106    267  +0.1670  +0.0068  +0.5672  +0.8090
   1515    241982   159   -6.257    4813    106    225  -0.8424  -0.7368  -0.4944  -1.0000
   1516    242135   153   -0.200    5285     98    188  -0.2486  -0.6129  -0.3248  +0.3436
   1517    242296   161   +6.303    6435     85    262  +0.1160  -0.3111  +0.2458  +0.8932
   1518    242460   164   +7.870    7352     92    200  +0.2384  -0.0704  +0.4667  +1.0000
   1519    242622   162   -6.522    4927    107    159  -0.7992  -0.7068  -0.2368  -1.0000
   1520    242780   158   +5.830    7478    106    226  +0.1382  -0.0374  +0.5035  +0.7654
   1521    242942   162   +3.127    6757    106    286  -0.0314  -0.2266  +0.0640  +0.5919
   1522    243102   160   +6.350    7146     94    250  +0.1548  -0.1244  +0.2287  +0.9104
   1523    243257   155   +0.282    5183    101    193  -0.2631  -0.6397  -0.1467  +0.2886
   1524    243412   155   +4.387    5117     77    240  -0.1021  -0.6569  -0.3312  +0.6643
   1525    243570   158   -0.556    5009    104    260  -0.3284  -0.6853  -0.2409  +0.2028
   1526    243728   158   -5.732    3569    101    248  -0.9280  -1.0000  -0.6590  -1.0000
   1527    243889   161   -6.587    3990     84    168  -0.8672  -0.9529  -0.5745  -1.0000
   1528    244050   161   +3.977    6012     88    236  -0.0055  -0.4220  +0.1139  +0.6976
   1529    244214   164   +4.589    6378     98    274  -0.0394  -0.3259  -0.0060  +0.6358
   1530    244376   162   +9.458    6564     80    231  +0.1673  -0.2772  +0.1032  +1.0000
   1531    244534   158   +2.306    5848     97    194  -0.1217  -0.4652  -0.1266  +0.5136
   1532    244692   158   -0.239    5013     96    205  -0.2639  -0.6843  -0.1843  +0.3096
   1533    244854   162   -5.807    4509     94    175  -0.8633  -0.8166  -0.6801  -1.0000
   1534    245005   151   -5.772    3911     92    311  -0.9250  -0.9736  -0.7473  -1.0000
   1535    245168   163   -4.006    4823     72    249  -0.7893  -0.7342  -0.4230  -1.0000
   1536    245328   160   +8.178    7450     98    229  +0.1768  -0.0445  +0.3030  +0.9074
   1537    245490   162   +1.668    5321     94    254  -0.2217  -0.6033  -0.3411  +0.4146
   1538    245654   164   +7.586    7781    106    257  +0.1824  +0.0423  +0.5025  +0.8377
   1539    245812   158   -5.484    3622     89    214  -0.9055  -1.0000  -0.6686  -1.0000
   1540    245972   160   +3.642    5182     85    241  -0.1862  -0.6400  -0.5311  +0.5284
   1541    246130   158   +8.389    6321     76    285  +0.1539  -0.3410  +0.1501  +1.0000
   1542    246290   160   +7.360    6962     93    229  +0.1401  -0.1728  +0.3458  +0.8658
   1543    246443   153   -5.790    4020     99    206  -0.9154  -0.9449  -0.7528  -1.0000
   1544    246603   160   +3.394    6508    105    231  -0.0442  -0.2919  +0.1960  +0.5471
   1545    246763   160   +2.700    6073    109    264  -0.1809  -0.4059  -0.2191  +0.3929
   1546    246923   160   +7.666    6960     88    226  +0.1859  -0.1731  +0.2259  +0.9849
   1547    247079   156   +6.136    6790     91    201  +0.1569  -0.2177  +0.5897  +0.8563
   1548    247234   155   -3.550    4726     84    258  -0.8178  -0.7595  -0.4319  -1.0000
   1549    247400   166   +6.388    7473    108    242  +0.1084  -0.0385  +0.3487  +0.7359
   1550    247564   164   +5.159    7045    103    237  +0.0489  -0.1508  +0.1403  +0.7077
   1551    247721   157   +3.232    5747     89    229  -0.0869  -0.4915  -0.2360  +0.6223
