timestep,episode,ep_length,cum_reward,R_water,R_fert,R_resource,R_losses,R_daily_mean,R_seasonal,R_yield,R_hiad,R_ane,R_penalty,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,energy_budget,comm_quality
181522,1136,160,4.766289,0.443707,-0.37079,0.00013,1e-06,0.00176714,-0.053394,-1.0,-0.426621,1.0,0.053657,1863.1,5.7,22.5,491.4,100.0,1.0
181677,1137,155,5.832378,0.805464,-0.427098,0.009553,0.0,0.00246875,-0.102081,-1.0,-0.732229,1.0,0.144293,1711.9,11.4,107.9,274.9,100.0,1.0
181840,1138,163,5.353755,0.2,-0.488514,0.0,0.113356,0.00207485,-0.0806,-1.0,-0.67306,1.0,0.06647,1378.3,4.0,63.6,480.6,100.0,1.0
182003,1139,163,3.897944,0.560295,-0.454657,0.006108,0.0,0.00160625,-0.074241,-1.0,-0.528649,1.0,0.106878,1581.6,10.2,59.4,489.1,100.0,1.0
182168,1140,165,4.106987,0.2,-0.411541,0.005424,0.010166,0.00191532,-0.118443,-1.0,-0.957171,1.0,0.113632,1477.7,9.0,84.1,361.8,100.0,1.0
182331,1141,163,5.554114,0.2,-0.395798,0.0,0.008879,0.00210894,-0.076558,-1.0,-0.567675,1.0,0.098952,1734.1,8.5,66.1,394.0,100.0,1.0
182493,1142,162,2.186592,0.291626,-0.387343,0.0,0.000229,0.00122783,-0.093684,-1.0,-0.78329,1.0,0.076776,1434.2,9.6,15.8,1026.1,100.0,1.0
182654,1143,161,4.031416,0.352052,-0.340052,0.013083,0.0,0.00193185,-0.117095,-1.0,-1.0,1.0,0.085474,1603.1,7.1,59.2,431.8,100.0,1.0
182817,1144,163,4.80993,0.2,-0.415067,0.006807,7e-06,0.00159445,-0.028506,-1.0,-0.160569,1.0,0.062246,1824.1,3.7,60.1,412.3,100.0,1.0
182980,1145,163,4.312188,0.2,-0.427515,0.003559,0.068224,0.00139501,-0.019978,-1.0,-0.091099,1.0,0.05434,1590.9,6.2,18.1,899.7,100.0,1.0
183153,1146,173,5.06616,0.244336,-0.384601,0.007424,8e-06,0.00183621,-0.074053,-1.0,-0.598702,1.0,0.070915,1604.3,6.5,41.8,543.0,100.0,1.0
183311,1147,158,3.744203,0.2,-0.379666,0.0,0.0,0.0016681,-0.083515,-1.0,-0.671167,1.0,0.081993,1799.1,8.5,37.8,577.6,100.0,1.0
183469,1148,158,4.157642,0.880132,-0.441349,0.022334,0.0,0.00192971,-0.105014,-1.0,-0.85435,1.0,0.097893,1302.8,7.3,78.4,415.3,100.0,1.0
183636,1149,167,4.937685,0.207491,-0.360069,0.0,0.008833,0.00182376,-0.067228,-1.0,-0.535344,1.0,0.068466,1650.0,5.7,47.6,669.8,100.0,1.0
183792,1150,156,4.787833,0.226714,0.645517,0.0,0.014764,0.00218787,-0.111203,-1.0,-1.0,1.0,0.056014,658.4,3.0,58.1,309.6,100.0,1.0
183949,1151,157,2.848053,0.2,-0.414746,0.005586,0.154893,0.00141526,-0.085294,-1.0,-0.668137,1.0,0.092401,1623.2,11.6,19.2,713.5,100.0,1.0
184110,1152,161,4.407224,0.2,-0.407181,0.0,0.047598,0.00195514,-0.10301,-1.0,-0.852595,1.0,0.088751,1538.5,6.8,69.1,720.7,100.0,1.0
184274,1153,164,3.875691,0.2,-0.47715,0.018701,0.051436,0.00188565,-0.123007,-1.0,-1.0,1.0,0.115037,1139.6,9.5,81.0,864.0,100.0,1.0
184436,1154,162,3.370035,0.313315,-0.415064,0.012234,4e-06,0.00170403,-0.114105,-1.0,-0.824864,1.0,0.158095,1674.3,17.1,64.2,770.5,100.0,1.0
184594,1155,158,4.372489,0.202016,-0.37729,0.028566,9.4e-05,0.00172525,-0.062501,-1.0,-0.446659,1.0,0.089177,1692.5,7.6,60.4,598.8,100.0,1.0
184756,1156,162,3.715759,0.662147,-0.478623,0.017138,0.0,0.00184072,-0.11969,-1.0,-1.0,1.0,0.098448,1094.6,9.8,49.9,405.2,100.0,1.0
184913,1157,157,5.302135,0.414041,-0.300639,0.009935,0.000146,0.0022564,-0.099607,-1.0,-0.676538,1.0,0.159768,2359.6,15.2,89.1,557.6,100.0,1.0
185078,1158,165,3.271845,0.2,-0.389445,0.011981,0.0,0.00161188,-0.108765,-1.0,-0.987621,1.0,0.050013,1094.5,2.8,50.4,945.6,100.0,1.0
185242,1159,164,5.58168,0.2,0.65683,0.000284,0.06486,0.00215741,-0.085699,-1.0,-0.608983,1.0,0.124006,1226.1,12.8,57.2,566.7,100.0,1.0
185397,1160,155,5.185277,0.2,-0.364344,0.003937,0.0,0.00187019,-0.040791,-1.0,-0.209371,1.0,0.099267,2325.5,8.5,66.3,369.7,100.0,1.0
185554,1161,157,3.857571,0.2626,-0.346133,0.019132,1.3e-05,0.00174263,-0.088289,-1.0,-0.686303,1.0,0.098292,1679.3,7.0,82.2,518.6,100.0,1.0
185711,1162,157,2.564466,0.2,-0.493181,0.0,0.010169,0.00154116,-0.11877,-1.0,-1.0,1.0,0.093848,1144.5,10.6,33.0,524.7,100.0,1.0
185870,1163,159,5.035792,0.2,-0.317581,0.021099,1.4e-05,0.00204343,-0.083082,-1.0,-0.610091,1.0,0.110363,2309.5,10.9,57.1,385.3,100.0,1.0
186033,1164,163,4.824543,0.280956,-0.347924,0.0,0.0,0.00180671,-0.062804,-1.0,-0.446897,1.0,0.090574,2144.9,8.3,53.6,412.9,100.0,1.0
186195,1165,162,3.757658,0.298408,-0.351416,0.008902,0.0,0.00177917,-0.107781,-1.0,-0.913844,1.0,0.081985,1476.9,7.7,46.9,634.2,100.0,1.0
186356,1166,161,3.909362,0.2,-0.385017,0.004305,0.04937,0.00170381,-0.086603,-1.0,-0.651853,1.0,0.10709,1860.6,11.7,42.0,624.2,100.0,1.0
186517,1167,161,4.097846,0.340953,-0.319763,0.0,6.5e-05,0.00194292,-0.116094,-1.0,-0.950118,1.0,0.105412,1569.5,10.8,50.2,601.1,100.0,1.0
186672,1168,155,4.116899,0.2,-0.442735,0.006312,0.01044,0.00162332,-0.053987,-1.0,-0.38123,1.0,0.079319,1484.9,7.7,42.3,442.5,100.0,1.0
186825,1169,153,3.676581,0.2,-0.450271,0.0,0.0,0.00166119,-0.077695,-1.0,-0.610752,1.0,0.083099,1467.1,6.4,64.3,498.8,100.0,1.0
186979,1170,154,4.257312,0.608208,0.63657,0.0,0.0,0.00191729,-0.090954,-1.0,-0.832717,1.0,0.038411,665.3,4.1,16.5,426.4,100.0,1.0
187137,1171,158,5.835508,0.258571,-0.315446,0.0,0.0,0.00243898,-0.105371,-1.0,-0.846584,1.0,0.103566,1810.0,8.5,73.6,287.4,100.0,1.0
187307,1172,170,4.205892,0.2,-0.399661,0.0,0.040358,0.00171213,-0.089194,-1.0,-0.701174,1.0,0.095382,1775.1,9.3,50.8,657.3,100.0,1.0
187463,1173,156,4.543557,0.688896,-0.352729,0.005393,0.0,0.00222835,-0.129603,-1.0,-1.0,1.0,0.148013,1598.7,13.2,92.4,571.5,100.0,1.0
187616,1174,153,4.031611,0.2,-0.354769,0.007415,1.4e-05,0.00161903,-0.054237,-1.0,-0.380957,1.0,0.080704,2047.9,10.1,17.2,639.0,100.0,1.0
187774,1175,158,3.727795,0.2,-0.334131,0.011269,1.7e-05,0.00172064,-0.092995,-1.0,-0.697095,1.0,0.11643,1812.3,12.2,51.4,567.3,100.0,1.0
187934,1176,160,4.181463,0.805714,-0.479763,0.034099,0.0,0.00164673,-0.062872,-1.0,-0.423595,1.0,0.102561,1431.1,10.1,53.4,614.7,100.0,1.0
188095,1177,161,2.784376,0.2,0.6,0.02236,0.114693,0.00193683,-0.17827,-1.0,-1.0,0.838043,0.107925,705.5,9.6,67.9,496.9,100.0,1.0
188249,1178,154,3.759443,0.42638,-0.316118,0.007082,0.0,0.00195538,-0.120837,-1.0,-1.0,1.0,0.104184,1228.7,9.4,64.2,661.5,100.0,1.0
188408,1179,159,2.873751,0.387277,-0.32097,0.0,9e-06,0.00155214,-0.108956,-1.0,-0.909341,1.0,0.090108,1646.5,10.7,25.5,665.5,100.0,1.0
188566,1180,158,3.956329,0.2,-0.384512,0.016072,0.028119,0.00193866,-0.116606,-1.0,-0.872393,1.0,0.146831,1587.1,14.1,80.0,528.4,100.0,1.0
188719,1181,153,4.069588,0.790453,-0.339806,0.005441,0.0,0.00206842,-0.121349,-1.0,-0.99397,1.0,0.109759,1627.4,10.0,65.8,444.2,100.0,1.0
188875,1182,156,3.924351,0.675215,-0.385741,0.005924,0.0,0.00174379,-0.08387,-1.0,-0.626613,1.0,0.106042,1861.5,11.0,47.8,487.1,100.0,1.0
189040,1183,165,3.450414,0.26616,-0.342526,0.0,0.0,0.00170011,-0.115107,-1.0,-1.0,1.0,0.075534,1376.1,8.6,25.7,779.1,100.0,1.0
189196,1184,156,6.864832,0.309576,-0.287453,0.013959,0.01295,0.00243728,-0.051212,-1.0,-0.261747,1.0,0.125185,2195.7,12.0,68.6,305.8,100.0,1.0
189355,1185,159,6.479213,0.414092,-0.305044,0.001429,0.0,0.00235026,-0.063078,-1.0,-0.419948,1.0,0.105415,2507.9,9.4,66.2,363.4,100.0,1.0
189513,1186,158,4.220454,0.2,-0.399119,0.019582,0.040124,0.00157841,-0.04699,-1.0,-0.277813,1.0,0.096046,2006.5,10.8,34.0,1017.0,100.0,1.0
189668,1187,155,5.088066,1.0,-0.385416,0.019826,0.0,0.00233977,-0.118724,-1.0,-1.0,1.0,0.093621,1408.3,8.0,63.0,327.6,100.0,1.0
189829,1188,161,3.661449,0.792141,-0.425289,0.001536,0.0,0.00184459,-0.121419,-1.0,-1.0,1.0,0.107095,1388.3,9.9,62.6,730.0,100.0,1.0
189985,1189,156,4.218737,0.2,-0.489549,0.001845,0.018313,0.00196523,-0.104332,-1.0,-0.894017,1.0,0.074653,877.3,7.2,40.8,396.7,100.0,1.0
190143,1190,158,4.35476,0.231113,-0.384611,0.027304,0.000127,0.00178888,-0.073866,-1.0,-0.545608,1.0,0.096527,1639.2,7.4,74.7,445.6,100.0,1.0
190307,1191,164,4.973365,0.961897,-0.506011,0.006192,0.0,0.00213866,-0.112342,-1.0,-1.0,1.0,0.061709,578.4,4.1,55.2,516.1,100.0,1.0
190471,1192,164,6.000654,0.2,-0.4228,0.0,0.0,0.00168365,0.011519,-1.0,0.286517,1.0,0.085664,2343.4,9.0,38.3,467.6,100.0,1.0
190632,1193,161,3.743048,0.404653,-0.456254,0.004452,0.0,0.00186747,-0.121267,-1.0,-1.0,1.0,0.106334,922.0,7.5,89.9,457.8,100.0,1.0
190793,1194,161,6.143594,0.632748,-0.41649,0.028376,0.0,0.00243284,-0.097256,-1.0,-0.683195,1.0,0.144683,1866.1,11.8,103.9,250.4,100.0,1.0
190947,1195,154,5.877221,0.933356,-0.309163,0.008162,0.0,0.00236107,-0.081887,-1.0,-0.590728,1.0,0.11407,2167.9,13.3,35.3,539.3,100.0,1.0
191102,1196,155,4.535304,0.2,-0.438987,0.000496,0.028785,0.0021616,-0.117654,-1.0,-1.0,1.0,0.088271,1210.6,6.4,72.2,360.2,100.0,1.0
191260,1197,158,2.883378,0.261038,-0.490002,0.000246,3.7e-05,0.00160874,-0.11595,-1.0,-1.0,1.0,0.079752,1024.8,8.5,33.3,578.5,100.0,1.0
191423,1198,163,3.252645,0.2,-0.469968,0.006126,0.02645,0.00153399,-0.094135,-1.0,-0.767968,1.0,0.086689,1405.8,8.1,50.0,469.4,100.0,1.0
191584,1199,161,3.896705,0.2,-0.370992,0.0,0.200493,0.00162606,-0.075062,-1.0,-0.519281,1.0,0.115668,2049.4,15.0,18.1,731.8,100.0,1.0
191745,1200,161,3.873628,1.0,-0.405618,0.00773,0.0,0.00186414,-0.114531,-1.0,-0.911741,1.0,0.116786,1592.9,11.1,64.6,517.7,100.0,1.0
191905,1201,160,4.540556,1.0,0.676736,0.005932,0.0,0.0020893,-0.116786,-1.0,-1.0,1.0,0.083931,1064.5,10.3,20.2,398.8,100.0,1.0
192067,1202,162,3.310141,0.295885,-0.468462,0.0,0.0,0.0016659,-0.111311,-1.0,-1.0,1.0,0.056557,861.2,5.7,27.2,437.1,100.0,1.0
192221,1203,154,3.957905,0.877018,-0.43623,0.002707,0.0,0.00203087,-0.123214,-1.0,-0.947646,1.0,0.142246,1140.9,14.2,71.9,541.5,100.0,1.0
192378,1204,157,4.608108,0.759251,0.602096,0.004704,0.0,0.00217377,-0.120616,-1.0,-1.0,1.0,0.10308,1199.1,7.9,79.8,286.0,100.0,1.0
192535,1205,157,5.129997,0.421203,-0.398576,0.007037,0.0,0.00175773,-0.030296,-1.0,-0.130025,1.0,0.086469,1706.6,8.9,40.4,460.6,100.0,1.0
192702,1206,167,6.358385,0.575237,-0.339009,0.011913,0.000169,0.00203684,-0.035691,-1.0,-0.13988,1.0,0.108516,2437.2,9.3,72.6,350.3,100.0,1.0
192865,1207,163,4.37005,0.2,-0.372298,0.01288,0.032985,0.00184088,-0.090808,-1.0,-0.745273,1.0,0.081404,1551.3,7.3,50.6,738.1,100.0,1.0
193017,1208,152,4.254125,0.739228,-0.430285,0.026448,0.0,0.00188111,-0.082232,-1.0,-0.587957,1.0,0.11718,1507.4,9.8,80.7,315.9,100.0,1.0
193179,1209,162,4.264154,0.280462,-0.367661,0.01728,0.0,0.00171629,-0.073883,-1.0,-0.464612,1.0,0.137108,2126.8,15.2,50.6,487.2,100.0,1.0
193342,1210,163,6.319391,1.0,-0.323617,0.026448,1.6e-05,0.00232412,-0.076357,-1.0,-0.52026,1.0,0.121656,1846.4,8.5,104.1,255.3,100.0,1.0
193496,1211,154,3.445968,0.281672,-0.524347,0.013145,0.0,0.00178281,-0.109588,-1.0,-1.0,1.0,0.047938,942.5,4.0,33.4,630.0,100.0,1.0
193652,1212,156,3.592618,0.479031,-0.305099,0.001505,0.0,0.00143125,-0.051322,-1.0,-0.244619,1.0,0.134298,2289.5,18.0,13.7,835.6,100.0,1.0
193814,1213,162,5.259839,0.348375,-0.446241,0.011371,0.000122,0.00219082,-0.103234,-1.0,-0.78643,1.0,0.122956,1240.2,9.0,100.1,287.3,100.0,1.0
193969,1214,155,3.793337,0.2,-0.394024,0.016659,0.171883,0.00185541,-0.106064,-1.0,-0.877281,1.0,0.091681,1548.2,9.7,40.0,560.3,100.0,1.0
194129,1215,160,5.657314,0.558164,-0.478994,0.005269,0.0,0.00174376,-0.008311,-1.0,0.100214,1.0,0.091664,1960.6,7.0,71.0,194.5,100.0,1.0
194288,1216,159,4.171788,0.2,-0.404938,0.006306,0.018107,0.0018986,-0.102287,-1.0,-0.751762,1.0,0.135556,1669.1,13.5,68.3,493.4,100.0,1.0
194448,1217,160,5.467718,0.2,-0.319046,0.003788,0.038353,0.00203686,-0.064311,-1.0,-0.433748,1.0,0.10468,2272.9,11.0,46.5,486.3,100.0,1.0
194606,1218,158,3.857539,0.2,-0.320738,0.007538,0.0,0.00171584,-0.086531,-1.0,-0.575253,1.0,0.145031,1999.7,15.8,57.0,622.2,100.0,1.0
194765,1219,159,3.816549,0.2,-0.347637,0.0,0.105835,0.00174417,-0.094745,-1.0,-0.761542,1.0,0.092955,1556.2,10.7,30.6,712.2,100.0,1.0
194926,1220,161,6.865467,0.2,-0.294599,0.026854,0.270249,0.00207393,-0.005514,-1.0,0.242693,1.0,0.148918,3177.7,14.8,75.8,361.9,100.0,1.0
195087,1221,161,4.906901,0.2,-0.434114,0.006535,0.00011,0.00205635,-0.096373,-1.0,-0.869871,1.0,0.046931,1086.1,2.7,46.2,403.8,100.0,1.0
195248,1222,161,4.390716,0.55843,-0.356006,0.0,0.0,0.00195573,-0.104843,-1.0,-0.828807,1.0,0.109809,1618.2,13.9,21.1,566.2,100.0,1.0
195407,1223,159,4.404497,0.2,-0.299276,0.009923,0.332102,0.00197399,-0.103193,-1.0,-0.812072,1.0,0.109931,1570.6,10.8,57.7,563.0,100.0,1.0
195568,1224,161,4.852254,1.0,-0.400919,0.020156,0.0,0.001929,-0.078482,-1.0,-0.413795,1.0,0.185512,2300.2,21.9,53.9,485.8,100.0,1.0
195733,1225,165,5.05511,0.625098,-0.381961,0.009495,0.0,0.00204539,-0.095746,-1.0,-0.688806,1.0,0.134325,1889.2,14.5,55.3,597.5,100.0,1.0
195889,1226,156,5.570506,0.920639,-0.505924,0.01938,1.5e-05,0.00225982,-0.086128,-1.0,-0.596022,1.0,0.13263,1554.8,14.0,57.7,393.3,100.0,1.0
196054,1227,165,-0.788606,0.406141,-0.425473,0.039697,0.0,0.0017249,-0.322314,-1.0,-1.0,0.471414,0.186547,1273.6,21.6,58.5,417.2,100.0,1.0
196219,1228,165,4.01365,0.51833,-0.317761,0.007904,0.0,0.001633,-0.077485,-1.0,-0.500601,1.0,0.137123,2114.2,17.3,27.3,622.8,100.0,1.0
196382,1229,163,3.077429,0.405847,0.6,0.014181,0.0,0.00160073,-0.11375,-1.0,-1.0,1.0,0.068751,800.7,7.8,23.1,658.0,100.0,1.0
196544,1230,162,4.152383,0.974625,-0.338192,0.031084,0.0,0.00195118,-0.117563,-1.0,-0.798939,1.0,0.188347,1778.6,20.0,80.4,511.3,100.0,1.0
196704,1231,160,4.7826,0.2,-0.344286,0.0,0.099072,0.0017172,-0.046118,-1.0,-0.04143,1.0,0.209873,2972.1,25.8,49.3,507.7,100.0,1.0
196861,1232,157,5.307555,1.0,-0.296116,0.018257,0.0,0.00217444,-0.087708,-1.0,-0.510426,1.0,0.183328,2418.4,18.2,93.2,334.8,100.0,1.0
197018,1233,157,4.443583,0.2,-0.290208,0.025775,0.010909,0.00204258,-0.108311,-1.0,-0.613215,1.0,0.234947,2399.8,25.9,89.2,322.5,100.0,1.0
197179,1234,161,5.150473,1.0,-0.481297,0.018674,0.0,0.00221286,-0.110147,-1.0,-0.890845,1.0,0.105313,1277.9,9.5,64.6,228.2,100.0,1.0
197337,1235,158,3.352986,0.2,-0.371727,0.00057,4e-06,0.00163813,-0.098573,-1.0,-0.810315,1.0,0.087708,1357.0,9.5,35.1,816.1,100.0,1.0
197495,1236,158,7.524853,0.2,-0.1875,0.0,0.030456,0.00205415,0.035015,-1.0,0.579933,1.0,0.114894,3227.8,11.6,56.3,667.6,100.0,1.0
197653,1237,158,8.073034,0.2,-0.240572,0.0,0.236572,0.00183189,0.096331,-0.88957,0.910003,1.0,0.1666,4230.7,20.9,33.4,436.8,100.0,1.0
197815,1238,162,4.281207,0.504788,-0.354694,0.0,0.0,0.00168769,-0.068836,-1.0,-0.509963,1.0,0.0892,1806.4,10.3,28.5,515.5,100.0,1.0
197977,1239,162,3.530538,0.335903,-0.298349,0.012503,1e-06,0.00168088,-0.103623,-1.0,-0.675124,1.0,0.180555,1978.8,19.6,72.4,722.3,100.0,1.0
198131,1240,154,6.392409,0.276657,-0.356064,0.015626,0.0,0.00175821,0.034589,-1.0,0.553905,1.0,0.104007,2524.3,11.5,39.0,578.8,100.0,1.0
198291,1241,160,4.515199,0.500399,-0.37862,0.014195,0.0,0.00194337,-0.09527,-1.0,-0.62117,1.0,0.165765,1894.5,15.8,91.7,422.8,100.0,1.0
198453,1242,162,5.009767,0.498974,-0.389412,0.011222,4e-06,0.00183991,-0.058779,-1.0,-0.435698,1.0,0.076045,1830.5,8.9,22.8,590.4,100.0,1.0
198617,1243,164,4.297773,0.2,-0.366017,0.04232,3e-06,0.00171773,-0.076433,-1.0,-0.480932,1.0,0.141697,2334.8,13.0,84.0,456.9,100.0,1.0
198776,1244,159,3.700095,0.743311,-0.340798,0.017448,0.0,0.00184394,-0.116482,-1.0,-0.806843,1.0,0.17899,2149.2,18.9,77.6,448.9,100.0,1.0
198937,1245,161,4.888548,0.2,0.621769,0.0,0.237652,0.00206585,-0.099184,-1.0,-0.806384,1.0,0.092727,1238.7,7.4,68.4,420.9,100.0,1.0
199104,1246,167,5.140535,0.329965,-0.320337,0.0,2e-05,0.00162201,-0.025432,-1.0,-0.099991,1.0,0.077162,1939.4,9.0,23.4,740.2,100.0,1.0
199268,1247,164,3.219475,0.2,0.688696,0.002982,0.0,0.00155718,-0.101665,-1.0,-0.900611,1.0,0.058021,904.8,5.7,30.3,513.3,100.0,1.0
199430,1248,162,5.761163,0.2,-0.265946,0.001201,0.032741,0.00215706,-0.074452,-1.0,-0.404233,1.0,0.170141,2646.2,16.7,89.3,418.4,100.0,1.0
199591,1249,161,5.255684,1.0,-0.33698,0.010991,4.7e-05,0.00186827,-0.049896,-1.0,0.036851,1.0,0.267904,3118.9,28.5,113.8,331.3,100.0,1.0
199747,1250,156,3.327616,0.668458,0.661606,0.0,0.0,0.00173743,-0.112197,-1.0,-1.0,1.0,0.060986,975.5,6.7,23.0,510.0,100.0,1.0
199909,1251,162,4.062077,0.2,-0.361253,0.0,0.02718,0.00164584,-0.072758,-1.0,-0.534169,1.0,0.096704,1769.7,11.1,31.6,748.6,100.0,1.0
200069,1252,160,6.043937,1.0,-0.432871,0.029778,0.0,0.00225763,-0.072831,-1.0,-0.436417,1.0,0.145946,1961.3,12.2,101.2,286.8,100.0,1.0
200226,1253,157,3.749763,0.2,-0.349353,0.0,0.040292,0.00172601,-0.092043,-1.0,-0.730474,1.0,0.09498,1849.7,10.6,34.2,508.4,100.0,1.0
200385,1254,159,4.306635,0.2,0.636518,0.0,0.142054,0.0019188,-0.099614,-1.0,-0.813921,1.0,0.091107,1077.1,8.8,49.7,425.7,100.0,1.0
200543,1255,158,5.019832,0.2,-0.358246,0.0,0.0,0.00171675,-0.031758,-1.0,-0.197117,1.0,0.06023,2164.3,7.3,15.2,443.5,100.0,1.0
200703,1256,160,4.891267,0.922236,-0.460163,0.012828,0.0,0.00205518,-0.095515,-1.0,-0.606256,1.0,0.174447,1795.6,17.9,82.1,261.6,100.0,1.0
200857,1257,154,4.754251,0.2,-0.295982,0.026681,0.007805,0.00212453,-0.100419,-1.0,-0.649625,1.0,0.177282,2011.3,17.0,96.8,372.9,100.0,1.0
201019,1258,162,5.398735,0.370847,-0.363755,0.0,0.0,0.00178956,-0.032408,-1.0,-0.096624,1.0,0.113728,2238.3,12.2,47.5,601.6,100.0,1.0
201172,1259,153,5.67086,0.842975,-0.362315,0.005489,0.0,0.00185301,-0.013049,-1.0,0.195907,1.0,0.163196,2680.1,18.2,59.8,251.6,100.0,1.0
201327,1260,155,2.406718,0.382879,-0.393633,0.000516,2.6e-05,0.00153829,-0.123646,-1.0,-1.0,1.0,0.11823,1210.8,13.3,42.3,532.5,100.0,1.0
201481,1261,154,3.493659,0.2,-0.445596,0.003375,0.046843,0.00176839,-0.105755,-1.0,-0.764755,1.0,0.146396,1622.9,14.4,76.0,503.6,100.0,1.0
201641,1262,160,6.23485,0.303769,-0.390173,0.015765,5.9e-05,0.00225222,-0.063135,-1.0,-0.279386,1.0,0.175982,2244.6,17.9,84.1,353.2,100.0,1.0
201796,1263,155,5.336667,0.689664,-0.474712,0.005262,0.0,0.00201162,-0.057361,-1.0,-0.444266,1.0,0.06467,1129.8,4.8,51.8,442.5,100.0,1.0
201950,1264,154,5.225188,0.2,-0.44,0.013091,0.000173,0.00249716,-0.135479,-1.0,-0.975165,1.0,0.189813,1817.4,19.1,93.8,378.3,100.0,1.0
202108,1265,158,2.722542,0.343829,-0.323197,0.014066,0.0,0.0014571,-0.100353,-1.0,-0.678368,1.0,0.162582,1919.6,21.0,26.1,773.3,100.0,1.0
202261,1266,153,3.751983,0.253162,-0.360726,0.009057,0.0,0.00170374,-0.081745,-1.0,-0.59736,1.0,0.110043,1986.0,9.5,72.8,446.2,100.0,1.0
202420,1267,159,5.486578,0.91966,-0.319235,0.016302,0.0,0.00210461,-0.073048,-1.0,-0.342592,1.0,0.193944,2671.3,21.5,72.0,409.8,100.0,1.0
202583,1268,163,4.592875,0.507381,-0.372078,0.009375,0.0,0.00196581,-0.101462,-1.0,-0.639119,1.0,0.187752,1937.5,18.3,99.1,771.3,100.0,1.0
202742,1269,159,3.162237,0.2,-0.435142,0.0,0.019918,0.00155182,-0.095968,-1.0,-0.704003,1.0,0.127837,1770.4,15.6,30.7,466.6,100.0,1.0
202906,1270,164,4.608193,0.2,-0.464069,0.0,0.074594,0.00182449,-0.079564,-1.0,-0.642849,1.0,0.076395,1400.9,8.3,31.0,563.3,100.0,1.0
203056,1271,150,2.677495,0.2,-0.396488,0.000724,0.092317,0.00162655,-0.116358,-1.0,-0.738257,1.0,0.212661,1866.6,23.2,83.9,678.4,100.0,1.0
203211,1272,155,2.394193,0.556352,-0.505595,0.013871,0.0,0.00184454,-0.171798,-1.0,-1.0,0.863254,0.119686,969.3,13.0,47.8,523.9,100.0,1.0
203372,1273,161,3.35561,0.2,-0.333288,0.003621,0.233113,0.00165295,-0.106215,-1.0,-0.762648,1.0,0.149753,2018.5,18.1,38.5,640.7,100.0,1.0
203532,1274,160,5.18902,0.2,-0.369824,0.02008,0.021065,0.00186394,-0.051011,-1.0,-0.301808,1.0,0.104151,1962.9,10.1,55.3,550.4,100.0,1.0
203688,1275,156,4.638546,0.2,-0.333105,0.002395,0.006684,0.00192627,-0.079526,-1.0,-0.478006,1.0,0.158626,2019.5,15.3,86.3,502.8,100.0,1.0
203848,1276,160,4.966584,0.566416,0.68558,0.01017,0.0,0.00219743,-0.115017,-1.0,-1.0,1.0,0.075086,881.9,6.4,50.7,443.3,100.0,1.0
204010,1277,162,4.886032,0.2,-0.379221,0.009645,0.008919,0.00181216,-0.060831,-1.0,-0.41153,1.0,0.09839,1668.2,11.3,32.7,855.3,100.0,1.0
204166,1278,156,5.719166,1.0,-0.336591,0.004718,0.0,0.00246234,-0.111731,-1.0,-0.793384,1.0,0.161964,1758.1,14.6,99.1,163.3,100.0,1.0
204326,1279,160,5.467478,0.2,-0.299122,0.012002,6.5e-05,0.00200741,-0.060744,-1.0,-0.241637,1.0,0.182901,2743.7,17.0,106.6,289.3,100.0,1.0
204490,1280,164,5.453103,0.590023,-0.277175,0.009615,0.0,0.00215257,-0.093278,-1.0,-0.661903,1.0,0.135441,2262.5,10.3,105.6,333.5,100.0,1.0
204648,1281,158,5.500739,0.2,-0.325083,0.025118,0.019134,0.0022852,-0.099023,-1.0,-0.566238,1.0,0.211997,2262.2,23.9,75.0,466.8,100.0,1.0
204811,1282,163,5.11488,0.596624,-0.457702,0.0,0.0,0.0017517,-0.041831,-1.0,-0.237744,1.0,0.090283,1556.5,10.6,27.3,498.3,100.0,1.0
204969,1283,158,3.711785,0.267682,-0.370033,0.005927,0.011928,0.00171396,-0.09397,-1.0,-0.60665,1.0,0.166524,1997.7,17.2,76.5,502.6,100.0,1.0
205131,1284,162,4.901404,0.2,-0.280633,0.006828,0.009472,0.00181049,-0.059827,-1.0,-0.209227,1.0,0.194521,3039.6,18.2,111.5,401.5,100.0,1.0
205290,1285,159,5.139138,0.636636,-0.284458,0.026468,0.0,0.00163792,-0.015664,-1.0,0.206645,1.0,0.181643,2999.6,22.6,39.1,647.1,100.0,1.0
205445,1286,155,4.543962,0.893009,-0.395545,0.008651,0.0,0.00174469,-0.05404,-1.0,-0.232042,1.0,0.154178,1708.3,18.5,40.8,680.6,100.0,1.0
205596,1287,151,3.318863,0.363031,-0.506061,0.015021,0.0,0.00187052,-0.124416,-1.0,-1.0,1.0,0.122079,1162.1,10.4,82.6,276.3,100.0,1.0
205761,1288,165,5.133506,0.531804,-0.344228,0.0,0.0,0.00195328,-0.077889,-1.0,-0.571531,1.0,0.103681,1847.1,7.2,88.2,228.2,100.0,1.0
205924,1289,163,3.9853,0.2,-0.477426,0.0,0.124091,0.00170757,-0.088602,-1.0,-0.706562,1.0,0.089728,1509.0,8.6,48.7,597.0,100.0,1.0
