episode,timestep,ep_length,cum_reward,w_yield,w_neff,w_water,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,critic_loss,actor_loss
3675,587288,165,0.7258,0.3461,0.1111,0.5428,0.9299,-0.8471,-0.1074,11163.1,1825.5,443.0,646.9,0.000118,
3676,587448,160,1.088,1.0,0.0,0.0,0.5422,-0.8985,-0.1933,9685.7,2385.2,477.3,575.6,0.00015,
3677,587606,158,0.9073,0.1498,0.0967,0.7535,0.3919,-0.8524,0.3772,9113.2,1543.4,249.1,646.3,0.000188,
3678,587772,166,0.4409,0.3824,0.4713,0.1462,0.7259,-0.8389,0.0108,10385.8,1611.9,395.7,775.8,0.00014,
3679,587926,154,0.3325,0.1157,0.4054,0.4789,0.6928,-0.8522,0.01,10259.8,1735.9,396.0,489.0,0.000113,
3680,588089,163,0.683,0.2982,0.1912,0.5106,0.8504,-0.8598,-0.0319,10860.2,1937.1,412.8,634.3,0.000121,-0.06268
3681,588246,157,0.1412,0.0401,0.6876,0.2723,0.7632,-0.7298,-0.0122,10527.9,974.3,404.9,413.1,0.000181,
3682,588404,158,0.7407,0.0114,0.9107,0.0779,0.2362,0.3213,0.0028,8520.1,161.2,398.9,350.7,0.000152,
3683,588561,157,0.2797,0.0183,0.8083,0.1734,1.0,-0.3603,-0.0173,12295.5,480.5,406.9,543.0,0.000234,-0.055133
3684,588722,161,0.0467,0.102,0.7262,0.1718,0.3624,-0.7075,-0.1185,9000.9,769.4,447.4,539.0,0.000149,
3685,588885,163,0.5356,0.0341,0.3299,0.6359,1.0,-0.7989,0.2003,12206.8,1517.3,319.9,907.2,0.000118,-0.051609
3686,589051,166,0.4437,0.4612,0.4068,0.1321,0.4636,-0.863,-0.0028,9386.3,1713.3,401.1,574.9,0.000152,-0.052654
3687,589209,158,0.4798,0.0567,0.2649,0.6785,0.0896,-0.8859,0.1691,7961.3,1744.1,332.4,842.9,0.000211,-0.050396
3688,589374,165,1.0963,0.0696,0.0311,0.8993,0.7655,-0.837,0.4192,10536.5,1616.2,232.3,744.4,0.000196,
3689,589532,158,0.7978,0.0539,0.2079,0.7381,0.4032,-0.8407,0.3974,9156.3,1436.6,241.0,503.1,0.000134,
3690,589697,165,0.9332,0.3734,0.0391,0.5875,0.9191,-0.8413,-0.009,11121.8,1751.5,403.6,476.7,0.000127,-0.078873
3691,589852,155,0.3666,0.0,1.0,0.0,-0.1626,0.0689,-0.0884,7000.5,163.7,435.4,810.2,0.000182,
3692,590011,159,0.7175,0.4684,0.4725,0.0591,1.0,-0.7793,-0.1154,12005.2,1360.1,446.2,441.1,0.000522,-0.056092
3693,590172,161,1.3577,0.7801,0.0844,0.1354,1.0,-0.8275,-0.0736,11484.9,1664.3,429.4,402.5,0.000172,
3694,590329,157,0.5908,0.3933,0.3397,0.2671,0.9432,-0.8266,-0.0052,11213.6,1616.8,402.1,645.6,0.00012,-0.067433
3695,590488,159,1.0006,0.5936,0.0669,0.3394,0.8616,-0.8539,-0.2177,10902.7,1865.0,487.1,494.8,0.000103,
3696,590647,159,0.4152,0.3268,0.6334,0.0397,0.9021,-0.7869,-0.2557,11056.9,1297.5,502.3,569.3,0.000333,-0.034494
3697,590807,160,1.0685,0.0,0.0,1.0,0.2762,-0.8535,0.3631,8672.5,1479.8,254.8,550.1,0.000139,-0.054985
3698,590968,161,1.5746,1.0,0.0,0.0,1.0,-0.8752,-0.3218,11926.6,2389.5,528.7,341.0,0.000161,
3699,591126,158,0.3004,0.1917,0.7284,0.0799,1.0,-0.6564,0.0228,12307.0,895.4,390.9,541.5,0.000119,
3700,591284,158,1.0018,0.4643,0.0385,0.4972,1.0,-0.8203,-0.179,12920.7,1797.1,471.6,508.3,0.000135,
3701,591447,163,0.1722,0.0664,0.7494,0.1842,0.939,-0.6569,-0.2445,11197.5,815.9,497.8,509.1,0.000128,-0.069173
3702,591611,164,0.3752,0.1134,0.4392,0.4474,0.9796,-0.7776,-0.0221,11352.3,1275.9,408.8,511.4,0.000186,-0.044158
3703,591775,164,0.4551,0.3573,0.3187,0.324,0.7542,-0.8605,-0.261,10493.5,1880.2,504.4,581.5,0.000169,-0.04265
3704,591931,156,0.1618,0.2358,0.6433,0.1209,0.6366,-0.8284,-0.0052,10045.6,1463.5,402.1,857.9,0.000184,-0.02543
3705,592087,156,0.1948,0.2785,0.5194,0.2021,0.2707,-0.854,0.0235,8651.5,1481.5,390.6,734.7,0.000202,-0.039974
3706,592247,160,1.3721,1.0,0.0,0.0,0.6807,-0.8764,-0.1569,10213.3,2066.4,462.8,369.3,0.000126,-0.048194
3707,592405,158,0.7656,0.4585,0.0693,0.4722,0.5664,-0.8627,-0.0353,9778.0,1780.2,414.1,592.2,0.000158,-0.050144
3708,592562,157,0.414,0.142,0.2561,0.6019,0.1768,-0.8701,-0.0375,8293.8,1596.6,415.0,475.6,0.000129,
3709,592722,160,0.6823,0.3954,0.1496,0.455,0.8187,-0.8511,-0.1083,10739.4,1803.1,443.3,585.2,0.000193,
3710,592883,161,0.3572,0.2084,0.4469,0.3447,0.5511,-0.8589,-0.0656,9719.8,1722.5,426.2,455.5,0.00024,-0.070319
3711,593043,160,0.2083,0.0868,0.6944,0.2188,0.7605,-0.7552,-0.2632,10517.7,1074.2,505.3,327.3,0.000128,-0.077909
3712,593202,159,0.2468,0.1234,0.451,0.4256,0.8213,-0.846,-0.1147,10749.2,1745.2,445.9,494.4,0.000141,
3713,593363,161,0.6197,0.2849,0.3308,0.3843,1.0,-0.7685,-0.1753,12601.3,1360.8,470.1,533.8,0.000261,-0.045225
3714,593517,154,1.0265,0.0544,0.0536,0.892,0.1785,-0.8542,0.4804,8300.2,1422.9,207.8,548.5,0.000169,-0.057882
3715,593675,158,1.6831,1.0,0.0,0.0,1.0,-0.8512,-0.1274,11781.4,1979.0,450.9,320.3,0.000183,-0.038395
3716,593834,159,0.8704,0.4788,0.1771,0.3441,0.9738,-0.8134,-0.0444,11330.3,1518.2,417.7,510.2,0.000152,
3717,593991,157,0.5802,0.1223,0.2672,0.6105,0.8068,-0.7792,0.1707,10693.9,1210.9,331.7,655.2,0.000164,-0.074658
3718,594150,159,1.4338,1.0,0.0,0.0,0.8867,-0.851,-0.184,10998.4,1844.8,473.6,630.9,0.000226,
3719,594308,158,0.3098,0.0,1.0,0.0,-0.1678,0.0414,0.0889,6980.9,167.6,364.4,675.0,0.000102,
3720,594469,161,0.5607,0.4723,0.5228,0.0048,0.8458,-0.8391,-0.1314,10842.6,1684.7,452.6,342.3,0.000373,-0.059617
3721,594631,162,0.5251,0.3746,0.528,0.0974,1.0,-0.8274,-0.0982,11572.0,1676.5,439.3,688.6,0.000112,-0.070408
3722,594790,159,0.4797,0.3963,0.5981,0.0056,0.8749,-0.782,-0.0134,10953.5,1255.9,405.4,520.6,0.000134,
3723,594954,164,0.6872,0.3924,0.2958,0.3118,0.9587,-0.8677,-0.0234,11272.5,2129.9,409.4,645.5,0.000128,
3724,595112,158,0.9832,0.3806,0.0392,0.5803,1.0,-0.8547,0.1024,11593.7,1994.7,359.0,642.8,0.000381,
3725,595271,159,0.7167,0.5531,0.3901,0.0568,0.7791,-0.8652,-0.2317,10588.3,1963.4,492.7,402.5,0.000135,-0.06127
3726,595432,161,1.045,0.2416,0.0408,0.7176,0.8283,-0.8411,0.2268,10775.8,1694.8,309.3,414.5,0.000202,
3727,595591,159,0.3355,0.1731,0.7735,0.0534,0.9861,-0.5741,-0.1492,11377.0,667.8,459.7,274.9,0.000108,-0.069768
3728,595752,161,0.6477,0.6007,0.2319,0.1673,0.5015,-0.8859,-0.2196,9530.8,2089.1,487.9,308.9,0.000352,
3729,595914,162,0.5959,0.4097,0.1248,0.4654,0.3124,-0.8552,0.1096,8810.1,1521.3,356.2,1021.8,0.00058,
3730,596074,160,1.0141,0.7707,0.1789,0.0504,0.6772,-0.8698,-0.1809,10200.2,1958.8,472.3,383.4,0.000145,
3731,596229,155,0.3617,0.0,1.0,0.0,-0.1397,0.0274,-0.0788,7087.9,172.5,431.5,681.3,0.000231,-0.047416
3732,596386,157,0.5849,0.0,1.0,0.0,-0.1105,0.2111,0.026,7199.2,148.6,389.6,551.9,0.000103,
3733,596542,156,0.414,0.3105,0.3601,0.3294,0.6544,-0.8454,-0.1322,10113.1,1635.2,452.9,750.2,0.000279,
3734,596706,164,1.1258,0.0,0.0,1.0,0.3826,-0.8783,0.4555,9077.6,1865.4,217.8,488.4,0.000244,
3735,596870,164,0.615,0.2611,0.264,0.4749,1.0,-0.8261,-0.0727,11984.8,1723.0,429.1,615.7,0.000174,
3736,597031,161,0.943,0.2473,0.0576,0.6951,0.5707,-0.8531,0.2158,9794.3,1667.3,313.7,527.5,9.7e-05,-0.054527
3737,597186,155,0.5448,0.2509,0.303,0.4461,0.7669,-0.8179,0.0057,10541.8,1447.1,397.7,413.5,0.00017,
3738,597343,157,0.4205,0.477,0.5119,0.011,0.5766,-0.7904,-0.094,9816.9,1170.8,437.6,452.2,0.000134,-0.067004
3739,597501,158,0.336,0.2639,0.2356,0.5005,0.1487,-0.856,-0.0585,8186.7,1421.3,423.4,893.0,0.000215,-0.062085
3740,597656,155,0.2575,0.0172,0.4487,0.5342,0.6198,-0.8285,0.0386,9981.6,1455.2,384.5,568.9,0.000111,
3741,597816,160,0.9717,0.0,0.0,1.0,-0.2778,-0.9036,0.2576,6561.4,1702.5,296.9,501.2,0.000163,
3742,597984,168,0.4202,0.3242,0.6115,0.0643,1.0,-0.7769,0.0434,11752.3,1316.9,382.6,526.3,0.000423,
3743,598140,156,0.7686,0.3335,0.0508,0.6156,0.5104,-0.8499,0.1596,9564.4,1593.3,336.1,764.4,0.000269,
3744,598301,161,0.2487,0.0379,0.405,0.5571,0.5456,-0.8554,-0.0491,9698.6,1676.5,419.6,617.1,0.000203,-0.059724
3745,598459,158,0.3744,0.0,1.0,0.0,-0.3171,0.069,-0.0117,6411.8,149.9,404.7,1077.2,0.000194,-0.033414
3746,598614,155,0.4158,0.2746,0.4685,0.257,0.8425,-0.8116,0.0466,10830.0,1437.2,381.4,613.4,0.000252,
3747,598774,160,0.9276,0.7027,0.237,0.0603,0.8085,-0.8552,0.0134,10700.4,1847.8,394.6,718.3,0.000212,
3748,598928,154,0.1896,0.0387,0.4267,0.5346,0.7921,-0.8135,-0.084,10637.8,1426.3,433.6,547.2,0.000199,
3749,599085,157,0.9644,0.0,0.0,1.0,-0.1056,-0.8901,0.2398,7217.9,1642.0,304.1,219.2,0.000354,-0.059999
3750,599238,153,1.174,0.0,0.0,1.0,0.38,-0.8503,0.4631,9067.8,1514.4,214.7,429.5,0.000122,
3751,599397,159,0.2236,0.2586,0.7128,0.0286,0.5013,-0.7299,-0.2578,9529.8,882.1,503.1,455.9,0.000121,-0.066231
3752,599560,163,1.1415,0.0,0.0,1.0,0.4583,-0.8586,0.3737,9366.1,1656.2,250.5,333.5,0.000111,
3753,599718,158,0.5614,0.2716,0.3085,0.4199,1.0,-0.7805,-0.0406,11632.9,1324.7,416.2,616.7,0.000173,
3754,599880,162,0.5283,0.2195,0.2657,0.5147,0.8225,-0.8513,-0.1871,10753.7,1808.2,474.8,338.0,0.00033,
3755,600042,162,0.1782,0.0381,0.5388,0.423,0.9832,-0.8079,-0.1605,11366.0,1479.6,464.2,354.7,0.000197,
3756,600206,164,0.3275,0.0,1.0,0.0,-0.0137,0.027,-0.0172,7567.8,184.2,406.9,521.4,9.6e-05,
3757,600366,160,1.5781,1.0,0.0,0.0,0.9824,-0.8569,-0.1842,11363.0,1984.7,473.7,407.7,0.000155,
3758,600524,158,1.0562,0.5076,0.0369,0.4555,0.9078,-0.8514,0.0637,11078.7,1863.6,374.5,376.3,0.000238,
3759,600683,159,0.8039,0.0955,0.1273,0.7772,-0.0255,-0.8792,0.2517,7522.9,1556.8,299.3,307.5,0.000108,-0.071952
3760,600847,164,0.7196,0.3809,0.1977,0.4214,0.9222,-0.7672,-0.1545,11133.4,1195.7,461.8,610.0,0.000116,-0.059885
3761,601008,161,0.5849,0.0,1.0,0.0,0.307,0.1874,0.0545,8789.7,185.1,378.2,531.1,0.000111,
3762,601163,155,0.5704,0.2394,0.2964,0.4643,1.0,-0.8263,0.0279,11448.1,1647.5,388.8,635.2,0.000163,-0.079435
3763,601317,154,0.5838,0.3317,0.2947,0.3736,0.9532,-0.8061,-0.0127,11251.6,1450.4,405.1,688.7,0.000119,-0.082996
3764,601480,163,0.7512,0.4213,0.0484,0.5303,0.7266,-0.8349,-0.0131,10388.3,1573.2,405.2,699.2,0.000156,
3765,601643,163,1.0187,0.0,0.0,1.0,0.7798,-0.8206,0.3961,10591.2,1475.9,241.6,703.6,0.000158,-0.064528
3766,601806,163,0.7186,0.1247,0.1477,0.7276,0.4777,-0.8385,0.2277,9440.0,1460.9,308.9,829.3,0.000136,
3767,601965,159,0.901,0.2613,0.0739,0.6648,0.7962,-0.8491,0.2583,10653.7,1765.2,296.7,602.6,0.000257,-0.071976
3768,602124,159,1.0121,0.6015,0.2421,0.1565,1.0,-0.8098,-0.0044,11776.6,1547.7,401.8,514.3,0.000124,
3769,602285,161,0.7915,0.4196,0.0674,0.513,0.6243,-0.8572,-0.0662,9998.7,1750.1,426.5,487.3,0.00015,-0.08819
3770,602447,162,1.7148,1.0,0.0,0.0,1.0,-0.8572,-0.1926,12582.6,2202.3,477.0,265.9,0.000172,-0.088236
3771,602607,160,1.1361,0.0,0.0,1.0,0.8487,-0.8437,0.3989,10853.7,1735.7,240.5,464.3,0.000162,-0.024963
3772,602771,164,0.4781,0.2801,0.4178,0.3021,0.7126,-0.8305,-0.1553,10335.2,1524.1,462.1,413.1,0.000344,-0.053139
3773,602932,161,0.3428,0.3007,0.6819,0.0174,0.777,-0.734,-0.0471,10580.2,994.3,418.8,554.1,0.000188,
3774,603093,161,0.557,0.2736,0.4369,0.2895,1.0,-0.7883,-0.0033,11521.7,1360.7,401.3,493.7,0.000103,-0.078878
3775,603253,160,0.6226,0.3859,0.4373,0.1768,1.0,-0.7859,-0.1119,11630.9,1358.3,444.8,827.6,0.000132,-0.045707
3776,603416,163,1.3621,1.0,0.0,0.0,0.8326,-0.8622,-0.0097,10792.2,1957.8,403.9,445.3,0.000128,
3777,603577,161,0.2288,0.1241,0.5713,0.3046,0.9139,-0.8262,-0.0447,11101.9,1597.0,417.9,487.9,0.000189,-0.049775
3778,603735,158,0.3545,0.2329,0.4728,0.2943,0.8247,-0.8276,-0.0247,10762.1,1560.7,409.9,711.4,0.000271,-0.058983
3779,603899,164,1.0894,0.5621,0.0596,0.3784,0.9662,-0.8362,-0.0263,11301.3,1724.4,410.5,372.2,0.000327,-0.080201
3780,604054,155,0.5555,0.0,1.0,0.0,-0.2306,0.0889,-0.0617,6741.6,154.8,424.7,327.4,0.000259,
3781,604216,162,0.578,0.4433,0.3492,0.2074,0.7872,-0.8136,-0.123,10619.0,1424.2,449.2,697.3,0.000163,
3782,604376,160,1.0479,0.0,0.0,1.0,0.8048,-0.7881,0.3919,10686.1,1260.6,243.2,844.3,0.00045,
3783,604532,156,0.695,0.4042,0.2228,0.3731,0.865,-0.8164,0.0531,10915.8,1486.5,378.8,784.7,0.000102,
3784,604687,155,0.7356,0.0251,0.1942,0.7806,-0.0634,-0.855,0.358,7378.6,1272.4,256.8,767.6,0.000121,-0.046577
3785,604846,159,1.2525,1.0,0.0,0.0,0.6568,-0.8521,-0.203,10122.6,1711.2,481.2,593.6,0.000167,
3786,605005,159,0.5812,0.3154,0.1488,0.5358,0.5581,-0.8593,-0.0812,9746.3,1732.3,432.5,491.3,0.000185,-0.022782
3787,605171,166,0.7993,0.1598,0.1455,0.6946,0.488,-0.8634,0.3164,9479.4,1735.3,273.4,600.5,0.000125,-0.05206
3788,605334,163,0.737,0.4411,0.3433,0.2156,0.9025,-0.7928,-0.0348,11058.6,1334.3,413.9,583.3,0.000256,
3789,605498,164,0.9334,0.681,0.06,0.259,0.7592,-0.8529,-0.1598,10512.4,1786.7,463.9,715.9,0.000137,
3790,605663,165,0.4625,0.1615,0.2059,0.6326,0.4801,-0.8593,-0.0267,9449.0,1679.2,410.7,527.3,0.000114,-0.078718
3791,605821,158,0.1407,0.0184,0.7404,0.2412,0.6314,-0.684,-0.1766,10025.8,793.1,470.6,239.9,0.000226,-0.047391
3792,605981,160,0.248,0.0,1.0,0.0,-0.4551,-0.0151,-0.103,5886.2,149.4,441.2,774.9,0.000119,-0.073326
3793,606141,160,1.0523,0.7102,0.2523,0.0375,0.9755,-0.8195,0.0813,11336.6,1570.2,367.5,716.8,0.000149,-0.092319
3794,606299,158,0.988,1.0,0.0,0.0,0.4538,-0.9185,-0.2009,9348.8,2868.4,480.4,418.4,0.000137,-0.08252
3795,606459,160,1.2485,1.0,0.0,0.0,0.681,-0.8632,0.0545,10214.7,1866.1,378.2,590.8,0.000154,-0.06792
3796,606630,171,0.2079,0.0771,0.546,0.3769,0.9488,-0.8111,-0.0903,11234.7,1486.8,436.1,837.3,0.000113,
3797,606784,154,0.377,0.2877,0.3923,0.32,0.5603,-0.8451,0.0306,9754.8,1574.2,387.7,605.3,0.000276,
3798,606945,161,1.0395,0.7077,0.053,0.2393,0.5797,-0.8255,-0.0304,9828.7,1407.9,412.2,508.0,0.000244,-0.056853
3799,607103,158,0.501,0.1853,0.3629,0.4518,0.5919,-0.8442,0.0609,9875.2,1584.6,375.7,363.5,0.000195,-0.072333
3800,607262,159,1.0181,0.5565,0.1766,0.2669,1.0,-0.7455,-0.2249,12453.1,1223.4,489.9,550.7,0.000137,
3801,607429,167,0.2718,0.0764,0.7629,0.1607,0.9455,-0.6488,-0.1527,11222.5,798.8,461.1,790.4,0.000125,-0.07148
3802,607590,161,1.3745,1.0,0.0,0.0,0.6913,-0.883,-0.0367,10253.7,2191.9,414.7,684.9,0.000134,
3803,607749,159,0.6449,0.1545,0.1966,0.6489,0.552,-0.8223,0.1362,9723.0,1367.6,345.5,427.5,0.000263,-0.058956
3804,607911,162,0.6593,0.0959,0.2406,0.6636,1.0,-0.7764,0.1691,11985.7,1340.1,332.3,656.2,0.000109,-0.086639
3805,608070,159,0.7677,0.3821,0.1177,0.5002,0.793,-0.8539,-0.2783,10641.3,1821.3,511.3,313.5,0.000169,
3806,608229,159,1.043,0.0,0.0,1.0,-0.3208,-0.8747,0.3789,6397.9,1276.9,248.4,477.8,0.000171,-0.068922
3807,608394,165,0.3405,0.0741,0.3795,0.5464,0.9032,-0.8431,-0.0083,11061.1,1762.0,403.3,469.6,0.000112,
3808,608526,132,-0.6827,1.0,0.0,0.0,-1.0,-1.0,0.136,0.0,3857.4,345.6,237.0,0.000117,
3809,608691,165,0.6201,0.0206,0.901,0.0784,0.1527,0.3202,-0.0387,8201.9,155.3,415.5,904.0,0.000424,-0.095575
3810,608852,161,0.5378,0.377,0.0083,0.6147,0.1597,-0.8999,-0.1192,8228.4,2055.1,447.7,563.6,0.000143,
3811,609012,160,0.7524,0.3947,0.1928,0.4125,1.0,-0.8788,-0.1437,11441.5,2359.9,457.5,363.4,0.000202,
3812,609164,152,0.3781,0.3627,0.4568,0.1805,0.5743,-0.8303,-0.1564,9808.0,1444.9,462.6,381.0,0.000232,
3813,609325,161,0.9141,0.4175,0.0161,0.5664,0.7082,-0.8798,-0.0917,10318.3,2146.1,436.7,367.7,0.000192,-0.06812
3814,609489,164,0.6308,0.1113,0.218,0.6707,0.666,-0.8819,0.1365,10157.6,2150.7,345.4,507.4,9.8e-05,-0.093019
3815,609650,161,1.4796,1.0,0.0,0.0,0.9162,-0.8692,0.0371,11110.6,2123.6,385.2,645.4,0.000126,
3816,609805,155,0.5682,0.2225,0.2309,0.5466,0.6434,-0.8506,0.2398,10071.3,1685.3,304.1,766.6,0.000295,-0.10213
3817,609964,159,0.1898,0.0156,0.5842,0.4003,0.3578,-0.8386,0.0118,8983.1,1391.6,395.3,399.3,0.000167,
3818,610125,161,0.8692,0.0,1.0,0.0,0.3423,0.4111,0.04,8924.1,158.1,384.0,673.5,0.000159,-0.057519
3819,610290,165,0.926,0.241,0.0819,0.6772,0.9483,-0.832,0.2003,11233.0,1671.7,319.9,601.9,0.000254,
3820,610447,157,0.2431,0.2296,0.7353,0.0351,0.8868,-0.5911,0.0837,10998.9,672.5,366.5,688.7,0.000734,-0.07111
3821,610606,159,1.0069,0.083,0.1236,0.7934,0.6041,-0.8844,0.4723,9921.7,2145.1,211.1,456.4,9.3e-05,
3822,610763,157,0.4521,0.3011,0.3477,0.3512,0.5104,-0.8395,0.0017,9564.5,1489.4,399.3,477.4,0.000219,-0.058426
3823,610925,162,0.2873,0.2789,0.6026,0.1185,0.6642,-0.8247,-0.0059,10150.5,1447.9,402.4,611.1,0.000187,-0.07863
3824,611073,148,1.2149,0.7412,0.1553,0.1035,1.0,-0.7648,-0.0685,12164.8,1293.2,427.4,548.0,0.000229,-0.056414
3825,611235,162,0.2265,0.409,0.5129,0.0781,0.45,-0.8851,-0.095,9334.6,2030.6,438.0,594.6,0.000157,-0.074393
3826,611400,165,0.7021,0.6502,0.2138,0.136,0.3848,-0.9023,-0.0324,9086.1,2325.9,413.0,323.2,0.000152,
3827,611565,165,0.501,0.0657,0.3013,0.633,0.6509,-0.854,0.1487,10100.1,1729.5,340.5,485.7,0.000119,-0.083755
3828,611728,163,0.9521,0.5052,0.0896,0.4052,1.0,-0.8412,-0.0857,11758.0,1851.0,434.3,675.2,0.000197,
3829,611892,164,0.7785,0.0,1.0,0.0,0.6008,0.3758,0.0434,9909.2,180.1,382.6,495.0,0.000426,
3830,612053,161,1.0517,0.0,0.0,1.0,0.4591,-0.8658,0.4331,9369.3,1745.7,226.7,860.2,0.000194,-0.073472
3831,612211,158,0.2819,0.2848,0.6715,0.0437,0.6588,-0.7525,-0.2407,10130.1,1023.3,496.3,504.2,0.000166,-0.078456
3832,612369,158,0.4662,0.2424,0.4864,0.2711,0.9804,-0.7571,0.0876,11355.3,1168.5,365.0,575.5,0.000242,-0.064497
3833,612527,158,0.448,0.0982,0.3809,0.521,1.0,-0.807,-0.061,11751.4,1522.3,424.4,619.4,0.000169,-0.082914
3834,612692,165,0.7222,0.2922,0.1082,0.5995,0.5087,-0.8689,0.0028,9558.1,1823.2,398.9,493.2,0.000144,
3835,612855,163,0.3834,0.0,1.0,0.0,-0.2112,-0.0276,-0.1367,6815.3,175.2,454.7,555.7,0.000133,-0.072267
3836,613018,163,0.3283,0.0941,0.4379,0.468,0.8202,-0.7875,-0.0517,10744.8,1264.1,420.7,462.7,0.000349,
3837,613178,160,0.2186,0.0798,0.5855,0.3347,0.5886,-0.8175,0.0862,9862.5,1351.0,365.5,392.6,0.000194,
3838,613350,172,0.4405,0.2812,0.5477,0.1711,0.9346,-0.8102,0.037,11180.7,1472.4,385.2,683.0,0.000188,
3839,613510,160,0.9234,0.5811,0.3215,0.0974,1.0,-0.7885,-0.0667,11649.8,1377.0,426.7,814.0,0.000117,
3840,613667,157,0.4004,0.345,0.5759,0.0791,0.7767,-0.8137,0.0346,10579.3,1419.3,386.1,656.0,0.000165,-0.04636
3841,613826,159,0.3418,0.284,0.6542,0.0618,1.0,-0.7747,-0.0258,11678.5,1296.0,410.3,528.3,0.000182,
3842,613991,165,1.1903,0.7863,0.1468,0.0669,1.0,-0.8488,-0.1848,12168.1,2012.3,473.9,716.7,0.000158,-0.063996
3843,614155,164,0.7274,0.3167,0.2075,0.4758,0.9271,-0.8408,0.0861,11152.4,1751.4,365.5,631.0,0.000128,-0.076314
3844,614316,161,0.9531,0.0371,0.0415,0.9214,0.3681,-0.8671,0.3604,9022.4,1696.8,255.8,595.5,0.000149,
3845,614475,159,1.0589,0.5633,0.1758,0.2609,1.0,-0.794,-0.2058,11844.3,1437.6,482.3,338.7,0.000224,-0.069902
3846,614637,162,1.0312,0.0,0.0,1.0,-0.3904,-0.9011,0.3062,6132.5,1550.4,277.5,420.4,0.000284,-0.08867
3847,614802,165,0.6384,0.4251,0.2983,0.2766,0.8036,-0.8607,-0.2191,10681.8,1917.0,487.6,545.5,0.000192,
3848,614962,160,0.7449,0.0227,0.2183,0.7589,0.5838,-0.8694,0.4175,9844.1,1884.0,233.0,747.5,0.000202,
3849,615120,158,0.5539,0.4578,0.2289,0.3134,0.5261,-0.8523,-0.1816,9624.4,1629.2,472.6,394.1,0.00021,
3850,615280,160,0.2641,0.1648,0.6409,0.1944,1.0,-0.7596,0.0763,12004.4,1248.2,369.5,604.1,0.000119,
3851,615433,153,0.3826,0.2557,0.4892,0.2551,0.6474,-0.8117,-0.0275,10086.7,1339.3,411.0,362.8,0.000268,-0.078517
3852,615593,160,0.207,0.184,0.5899,0.2261,0.4075,-0.8485,-0.0081,9172.6,1513.9,403.2,361.5,0.000152,-0.050531
3853,615752,159,0.5171,0.3648,0.5082,0.1271,0.7636,-0.7207,-0.0918,10529.5,942.4,436.7,549.3,0.000165,
3854,615908,156,0.9566,0.3363,0.0633,0.6004,1.0,-0.7788,0.1024,12512.9,1414.4,359.1,678.7,0.000115,
3855,616065,157,0.9533,0.0486,0.1187,0.8327,0.7748,-0.8044,0.4054,10572.1,1351.6,237.8,371.0,0.000164,-0.066434
3856,616229,164,0.4841,0.3231,0.5919,0.085,0.9616,-0.7516,-0.232,11283.8,1135.9,492.8,421.1,0.00018,-0.109448
3857,616386,157,0.736,0.4255,0.4012,0.1733,1.0,-0.7682,-0.1261,11599.1,1250.8,450.4,415.3,0.000238,
3858,616545,159,0.3172,0.2068,0.3753,0.4179,0.5982,-0.8409,-0.0697,9899.1,1555.5,427.9,729.0,0.00025,-0.075242
3859,616704,159,0.6196,0.3461,0.4368,0.2171,0.8489,-0.8136,-0.1881,10854.5,1455.7,475.3,444.1,0.000209,
3860,616862,158,0.2005,0.1397,0.5888,0.2715,0.8131,-0.8106,0.0249,10717.9,1414.4,390.0,585.5,0.000143,
3861,617022,160,0.3997,0.327,0.4272,0.2458,0.5848,-0.8157,-0.0071,9848.2,1335.5,402.8,734.5,0.00011,
3862,617188,166,0.8051,0.2063,0.142,0.6517,0.6364,-0.8448,0.306,10044.8,1618.1,277.6,635.4,0.000105,
3863,617351,163,0.6195,0.4477,0.2724,0.28,0.7643,-0.8217,-0.0889,10531.9,1476.4,435.5,531.0,0.000379,-0.081839
3864,617513,162,0.1614,0.0365,0.525,0.4385,1.0,-0.7865,-0.1977,12379.9,1449.8,479.1,514.4,0.000124,-0.07685
3865,617676,163,0.9786,0.4422,0.0332,0.5246,1.0,-0.8059,0.0251,12506.6,1610.7,390.0,657.4,0.000125,
3866,617833,157,1.6076,1.0,0.0,0.0,1.0,-0.8578,-0.0528,11520.5,2025.3,421.1,497.8,0.000144,-0.071839
3867,617996,163,0.5925,0.2686,0.2143,0.5171,0.5929,-0.8457,-0.0001,9878.8,1601.1,400.1,788.6,0.005075,
3868,618157,161,0.8613,0.9131,0.0551,0.0319,0.4528,-0.8546,-0.1842,9345.2,1606.6,473.7,384.4,0.000245,-0.07778
3869,618316,159,0.5517,0.0926,0.2978,0.6096,1.0,-0.8024,0.1369,12020.6,1521.1,345.2,672.8,0.000227,
3870,618482,166,1.1493,0.0,0.0,1.0,0.6257,-0.8657,0.3807,10004.0,1862.9,247.7,508.8,0.000148,
3871,618646,164,1.066,1.0,0.0,0.0,0.4907,-0.8931,-0.047,9489.6,2219.6,418.8,449.7,0.00023,
3872,618805,159,1.5219,1.0,0.0,0.0,1.0,-0.8621,-0.112,11757.5,2131.0,444.8,733.3,0.000123,-0.084207
3873,618967,162,0.3447,0.1883,0.4925,0.3192,0.8059,-0.7872,0.0908,10690.5,1255.9,363.7,533.6,0.000135,-0.06278
