episode,timestep,ep_length,cum_reward,w_yield,w_neff,w_water,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,critic_loss,actor_loss
753,120295,152,-0.161,0.0556,0.6019,0.3425,1.0,-0.9046,-0.5615,11513.4,3018.1,624.6,471.6,0.002502,-0.29744
754,120452,157,0.456,0.7237,0.0702,0.2061,0.4869,-0.9904,-0.933,9474.9,24727.2,773.2,397.4,0.001599,
755,120607,155,-0.0217,0.112,0.3492,0.5388,0.4311,-0.9691,-0.3778,9262.4,7489.6,551.1,459.2,0.003342,-0.345746
756,120766,159,0.0828,0.3725,0.2874,0.34,0.7788,-0.9804,-1.0,10587.3,13515.8,808.5,593.2,0.0029,
757,120922,156,-0.0052,0.0623,0.8609,0.0768,1.0,-0.4227,-1.0,11510.7,498.5,1350.3,531.2,0.003311,
758,121084,162,0.6149,0.7209,0.0365,0.2427,0.5409,-0.99,-0.6502,9681.0,24271.4,660.1,638.5,0.001971,
759,121245,161,0.7267,0.3631,0.0236,0.6134,1.0,-0.9871,-0.1093,12457.6,24179.9,443.7,567.6,0.002729,-0.192377
760,121404,159,-0.0463,0.1603,0.4213,0.4184,0.7804,-0.9612,-0.6484,10593.3,6833.3,659.4,456.4,0.017408,
761,121574,170,0.0822,0.3136,0.1786,0.5079,0.807,-0.9845,-0.8683,10694.7,17232.9,747.3,774.3,0.003127,
762,121734,160,0.8416,0.7665,0.1332,0.1003,0.7932,-0.9807,-0.7302,10641.9,13802.7,692.1,343.5,0.004627,
763,121890,156,-0.0112,0.0,1.0,0.0,0.0356,-0.2243,-1.0,7755.7,249.9,1333.1,336.1,0.002347,
764,122049,159,0.2953,0.436,0.0418,0.5222,0.8094,-0.9893,-0.7133,10703.8,25007.4,685.3,441.2,0.004781,-0.296243
765,122212,163,0.0836,0.0853,0.3053,0.6094,1.0,-0.9757,-0.4205,11772.1,12098.3,568.2,465.3,0.003291,
766,122369,157,-0.1597,0.067,0.7963,0.1367,1.0,-0.6731,-1.0,11641.5,890.3,1220.1,330.0,0.002207,-0.259996
767,122525,156,0.0508,0.2278,0.2195,0.5527,0.7628,-0.9821,-0.5571,10526.2,14714.7,622.8,854.0,0.002154,-0.254803
768,122684,159,0.2665,0.4971,0.4064,0.0964,0.6274,-0.9663,-1.0,10010.3,7418.7,849.1,413.4,0.002367,
769,122846,162,-0.0275,0.0,1.0,0.0,0.2791,-0.2565,-1.0,8683.5,292.0,1268.2,398.5,0.001777,
770,123001,155,-0.2554,0.0897,0.7407,0.1696,-0.6668,-0.9098,-0.2946,5079.6,1408.2,517.8,401.8,0.002535,-0.30579
771,123159,158,-0.6352,0.0,1.0,0.0,-0.7563,-1.0,-1.0,4738.4,264.0,981.4,480.8,0.001827,-0.184103
772,123320,161,1.0392,0.0,0.0,1.0,0.1302,-0.9927,0.4991,8116.1,27978.5,200.4,539.9,0.004901,
773,123486,166,-0.2171,0.0799,0.9131,0.007,-0.3314,-0.4182,-1.0,6357.4,273.2,1335.5,728.3,0.002554,
774,123643,157,0.3794,0.402,0.2732,0.3248,1.0,-0.9718,-0.6175,11815.8,10467.5,647.0,757.0,0.004243,-0.303324
775,123798,155,0.3323,0.2775,0.1566,0.566,0.6949,-0.9851,-0.2888,10267.7,17259.2,515.5,549.1,0.002482,
776,123963,165,1.3999,1.0,0.0,0.0,1.0,-0.9864,-1.0,12025.2,22058.0,938.7,283.1,0.001786,-0.285898
777,124121,158,0.2059,0.4247,0.5161,0.0592,0.6728,-0.94,-1.0,10183.2,4240.2,984.6,269.0,0.00297,-0.272556
778,124275,154,0.6187,0.0842,0.2163,0.6996,0.8847,-0.981,0.2665,10990.6,14432.2,293.4,430.1,0.002941,-0.424505
779,124424,149,0.211,0.4887,0.3305,0.1808,0.6875,-0.9708,-1.0,10239.3,8759.0,1075.6,432.8,0.004374,
780,124590,166,0.3623,0.5232,0.1209,0.3559,0.9566,-0.9843,-1.0,11264.7,17958.8,885.5,600.9,0.002863,
781,124748,158,-0.0783,0.2381,0.5836,0.1783,0.7701,-0.9163,-1.0,10553.9,3153.1,954.1,505.1,0.002392,
782,124907,159,0.898,0.0,0.0,1.0,0.6006,-0.9908,0.4938,9908.3,26967.1,202.5,1108.7,0.005419,-0.331381
783,125061,154,0.8605,0.7558,0.1081,0.1361,1.0,-0.9789,-1.0,12228.4,14517.8,965.4,635.2,0.002235,-0.286647
784,125223,162,0.0838,0.0188,0.4098,0.5714,0.3829,-0.9719,-0.1542,9078.7,8085.8,461.7,413.4,0.003136,-0.198917
785,125382,159,-0.3468,0.1083,0.5929,0.2988,-0.551,-0.9502,-0.862,5520.6,2773.2,744.8,550.8,0.009084,
786,125538,156,0.8931,0.7713,0.1582,0.0705,0.9524,-0.9729,-1.0,11248.6,10395.3,1036.5,287.8,0.001835,
787,125697,159,1.0382,0.0,0.0,1.0,-0.7802,-1.0,0.4966,4647.4,26862.3,201.4,376.7,0.002557,-0.27972
788,125864,167,-0.0126,0.0938,0.3593,0.5469,0.2238,-0.9798,-0.3328,8472.6,10492.7,533.1,493.1,0.00413,
789,126023,159,0.4219,0.6229,0.3076,0.0695,0.6351,-0.9602,-1.0,10039.7,6313.8,1142.5,833.0,0.001886,-0.18072
790,126185,162,0.2416,0.2939,0.1744,0.5317,1.0,-0.982,-0.6554,12144.6,16872.8,662.2,427.2,0.002699,-0.178757
791,126344,159,0.5782,0.6337,0.3493,0.017,0.8423,-0.9601,-1.0,10829.2,6785.1,1218.1,444.3,0.002811,
792,126510,166,0.4692,0.4182,0.0345,0.5473,1.0,-0.9852,-0.609,12368.1,20837.2,643.6,734.0,0.002162,
793,126666,156,-0.4251,0.0388,0.536,0.4252,0.5032,-0.9396,-0.956,9537.0,3945.1,782.4,777.1,0.003329,
794,126832,166,0.0313,0.3398,0.4662,0.194,0.6025,-0.9571,-1.0,9915.5,5784.3,832.9,587.9,0.003559,
795,126986,154,0.353,0.4639,0.3656,0.1705,1.0,-0.966,-1.0,12412.0,9129.1,809.0,361.5,0.002449,
796,127143,157,0.8823,0.0781,0.0692,0.8527,0.6827,-0.9894,0.4448,10221.2,24208.4,222.1,601.7,0.002911,-0.051203
797,127309,166,0.9464,0.0,0.0,1.0,0.7246,-0.991,0.4347,10380.6,28917.0,226.1,635.4,0.001978,-0.294439
798,127471,162,1.2166,1.0,0.0,0.0,0.8292,-0.9874,-1.0,10779.4,21443.8,980.4,373.8,0.001665,-0.206245
799,127635,164,-0.1857,0.2379,0.3267,0.4354,0.5469,-0.9667,-1.0,9703.6,7288.8,836.8,562.9,0.002672,-0.207738
800,127793,158,-0.0206,0.2503,0.7402,0.0095,0.5699,-0.7923,-1.0,9791.2,1178.6,1227.1,365.9,0.001505,-0.236515
801,127957,164,-0.2805,0.0,1.0,0.0,-0.6696,-0.5011,-1.0,5068.9,254.0,1070.6,563.8,0.002778,-0.156096
802,128120,163,0.9186,0.7807,0.1236,0.0957,1.0,-0.9781,-1.0,12106.7,13824.2,1082.9,525.8,0.002293,
803,128281,161,0.8968,0.7965,0.0929,0.1106,0.8951,-0.9477,-1.0,11030.3,5272.3,1752.2,585.9,0.003926,-0.214876
804,128442,161,0.9449,0.0,0.0,1.0,0.2508,-0.992,0.3926,8575.6,26725.5,243.0,472.2,0.002914,
805,128604,162,0.3836,0.4006,0.0686,0.5308,0.9961,-0.9848,-0.7333,11415.0,18802.7,693.3,344.9,0.0033,
806,128761,157,0.9667,0.0,0.0,1.0,0.1586,-0.9921,0.3956,8224.1,26188.1,241.8,631.0,0.002848,-0.347511
807,128924,163,-0.1089,0.221,0.2492,0.5298,0.4763,-0.9817,-0.7744,9434.6,12866.8,709.8,400.3,0.002626,
808,129088,164,1.0236,1.0,0.0,0.0,0.6731,-0.9827,-1.0,10184.3,14675.3,1091.3,820.1,0.00298,
809,129244,156,1.4234,1.0,0.0,0.0,1.0,-0.9741,-1.0,12294.2,11849.9,907.1,622.5,0.001809,
810,129402,158,0.1647,0.1781,0.2741,0.5479,0.622,-0.9789,-0.252,9989.9,11811.6,500.8,895.7,0.004529,
811,129555,153,0.1565,0.5633,0.3623,0.0744,0.3719,-0.9695,-1.0,9037.0,7405.7,942.8,712.9,0.003534,-0.242079
812,129713,158,0.1366,0.0664,0.3617,0.5719,0.1072,-0.9783,-0.086,8028.3,9250.2,434.4,611.6,0.00384,-0.296322
813,129867,154,-0.169,0.0,1.0,0.0,-0.275,-0.3498,-1.0,6572.3,252.7,1226.0,375.1,0.001734,-0.221786
814,130032,165,0.1012,0.3639,0.542,0.0941,0.7871,-0.9334,-1.0,10618.7,3984.1,1155.2,582.9,0.001768,
815,130191,159,0.6778,0.2089,0.0491,0.742,-0.8762,-1.0,0.4549,4281.7,25671.2,218.0,421.1,0.002048,-0.118892
816,130350,159,0.0993,0.3603,0.299,0.3407,0.8165,-0.9717,-0.9999,10731.0,9472.1,799.9,366.0,0.002916,
817,130508,158,0.4852,0.599,0.0297,0.3713,0.8677,-0.9856,-0.941,10926.0,19004.2,776.4,859.3,0.005801,
818,130671,163,0.7904,0.6651,0.0397,0.2952,1.0,-0.9744,-1.0,11489.9,11203.2,895.9,411.4,0.002007,-0.216951
819,130835,164,0.1644,0.371,0.3159,0.3131,0.6022,-0.9713,-0.6927,9914.4,8622.0,677.1,614.7,0.00344,-0.222574
820,130999,164,0.8653,0.6833,0.0533,0.2633,1.0,-0.9842,-0.7789,11945.9,18860.5,711.6,403.9,0.002553,-0.188096
821,131158,159,-0.3383,0.0965,0.5578,0.3457,1.0,-0.9063,-1.0,11943.9,3188.2,944.3,472.0,0.003327,
822,131319,161,-0.0117,0.1994,0.7043,0.0964,1.0,-0.8246,-1.0,11966.1,1705.4,1045.0,599.3,0.00274,-0.107222
823,131476,157,0.4329,0.4746,0.0327,0.4927,0.7942,-0.9865,-0.6444,10645.7,19655.7,657.8,876.1,0.003262,
824,131633,157,0.2832,0.3327,0.138,0.5293,0.4201,-0.9882,-0.3044,9220.4,19527.0,521.7,486.3,0.002859,-0.236726
825,131794,161,0.8325,0.0907,0.1312,0.7781,0.0867,-0.9906,0.5168,7950.2,21153.6,193.3,626.5,0.002802,
826,131950,156,0.0698,0.2947,0.2583,0.447,0.5053,-0.9779,-0.6558,9545.1,10799.5,662.3,508.2,0.001741,
827,132112,162,0.1646,0.3859,0.5242,0.0898,0.7367,-0.9273,-1.0,10426.7,3586.7,1028.6,439.5,0.001404,
828,132269,157,0.9387,0.0,0.0,1.0,-0.1674,-0.9935,0.4529,6982.3,26912.9,218.8,772.7,0.002748,-0.266987
829,132430,161,0.8047,0.1051,0.0409,0.854,-0.0597,-0.9923,0.4156,7392.6,24074.9,233.8,864.1,0.004322,
830,132593,163,0.9619,0.0,0.0,1.0,-0.2615,-0.9942,0.3666,6623.8,28340.1,253.3,649.6,0.003872,-0.221463
831,132752,159,0.961,0.7763,0.0692,0.1545,1.0,-0.9804,-1.0,11755.8,14964.8,942.4,410.9,0.003489,
832,132917,165,-0.1387,0.0,1.0,0.0,-0.1598,-0.3509,-1.0,7011.3,270.0,1119.3,802.8,0.001441,-0.077932
833,133081,164,0.9756,0.1716,0.0143,0.8142,-0.1264,-0.9934,0.5056,7138.3,27241.6,197.7,467.6,0.002719,-0.200099
834,133241,160,1.3968,1.0,0.0,0.0,1.0,-0.9833,-1.0,11540.9,17311.7,816.9,604.6,0.007673,-0.150195
835,133401,160,0.3657,0.4876,0.4235,0.0889,0.9542,-0.9535,-1.0,11255.6,6045.8,1373.7,623.0,0.00292,-0.200968
836,133557,156,-0.1597,0.0,1.0,0.0,-0.2662,-0.3284,-1.0,6605.8,245.9,1196.9,566.5,0.001455,-0.187935
837,133711,154,0.8444,0.7749,0.1632,0.0619,0.8639,-0.9772,-1.0,10911.3,11971.6,828.3,473.1,0.006346,-0.213258
838,133872,161,-0.0009,0.1457,0.3434,0.5109,1.0,-0.9684,-0.4757,11752.1,9304.8,590.3,800.0,0.001904,
839,134032,160,-0.0488,0.2591,0.457,0.2839,0.9003,-0.9369,-1.0,11050.1,4377.5,1032.5,436.4,0.00292,
840,134187,155,0.4167,0.4499,0.2946,0.2556,0.9832,-0.968,-0.836,11366.1,8871.2,734.4,525.1,0.001608,-0.12017
841,134345,158,0.2741,0.397,0.3334,0.2696,1.0,-0.9601,-1.0,11459.6,7180.9,996.6,647.6,0.002719,-0.124872
842,134506,161,0.7308,0.003,0.163,0.834,0.8484,-0.985,0.4369,10852.2,18096.5,225.2,619.6,0.001548,
843,134664,158,-0.2714,0.0486,0.4454,0.5061,1.0,-0.9519,-0.6452,11685.3,6073.4,658.1,777.7,0.003589,
844,134823,159,0.9567,1.0,0.0,0.0,0.552,-0.9741,-1.0,9722.9,9400.2,1125.4,549.4,0.002913,-0.091468
845,134986,163,-0.1284,0.1111,0.3632,0.5256,-0.1466,-0.9771,-0.5703,7061.6,7699.4,628.1,367.7,0.003834,
846,135137,151,-0.0851,0.2599,0.7254,0.0147,0.2785,-0.8292,-1.0,8680.9,1270.9,1144.6,368.1,0.002261,-0.176471
847,135295,158,0.7033,0.6322,0.2173,0.1505,1.0,-0.9746,-0.9854,12402.9,12188.5,794.2,593.7,0.00148,-0.246879
848,135460,165,0.4662,0.3921,0.0313,0.5766,0.6882,-0.99,-0.3237,10241.9,25704.7,529.5,499.8,0.006392,
849,135624,164,0.0625,0.2226,0.5401,0.2373,1.0,-0.9161,-0.6892,11623.2,3462.4,675.7,540.3,0.003109,
850,135788,164,0.5406,0.4309,0.0426,0.5265,0.7399,-0.9824,-0.5041,10439.1,14825.7,601.7,554.4,0.004816,
851,135944,156,-0.1243,0.0,1.0,0.0,-0.487,-0.3309,-1.0,5764.4,215.4,1036.4,503.2,0.002813,
852,136101,157,1.0497,0.0,0.0,1.0,-0.93,-1.0,0.4372,4076.5,28023.2,225.1,478.6,0.001746,-0.184325
853,136265,164,0.5027,0.5856,0.0349,0.3795,0.8143,-0.9791,-1.0,10722.6,12823.0,820.1,673.7,0.0035,-0.182406
854,136429,164,0.6955,0.2678,0.0411,0.6911,0.3255,-0.9916,0.1672,8860.3,26509.3,333.1,491.1,0.001723,-0.116873
855,136592,163,0.4756,0.0349,0.2575,0.7076,-0.1555,-0.9895,0.2464,7027.5,16739.3,301.4,570.4,0.00248,
856,136752,160,0.1482,0.4649,0.3869,0.1482,0.4083,-0.9655,-1.0,9175.4,6641.9,1163.4,331.4,0.001628,
857,136914,162,-0.0757,0.0,1.0,0.0,-0.4388,-0.3333,-1.0,5948.1,223.0,1007.2,662.0,0.003193,
858,137081,167,-0.3695,0.0349,0.6742,0.2909,1.0,-0.8631,-1.0,12433.5,2270.4,921.2,383.9,0.003759,-0.319977
859,137241,160,0.723,0.8656,0.1134,0.021,0.568,-0.979,-1.0,9784.2,11660.9,1199.5,457.8,0.002241,-0.10269
860,137405,164,-0.0458,0.0589,0.4188,0.5223,0.7298,-0.9605,-0.3767,10400.6,6590.3,550.7,398.3,0.002685,-0.104586
861,137566,161,0.993,0.7884,0.0636,0.1479,1.0,-0.9763,-1.0,11458.0,12073.4,936.7,919.7,0.003419,
862,137724,158,0.682,0.241,0.1053,0.6537,1.0,-0.983,0.0777,11590.0,17006.1,368.9,663.3,0.00375,
863,137883,159,0.4845,0.4573,0.0902,0.4525,1.0,-0.9814,-0.6669,11729.8,15773.3,666.8,718.7,0.001526,-0.108482
864,138043,160,0.0505,0.2959,0.5928,0.1114,1.0,-0.8964,-1.0,12154.5,2934.0,1383.5,468.3,0.001697,-0.001135
865,138199,156,1.2169,1.0,0.0,0.0,0.8809,-0.9767,-1.0,10976.2,11782.2,1184.5,849.8,0.003372,-0.1463
866,138360,161,0.6094,0.0308,0.2596,0.7096,0.581,-0.9774,0.2594,9833.8,10887.3,296.2,546.7,0.005727,
867,138522,162,-0.064,0.2522,0.5026,0.2452,1.0,-0.919,-1.0,12777.2,3943.1,1275.0,844.8,0.002234,
868,138673,151,0.1004,0.1581,0.3477,0.4942,0.9818,-0.9567,-0.4194,11360.7,6554.4,567.7,765.9,0.001804,-0.036989
869,138840,167,-0.1587,0.0,1.0,0.0,-0.3139,-0.3666,-1.0,6424.2,253.6,1240.4,969.7,0.002876,
870,139000,160,0.8647,0.0239,0.1124,0.8638,-0.3188,-0.9925,0.4316,6405.4,21396.5,227.3,470.3,0.002947,
871,139158,158,0.5735,0.7036,0.2248,0.0715,0.5577,-0.9786,-0.5052,9744.7,11384.8,602.1,600.6,0.002602,
872,139315,157,-0.1858,0.0,1.0,0.0,-0.4338,-0.3616,-1.0,5967.4,233.7,1019.2,590.5,0.002466,-0.131433
873,139478,163,0.9211,1.0,0.0,0.0,0.5344,-0.9822,-1.0,9655.9,13523.7,1051.6,599.7,0.003168,
874,139638,160,1.1175,1.0,0.0,0.0,0.7447,-0.9793,-1.0,10457.4,12618.8,904.6,1020.8,0.001896,
875,139797,159,0.8107,0.0132,0.1595,0.8274,0.166,-0.9872,0.4467,8252.6,16070.1,221.3,525.0,0.003917,-0.009906
876,139956,159,-0.2233,0.0,1.0,0.0,-0.4299,-0.4031,-1.0,5981.9,250.5,1066.7,527.3,0.002267,
877,140121,165,0.2702,0.689,0.1096,0.2015,0.1689,-0.9848,-0.7984,8263.5,13593.8,719.3,856.0,0.001812,-0.073388
878,140283,162,-0.2725,0.0976,0.5583,0.3441,1.0,-0.9067,-1.0,12627.0,3382.8,840.7,734.3,0.001963,-0.064121
879,140444,161,1.1865,0.8386,0.1034,0.058,1.0,-0.9729,-0.9835,12215.3,11263.7,793.4,471.3,0.002473,
880,140599,155,-0.2882,0.1259,0.6467,0.2274,0.6754,-0.8834,-1.0,10193.1,2185.3,1055.7,693.4,0.002518,0.039862
881,140763,164,0.4506,0.2174,0.1103,0.6724,0.0612,-0.9888,-0.0203,7853.1,17514.4,408.1,803.5,0.003905,-0.139622
882,140922,159,0.3505,0.4899,0.1266,0.3835,0.9548,-0.9777,-1.0,11257.7,12618.3,856.6,410.1,0.00212,
883,141083,161,-0.4597,0.0101,0.6681,0.3219,0.9548,-0.8687,-1.0,11257.6,2144.1,1033.4,830.8,0.004868,-0.127915
884,141244,161,1.0138,0.0,0.0,1.0,0.3719,-0.9915,0.4617,9037.1,26597.7,215.3,854.9,0.006158,
885,141403,159,0.4976,0.5913,0.1674,0.2414,0.8148,-0.9764,-1.0,10724.3,11354.3,873.0,517.3,0.002191,-0.055813
886,141562,159,-0.0423,0.2995,0.4701,0.2304,0.7967,-0.9552,-1.0,10655.6,5944.3,1158.7,908.5,0.003891,
887,141724,162,1.0892,0.0,0.0,1.0,0.2632,-0.9903,0.4593,8623.0,22120.7,216.3,546.7,0.002585,
888,141881,157,-0.0438,0.36,0.2853,0.3547,0.7416,-0.9695,-1.0,10445.5,8557.7,1795.7,594.1,0.00205,-0.095737
889,142044,163,0.0134,0.1784,0.2186,0.603,-0.3344,-0.9855,-0.3862,6346.0,10957.1,554.5,512.3,0.00648,
890,142208,164,0.9579,0.0,0.0,1.0,-0.0089,-0.9909,0.401,7586.1,20836.8,239.6,731.5,0.003939,
891,142363,155,0.1304,0.4412,0.5159,0.0429,0.656,-0.938,-1.0,10119.3,4080.7,1339.8,404.5,0.003431,0.014179
892,142526,163,0.0239,0.2385,0.2497,0.5117,0.2138,-0.98,-0.5255,8434.5,10540.1,610.2,603.7,0.003723,
893,142687,161,1.0843,0.0,0.0,1.0,-0.1866,-0.991,0.4853,6909.1,19256.5,205.9,735.0,0.001933,-0.01807
894,142844,157,0.0119,0.387,0.3867,0.2263,0.3746,-0.9713,-0.8669,9047.1,7887.6,746.8,955.1,0.001558,
895,143001,157,1.0909,0.0,0.0,1.0,0.2812,-0.9889,0.4752,8691.5,19636.4,209.9,620.8,0.002515,-0.045192
896,143162,161,1.0264,0.9059,0.0632,0.0309,0.7513,-0.9796,-0.9296,10482.4,12863.4,771.8,473.8,0.002759,
897,143320,158,1.0127,0.0,0.0,1.0,-0.0265,-0.9917,0.4916,7518.8,22526.4,203.3,769.2,0.002926,
898,143481,161,1.3959,1.0,0.0,0.0,1.0,-0.9804,-0.9609,12460.3,15858.0,784.4,662.4,0.004083,0.011073
899,143643,162,-0.3908,0.0905,0.6667,0.2428,0.6612,-0.8851,-1.0,10139.3,2205.4,1592.2,535.8,0.002045,-0.014799
900,143798,155,0.9873,0.0614,0.0264,0.9122,0.6137,-0.9866,0.4643,9958.2,18530.2,214.3,401.5,0.003649,
901,143961,163,0.528,0.0442,0.2332,0.7225,0.7995,-0.9778,0.2646,10666.3,11993.8,294.2,738.3,0.001887,-0.005881
902,144124,163,0.7596,0.6836,0.1189,0.1975,0.9627,-0.9735,-1.0,11287.9,10630.1,808.7,503.8,0.003525,
903,144288,164,0.2576,0.6093,0.0867,0.3041,0.1456,-0.9889,-0.5887,8174.6,18342.5,635.5,885.2,0.002441,
904,144445,157,-0.1638,0.0,1.0,0.0,-0.338,-0.3458,-1.0,6332.2,242.0,1100.5,876.8,0.002023,-0.006809
905,144609,164,-0.088,0.0,1.0,0.0,-0.1353,-0.2985,-1.0,7104.4,253.2,1325.6,240.8,0.002022,0.048442
906,144767,158,0.0126,0.0,1.0,0.0,0.0964,-0.1906,-1.0,7987.3,246.7,1294.4,529.9,0.001311,-0.072727
907,144926,159,-0.2831,0.0709,0.5329,0.3962,0.7375,-0.9177,-0.7496,10429.9,3168.4,699.9,681.4,0.008272,
908,145086,160,-0.101,0.118,0.7887,0.0933,0.8176,-0.7073,-1.0,10735.0,916.8,1670.7,469.7,0.00172,
909,145258,172,0.4998,0.5224,0.3227,0.1549,1.0,-0.9683,-1.0,12199.1,9607.5,864.1,897.5,0.002569,
910,145419,161,0.9452,0.1797,0.0433,0.777,-0.3051,-0.99,0.5233,6457.5,16215.0,190.7,498.9,0.002594,-0.072696
911,145575,156,0.1363,0.304,0.1792,0.5168,0.47,-0.9695,-0.5549,9410.5,7706.0,622.0,807.7,0.002556,0.084461
912,145736,161,-0.0187,0.3194,0.393,0.2876,0.8161,-0.9663,-1.0,10729.3,7955.1,1196.2,513.5,0.002854,
913,145895,159,-0.0303,0.363,0.2845,0.3525,0.6816,-0.9708,-1.0,10217.1,8758.9,1218.9,475.5,0.004844,-0.090683
914,146064,169,-0.1559,0.0,1.0,0.0,-0.2738,-0.3693,-1.0,6576.7,260.7,1210.0,925.6,0.003032,
915,146223,159,0.9192,0.1721,0.0203,0.8076,-0.3863,-0.9912,0.459,6148.1,17409.8,216.4,375.6,0.003034,0.075129
916,146381,158,0.2568,0.4541,0.5012,0.0447,0.8748,-0.9362,-1.0,10953.0,4289.5,1667.4,662.7,0.002157,0.054974
917,146545,164,1.3853,1.0,0.0,0.0,1.0,-0.9772,-1.0,12091.1,13235.9,972.7,884.9,0.00336,-0.078986
918,146701,156,0.2558,0.5329,0.3153,0.1518,0.6597,-0.9642,-1.0,10133.4,7080.2,1412.1,351.7,0.00389,0.050459
919,146860,159,-0.3699,0.0713,0.6864,0.2423,1.0,-0.8519,-1.0,12134.5,2048.1,1665.2,840.6,0.002682,
920,147018,158,-0.0063,0.296,0.6413,0.0626,0.8658,-0.8947,-1.0,10918.5,2592.0,1724.1,944.0,0.002305,
921,147170,152,-0.097,0.3578,0.2232,0.4191,0.4748,-0.9701,-1.0,9428.9,7874.9,1014.1,509.6,0.002065,
922,147325,155,0.8772,1.0,0.0,0.0,0.5363,-0.9826,-1.0,9663.3,13868.0,1149.4,831.2,0.004744,0.070145
923,147488,163,0.9596,1.0,0.0,0.0,0.5376,-0.9837,-0.8681,9668.4,14785.4,747.3,552.6,0.003052,
924,147654,166,-0.0962,0.0373,0.5298,0.4329,0.8932,-0.9218,-0.488,11023.2,3523.8,595.2,421.4,0.002258,
925,147810,156,0.731,1.0,0.0,0.0,0.3297,-0.9867,-0.7975,8876.2,16666.8,719.0,493.8,0.003326,
926,147967,157,-0.0793,0.0,1.0,0.0,-0.2261,-0.255,-1.0,6758.6,226.8,1346.8,604.9,0.00329,0.046145
927,148119,152,0.0588,0.292,0.6678,0.0402,1.0,-0.8478,-1.0,12111.9,1989.6,1608.8,600.1,0.002349,-0.03098
928,148278,159,0.1374,0.3718,0.5134,0.1148,0.8093,-0.9321,-1.0,10703.6,3939.7,1056.8,484.0,0.002506,
929,148435,157,0.0625,0.337,0.5734,0.0896,0.8689,-0.9168,-1.0,10930.5,3282.6,1475.9,756.3,0.006113,0.013173
930,148598,163,-0.0393,0.0775,0.8421,0.0804,1.0,-0.4723,-1.0,12318.2,583.6,1589.0,364.4,0.002932,
931,148753,155,0.8799,0.7554,0.1525,0.0921,1.0,-0.9747,-1.0,11650.5,11499.9,841.7,737.2,0.001927,0.051422
932,148908,155,-0.0985,0.0303,0.9159,0.0538,-0.3439,-0.312,-1.0,6309.7,229.3,1085.4,296.5,0.001573,
933,149070,162,0.7458,0.8389,0.1423,0.0188,0.618,-0.9772,-1.0,9974.6,10952.9,1180.6,483.3,0.001672,
934,149226,156,0.2245,0.2581,0.1701,0.5717,0.8373,-0.9732,-0.4624,10809.9,10078.3,585.0,674.9,0.002016,
935,149388,162,-0.1969,0.1161,0.7301,0.1538,1.0,-0.7769,-1.0,12115.6,1357.4,1455.2,560.2,0.001813,
936,149539,151,0.5882,0.5141,0.0087,0.4773,0.7458,-0.9707,-0.54,10461.5,8922.6,616.0,524.6,0.003365,0.115398
937,149696,157,0.762,0.2197,0.0496,0.7307,-0.3779,-0.984,0.318,6180.2,9640.7,272.8,350.0,0.002851,
938,149855,159,-0.043,0.0,1.0,0.0,-0.0003,-0.2151,-1.0,7618.9,242.7,1356.1,547.4,0.002106,0.003894
939,150009,154,-0.3101,0.0342,0.5882,0.3776,1.0,-0.8926,-0.8057,11499.4,2677.4,722.3,779.5,0.006133,0.107534
940,150171,162,1.4798,1.0,0.0,0.0,1.0,-0.9705,-1.0,11702.9,9925.5,934.0,434.4,0.0037,0.08845
941,150334,163,0.7726,0.6673,0.2901,0.0426,1.0,-0.9633,-1.0,12610.1,8580.1,1197.0,228.8,0.002515,
942,150499,165,-0.241,0.1173,0.4881,0.3946,1.0,-0.9285,-0.9323,12497.2,4372.7,772.9,457.6,0.002156,0.001825
943,150656,157,0.8265,0.0994,0.0753,0.8253,0.1852,-0.9832,0.4332,8325.7,12403.0,226.7,845.4,0.002037,
944,150816,160,0.0469,0.3216,0.4322,0.2462,0.8782,-0.9552,-1.0,10966.0,6121.1,1162.6,504.7,0.002268,
945,150975,159,0.6725,0.6364,0.0731,0.2905,1.0,-0.9715,-1.0,12184.3,10674.1,820.2,601.6,0.002269,0.102089
946,151133,158,-0.1546,0.4014,0.171,0.4276,-0.5491,-0.988,-0.5322,5527.8,11543.6,612.9,451.6,0.002904,0.074324
947,151292,159,0.1207,0.3951,0.43,0.1748,0.8071,-0.9562,-1.0,10695.2,6107.5,1436.7,505.9,0.001669,
948,151442,150,0.3058,0.5805,0.1327,0.2868,0.627,-0.9788,-1.0,10008.9,11812.9,825.7,550.2,0.002791,
949,151606,164,-0.2657,0.077,0.5144,0.4087,0.726,-0.9286,-0.8278,10386.0,3635.8,731.1,622.0,0.001825,
950,151765,159,0.5377,0.6352,0.302,0.0628,0.8485,-0.9702,-1.0,10852.7,9107.1,1227.9,465.1,0.002249,0.041607
951,151925,160,-0.256,0.1177,0.7047,0.1776,1.0,-0.8352,-1.0,11665.7,1769.4,1713.4,732.5,0.001221,0.095607
952,152089,164,0.549,0.2927,0.0802,0.6271,0.3024,-0.9782,-0.035,8772.0,10061.9,414.0,684.6,0.00418,0.004497
953,152245,156,-0.0554,0.2582,0.4521,0.2897,0.743,-0.9389,-1.0,10450.6,4278.7,809.7,463.9,0.003179,0.03468
