timestep,episode,ep_length,cum_reward,R_water,R_fert,R_resource,R_losses,R_daily_mean,R_seasonal,R_yield,R_hiad,R_ane,R_penalty,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,energy_budget,comm_quality
11201,70,158,-6.245832,0.351854,0.705982,0.0,0.000144,0.00182511,-0.86027,-1.0,-0.727358,-1.0,0.550139,1921.3,74.1,51.8,597.6,100.0,1.0
11362,71,161,-6.364761,0.2,-0.394046,0.00627,0.058632,0.00171729,-0.851733,-1.0,-1.0,-1.0,0.406934,1690.8,51.8,73.7,536.8,100.0,1.0
11521,72,159,-6.138537,0.817038,-0.497704,0.014769,0.0,0.0018591,-0.842709,-1.0,-0.694023,-1.0,0.493228,2469.6,64.0,75.3,690.9,100.0,1.0
11680,73,159,-5.531765,0.449826,0.643517,0.001259,0.0,0.0021558,-0.8708,-1.0,-1.0,-1.0,0.483201,995.0,61.9,83.6,366.1,100.0,1.0
11838,74,158,-6.328739,1.0,-0.518182,0.000214,0.0,0.0017845,-0.857029,-1.0,-1.0,-1.0,0.428117,1510.2,55.9,61.2,549.1,100.0,1.0
11994,75,156,-5.800273,0.2,0.741739,0.01524,0.08715,0.00206233,-0.872461,-1.0,-0.850756,-1.0,0.549542,1823.6,73.1,63.5,758.1,100.0,1.0
12145,76,151,-4.656314,1.0,0.680427,0.001379,0.0,0.00272714,-0.880088,-1.0,-1.0,-1.0,0.520354,1544.5,68.5,68.0,247.5,100.0,1.0
12310,77,165,-6.168741,0.575799,0.692656,0.0,0.0,0.00179179,-0.868869,-1.0,-0.940227,-1.0,0.499385,1832.3,67.6,43.4,770.9,100.0,1.0
12475,78,165,-5.147107,0.228962,-0.324956,0.0,0.041397,0.00224529,-0.830928,-0.981648,-0.533649,-1.0,0.528603,3879.9,70.8,55.3,476.6,100.0,1.0
12637,79,162,-3.649705,0.86462,-0.284083,0.0,0.0,0.00214057,-0.625765,-0.69128,0.722697,-1.0,0.50086,4986.2,67.7,45.5,522.9,100.0,1.0
12791,80,154,-5.623996,0.389509,0.603707,0.0,0.0,0.00218484,-0.860042,-1.0,-1.0,-1.0,0.440168,1357.0,57.7,60.3,338.6,100.0,1.0
12959,81,168,-5.105356,0.541038,-0.499774,0.0,8.3e-05,0.00215244,-0.752198,-1.0,0.490247,-1.0,0.604892,3765.3,80.6,67.7,544.1,100.0,1.0
13121,82,162,4.161784,0.257002,-0.166307,0.0,7e-06,0.00157643,0.061963,-0.656335,0.722472,0.73645,0.563121,5119.4,73.7,78.6,701.4,100.0,1.0
13278,83,157,-3.170306,1.0,0.6,0.005022,0.0,0.00333638,-0.868223,-1.0,-0.930351,-1.0,0.500753,1050.6,67.0,53.3,249.4,100.0,1.0
13433,84,155,-6.902275,0.2,-0.497785,0.00275,0.143891,0.00152413,-0.805864,-1.0,-0.483881,-1.0,0.429905,2577.6,55.0,75.1,664.9,100.0,1.0
13594,85,161,-5.633793,0.393801,-0.150869,0.000382,0.000133,0.00177276,-0.716153,-0.773526,0.12284,-1.0,0.540223,4672.9,72.0,60.0,770.1,100.0,1.0
13755,86,161,-5.694158,0.2,-0.080956,0.008368,0.006756,0.00173873,-0.714683,-0.883219,0.248934,-1.0,0.475086,4254.9,62.3,64.6,941.7,100.0,1.0
13912,87,157,-5.354283,0.989906,-0.374968,0.009283,0.0,0.00227234,-0.843675,-1.0,-0.893999,-1.0,0.417099,2365.9,54.1,63.8,251.6,100.0,1.0
14074,88,162,-4.285892,0.469074,0.761257,0.002393,0.0,0.00270909,-0.826943,-1.0,-0.460298,-1.0,0.523651,2169.6,70.3,52.9,394.2,100.0,1.0
14235,89,161,-5.932796,0.945618,-0.433407,0.0,0.0,0.00193651,-0.765434,-1.0,-0.075205,-1.0,0.431655,2588.7,56.7,57.6,389.1,100.0,1.0
14391,90,156,-6.762408,0.282082,-0.2721,0.0,0.0,0.0015869,-0.833301,-1.0,-0.39455,-1.0,0.575382,3384.4,76.9,62.3,715.6,100.0,1.0
14555,91,164,-5.532924,0.994079,-0.399194,0.00926,0.0,0.00209433,-0.867439,-1.0,-0.793412,-1.0,0.55239,2973.8,74.1,56.6,600.9,100.0,1.0
14713,92,158,-5.054494,0.716281,0.720186,0.006107,0.0,0.00241406,-0.816138,-1.0,-0.185304,-1.0,0.590431,2068.1,78.6,66.6,629.7,100.0,1.0
14873,93,160,-4.804056,0.2,-0.224978,0.000554,0.016804,0.00198388,-0.684831,-0.824918,0.355761,-1.0,0.456711,4477.1,59.5,67.3,615.8,100.0,1.0
15029,94,156,5.443663,0.47018,-0.101858,0.008244,0.0,0.0022033,0.071836,-0.593609,-0.047032,0.891926,0.527318,5358.4,70.8,52.8,616.5,100.0,1.0
15187,95,158,-5.914753,0.520083,-0.213289,0.0,0.0,0.00161899,-0.705857,-0.904672,0.352798,-1.0,0.459875,4173.2,60.5,60.5,514.4,100.0,1.0
15350,96,163,-5.768745,0.2,-0.244853,0.0,0.04482,0.00161315,-0.701379,-0.696684,0.101533,-1.0,0.549447,4965.6,73.6,56.6,850.0,100.0,1.0
15507,97,157,6.752803,0.348121,-0.118974,0.021632,3e-06,0.00220421,0.166428,-0.427996,0.139486,1.0,0.562085,5989.3,74.0,73.2,460.2,100.0,1.0
15669,98,162,-5.616366,0.306233,-0.396755,0.003495,0.013689,0.00205209,-0.818108,-1.0,-0.443859,-1.0,0.494888,3297.4,65.1,65.4,672.7,100.0,1.0
15828,99,159,-5.704984,0.810888,-0.275771,0.0,0.0,0.00173551,-0.708907,-0.731854,0.184804,-1.0,0.577694,4831.6,77.4,60.0,547.0,100.0,1.0
15991,100,163,-6.163739,0.442497,-0.330618,0.007749,0.0,0.00178921,-0.779541,-1.0,-0.168567,-1.0,0.450737,3109.6,59.4,58.4,911.6,100.0,1.0
16151,101,160,-5.931739,0.203103,-0.344696,0.00116,0.093689,0.00192605,-0.828397,-1.0,-0.399658,-1.0,0.553726,3149.4,74.5,53.9,571.9,100.0,1.0
16318,102,167,-5.966168,0.2,-0.408031,0.010485,0.175784,0.00182776,-0.832579,-1.0,-0.533346,-1.0,0.51698,3712.4,67.8,71.1,668.0,100.0,1.0
16477,103,159,-5.412819,1.0,0.724388,0.0,0.0,0.00221594,-0.886883,-1.0,-1.0,-1.0,0.547531,1969.8,73.9,50.8,387.2,100.0,1.0
16637,104,160,8.610697,0.616414,-0.087529,0.0,0.0,0.00215686,0.307355,-0.26802,0.910317,1.0,0.466687,6598.8,60.0,77.7,448.9,100.0,1.0
16803,105,166,-6.518284,0.315089,-0.230881,0.012258,3e-05,0.0015907,-0.793225,-0.976655,-0.138916,-1.0,0.540677,3898.9,72.2,58.7,873.3,100.0,1.0
16970,106,167,8.197903,0.640922,-0.003035,0.010704,0.0,0.00227139,0.2404,-0.357107,0.604209,1.0,0.522976,6259.4,70.3,51.8,352.8,100.0,1.0
17127,107,157,-5.921018,0.831406,0.694923,0.001062,0.0,0.00198854,-0.853113,-1.0,-0.965704,-1.0,0.426171,1868.9,54.9,69.6,534.7,100.0,1.0
17290,108,163,7.230234,0.552946,-0.21373,0.004146,0.0,0.00209085,0.204673,-0.587879,0.780664,1.0,0.505693,5380.2,67.0,61.0,383.7,100.0,1.0
17456,109,166,-5.570246,0.719676,-0.326501,0.00521,0.0,0.0020198,-0.838796,-1.0,-0.918289,-1.0,0.387867,2345.8,49.2,72.3,483.2,100.0,1.0
17618,110,162,-5.342298,0.290842,0.612926,0.017854,0.042279,0.00217814,-0.884718,-1.0,-1.0,-1.0,0.53887,1930.7,71.7,61.2,559.5,100.0,1.0
17774,111,156,-5.636604,0.514617,-0.223494,0.016249,0.0,0.00211689,-0.781654,-1.0,-0.34557,-1.0,0.388387,3752.0,50.7,55.8,451.9,100.0,1.0
17936,112,162,-4.984566,1.0,-0.333924,0.0,0.0,0.00235113,-0.808073,-1.0,-0.595914,-1.0,0.393928,2810.8,50.0,73.4,343.9,100.0,1.0
18091,113,155,-4.020109,0.371783,-0.151501,0.008447,3.1e-05,0.00209699,-0.62817,-0.824871,0.925417,-1.0,0.457976,4477.2,59.0,75.5,464.9,100.0,1.0
18249,114,158,-6.283164,0.449088,-0.437032,0.002829,0.0,0.00177641,-0.797398,-1.0,-0.296105,-1.0,0.471149,2658.8,61.9,62.6,656.5,100.0,1.0
18410,115,161,-4.239806,0.2,0.696953,0.002993,0.0,0.00270798,-0.798791,-1.0,-0.172275,-1.0,0.526253,2881.6,69.9,61.0,434.8,100.0,1.0
18568,116,158,-6.181948,0.2,-0.459408,0.001946,0.0,0.00182037,-0.874286,-1.0,-0.970919,-1.0,0.508775,1940.3,68.8,45.2,810.6,100.0,1.0
18733,117,165,5.30979,0.501265,-0.184599,0.014119,0.0,0.00184797,0.095343,-0.614563,0.825338,0.76432,0.557111,5278.5,74.8,55.9,590.9,100.0,1.0
18897,118,164,-5.504242,0.611194,0.71946,0.016442,0.0,0.00208241,-0.858239,-1.0,-1.0,-1.0,0.432957,1235.8,57.1,55.7,455.8,100.0,1.0
19055,119,158,-4.517093,-0.202397,0.640677,0.0,0.0,0.00261343,-0.893457,-1.0,-1.0,-1.0,0.573827,1056.2,77.7,50.1,405.0,100.0,1.0
19211,120,156,-6.00838,0.341898,-0.207502,0.0,0.0,0.00193269,-0.762826,-0.865422,-0.268777,-1.0,0.478372,4322.7,63.8,52.5,561.9,100.0,1.0
19373,121,162,5.273676,0.453483,-0.136073,0.00315,0.0,0.00193534,0.083623,-0.541422,0.209835,0.844591,0.559365,5557.2,75.3,53.6,735.5,100.0,1.0
19533,122,160,-6.399175,0.640294,-0.358577,0.0,0.0,0.00170065,-0.782183,-1.0,-0.142911,-1.0,0.471568,3210.8,62.1,61.3,506.5,100.0,1.0
19687,123,154,-5.054611,0.341868,0.729607,0.003607,5.2e-05,0.00242895,-0.806521,-1.0,-0.419629,-1.0,0.458232,2416.4,60.0,63.7,275.5,100.0,1.0
19846,124,159,-5.275406,1.0,0.695805,0.003897,0.0,0.00226239,-0.791452,-1.0,-0.248797,-1.0,0.466288,2817.5,62.8,44.3,364.9,100.0,1.0
20008,125,162,-5.82873,1.0,-0.362565,0.019341,0.0,0.00195003,-0.823941,-1.0,-0.569983,-1.0,0.467773,2124.4,60.4,74.6,685.4,100.0,1.0
20165,126,157,-5.912599,0.2,-0.370225,0.012395,0.0,0.00195464,-0.872877,-1.0,-0.922927,-1.0,0.522338,2649.9,69.4,61.5,470.7,100.0,1.0
20321,127,156,6.800546,0.389227,-0.12097,0.000397,3.5e-05,0.0021056,0.182408,-0.586634,0.419577,1.0,0.451567,5384.9,59.3,60.4,585.5,100.0,1.0
20481,128,160,-4.262186,0.538187,0.674684,0.001836,0.0,0.00271008,-0.847584,-1.0,-0.736638,-1.0,0.49568,1952.1,65.1,66.4,309.3,100.0,1.0
20642,129,161,-5.479869,0.2,-0.321191,0.013138,0.051622,0.00183106,-0.706496,-0.88872,0.486857,-1.0,0.532008,4234.0,71.1,57.2,580.8,100.0,1.0
20805,130,163,-5.971026,0.523116,0.651364,0.005149,0.0,0.00187337,-0.899531,-1.0,-1.0,-1.0,0.598124,1284.9,80.4,59.3,835.9,100.0,1.0
20969,131,164,-5.656452,1.0,-0.355847,0.002202,0.0,0.00200403,-0.826416,-1.0,-0.361118,-1.0,0.561217,3186.0,73.9,73.4,466.2,100.0,1.0
21137,132,168,-6.646288,0.368343,-0.387944,0.003553,0.0,0.00150066,-0.840884,-1.0,-0.387111,-1.0,0.608692,3098.8,80.6,73.7,560.4,100.0,1.0
21298,133,161,-4.508272,0.2,0.685479,0.031304,0.0,0.00257098,-0.848328,-1.0,-0.428853,-1.0,0.621772,2674.3,84.5,50.7,354.5,100.0,1.0
21462,134,164,-5.935464,0.572198,-0.365074,0.00058,4e-06,0.00186923,-0.870868,-1.0,-0.661484,-1.0,0.618877,3038.5,83.2,60.6,632.1,100.0,1.0
21619,135,157,-6.011787,0.5042,0.686456,0.002022,0.0,0.0019285,-0.838008,-1.0,-0.428964,-1.0,0.580448,2386.6,77.7,60.8,558.2,100.0,1.0
21772,136,153,-5.953304,0.501981,0.65985,0.002044,6.2e-05,0.00200753,-0.87389,-1.0,-1.0,-1.0,0.495559,1717.8,66.0,56.3,602.0,100.0,1.0
21931,137,159,-6.447272,0.2,-0.332427,0.004826,0.066297,0.0016791,-0.81566,-1.0,-0.425787,-1.0,0.492325,3054.9,65.1,61.2,1253.6,100.0,1.0
22091,138,160,-5.057704,0.448803,-0.246825,0.014469,0.0,0.00216575,-0.727203,-0.88459,0.186037,-1.0,0.498636,4249.7,65.8,63.2,478.9,100.0,1.0
22252,139,161,-6.005635,0.2,-0.371214,0.002232,0.0,0.00186428,-0.77584,-1.0,0.251764,-1.0,0.604067,3763.4,80.9,63.0,578.5,100.0,1.0
22409,140,157,-6.17235,0.2,-0.445393,0.000428,0.0,0.00183074,-0.842155,-1.0,-0.67327,-1.0,0.499311,2797.4,67.9,40.3,569.8,100.0,1.0
22571,141,162,-5.345184,0.2,-0.328307,0.006517,0.654621,0.00215352,-0.824528,-1.0,-0.349877,-1.0,0.558163,3328.3,76.2,41.2,608.1,100.0,1.0
22731,142,160,-5.748103,-0.095697,-0.446932,0.00329,0.0,0.00199117,-0.834426,-1.0,-0.678573,-1.0,0.466274,2672.0,62.4,49.6,502.2,100.0,1.0
22886,143,155,-3.381753,0.2,0.6,0.002201,0.35,0.0032232,-0.871932,-1.0,-0.909386,-1.0,0.523975,1201.3,71.2,42.1,318.0,100.0,1.0
23045,144,159,-4.496669,0.2,0.688734,0.015454,0.016833,0.00262801,-0.845774,-1.0,-0.621532,-1.0,0.534484,1773.7,70.6,66.7,332.1,100.0,1.0
23203,145,158,-6.374098,0.244401,-0.326881,0.004126,1.2e-05,0.00173723,-0.820238,-0.984401,-0.460197,-1.0,0.512471,3869.4,69.1,47.6,790.4,100.0,1.0
23361,146,158,-6.187341,0.2,-0.298154,0.004499,0.139317,0.00182472,-0.785494,-0.891133,-0.189492,-1.0,0.575047,4224.8,78.3,45.2,703.1,100.0,1.0
23519,147,158,-5.689955,0.530111,-0.326934,0.0,0.0,0.00207094,-0.81077,-1.0,-0.390257,-1.0,0.486979,3149.6,62.7,80.2,405.6,100.0,1.0
23677,148,158,-5.938292,0.855065,-0.316143,0.002041,1.1e-05,0.00195936,-0.847315,-1.0,-0.536857,-1.0,0.574516,3180.3,77.6,52.4,745.6,100.0,1.0
23839,149,162,-5.225352,1.0,0.727221,0.0,0.0,0.00225991,-0.858207,-1.0,-0.449784,-1.0,0.652913,2821.5,88.9,51.5,398.2,100.0,1.0
23997,150,158,-5.924026,0.653244,0.710542,0.0,3e-06,0.00197528,-0.83877,-1.0,-0.562421,-1.0,0.530113,2292.5,70.2,64.2,523.8,100.0,1.0
24157,151,160,-5.718564,1.0,-0.386218,0.0,0.0,0.00204124,-0.801852,-1.0,-0.201656,-1.0,0.526747,3736.8,71.8,40.6,399.0,100.0,1.0
24323,152,166,-5.987409,0.371777,-0.274005,0.010861,0.002848,0.00183268,-0.82587,-1.0,-0.453617,-1.0,0.522032,3789.4,70.3,50.5,982.0,100.0,1.0
