timestep,n_updates,ep_rew_mean,ep_len_mean,policy_loss,value_loss,entropy_loss,explained_variance,clip_fraction,approx_kl,fps
503808,1220,0.0,0.0,-0.00504569,0.053542,-2.545221,0.826677,0.085425,0.00807359,0
507904,1230,0.0,0.0,-0.00343244,0.052819,-2.540416,0.859819,0.055859,0.00529376,0
512000,1240,0.0,0.0,-0.00501525,0.076269,-2.534933,0.821758,0.072437,0.00612371,0
516096,1250,0.0,0.0,-0.00434347,0.078782,-2.545134,0.830527,0.060425,0.0075352,0
520192,1260,0.0,0.0,-0.00347942,0.085112,-2.561941,0.853891,0.067212,0.00667302,0
524288,1270,0.0,0.0,-0.00367784,0.109588,-2.572785,0.8353,0.060156,0.00593288,0
528384,1280,0.0,0.0,-0.00374889,0.098365,-2.571091,0.857023,0.059961,0.00541063,0
532480,1290,0.0,0.0,-0.0048118,0.083099,-2.565608,0.845105,0.074219,0.00643316,0
536576,1300,0.0,0.0,-0.00305084,0.06746,-2.560947,0.837576,0.079663,0.00814722,0
540672,1310,0.0,0.0,-0.00753282,0.069423,-2.56496,0.887996,0.079419,0.00692597,0
544768,1320,0.0,0.0,-0.0032447,0.106467,-2.582002,0.754005,0.064575,0.00679612,0
548864,1330,0.0,0.0,-0.00454372,0.079679,-2.58683,0.795532,0.05791,0.00533306,0
552960,1340,0.0,0.0,-0.00604155,0.067857,-2.579556,0.889652,0.085132,0.00726137,0
557056,1350,0.0,0.0,-0.00467632,0.082595,-2.580323,0.856884,0.064111,0.00545452,0
561152,1360,0.0,0.0,-0.00568121,0.08891,-2.586866,0.813321,0.061035,0.0066789,0
565248,1370,0.0,0.0,-0.00199478,0.069357,-2.573482,0.799542,0.06106,0.00716011,0
569344,1380,0.0,0.0,-0.00222541,0.063834,-2.550969,0.866506,0.050391,0.00627356,0
573440,1390,0.0,0.0,-0.00728913,0.059491,-2.517171,0.845446,0.084351,0.00812687,0
577536,1400,0.0,0.0,-0.00240733,0.073419,-2.506099,0.891287,0.061572,0.00667604,0
581632,1410,0.0,0.0,-0.00645989,0.059868,-2.497134,0.88275,0.076855,0.00763085,0
585728,1420,0.0,0.0,-0.004004,0.083887,-2.468325,0.817241,0.064551,0.00652209,0
589824,1430,0.0,0.0,-0.00405592,0.060918,-2.44864,0.881706,0.063013,0.00613376,0
593920,1440,0.0,0.0,-0.00472378,0.065562,-2.436726,0.844842,0.070435,0.00594177,0
598016,1450,0.0,0.0,-0.00531066,0.062063,-2.46535,0.818792,0.077173,0.00846174,0
602112,1460,0.0,0.0,-0.00769267,0.082603,-2.472645,0.756757,0.087134,0.0092679,0
606208,1470,0.0,0.0,-0.00353761,0.042229,-2.473243,0.875567,0.076563,0.00779944,0
610304,1480,0.0,0.0,-0.00663574,0.04969,-2.482411,0.893055,0.091675,0.00885014,0
614400,1490,0.0,0.0,-0.00463422,0.090398,-2.49358,0.746861,0.068555,0.00860078,0
618496,1500,0.0,0.0,-0.00499299,0.070881,-2.507662,0.823307,0.06814,0.00724888,0
622592,1510,0.0,0.0,-0.00530675,0.064486,-2.516329,0.822487,0.084448,0.0091013,0
626688,1520,0.0,0.0,-0.00580457,0.145237,-2.51594,0.755374,0.078296,0.00875834,0
630784,1530,0.0,0.0,-0.0049419,0.086891,-2.52575,0.789467,0.089526,0.00821056,0
634880,1540,0.0,0.0,-0.00378865,0.088471,-2.539757,0.8736,0.086475,0.009158,0
638976,1550,0.0,0.0,-0.00488663,0.077109,-2.56836,0.764719,0.066162,0.00734448,0
643072,1560,0.0,0.0,-0.00569894,0.090558,-2.586613,0.704836,0.084668,0.00822375,0
647168,1570,0.0,0.0,-0.00690655,0.082324,-2.593107,0.789666,0.084863,0.00805611,0
651264,1580,0.0,0.0,-0.00475416,0.121686,-2.602245,0.765145,0.07561,0.00678718,0
655360,1590,0.0,0.0,-0.00514268,0.116354,-2.606312,0.762197,0.06665,0.00625056,0
659456,1600,0.0,0.0,-0.00611041,0.06372,-2.620827,0.840441,0.069458,0.00625013,0
663552,1610,0.0,0.0,-0.00582301,0.065092,-2.651046,0.874055,0.077661,0.00865081,0
667648,1620,0.0,0.0,-0.00402371,0.095468,-2.669859,0.839697,0.063306,0.00670027,0
671744,1630,0.0,0.0,-0.00471289,0.088031,-2.672892,0.834375,0.075781,0.00751167,0
675840,1640,0.0,0.0,-0.00435694,0.488243,-2.669053,0.511546,0.102417,0.01024438,0
679936,1650,0.0,0.0,-0.00435869,0.074711,-2.688716,0.746239,0.070435,0.00656939,0
684032,1660,0.0,0.0,-0.00615727,0.057852,-2.70202,0.856334,0.085205,0.00818388,0
688128,1670,0.0,0.0,-0.00463064,0.127873,-2.700904,0.642481,0.076001,0.00862858,0
692224,1680,0.0,0.0,-0.00219557,0.140729,-2.695971,0.695836,0.048804,0.0065363,0
696320,1690,0.0,0.0,-0.00588676,0.161819,-2.706777,0.706664,0.090552,0.0097464,0
700416,1700,0.0,0.0,-0.00719032,0.107492,-2.705114,0.789772,0.063281,0.00769546,0
704512,1710,0.0,0.0,-0.00415921,0.103198,-2.7009,0.660346,0.065479,0.00718609,0
708608,1720,0.0,0.0,-0.00422627,0.139103,-2.705823,0.719221,0.068042,0.00649285,0
712704,1730,0.0,0.0,-0.00556642,0.109929,-2.710508,0.795524,0.083594,0.00800117,0
716800,1740,0.0,0.0,-0.00564383,0.101905,-2.720517,0.831974,0.083301,0.00666381,0
720896,1750,0.0,0.0,-0.00449736,0.190488,-2.724187,0.693115,0.070898,0.00771073,0
724992,1760,0.0,0.0,-0.00864865,0.120916,-2.714096,0.790149,0.089551,0.00818587,0
729088,1770,0.0,0.0,-0.00713889,0.073072,-2.693132,0.840316,0.082495,0.00912498,0
733184,1780,0.0,0.0,-0.00391127,0.162095,-2.685815,0.498326,0.067163,0.00807294,0
737280,1790,0.0,0.0,-0.00278018,0.147541,-2.687797,0.679276,0.090723,0.00790197,0
741376,1800,0.0,0.0,-0.00536616,0.090268,-2.681973,0.758272,0.090918,0.00817004,0
745472,1810,0.0,0.0,-0.00603772,0.091237,-2.690421,0.715382,0.081104,0.00656523,0
749568,1820,0.0,0.0,-0.00540266,0.078369,-2.701527,0.760612,0.084619,0.00702023,0
753664,1830,0.0,0.0,-0.00608862,0.07303,-2.712542,0.754749,0.074707,0.00611496,0
757760,1840,0.0,0.0,-0.00593167,0.107636,-2.714958,0.661675,0.066357,0.00671673,0
761856,1850,0.0,0.0,-0.00441284,0.089946,-2.731803,0.775301,0.086426,0.00785369,0
765952,1860,0.0,0.0,-0.0058719,0.140781,-2.729239,0.649938,0.079492,0.00826325,0
770048,1870,0.0,0.0,-0.00338998,0.455733,-2.706072,0.64554,0.07417,0.00893066,0
774144,1880,0.0,0.0,-0.00705216,0.128418,-2.716517,0.476287,0.084473,0.00955259,0
