episode,timestep,ep_length,cum_reward,w_yield,w_neff,w_water,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,critic_loss,actor_loss
1418,226490,166,0.2461,0.4046,0.2372,0.3582,0.617,-0.9223,-0.7093,9970.8,3207.6,683.7,673.4,0.000393,
1419,226649,159,-0.2521,0.0046,0.744,0.2515,1.0,-0.8122,-0.6918,11939.7,1589.8,676.7,494.5,0.000139,0.128048
1420,226802,153,0.6376,0.5713,0.3864,0.0423,1.0,-0.899,-0.8015,12232.6,3028.7,720.6,551.9,0.000169,
1421,226959,157,0.5437,0.5781,0.1391,0.2828,0.8214,-0.9063,-1.0,10749.4,2867.3,1098.5,357.0,0.000221,0.184269
1422,227120,161,-0.2817,0.136,0.5403,0.3237,0.5862,-0.9186,-1.0,9853.5,3028.1,814.4,672.7,0.000158,
1423,227277,157,0.238,0.3402,0.5118,0.1481,1.0,-0.895,-0.7159,11742.1,2794.9,686.4,545.3,0.000358,0.168898
1424,227437,160,0.1621,0.33,0.5563,0.1137,0.8089,-0.8985,-0.906,10702.0,2636.7,762.4,600.2,0.00021,0.173404
1425,227596,159,0.195,0.4594,0.4882,0.0524,0.4426,-0.922,-0.9972,9306.4,2982.2,798.9,576.8,0.000157,
1426,227752,156,0.331,0.2973,0.1186,0.5841,-0.1759,-0.9521,-0.0841,6950.0,3629.1,433.7,595.6,0.000207,
1427,227918,166,0.2294,0.4552,0.3816,0.1631,0.5353,-0.936,-0.9983,9659.4,3774.1,799.3,535.0,0.000185,
1428,228075,157,0.2737,0.1839,0.206,0.6101,-0.4582,-0.962,-0.0239,5874.4,3861.1,409.6,311.4,0.000245,0.163747
1429,228241,166,0.2317,0.2355,0.3295,0.435,1.0,-0.9007,-0.5419,11697.9,2946.6,616.8,562.1,0.00044,0.158115
1430,228398,157,-0.0526,0.1058,0.3648,0.5294,0.9841,-0.916,-0.5547,11369.4,3383.5,621.9,576.7,0.00054,
1431,228553,155,0.0222,0.0735,0.4203,0.5062,0.7883,-0.9082,-0.3938,10623.6,2891.8,557.5,707.7,0.000243,0.207083
1432,228715,162,-0.2751,0.0407,0.76,0.1993,0.8512,-0.7905,-1.0,10863.0,1296.0,880.7,411.0,0.000253,0.171343
1433,228875,160,0.9533,0.1427,0.0926,0.7647,0.3511,-0.9321,0.476,8957.6,3299.6,209.6,585.0,0.000225,0.161707
1434,229042,167,0.4218,0.1915,0.1607,0.6477,0.6902,-0.9256,-0.2398,10249.6,3442.7,495.9,511.5,0.000252,
1435,229206,164,0.3994,0.3815,0.1802,0.4383,0.945,-0.923,-0.5788,11220.4,3640.7,631.5,923.4,0.000172,
1436,229366,160,0.4321,0.4331,0.4891,0.0778,1.0,-0.8969,-0.7795,12062.7,2924.6,711.8,999.0,0.000241,
1437,229528,162,0.5039,0.4507,0.1589,0.3905,0.7611,-0.9198,-0.4877,10519.7,3279.1,595.1,508.8,0.000339,
1438,229682,154,0.1953,0.3563,0.5026,0.1411,1.0,-0.8835,-1.0,12080.6,2592.8,817.3,477.7,0.000178,
1439,229843,161,0.2577,0.3746,0.3576,0.2678,0.9015,-0.9147,-0.8194,11054.8,3241.8,727.8,491.1,0.000341,0.134378
1440,230005,162,0.9084,0.1271,0.0297,0.8432,-0.1936,-0.9441,0.3997,6882.4,3079.3,240.1,690.2,0.000141,0.148828
1441,230167,162,-0.1274,0.0683,0.4783,0.4533,0.8936,-0.8982,-0.5284,11024.6,2708.0,611.4,727.0,0.000397,0.227435
1442,230323,156,0.0933,0.0818,0.9009,0.0173,0.2843,-0.1268,-1.0,8703.0,249.2,946.2,522.8,0.000224,0.162696
1443,230473,150,0.92,0.1513,0.0544,0.7943,0.0097,-0.9388,0.4972,7657.0,3126.6,201.1,619.7,0.000196,0.175397
1444,230636,163,0.0553,0.0529,0.9331,0.014,0.0667,-0.232,-0.8176,7874.0,256.3,727.0,458.2,0.000328,
1445,230797,161,0.4708,0.4099,0.1813,0.4088,1.0,-0.9015,-0.7462,13139.7,3334.3,698.5,395.0,0.000422,0.166223
1446,230961,164,-0.1396,0.129,0.4996,0.3715,0.9083,-0.9121,-0.7258,11080.7,3150.3,690.3,688.7,0.000494,0.173093
1447,231120,159,-0.0086,0.2668,0.4208,0.3124,0.9245,-0.9082,-0.9994,11142.4,3033.9,799.8,454.4,0.000255,
1448,231276,156,0.7831,0.0924,0.0931,0.8144,-0.9019,-1.0,0.4331,4183.7,2917.3,226.7,561.5,0.000301,
1449,231435,159,0.1746,0.4101,0.3635,0.2264,0.6863,-0.9223,-1.0,10234.9,3292.5,853.2,548.7,0.001193,0.171551
1450,231596,161,0.5841,0.0372,0.2514,0.7114,0.8699,-0.9191,0.2842,10934.5,3377.3,286.3,550.8,0.000449,
1451,231753,157,-0.1205,0.0871,0.5746,0.3382,0.8619,-0.8941,-0.5662,10903.9,2573.1,626.5,359.0,0.000217,0.160879
1452,231911,158,-0.0885,0.0007,0.4242,0.5751,0.0116,-0.9309,-0.3885,7664.1,2772.8,555.4,562.1,0.000207,0.188013
1453,232072,161,0.9561,0.0123,0.0969,0.8909,-0.2803,-0.9396,0.3917,6552.2,2710.5,243.3,490.4,0.000282,
1454,232237,165,0.6468,0.6321,0.3354,0.0325,0.8518,-0.9092,-1.0,10865.4,2992.9,904.6,398.2,0.000635,0.175539
1455,232399,162,0.5626,0.6007,0.0018,0.3976,0.7532,-0.9246,-0.8434,10489.5,3476.4,737.4,705.2,0.000184,0.145296
1456,232556,157,0.1637,0.2599,0.5822,0.1578,0.833,-0.8876,-0.5123,10793.8,2400.2,604.9,408.7,0.000366,
1457,232719,163,0.5939,0.4603,0.0531,0.4865,1.0,-0.9159,-0.6071,12816.7,3808.2,642.8,821.4,0.000193,0.172592
1458,232884,165,0.5754,0.4721,0.0232,0.5047,0.7331,-0.9125,-0.5624,10413.2,2974.3,624.9,336.6,0.00028,
1459,233041,157,0.4441,0.5299,0.3743,0.0958,0.738,-0.9232,-0.8102,10431.6,3395.1,724.1,427.1,0.000415,0.169647
1460,233205,164,1.0078,0.8751,0.1239,0.001,0.8392,-0.9329,-1.0,10817.5,4027.9,2892.2,576.5,0.000347,0.199334
1461,233369,164,0.5445,0.3123,0.0876,0.6001,0.6315,-0.9301,-0.2386,10026.1,3586.3,495.4,672.3,0.000166,0.179323
1462,233527,158,-0.1483,0.1066,0.7645,0.1288,0.8663,-0.7274,-1.0,10920.6,1001.5,868.2,519.5,0.000229,0.197599
1463,233687,160,1.0183,0.0482,0.0721,0.8797,-0.2626,-0.9427,0.474,6619.5,2886.9,210.4,372.2,0.000322,0.192457
1464,233844,157,0.8026,0.0584,0.1438,0.7978,-0.4284,-0.9496,0.3954,5987.6,2972.2,241.8,417.5,0.000202,
1465,234007,163,-0.0106,0.0976,0.8742,0.0282,0.3839,-0.3838,-1.0,9082.5,368.5,1681.1,694.3,0.000319,0.20658
1466,234171,164,0.3525,0.0252,0.3424,0.6323,-0.0748,-0.9497,0.0257,7335.1,3643.2,389.7,325.9,0.000436,0.194124
1467,234333,162,0.6852,0.5802,0.1682,0.2516,1.0,-0.9283,-0.7094,11504.0,4009.1,683.8,1174.8,0.00021,0.182486
1468,234499,166,-0.2862,0.0844,0.5902,0.3254,1.0,-0.8784,-1.0,11703.2,2406.7,816.0,514.8,0.000264,0.172425
1469,234661,162,0.73,0.2708,0.0628,0.6663,1.0,-0.9199,-0.0046,12038.3,3759.2,401.8,733.6,0.000272,0.166902
1470,234823,162,0.7514,0.0543,0.1847,0.761,-0.4511,-0.9495,0.4501,5901.4,2920.8,220.0,627.5,0.000236,0.177874
1471,234986,163,0.1425,0.1433,0.8364,0.0203,1.0,-0.4977,-1.0,11653.5,580.0,1019.5,624.3,0.000197,
1472,235144,158,0.6089,0.7486,0.0936,0.1578,0.4231,-0.9362,-0.7914,9232.0,3618.8,716.5,565.2,0.000247,
1473,235306,162,-0.1328,0.0407,0.8433,0.116,0.9142,-0.4475,-1.0,11103.2,502.5,1068.8,473.7,0.000208,
1474,235464,158,0.8503,0.5997,0.0001,0.4001,1.0,-0.9257,-0.6389,11805.8,3974.5,655.6,438.6,0.00026,
1475,235618,154,0.4288,0.4601,0.3749,0.165,1.0,-0.9013,-0.9943,11528.0,2918.7,797.7,541.5,0.000219,
1476,235779,161,0.3803,0.4846,0.4343,0.0811,0.7667,-0.9173,-1.0,10541.2,3188.5,811.9,389.1,0.00017,0.155348
1477,235939,160,0.9564,0.2351,0.0542,0.7107,0.5169,-0.9258,0.2996,9589.4,3229.5,280.1,639.8,0.000219,0.211522
1478,236092,153,0.392,0.4298,0.2383,0.3319,0.8511,-0.9154,-0.7218,10862.6,3211.1,688.7,520.3,0.000166,
1479,236257,165,0.1597,0.3668,0.1347,0.4985,0.338,-0.9425,-0.5706,8907.7,3870.6,628.2,944.4,0.000566,0.155464
1480,236421,164,0.1371,0.3351,0.4368,0.2281,0.721,-0.9224,-0.7329,10367.0,3341.8,693.2,503.6,0.000205,0.147342
1481,236580,159,0.2079,0.317,0.3978,0.2852,0.874,-0.9165,-0.6847,10949.8,3276.5,673.9,557.2,0.000224,
1482,236735,155,0.4049,0.3692,0.1645,0.4663,0.7738,-0.914,-0.4525,10568.0,3073.4,581.0,598.7,0.000294,0.150401
1483,236893,158,0.7303,0.0243,0.1478,0.8279,1.0,-0.9193,0.3701,11948.7,3700.3,251.9,968.6,0.000303,0.155913
1484,237056,163,0.7678,0.6024,0.2448,0.1528,1.0,-0.9101,-0.597,11463.1,3188.0,638.8,790.6,0.000255,
1485,237222,166,-0.2389,0.0361,0.8209,0.143,0.7524,-0.6252,-1.0,10486.5,699.4,1230.1,459.4,0.000143,
1486,237383,161,0.5451,0.4838,0.4775,0.0387,1.0,-0.8887,-0.7453,11494.1,2581.5,698.1,706.2,0.000181,0.181447
1487,237540,157,-0.1805,0.2002,0.5315,0.2683,0.2525,-0.921,-0.6636,8582.0,2717.0,665.4,786.4,0.000381,
1488,237704,164,0.0586,0.3717,0.3616,0.2667,0.6495,-0.9281,-1.0,10094.5,3509.1,857.6,667.9,0.000163,
1489,237858,154,0.2266,0.2455,0.2974,0.457,0.5337,-0.9219,-0.3723,9653.5,3090.4,548.9,379.8,0.000177,
1490,238013,155,0.0615,0.2581,0.4573,0.2846,1.0,-0.9077,-0.8271,11972.2,3242.7,730.9,621.0,0.00014,0.182528
1491,238172,159,0.3736,0.3685,0.4087,0.2228,0.9851,-0.9027,-0.7065,11373.3,2921.1,682.6,626.2,0.000209,
1492,238325,153,-0.0758,0.061,0.4034,0.5356,0.6988,-0.9114,-0.4317,10282.3,2902.9,572.7,359.3,0.000218,0.185707
1493,238484,159,0.737,0.3573,0.0104,0.6322,0.6609,-0.9284,-0.0595,10137.9,3538.3,423.8,529.3,0.000311,
1494,238646,162,-0.035,0.184,0.3846,0.4313,0.8185,-0.9138,-0.7386,10738.5,3113.3,695.5,563.9,0.000149,
1495,238811,165,0.4997,0.4148,0.454,0.1312,1.0,-0.8977,-0.5589,12610.0,3081.4,623.6,629.4,0.000238,0.157736
1496,238973,162,-0.071,0.0678,0.8941,0.038,-0.1664,-0.2424,-1.0,6986.1,230.5,1991.6,984.5,0.000312,0.153198
1497,239135,162,0.8762,0.1197,0.0399,0.8404,-0.1641,-0.9543,0.3496,6994.8,3824.4,260.2,642.1,0.000213,0.162661
1498,239294,159,0.745,0.6259,0.3499,0.0242,1.0,-0.8992,-1.0,11537.1,2861.2,891.1,548.7,0.000187,
1499,239452,158,0.0256,0.173,0.7313,0.0957,0.9353,-0.8125,-0.6419,11183.4,1490.9,656.7,585.6,0.000382,
1500,239613,161,0.3897,0.4457,0.2102,0.3441,0.9932,-0.9174,-0.9426,11404.2,3451.2,777.0,517.5,0.000301,0.204054
1501,239774,161,0.8435,0.1865,0.0635,0.75,0.1571,-0.9472,0.3474,8218.6,3888.4,261.1,478.8,0.000271,
1502,239932,158,0.4419,0.0614,0.284,0.6546,0.9637,-0.9285,0.1433,11291.6,3946.0,342.7,541.0,0.000296,
1503,240091,159,0.9067,0.1772,0.0877,0.7351,0.5225,-0.9309,0.3233,9610.6,3475.1,270.7,495.5,0.000414,0.203221
1504,240246,155,0.7324,0.0063,0.217,0.7767,-0.3186,-0.9587,0.3881,6406.1,3882.3,244.7,286.6,0.000238,
1505,240396,150,0.6621,0.017,0.259,0.724,0.4681,-0.9267,0.3798,9403.5,3208.1,248.1,383.8,0.000252,
1506,240556,160,0.7178,0.1819,0.1221,0.6961,0.478,-0.9351,0.2341,9441.2,3634.2,306.4,668.2,0.000215,
1507,240718,162,0.1304,0.3086,0.422,0.2695,0.9934,-0.9095,-0.9281,11405.0,3152.1,771.2,536.1,0.000218,
1508,240870,152,0.5087,0.6493,0.0214,0.3293,0.5782,-0.9293,-0.8438,9823.0,3475.6,737.5,607.2,0.000385,
1509,241032,162,0.0709,0.0639,0.868,0.0681,0.7445,-0.2427,-1.0,10456.4,345.2,1192.5,353.7,0.000182,
1510,241184,152,-0.2296,0.1171,0.5783,0.3046,0.9701,-0.8853,-1.0,11316.0,2466.6,825.3,288.9,0.000408,
1511,241339,155,-0.0373,0.2694,0.436,0.2946,0.6003,-0.9171,-0.8553,9907.0,2988.3,742.1,443.5,0.000202,0.166171
1512,241497,158,0.3174,0.4425,0.1398,0.4177,0.773,-0.9165,-0.9502,10565.3,3163.1,780.1,321.9,0.000237,0.151076
1513,241663,166,0.373,0.0831,0.2764,0.6405,1.0,-0.9226,-0.1148,11474.1,3707.4,445.9,488.0,0.000366,0.153813
1514,241823,160,0.2623,0.3141,0.2894,0.3966,1.0,-0.9167,-0.6864,11721.6,3518.6,674.6,519.3,0.000244,0.152518
1515,241982,159,0.3927,0.4423,0.0156,0.542,0.3033,-0.9366,-0.4186,8775.7,3458.4,567.5,690.9,0.000206,
1516,242135,153,0.52,0.627,0.1822,0.1908,0.6513,-0.9295,-0.7487,10101.6,3584.0,699.5,653.1,0.000487,0.117713
1517,242296,161,0.6059,0.4748,0.0375,0.4877,0.9175,-0.9122,-0.7166,11115.7,3164.0,686.6,453.9,0.000296,
1518,242460,164,0.6118,0.6131,0.3456,0.0414,0.8458,-0.9354,-0.9391,10842.5,4197.5,775.6,662.8,0.0002,
1519,242622,162,-0.2045,0.1235,0.6517,0.2247,1.0,-0.8378,-1.0,11707.5,1804.0,855.6,873.9,0.00021,
1520,242780,158,0.1,0.2395,0.6483,0.1122,1.0,-0.824,-0.9371,13068.7,1856.4,774.8,604.7,0.0003,
1521,242942,162,0.035,0.1665,0.3172,0.5163,0.7261,-0.9266,-0.5424,10386.5,3535.3,617.0,771.4,0.000306,
1522,243102,160,0.8544,0.2749,0.041,0.6841,1.0,-0.9136,0.0798,12470.2,3609.9,368.1,516.3,0.000171,
1523,243257,155,0.9781,0.205,0.02,0.775,0.1387,-0.9407,0.4437,8148.6,3437.1,222.5,784.4,0.000211,0.152626
1524,243412,155,-0.0486,0.2048,0.3616,0.4336,0.5336,-0.9259,-0.7366,9653.1,3255.8,694.6,240.2,0.000279,
1525,243570,158,0.0851,0.3166,0.3267,0.3566,0.6089,-0.9206,-0.7561,9939.7,3129.4,702.5,699.4,0.000234,
1526,243728,158,-0.3257,0.001,0.7277,0.2713,-0.0488,-0.879,-0.7716,7434.1,1535.9,708.6,485.5,0.000252,
1527,243889,161,-0.013,0.2142,0.4219,0.3639,0.9379,-0.8958,-0.8248,11193.2,2684.3,729.9,616.0,0.00024,0.141871
1528,244050,161,0.4261,0.4349,0.5359,0.0292,1.0,-0.881,-0.9054,12505.0,2627.9,762.2,548.9,0.000153,
1529,244214,164,0.7296,0.6009,0.085,0.3141,0.8597,-0.9244,-0.7443,10895.6,3604.6,697.7,391.4,0.000355,
1530,244376,162,0.2651,0.3451,0.3466,0.3082,1.0,-0.9054,-0.8189,11760.6,3109.2,727.6,311.7,0.00018,
1531,244534,158,0.4497,0.5932,0.1438,0.263,0.6258,-0.929,-0.9589,10004.4,3520.4,783.5,524.2,0.00015,
1532,244692,158,0.9794,0.8655,0.075,0.0595,0.7793,-0.9299,-0.9838,10589.0,3774.5,793.5,885.4,0.000248,
1533,244854,162,0.7061,0.4355,0.0339,0.5305,1.0,-0.9144,-0.448,11864.2,3463.9,579.2,659.7,0.000435,
1534,245005,151,0.1419,0.2494,0.1951,0.5555,-0.1064,-0.9453,-0.2958,7214.7,3294.6,518.3,324.2,0.000262,0.171401
1535,245168,163,1.055,0.8644,0.1075,0.0281,0.7656,-0.9277,-1.0,10536.8,3642.4,840.4,234.0,0.000205,
1536,245328,160,0.9617,0.1863,0.0871,0.7266,0.9787,-0.9249,0.315,11348.7,3777.2,274.0,507.7,0.000206,
1537,245490,162,0.7312,0.3799,0.1015,0.5185,0.9524,-0.9245,-0.1505,11248.8,3724.8,460.2,420.5,0.000354,
1538,245654,164,0.0797,0.1736,0.8184,0.008,0.984,-0.6273,-1.0,11369.0,762.6,1652.9,687.3,0.000273,
1539,245812,158,-0.1242,0.1162,0.601,0.2829,0.8864,-0.8826,-0.8242,10997.1,2342.3,729.7,468.7,0.000171,
1540,245972,160,0.9712,0.1743,0.0195,0.8062,0.0504,-0.9435,0.3348,7812.0,3458.3,266.1,315.1,0.000156,
1541,246130,158,0.307,0.3079,0.3719,0.3202,1.0,-0.9129,-0.6416,11506.1,3302.9,656.6,305.7,0.000266,
1542,246290,160,0.8708,0.8176,0.1591,0.0233,0.7106,-0.9224,-0.9353,10327.4,3325.3,774.1,364.0,0.000345,
1543,246443,153,-0.0937,0.1481,0.3846,0.4673,0.8311,-0.9249,-0.7245,10786.6,3591.3,689.8,447.5,0.000339,0.1753
1544,246603,160,-0.1318,0.0647,0.7804,0.1549,1.0,-0.6822,-1.0,12622.1,993.0,801.1,619.2,0.000183,0.176335
1545,246763,160,0.7766,0.155,0.1092,0.7357,0.5144,-0.9275,0.1833,9580.0,3303.9,326.7,520.3,0.000196,0.12332
1546,246923,160,0.7367,0.2836,0.1007,0.6157,1.0,-0.9208,-0.0864,11592.9,3658.6,434.6,491.2,0.000249,0.154293
1547,247079,156,0.6243,0.2592,0.0936,0.6472,0.7473,-0.9195,-0.1046,10467.1,3251.7,441.8,696.5,0.000173,0.145641
1548,247234,155,-0.0668,0.2244,0.6823,0.0933,0.5071,-0.8488,-0.9443,9552.2,1579.3,777.7,322.1,0.000277,
1549,247400,166,-0.0754,0.1141,0.7488,0.1371,0.787,-0.7955,-0.8804,10618.5,1298.4,752.2,705.7,0.000155,
1550,247564,164,0.4891,0.4874,0.0553,0.4573,1.0,-0.9107,-0.9092,11861.9,3319.5,763.7,523.9,0.000562,
1551,247721,157,-0.1045,0.104,0.7203,0.1757,0.8169,-0.7877,-0.8363,10732.3,1264.1,734.5,472.8,0.000232,0.155395
1552,247877,156,-0.1287,0.1124,0.4487,0.4389,0.1392,-0.9302,-0.6149,8150.2,2920.0,646.0,356.9,0.000242,0.151676
1553,248035,158,0.4285,0.4935,0.0409,0.4656,0.4627,-0.9322,-0.5737,9382.9,3457.9,629.5,313.6,0.000211,0.15926
1554,248203,168,0.5213,0.3272,0.107,0.5658,1.0,-0.907,-0.4993,12475.9,3353.6,599.7,413.7,0.000407,0.176771
1555,248363,160,-0.0646,0.0889,0.8382,0.0729,0.7278,-0.5722,-1.0,10392.8,607.3,963.7,628.1,0.000276,0.193246
1556,248522,159,0.1536,0.1011,0.8458,0.0531,0.9289,-0.4431,-1.0,11159.1,500.9,822.7,324.4,0.000349,
1557,248682,160,1.1842,0.8749,0.0975,0.0276,1.0,-0.9057,-1.0,13051.8,3459.6,823.2,403.2,0.00039,
1558,248843,161,0.7319,0.5702,0.0354,0.3945,0.9674,-0.9092,-0.6304,11305.7,3111.3,652.2,642.6,0.000135,0.15015
1559,249006,163,-0.025,0.2038,0.6071,0.1891,1.0,-0.8634,-1.0,11503.2,2104.9,869.8,449.1,0.000198,
1560,249163,157,0.8351,0.003,0.2134,0.7836,-0.5355,-0.9528,0.3477,5579.9,2958.2,260.9,298.7,0.000217,0.142265
1561,249327,164,0.6591,0.4779,0.0493,0.4728,1.0,-0.9107,-0.6049,11575.1,3241.8,642.0,671.8,0.000453,0.111169
1562,249490,163,0.4748,0.5037,0.3947,0.1016,0.9233,-0.9137,-1.0,11137.9,3224.9,841.3,417.5,0.000307,
1563,249644,154,0.0073,0.1319,0.8095,0.0586,0.7234,-0.5018,-1.0,10376.2,520.7,1250.6,387.5,0.000259,
1564,249808,164,0.2906,0.4462,0.2492,0.3046,0.8786,-0.9236,-1.0,10967.6,3588.5,805.1,895.8,0.0002,
1565,249970,162,0.1601,0.2281,0.2608,0.5111,0.602,-0.9355,-0.4331,9913.7,3841.2,573.2,814.4,0.000378,
1566,250130,160,0.0361,0.0976,0.5312,0.3712,0.5915,-0.9096,-0.4866,9873.6,2729.7,594.6,279.3,0.000239,
1567,250298,168,0.5413,0.6108,0.1731,0.2161,0.7095,-0.9276,-1.0,10323.2,3566.1,820.4,424.0,0.000192,
1568,250457,159,0.1626,0.1244,0.8296,0.046,1.0,-0.4686,-1.0,12275.2,577.5,846.4,778.1,0.000151,0.158469
1569,250619,162,0.3822,0.3772,0.0641,0.5587,0.4005,-0.9306,-0.4968,9145.9,3293.1,598.7,580.7,0.000244,0.158949
1570,250777,158,0.9379,0.2005,0.0919,0.7076,0.8681,-0.923,0.1189,10927.6,3549.3,352.4,330.1,0.000185,0.179164
1571,250940,163,0.8162,0.6276,0.1391,0.2333,1.0,-0.9023,-0.6395,11963.6,3062.8,655.8,909.6,0.000222,
1572,251101,161,0.0366,0.2341,0.6409,0.1251,0.9683,-0.8745,-0.8385,11309.4,2252.2,735.4,745.3,0.000256,0.150711
1573,251253,152,-0.0759,0.14,0.5891,0.2709,0.8188,-0.8772,-0.7057,10739.7,2186.7,682.3,330.0,0.00019,0.140106
1574,251408,155,0.1258,0.3834,0.1835,0.4331,0.475,-0.9283,-0.7121,9429.8,3289.7,684.8,1013.6,0.000255,
1575,251570,162,0.4196,0.0071,0.3003,0.6925,1.0,-0.9175,0.1261,11534.8,3494.9,349.6,620.4,0.000235,
1576,251732,162,0.4194,0.4344,0.1531,0.4126,0.976,-0.9099,-0.7985,11338.5,3145.8,719.4,771.6,0.000277,
1577,251898,166,0.6024,0.4701,0.0202,0.5096,0.7531,-0.9193,-0.5445,10489.3,3250.8,617.8,470.6,0.000198,
1578,252057,159,-0.003,0.1704,0.3359,0.4937,0.7971,-0.903,-0.5362,10656.8,2746.7,614.5,483.6,0.000365,0.165724
1579,252213,156,0.0784,0.2703,0.256,0.4736,0.0171,-0.9411,-0.457,7685.3,3260.4,582.8,569.7,0.000266,0.152991
1580,252374,161,-0.0024,0.2318,0.5116,0.2566,0.8387,-0.8912,-0.9371,10815.6,2485.8,774.8,435.1,0.000233,
1581,252538,164,0.584,0.2586,0.1567,0.5846,0.919,-0.9202,-0.0853,11121.2,3484.3,434.1,486.3,0.000179,
1582,252701,163,0.8521,0.6719,0.0945,0.2336,1.0,-0.9187,-0.8555,12284.4,3779.0,742.2,408.0,0.000172,0.151666
1583,252859,158,0.6357,0.4691,0.0219,0.509,0.8465,-0.9206,-0.5078,10845.2,3412.9,603.1,396.0,0.000452,0.163688
1584,253023,164,0.6569,0.1955,0.1757,0.6288,0.6524,-0.9306,0.1085,10105.6,3641.5,356.6,421.7,0.000289,0.146187
1585,253182,159,0.6063,0.0989,0.2018,0.6993,0.5428,-0.9321,0.1569,9688.2,3565.5,337.3,490.9,0.000229,
1586,253345,163,0.3681,0.4868,0.0498,0.4634,0.4618,-0.934,-0.7104,9379.4,3554.3,684.2,285.0,0.000193,0.175101
1587,253501,156,-0.1364,0.0029,0.4883,0.5088,1.0,-0.8958,-0.38,11733.6,2814.5,552.0,672.2,0.000189,0.152694
1588,253662,161,-0.3575,0.0132,0.7037,0.2831,0.339,-0.8561,-0.8499,8911.7,1547.7,740.0,573.3,0.000218,
1589,253819,157,0.4663,0.4298,0.4397,0.1305,1.0,-0.8928,-0.5611,11447.1,2669.9,624.4,610.2,0.000256,0.127964
1590,253977,158,0.5787,0.5348,0.1932,0.272,1.0,-0.9092,-0.7278,11795.0,3247.8,691.1,806.6,0.000318,0.13186
1591,254135,158,0.7855,0.1965,0.1485,0.6551,1.0,-0.9123,0.0249,11711.7,3337.3,390.0,221.4,0.000157,0.126163
1592,254287,152,0.1705,0.2246,0.7571,0.0182,1.0,-0.7043,-0.5934,11749.6,993.4,637.4,577.5,0.000543,0.17079
1593,254444,157,0.1961,0.2407,0.3236,0.4357,0.6075,-0.9195,-0.3513,9934.5,3086.7,540.5,569.2,0.000258,
1594,254609,165,0.1301,0.2044,0.7365,0.0591,1.0,-0.7928,-0.6797,12589.5,1519.0,671.9,385.1,0.000306,0.135989
1595,254767,158,0.9734,0.0352,0.0682,0.8966,0.2353,-0.9384,0.4473,8516.6,3456.4,221.1,554.7,0.000308,0.154826
1596,254927,160,0.5595,0.4085,0.2058,0.3857,1.0,-0.9154,-0.3944,12277.1,3629.0,557.8,849.6,0.00028,0.149258
1597,255094,167,0.2537,0.2908,0.1761,0.5331,0.7607,-0.9213,-0.5517,10518.1,3339.3,620.7,498.8,0.000267,
1598,255259,165,1.1211,0.8618,0.1337,0.0045,0.9359,-0.912,-1.0,11185.6,3177.9,895.3,539.6,0.000264,0.183967
1599,255415,156,0.134,0.0611,0.3789,0.56,0.3343,-0.9335,-0.2663,8893.8,3345.2,506.5,400.4,0.000201,0.137794
1600,255579,164,0.8712,0.6853,0.28,0.0347,1.0,-0.9006,-1.0,11527.0,2898.1,809.7,499.0,0.000141,0.130391
1601,255741,162,0.2919,0.4286,0.4142,0.1573,0.911,-0.8998,-1.0,11091.0,2768.2,821.6,680.5,0.000251,0.132812
1602,255903,162,0.2269,0.3034,0.2791,0.4175,0.896,-0.9207,-0.6428,11033.9,3476.6,657.1,551.9,0.00022,0.151313
1603,256060,157,0.212,0.3561,0.307,0.3369,0.7644,-0.9033,-0.7994,10532.5,2722.2,719.8,657.3,0.000261,
1604,256218,158,-0.0628,0.0764,0.7858,0.1378,0.9266,-0.6729,-0.7138,11150.2,852.3,685.5,679.4,0.000262,
1605,256376,158,0.0075,0.2551,0.5448,0.2001,0.9992,-0.8932,-1.0,11426.9,2674.6,841.6,718.3,0.000213,
1606,256535,159,1.0195,0.0021,0.0155,0.9824,0.3488,-0.9331,0.4649,8948.9,3343.8,214.0,627.2,0.000169,0.140718
1607,256698,163,0.4849,0.4715,0.471,0.0575,1.0,-0.8999,-0.8732,11436.6,2855.4,749.3,577.7,0.000223,
1608,256857,159,0.4298,0.3897,0.1563,0.454,0.8519,-0.9231,-0.5062,10865.7,3531.6,602.5,509.8,0.000235,0.150914
1609,257019,162,1.0104,0.7454,0.2152,0.0394,1.0,-0.9087,-0.799,11843.3,3244.1,719.6,492.5,0.000176,0.162812
1610,257183,164,0.8508,0.6318,0.0767,0.2915,1.0,-0.9074,-0.8353,12451.4,3360.8,734.1,529.9,0.000259,0.140812
1611,257342,159,0.1356,0.0235,0.3837,0.5927,0.0203,-0.9418,-0.1711,7697.4,3307.1,468.5,574.6,0.000233,
1612,257502,160,0.1358,0.3173,0.5673,0.1155,0.9301,-0.8802,-1.0,11163.5,2328.7,893.8,515.2,0.000256,
1613,257665,163,0.0609,0.2948,0.6955,0.0096,0.6935,-0.8474,-0.9893,10262.1,1681.6,795.7,419.6,0.000209,0.189646
1614,257822,157,0.527,0.5954,0.3011,0.1035,0.6976,-0.9202,-0.8282,10277.7,3220.9,731.3,286.4,0.000212,
1615,257982,160,0.0397,0.1823,0.7022,0.1155,0.9396,-0.8315,-0.5725,11199.8,1661.6,629.0,704.9,0.000357,
