==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen_v2.csv
  Metrics log  → /workspace/training_metrics_nitrogen_v2.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
    888    141881   157  +10.418    1120      7     80  +0.2264  -1.0000  -1.0000  +1.0000
    889    142044   163  +10.431     863     10     89  +0.2199  -1.0000  -1.0000  +1.0000
    890    142208   164  +10.363    1128      7     82  +0.2260  -1.0000  -1.0000  +1.0000
    891    142363   155  +11.300    1234      2     81  +0.2336  -1.0000  -1.0000  +1.0000
    892    142526   163  +11.621    1480     10     94  +0.2185  -1.0000  -1.0000  +1.0000
    893    142687   161  +11.367    1127     11     77  +0.2191  -1.0000  -1.0000  +1.0000
    894    142844   157   +9.790     918      8     75  +0.2257  -1.0000  -1.0000  +1.0000
    895    143001   157  +10.790    1640     10     74  +0.2312  -1.0000  -0.8128  +1.0000
    896    143162   161  +13.652    1934      9    107  +0.2232  -1.0000  -0.8996  +1.0000
    897    143320   158  +10.228     972      6     73  +0.2292  -1.0000  -1.0000  +1.0000
    898    143481   161  +11.169    1433      6     85  +0.2312  -1.0000  -0.9072  +1.0000
    899    143643   162  +12.133    1671     13    120  +0.2089  -1.0000  -1.0000  +1.0000
    900    143798   155  +10.778    1777      6     69  +0.2388  -1.0000  -0.8081  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.817  yield=1308 kg/ha  N=8  W=84 mm  R_seas=+0.2268  R_ane=+1.0000

    901    143961   163   +9.449    1466      6     67  +0.2327  -1.0000  -0.9201  +1.0000
    902    144124   163  +10.530    1699     10     78  +0.2230  -1.0000  -0.9532  +1.0000
    903    144288   164   +6.224    1010     15     88  +0.0474  -1.0000  -1.0000  +0.6740
    904    144445   157  +10.535    1330      8     87  +0.2226  -1.0000  -1.0000  +1.0000
    905    144609   164  +11.231     895     12    104  +0.1748  -1.0000  -1.0000  +0.9218
    906    144767   158  +10.841    1244      5     96  +0.2267  -1.0000  -1.0000  +1.0000
    907    144926   159  +10.931    1655     12     77  +0.2184  -1.0000  -1.0000  +1.0000
    908    145086   160  +10.224    1135      8     86  +0.2235  -1.0000  -1.0000  +1.0000
    909    145258   172   +9.929    1528      5     64  +0.2314  -1.0000  -0.9987  +1.0000
    910    145419   161  +10.987    1365     11     86  +0.2253  -1.0000  -0.8545  +1.0000
    911    145575   156   +9.504     673      8     72  +0.2254  -1.0000  -1.0000  +1.0000
    912    145736   161  +10.287    1229      9     82  +0.2250  -1.0000  -0.9479  +1.0000
    913    145895   159  +11.443    1158      5     74  +0.2302  -1.0000  -1.0000  +1.0000
    914    146064   169   +9.718    1515     12     56  +0.2272  -1.0000  -0.8641  +1.0000
    915    146223   159  +12.150    2000      8     98  +0.2488  -1.0000  -0.4398  +1.0000
    916    146381   158   +9.775    1230      6     79  +0.2269  -1.0000  -1.0000  +1.0000
    917    146545   164  +10.563    1442      8     91  +0.2223  -1.0000  -1.0000  +1.0000
    918    146701   156  +11.605    1113      3     97  +0.2298  -1.0000  -1.0000  +1.0000
    919    146860   159   +9.626    1074      8     78  +0.2248  -1.0000  -1.0000  +1.0000
    920    147018   158   +8.946    1087      6     68  +0.2291  -1.0000  -1.0000  +1.0000
    921    147170   152   +9.130    1603      8     73  +0.2299  -1.0000  -0.8916  +1.0000
    922    147325   155   +9.950     797      5     99  +0.2259  -1.0000  -1.0000  +1.0000
    923    147488   163  +11.082    1663      7     78  +0.2265  -1.0000  -1.0000  +1.0000
    924    147654   166  +10.946    1659      6    100  +0.2332  -1.0000  -0.8162  +1.0000
    925    147810   156  +10.747    1435     10     94  +0.2180  -1.0000  -1.0000  +1.0000
    926    147967   157  +11.028    1489      6     76  +0.2302  -1.0000  -0.9630  +1.0000
    927    148119   152   +9.769    1493      7     78  +0.2265  -1.0000  -1.0000  +1.0000
    928    148278   159  +10.891    1196      7    100  +0.2232  -1.0000  -1.0000  +1.0000
    929    148435   157   +9.597    1016      6     81  +0.2301  -1.0000  -0.9354  +1.0000
    930    148598   163  +10.875    1909     10    103  +0.2303  -1.0000  -0.7380  +1.0000
    931    148753   155   +9.515    1266      6     73  +0.2283  -1.0000  -0.9959  +1.0000
    932    148908   155  +12.089    1593      7    107  +0.2237  -1.0000  -0.9649  +1.0000
    933    149070   162  +11.674    1252      8     87  +0.2220  -1.0000  -1.0000  +1.0000
    934    149226   156  +10.252    1227      4     73  +0.2324  -1.0000  -1.0000  +1.0000
    935    149388   162   +9.874    1258      9     98  +0.2189  -1.0000  -1.0000  +1.0000
    936    149539   151  +10.141    1197      7     86  +0.2284  -1.0000  -0.9392  +1.0000
    937    149696   157  +12.143    1463      4    119  +0.2264  -1.0000  -0.9618  +1.0000
    938    149855   159  +10.396    1192      8     94  +0.2211  -1.0000  -1.0000  +1.0000
    939    150009   154   +9.184    1051      8     68  +0.2249  -1.0000  -1.0000  +1.0000
    940    150171   162  +11.991    1281      5     98  +0.2271  -1.0000  -1.0000  +1.0000
    941    150334   163  +12.876    1718      8    124  +0.2189  -1.0000  -0.9697  +1.0000
    942    150499   165  +12.687    1842      6     90  +0.2380  -1.0000  -0.7776  +1.0000
    943    150656   157   +9.722    1200      5     74  +0.2302  -1.0000  -1.0000  +1.0000
    944    150816   160  +12.014    1481     11     96  +0.2333  -1.0000  -0.6716  +1.0000
    945    150975   159  +10.261    1651      6     75  +0.2328  -1.0000  -0.9192  +1.0000
    946    151133   158  +10.187     776      6     92  +0.2259  -1.0000  -1.0000  +1.0000
    947    151292   159  +11.422     953      6    110  +0.2231  -1.0000  -1.0000  +1.0000
    948    151442   150  +10.371     955      4     89  +0.2299  -1.0000  -1.0000  +1.0000
    949    151606   164  +10.621    1623      6     84  +0.2417  -1.0000  -0.7078  +1.0000
    950    151765   159  +10.657    1415     10     92  +0.2191  -1.0000  -1.0000  +1.0000
    951    151925   160  +10.137    1084      9     99  +0.2201  -1.0000  -1.0000  +1.0000
    952    152089   164  +10.463    1472     11    107  +0.2172  -1.0000  -0.9568  +1.0000
    953    152245   156  +11.104    1657      5    108  +0.2250  -1.0000  -0.9917  +1.0000
    954    152405   160  +10.840    1040      7     99  +0.2232  -1.0000  -1.0000  +1.0000
    955    152566   161  +11.939    1830      5    108  +0.2298  -1.0000  -0.9018  +1.0000
    956    152723   157  +10.019    1077      6     93  +0.2248  -1.0000  -1.0000  +1.0000
    957    152884   161  +10.534     898      5    103  +0.2258  -1.0000  -1.0000  +1.0000
    958    153043   159  +10.699    1880      8     91  +0.2227  -1.0000  -0.9837  +1.0000
    959    153202   159  +10.157     887      6    106  +0.2244  -1.0000  -1.0000  +1.0000
    960    153361   159  +10.106    1238      9     92  +0.2231  -1.0000  -0.9477  +1.0000
    961    153521   160  +11.565    1093      7    104  +0.2220  -1.0000  -1.0000  +1.0000
    962    153687   166  +11.330    1596     10     94  +0.2241  -1.0000  -0.8987  +1.0000
    963    153847   160  +12.203    1440      5    121  +0.2234  -1.0000  -1.0000  +1.0000
    964    154010   163  +12.442    1351      7    115  +0.2203  -1.0000  -1.0000  +1.0000
    965    154172   162  +11.199     909      9    111  +0.2178  -1.0000  -1.0000  +1.0000
    966    154339   167  +10.677    1047      6     86  +0.2260  -1.0000  -1.0000  +1.0000
    967    154502   163  +10.527    1361     12    104  +0.2140  -1.0000  -1.0000  +1.0000
    968    154667   165  +10.660    1694     10     92  +0.2266  -1.0000  -0.8378  +1.0000
    969    154832   165   +9.156    1296      6     74  +0.2284  -1.0000  -1.0000  +1.0000
    970    154991   159  +11.263    1834      7    104  +0.2435  -1.0000  -0.5873  +1.0000
    971    155150   159  +10.784    1439      5     89  +0.2297  -1.0000  -0.9736  +1.0000
    972    155312   162  +10.929    1504      9    110  +0.2183  -1.0000  -1.0000  +1.0000
    973    155469   157  +10.327    1288      6     91  +0.2263  -1.0000  -1.0000  +1.0000
    974    155632   163  +13.224    1624      7    137  +0.2176  -1.0000  -1.0000  +1.0000
    975    155791   159   +9.662    1042      6     94  +0.2249  -1.0000  -1.0000  +1.0000
    976    155961   170   +9.882    1281      8     94  +0.2222  -1.0000  -1.0000  +1.0000
    977    156124   163  +11.202    1408      9    112  +0.2170  -1.0000  -1.0000  +1.0000
    978    156282   158  +11.714    1902     10    102  +0.2244  -1.0000  -0.8656  +1.0000
    979    156435   153   +9.971    1477      6     94  +0.2254  -1.0000  -1.0000  +1.0000
    980    156590   155  +10.841    1761     10    116  +0.2291  -1.0000  -0.7033  +1.0000
    981    156750   160  +10.214    1159     12    107  +0.2122  -1.0000  -1.0000  +1.0000
    982    156908   158  +12.085    1340      6    107  +0.2246  -1.0000  -0.9704  +1.0000
    983    157073   165  +12.173    1296     10    123  +0.2140  -1.0000  -1.0000  +1.0000
    984    157232   159   +9.879    1266     10     97  +0.2179  -1.0000  -0.9870  +1.0000
    985    157388   156   +9.878    1198      7     91  +0.2243  -1.0000  -1.0000  +1.0000
    986    157549   161  +10.733    1287      7    118  +0.2206  -1.0000  -1.0000  +1.0000
    987    157711   162   +9.769    1270      8     98  +0.2222  -1.0000  -1.0000  +1.0000
    988    157869   158  +11.637    2114      8    103  +0.2355  -1.0000  -0.6892  +1.0000
    989    158024   155  +11.624    1044      9    126  +0.2149  -1.0000  -1.0000  +1.0000
    990    158186   162  +12.013    1606      6    124  +0.2276  -1.0000  -0.8771  +1.0000
    991    158340   154   +8.784    1078      7     81  +0.2264  -1.0000  -1.0000  +1.0000
    992    158505   165  +10.328    1205      6    113  +0.2228  -1.0000  -1.0000  +1.0000
    993    158662   157  +10.517    1150      8    111  +0.2200  -1.0000  -1.0000  +1.0000
    994    158820   158  +11.937    1216      9    125  +0.2157  -1.0000  -1.0000  +1.0000
    995    158977   157  +10.628    1234      5    111  +0.2245  -1.0000  -1.0000  +1.0000
    996    159134   157  +10.453    1362      9    100  +0.2252  -1.0000  -0.8819  +1.0000
    997    159297   163  +11.518    1239      4    110  +0.2262  -1.0000  -1.0000  +1.0000
    998    159450   153  +13.497    1733      6    136  +0.2193  -1.0000  -1.0000  +1.0000
    999    159603   153  +10.555    1291      8    105  +0.2264  -1.0000  -0.8864  +1.0000
   1000    159761   158  +10.282    1311     10     96  +0.2179  -1.0000  -1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.707  yield=1343 kg/ha  N=8  W=96 mm  R_seas=+0.2229  R_ane=+0.9960

   1001    159923   162  +10.794    1373      5     94  +0.2268  -1.0000  -1.0000  +1.0000
   1002    160080   157  +11.612    2052      6    104  +0.2389  -1.0000  -0.6896  +1.0000
   1003    160243   163  +10.962    1075      4     96  +0.2285  -1.0000  -1.0000  +1.0000
   1004    160402   159  +11.037    1481      8    107  +0.2204  -1.0000  -1.0000  +1.0000
   1005    160559   157  +10.740    1141      6     92  +0.2256  -1.0000  -1.0000  +1.0000
   1006    160723   164  +12.339    1940      8    113  +0.2223  -1.0000  -0.9429  +1.0000
   1007    160886   163  +11.513    1072      5     96  +0.2263  -1.0000  -1.0000  +1.0000
   1008    161040   154  +11.196    1215     10    123  +0.2149  -1.0000  -1.0000  +1.0000
   1009    161198   158  +10.728    1218      6     92  +0.2248  -1.0000  -1.0000  +1.0000
   1010    161358   160   +9.892    1378      6     94  +0.2311  -1.0000  -0.8799  +1.0000
   1011    161521   163  +13.511    2156      7    106  +0.2389  -1.0000  -0.6660  +1.0000
   1012    161682   161  +10.369    1339      8     90  +0.2219  -1.0000  -1.0000  +1.0000
   1013    161841   159  +12.520    1657     10    113  +0.2152  -1.0000  -1.0000  +1.0000
   1014    162000   159   +9.773    1525      9     66  +0.2422  -1.0000  -0.6433  +1.0000
   1015    162163   163  +11.977    1042      8    125  +0.2179  -1.0000  -1.0000  +1.0000
   1016    162320   157  +11.016    1696     10    115  +0.2203  -1.0000  -0.8940  +1.0000
   1017    162479   159   +9.790    1610      7     90  +0.2270  -1.0000  -0.9571  +1.0000
   1018    162639   160  +11.469    1853      9    107  +0.2293  -1.0000  -0.7813  +1.0000
   1019    162802   163   +9.554     984      6     76  +0.2281  -1.0000  -1.0000  +1.0000
   1020    162961   159  +11.805    1533      7    108  +0.2223  -1.0000  -1.0000  +1.0000
   1021    163123   162  +10.928    1683     12    128  +0.2109  -1.0000  -0.9664  +1.0000
   1022    163284   161   +9.081    1170      7     92  +0.2235  -1.0000  -1.0000  +1.0000
   1023    163445   161  +10.935    1611     10    111  +0.2157  -1.0000  -1.0000  +1.0000
   1024    163613   168  +11.214    2071     12    105  +0.2369  -1.0000  -0.5425  +1.0000
   1025    163767   154  +10.428     899      6     98  +0.2246  -1.0000  -1.0000  +1.0000
   1026    163933   166  +13.754    2425      8    136  +0.2397  -1.0000  -0.5329  +1.0000
   1027    164095   162  +10.226    1285     14    101  +0.2241  -1.0000  -0.7406  +1.0000
   1028    164257   162  +10.428    1649     12    104  +0.2134  -1.0000  -1.0000  +1.0000
   1029    164413   156   +9.892    1193      7     96  +0.2232  -1.0000  -1.0000  +1.0000
   1030    164578   165  +10.457    1002      7    117  +0.2207  -1.0000  -1.0000  +1.0000
   1031    164744   166  +11.812    1959     12    125  +0.2190  -1.0000  -0.8279  +1.0000
   1032    164906   162  +10.106    1218      8     98  +0.2223  -1.0000  -1.0000  +1.0000
   1033    165058   152  +10.630    1363      7    113  +0.2205  -1.0000  -1.0000  +1.0000
   1034    165217   159   +9.719    1144     10    101  +0.2170  -1.0000  -1.0000  +1.0000
   1035    165380   163   +9.406    1359     13     95  +0.2133  -1.0000  -1.0000  +1.0000
   1036    165539   159  +10.157    1474     10    118  +0.2185  -1.0000  -0.9366  +1.0000
   1037    165692   153  +11.541    1342      8    143  +0.2151  -1.0000  -1.0000  +1.0000
   1038    165855   163  +13.911    2340     10    135  +0.2322  -1.0000  -0.6047  +1.0000
   1039    166014   159   +9.678    2036     11     95  +0.2341  -1.0000  -0.6477  +1.0000
   1040    166171   157  +11.806    1425      6    131  +0.2210  -1.0000  -0.9600  +1.0000
   1041    166332   161  +10.315     772      8    106  +0.2205  -1.0000  -1.0000  +1.0000
   1042    166501   169  +10.479    1326      7     92  +0.2237  -1.0000  -0.9922  +1.0000
   1043    166662   161   +9.684    1286      8     92  +0.2293  -1.0000  -0.8696  +1.0000
   1044    166814   152  +12.405    1404      8    127  +0.2178  -1.0000  -1.0000  +1.0000
   1045    166973   159   +9.676    1418      8    105  +0.2222  -1.0000  -0.9696  +1.0000
   1046    167135   162  +10.436    1344      6     96  +0.2244  -1.0000  -1.0000  +1.0000
   1047    167294   159  +10.963    1811      8    103  +0.2274  -1.0000  -0.8586  +1.0000
   1048    167449   155  +10.528    1287      8     99  +0.2220  -1.0000  -1.0000  +1.0000
   1049    167612   163  +10.698    1710      6     99  +0.2298  -1.0000  -0.8835  +1.0000
   1050    167773   161   +8.972    1159      6     73  +0.2281  -1.0000  -1.0000  +1.0000
   1051    167935   162  +10.639     906      7    120  +0.2190  -1.0000  -1.0000  +1.0000
   1052    168098   163  +12.051     964      9    135  +0.2144  -1.0000  -1.0000  +1.0000
   1053    168254   156  +11.285    1060      4    140  +0.2225  -1.0000  -1.0000  +1.0000
   1054    168417   163  +10.948    1238      6     97  +0.2256  -1.0000  -1.0000  +1.0000
   1055    168580   163   +9.869     849      6    118  +0.2221  -1.0000  -1.0000  +1.0000
   1056    168740   160   +9.583    1207      6     98  +0.2244  -1.0000  -1.0000  +1.0000
   1057    168902   162  +10.542    1248      6     92  +0.2256  -1.0000  -1.0000  +1.0000
   1058    169057   155  +12.113    1250     10    136  +0.2114  -1.0000  -1.0000  +1.0000
   1059    169211   154  +10.097    1442      9     99  +0.2191  -1.0000  -1.0000  +1.0000
   1060    169374   163  +13.776    1821      9    131  +0.2142  -1.0000  -1.0000  +1.0000
   1061    169529   155   +9.886    1251      8     90  +0.2245  -1.0000  -0.9550  +1.0000
   1062    169686   157   +9.876     782      5    129  +0.2221  -1.0000  -1.0000  +1.0000
   1063    169845   159  +10.045    1080      4    105  +0.2267  -1.0000  -1.0000  +1.0000
   1064    170009   164  +13.911    2027     10    180  +0.2161  -1.0000  -0.7725  +1.0000
   1065    170172   163  +12.630    1460      8    116  +0.2216  -1.0000  -0.9372  +1.0000
   1066    170333   161  +10.369    1127      7    136  +0.2167  -1.0000  -1.0000  +1.0000
   1067    170488   155  +10.555    1982      6     93  +0.2361  -1.0000  -0.7951  +1.0000
   1068    170644   156  +10.526    1210      7    138  +0.2174  -1.0000  -1.0000  +1.0000
   1069    170799   155  +11.090    1504      7    120  +0.2200  -1.0000  -1.0000  +1.0000
   1070    170960   161   +9.538    1355      5     99  +0.2270  -1.0000  -1.0000  +1.0000
   1071    171116   156  +11.562     652      7    127  +0.2183  -1.0000  -1.0000  +1.0000
   1072    171279   163  +10.137    1397      9    116  +0.2172  -1.0000  -1.0000  +1.0000
   1073    171440   161  +11.337    1380      7    132  +0.2184  -1.0000  -1.0000  +1.0000
   1074    171599   159  +10.477    1078      7    112  +0.2215  -1.0000  -1.0000  +1.0000
   1075    171756   157  +10.307    1225      7     97  +0.2231  -1.0000  -1.0000  +1.0000
   1076    171913   157  +13.765    2168     10    189  +0.2140  -1.0000  -0.7891  +1.0000
   1077    172079   166   +9.098    1033      6     81  +0.2269  -1.0000  -1.0000  +1.0000
   1078    172232   153  +10.490    1368      5    114  +0.2243  -1.0000  -1.0000  +1.0000
   1079    172393   161  +12.040    1285      8    146  +0.2134  -1.0000  -1.0000  +1.0000
   1080    172554   161  +11.642    1565      7    151  +0.2143  -1.0000  -1.0000  +1.0000
   1081    172719   165  +10.573    1493      9    105  +0.2190  -1.0000  -1.0000  +1.0000
   1082    172880   161  +12.323    1549     11    142  +0.2100  -1.0000  -1.0000  +1.0000
   1083    173038   158  +11.406    1293      6    112  +0.2220  -1.0000  -1.0000  +1.0000
   1084    173200   162   +9.847    1496      9    107  +0.2287  -1.0000  -0.7847  +1.0000
   1085    173361   161  +11.013    1490      9    124  +0.2164  -1.0000  -1.0000  +1.0000
   1086    173515   154  +10.145     993      5    124  +0.2230  -1.0000  -1.0000  +1.0000
   1087    173682   167  +12.649    1874      6    124  +0.2220  -1.0000  -0.9662  +1.0000
   1088    173848   166  +10.971    1529      7    120  +0.2216  -1.0000  -0.9475  +1.0000
   1089    174007   159  +11.224    1098      6    130  +0.2205  -1.0000  -1.0000  +1.0000
   1090    174163   156  +10.441    1043      7     92  +0.2243  -1.0000  -1.0000  +1.0000
   1091    174323   160   +9.934    1020      6    109  +0.2239  -1.0000  -1.0000  +1.0000
   1092    174486   163  +10.283    1493      7     91  +0.2239  -1.0000  -1.0000  +1.0000
   1093    174644   158  +11.544    1727     10    137  +0.2163  -1.0000  -0.9120  +1.0000
   1094    174809   165  +11.188    1300      7    125  +0.2198  -1.0000  -1.0000  +1.0000
   1095    174965   156   +8.958    1704      8     85  +0.2357  -1.0000  -0.7604  +1.0000
   1096    175125   160  +10.890    1270      7    115  +0.2201  -1.0000  -1.0000  +1.0000
   1097    175288   163  +11.921    1698      6    110  +0.2249  -1.0000  -0.9622  +1.0000
   1098    175449   161  +10.644    1243     10    127  +0.2136  -1.0000  -1.0000  +1.0000
   1099    175608   159  +11.346    1617      8    110  +0.2240  -1.0000  -0.9113  +1.0000
   1100    175767   159  +12.648    1752     11    137  +0.2174  -1.0000  -0.8552  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+10.930  yield=1411 kg/ha  N=8  W=112 mm  R_seas=+0.2226  R_ane=+1.0000

   1101    175929   162   +9.855    1152      6     93  +0.2259  -1.0000  -1.0000  +1.0000
   1102    176088   159  +10.591     758      4    133  +0.2225  -1.0000  -1.0000  +1.0000
   1103    176249   161  +10.028    1880      9    102  +0.2230  -1.0000  -0.9208  +1.0000
   1104    176409   160  +10.827    1447      9    115  +0.2177  -1.0000  -1.0000  +1.0000
   1105    176565   156   +9.939    1410      6    100  +0.2251  -1.0000  -1.0000  +1.0000
   1106    176730   165  +10.975    1799     10    137  +0.2127  -1.0000  -0.9825  +1.0000
   1107    176889   159  +10.083    1307      7     98  +0.2229  -1.0000  -1.0000  +1.0000
   1108    177049   160  +11.208    1416      4    122  +0.2314  -1.0000  -0.8495  +1.0000
   1109    177210   161  +10.496    1477      9    105  +0.2193  -1.0000  -1.0000  +1.0000
   1110    177370   160   +9.113    1337      7     81  +0.2290  -1.0000  -0.9419  +1.0000
   1111    177526   156  +11.267    1204      8    131  +0.2169  -1.0000  -1.0000  +1.0000
   1112    177679   153  +12.330    1457      9    162  +0.2101  -1.0000  -1.0000  +1.0000
   1113    177839   160  +11.550    1644      9    138  +0.2133  -1.0000  -1.0000  +1.0000
   1114    178000   161  +10.073    1015      9    129  +0.2141  -1.0000  -1.0000  +1.0000
   1115    178156   156  +11.282    1256      8    126  +0.2179  -1.0000  -1.0000  +1.0000
   1116    178307   151  +10.116    1685     10    102  +0.2203  -1.0000  -0.9467  +1.0000
   1117    178472   165  +10.182    1409      8    114  +0.2202  -1.0000  -0.9718  +1.0000
   1118    178630   158  +10.164    1668      8     98  +0.2353  -1.0000  -0.7064  +1.0000
   1119    178792   162   +9.839    1292      9    103  +0.2195  -1.0000  -1.0000  +1.0000
   1120    178957   165  +13.176    2704     16    162  +0.2151  -1.0000  -0.6675  +1.0000
   1121    179121   164   +9.677    1035      7    112  +0.2216  -1.0000  -1.0000  +1.0000
   1122    179277   156  +10.905    1535      3    121  +0.2261  -1.0000  -1.0000  +1.0000
   1123    179437   160  +10.628     924      6    108  +0.2239  -1.0000  -1.0000  +1.0000
   1124    179599   162  +11.490    1494     11    140  +0.2104  -1.0000  -1.0000  +1.0000
   1125    179759   160  +10.529    1049      9    125  +0.2153  -1.0000  -1.0000  +1.0000
   1126    179918   159  +10.528    1113      8    115  +0.2234  -1.0000  -0.9227  +1.0000
   1127    180079   161   +9.448    1488      8     96  +0.2243  -1.0000  -0.9348  +1.0000
   1128    180241   162   +9.973    1172      9    112  +0.2167  -1.0000  -1.0000  +1.0000
   1129    180398   157  +11.499    1815     15    142  +0.2024  -1.0000  -1.0000  +1.0000
   1130    180554   156  +10.979    1243      6    136  +0.2192  -1.0000  -1.0000  +1.0000
   1131    180716   162  +10.178    1906     12    101  +0.2260  -1.0000  -0.7585  +1.0000
   1132    180872   156   +9.425    1224      6    111  +0.2222  -1.0000  -1.0000  +1.0000
   1133    181032   160   +9.665    1417      6     94  +0.2268  -1.0000  -0.9728  +1.0000
   1134    181196   164  +13.756    2273     13    151  +0.2190  -1.0000  -0.7084  +1.0000
   1135    181362   166  +10.497    1284     10    115  +0.2149  -1.0000  -1.0000  +1.0000
   1136    181522   160  +11.274    1759      5    105  +0.2340  -1.0000  -0.8311  +1.0000
   1137    181677   155  +12.450    1673      9    171  +0.2081  -1.0000  -1.0000  +1.0000
   1138    181840   163  +11.865    1422      8    150  +0.2143  -1.0000  -1.0000  +1.0000
   1139    182003   163  +10.779    1454      8    134  +0.2220  -1.0000  -0.8895  +1.0000
   1140    182168   165  +12.877    1481      7    155  +0.2149  -1.0000  -1.0000  +1.0000
   1141    182331   163  +12.930    1792     10    181  +0.2088  -1.0000  -0.9270  +1.0000
   1142    182493   162   +8.234    1169      6     66  +0.2292  -1.0000  -1.0000  +1.0000
   1143    182654   161  +12.670    1729      6    131  +0.2195  -1.0000  -1.0000  +1.0000
   1144    182817   163  +10.034    1430      5    127  +0.2227  -1.0000  -1.0000  +1.0000
   1145    182980   163   +8.708    1239      8    101  +0.2230  -1.0000  -0.9673  +1.0000
   1146    183153   173  +11.368    1469      7    109  +0.2279  -1.0000  -0.8815  +1.0000
   1147    183311   158   +9.770    1582      6     96  +0.2306  -1.0000  -0.8889  +1.0000
   1148    183469   158  +11.137    1294      5    128  +0.2228  -1.0000  -1.0000  +1.0000
   1149    183636   167  +12.188    1813      7    148  +0.2228  -1.0000  -0.8431  +1.0000
   1150    183792   156  +11.414     721      4    151  +0.2198  -1.0000  -1.0000  +1.0000
   1151    183949   157   +9.147    1145      6     94  +0.2249  -1.0000  -1.0000  +1.0000
   1152    184110   161  +11.271    1681      6    127  +0.2266  -1.0000  -0.8616  +1.0000
   1153    184274   164  +10.956    1188      7    135  +0.2173  -1.0000  -1.0000  +1.0000
   1154    184436   162  +10.329    1564     11    135  +0.2105  -1.0000  -1.0000  +1.0000
   1155    184594   158  +10.564    1448      7    137  +0.2166  -1.0000  -1.0000  +1.0000
   1156    184756   162  +10.781     985      9    131  +0.2147  -1.0000  -1.0000  +1.0000
   1157    184913   157  +12.595    2626     11    164  +0.2187  -1.0000  -0.7349  +1.0000
   1158    185078   165   +9.834    1229      4    101  +0.2334  -1.0000  -0.9019  +1.0000
   1159    185242   164  +10.883    1041     10    136  +0.2126  -1.0000  -1.0000  +1.0000
   1160    185397   155  +12.349    2169      8    134  +0.2341  -1.0000  -0.6467  +1.0000
   1161    185554   157  +11.163    1645      5    148  +0.2248  -1.0000  -0.8704  +1.0000
   1162    185711   157   +9.757    1151      9    125  +0.2161  -1.0000  -1.0000  +1.0000
   1163    185870   159  +13.507    2307     10    160  +0.2216  -1.0000  -0.7555  +1.0000
   1164    186033   163  +11.585    2055     10    144  +0.2190  -1.0000  -0.8297  +1.0000
   1165    186195   162  +11.595    1602      8    160  +0.2117  -1.0000  -1.0000  +1.0000
   1166    186356   161   +9.548    1526      9    109  +0.2174  -1.0000  -1.0000  +1.0000
   1167    186517   161  +11.395    1466      8    132  +0.2164  -1.0000  -1.0000  +1.0000
   1168    186672   155   +9.571    1153      8    132  +0.2169  -1.0000  -1.0000  +1.0000
   1169    186825   153   +9.399    1109      4    129  +0.2230  -1.0000  -1.0000  +1.0000
   1170    186979   154   +9.587     539      5    128  +0.2212  -1.0000  -1.0000  +1.0000
   1171    187137   158  +13.484    1775      6    179  +0.2127  -1.0000  -1.0000  +1.0000
   1172    187307   170  +10.509    1598      8    116  +0.2213  -1.0000  -0.9637  +1.0000
   1173    187463   156  +10.662    1401      9    149  +0.2125  -1.0000  -1.0000  +1.0000
   1174    187616   153   +9.467    1644      6     85  +0.2359  -1.0000  -0.7979  +1.0000
   1175    187774   158  +10.642    1550      8    126  +0.2172  -1.0000  -1.0000  +1.0000
   1176    187934   160   +9.509    1018      7    122  +0.2187  -1.0000  -1.0000  +1.0000
   1177    188095   161  +10.472     870      8    147  +0.2147  -1.0000  -1.0000  +1.0000
   1178    188249   154  +10.096     967      5    126  +0.2218  -1.0000  -1.0000  +1.0000
   1179    188408   159   +9.690    1615      8     92  +0.2217  -1.0000  -1.0000  +1.0000
   1180    188566   158  +11.057    1372      7    138  +0.2167  -1.0000  -1.0000  +1.0000
   1181    188719   153  +10.673    1477      5    120  +0.2232  -1.0000  -1.0000  +1.0000
   1182    188875   156  +10.471    1523      7    124  +0.2191  -1.0000  -1.0000  +1.0000
   1183    189040   165  +10.424    1291      5     98  +0.2269  -1.0000  -1.0000  +1.0000
   1184    189196   156  +13.700    1859     11    204  +0.2078  -1.0000  -0.8593  +1.0000
   1185    189355   159  +13.623    2141      5    150  +0.2310  -1.0000  -0.7414  +1.0000
