timestep,n_updates,ep_rew_mean,ep_len_mean,policy_loss,value_loss,entropy_loss,explained_variance,clip_fraction,approx_kl,fps
782336,1900,0.0,0.0,-0.00494026,0.157335,-3.002818,0.778623,0.101904,0.00845731,0
786432,1910,0.0,0.0,-0.00553006,0.106013,-2.998587,0.814616,0.092163,0.00700456,0
790528,1920,0.0,0.0,-0.00544395,0.125919,-2.986081,0.745178,0.082593,0.00825688,0
794624,1930,0.0,0.0,-0.00524423,0.109179,-2.971065,0.818652,0.088062,0.00712691,0
798720,1940,0.0,0.0,-0.00615863,0.153155,-2.985786,0.738199,0.083105,0.00819545,0
802816,1950,0.0,0.0,-0.0039124,0.138449,-3.002291,0.769765,0.073608,0.00700777,0
806912,1960,0.0,0.0,-0.00476153,0.123901,-2.989579,0.704414,0.0875,0.00916793,0
811008,1970,0.0,0.0,-0.0052723,0.115408,-2.977559,0.743621,0.086133,0.00839811,0
815104,1980,0.0,0.0,-0.0052321,0.132315,-2.967751,0.738987,0.101758,0.00878586,0
819200,1990,0.0,0.0,-0.0048839,0.094828,-2.981269,0.81285,0.083936,0.00786381,0
823296,2000,0.0,0.0,-0.00259736,0.11129,-2.996774,0.784155,0.080566,0.00753735,0
827392,2010,0.0,0.0,-0.00589437,0.099388,-3.010744,0.801413,0.086621,0.00939687,0
831488,2020,0.0,0.0,-0.00256832,0.111855,-3.020111,0.825158,0.069629,0.00635251,0
835584,2030,0.0,0.0,-0.00502669,0.128006,-3.038868,0.795281,0.083276,0.01035674,0
839680,2040,0.0,0.0,-0.00395128,0.131085,-3.033179,0.756728,0.082617,0.00740681,0
843776,2050,0.0,0.0,-0.00248731,0.101037,-3.021227,0.80102,0.071606,0.00583727,0
847872,2060,0.0,0.0,-0.00426169,0.093526,-3.016093,0.749898,0.069043,0.00768828,0
851968,2070,0.0,0.0,-0.00417618,0.54184,-3.013653,0.477294,0.089282,0.00681321,0
856064,2080,0.0,0.0,-0.00328678,0.152402,-3.03107,0.612797,0.073486,0.00833624,0
860160,2090,0.0,0.0,-0.00700505,0.097703,-3.052968,0.691551,0.098193,0.00896948,0
864256,2100,0.0,0.0,-0.00489349,0.112069,-3.075543,0.752393,0.08335,0.00826865,0
868352,2110,0.0,0.0,-0.00470133,0.137664,-3.095946,0.689545,0.077417,0.00740881,0
872448,2120,0.0,0.0,-0.00595416,0.1199,-3.103578,0.775992,0.085718,0.00823426,0
876544,2130,0.0,0.0,-0.00465969,0.08049,-3.087746,0.788899,0.080444,0.0074871,0
880640,2140,0.0,0.0,-0.00694915,0.148164,-3.068773,0.794281,0.088159,0.00932605,0
884736,2150,0.0,0.0,-0.00609069,0.118899,-3.063027,0.805833,0.079248,0.00713086,0
888832,2160,0.0,0.0,-0.00625753,0.099561,-3.070788,0.84206,0.078223,0.00811166,0
892928,2170,0.0,0.0,-0.00353206,0.111723,-3.089806,0.874657,0.056738,0.00604975,0
