==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen.csv
  Metrics log  → /workspace/training_metrics_nitrogen.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   3869    618316   159  +11.403    6080     68    101  +0.1915  -0.4043  +0.8979  +1.0000
   3870    618482   166  +11.352    5690     61     68  +0.1683  -0.5066  +0.8981  +1.0000
   3871    618646   164  +10.213    5401     61    108  +0.1026  -0.5824  +0.5435  +1.0000
   3872    618805   159   +7.481    4357     49     61  +0.0741  -0.8565  +1.0000  +1.0000
   3873    618967   162  +11.276    6400     67    110  +0.1999  -0.3202  +0.6949  +1.0000
   3874    619129   162  +12.371    6196     62    105  +0.2064  -0.3739  +0.8725  +1.0000
   3875    619287   158  +11.445    5722     64     99  +0.1528  -0.4983  +0.7854  +1.0000
   3876    619445   158   +9.000    5232     58     95  +0.1251  -0.6269  +0.8708  +1.0000
   3877    619603   158   +7.138    2072     20      9  +0.0257  -1.0000  +0.5470  +1.0000
   3878    619765   162   +9.347    4812     57     60  +0.1047  -0.7370  +1.0000  +1.0000
   3879    619928   163  +13.020    6705     79     67  +0.2472  -0.2402  +1.0000  +1.0000
   3880    620084   156  +12.586    6464     70    113  +0.2217  -0.3033  +0.8888  +1.0000
   3881    620242   158   +4.451    5211     82     67  -0.1142  -0.6323  +0.2824  +0.5784
   3882    620404   162   +8.492    4719     52     80  +0.0845  -0.7614  +0.8396  +1.0000
   3883    620560   156  +11.606    6706     69    126  +0.2319  -0.2399  +0.7691  +1.0000
   3884    620725   165   +8.426    5190     59    121  +0.0788  -0.6379  +0.4946  +1.0000
   3885    620886   161  +12.618    6180     64    133  +0.1734  -0.3781  +0.6092  +1.0000
   3886    621037   151   +9.366    5942     69    144  +0.1157  -0.4405  +0.3365  +1.0000
   3887    621193   156   +8.454    5324     61     98  +0.1158  -0.6028  +0.7381  +1.0000
   3888    621355   162   +9.259    2481     20      7  +0.0718  -1.0000  +1.0000  +1.0000
   3889    621519   164   +9.686    5461     70     85  +0.1106  -0.5667  +0.9059  +0.9353
   3890    621678   159  +12.845    6293     65    129  +0.2010  -0.3483  +0.7944  +1.0000
   3891    621840   162   +4.975    4309     68     54  -0.1487  -0.8691  +0.4951  +0.5920
   3892    621996   156  +12.003    5715     61     92  +0.1783  -0.4999  +1.0000  +1.0000
   3893    622156   160  +11.089    5479     62     58  +0.1588  -0.5620  +0.9975  +1.0000
   3894    622320   164  +10.934    7037     89     97  +0.2171  -0.1531  +0.6844  +0.9686
   3895    622481   161  +11.871    6389     76     93  +0.2098  -0.3232  +0.9106  +1.0000
   3896    622638   157  +12.682    5640     57    100  +0.1746  -0.5197  +0.9774  +1.0000
   3897    622798   160  +12.374    6822     75    112  +0.2486  -0.2094  +0.9009  +1.0000
   3898    622951   153   +5.174    4504     64     35  -0.0498  -0.8179  +0.6351  +0.7617
   3899    623112   161  +11.037    6621     76    131  +0.2072  -0.2623  +0.7039  +1.0000
   3900    623268   156   +8.739    4312     46     10  +0.0801  -0.8683  +1.0000  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+9.414  yield=5099 kg/ha  N=58  W=77 mm  R_seas=+0.1017  R_ane=+0.9523

   3901    623425   157   +9.754    5672     65     53  +0.1718  -0.5112  +0.9786  +1.0000
   3902    623584   159  +10.912    6745     72     98  +0.2458  -0.2296  +0.8863  +1.0000
   3903    623744   160  +10.997    5792     64     84  +0.1824  -0.4799  +1.0000  +1.0000
   3904    623903   159   +8.390    5216     66     80  +0.0469  -0.6310  +0.2761  +0.9774
   3905    624058   155  +10.588    7083     85    119  +0.2443  -0.1409  +0.7716  +1.0000
   3906    624226   168  +10.520    6301     70     90  +0.1957  -0.3463  +0.7636  +1.0000
   3907    624387   161  +11.677    5410     60     85  +0.1521  -0.5802  +1.0000  +1.0000
   3908    624547   160   +7.718    3798     48     40  +0.0160  -1.0000  +1.0000  +0.9669
   3909    624715   168   +7.215    5635     75     86  +0.0734  -0.5210  +0.6038  +0.8863
   3910    624871   156   +8.368    3019     38      5  +0.0388  -1.0000  +1.0000  +0.9794
   3911    625031   160   +9.441    5601     65     76  +0.1446  -0.5300  +0.8040  +1.0000
   3912    625190   159   +8.784    6043     77    110  +0.1509  -0.4139  +0.7838  +0.9660
   3913    625347   157   +8.643    4208     39     88  +0.0634  -0.8955  +0.9203  +1.0000
   3914    625506   159  +12.028    6002     69     88  +0.1937  -0.4245  +1.0000  +1.0000
   3915    625667   161  +12.474    6325     69    107  +0.2219  -0.3398  +1.0000  +1.0000
   3916    625832   165   +9.165    5738     61    122  +0.1444  -0.4938  +0.6701  +1.0000
   3917    625989   157   +8.266    5157     56     73  +0.1272  -0.6466  +0.9069  +1.0000
   3918    626148   159  +12.196    6693     76    103  +0.2364  -0.2433  +0.9056  +1.0000
   3919    626314   166   +9.972    5916     70     59  +0.1725  -0.4473  +0.8342  +1.0000
   3920    626474   160   +8.250    4877     64    100  +0.0392  -0.7200  +0.7464  +0.9085
   3921    626628   154   +6.806    2695     38     46  -0.0499  -1.0000  +0.7857  +0.7985
   3922    626785   157  +11.402    6756     78     80  +0.2470  -0.2267  +0.9435  +1.0000
   3923    626942   157   +9.694    3036     30      4  +0.0569  -1.0000  +1.0000  +1.0000
   3924    627101   159   +9.191    5083     58     96  +0.1084  -0.6659  +0.8369  +1.0000
   3925    627234   133   -3.456       0     12      0  -0.8163  -1.0000  -1.0000  -1.0000
   3926    627387   153  +10.615    5788     64    129  +0.1434  -0.4808  +0.6639  +1.0000
   3927    627552   165   +9.277    4126     44     56  +0.0613  -0.9172  +1.0000  +1.0000
   3928    627711   159  +10.481    6561     82     95  +0.2008  -0.2780  +0.7371  +1.0000
   3929    627872   161   +8.744    4543     40     80  +0.0996  -0.8075  +0.9805  +1.0000
   3930    628031   159  +11.670    6482     76     97  +0.2191  -0.2986  +0.9101  +1.0000
   3931    628184   153   +6.243    2715     33     48  +0.0041  -1.0000  +0.5598  +1.0000
   3932    628346   162   +9.321    6354     83     97  +0.1322  -0.3322  +0.5808  +0.9099
   3933    628519   173   +9.991    5295     64    120  +0.0679  -0.6101  +0.3580  +1.0000
   3934    628677   158  +11.330    6021     71    109  +0.1780  -0.4197  +0.8753  +1.0000
   3935    628839   162   +8.401    4630     51     81  +0.0717  -0.7847  +0.7698  +1.0000
   3936    628993   154   +6.593    5637     81     86  -0.0118  -0.5204  +0.3343  +0.7441
   3937    629151   158   +8.322    4874     59    103  +0.0544  -0.7208  +0.5096  +1.0000
   3938    629309   158  +11.318    6706     78    102  +0.2313  -0.2398  +0.8661  +1.0000
   3939    629470   161  +10.756    5984     72     91  +0.1849  -0.4293  +0.9723  +1.0000
   3940    629631   161  +11.874    6122     67    116  +0.1871  -0.3933  +0.8208  +1.0000
   3941    629794   163  +10.711    5908     62    104  +0.1653  -0.4493  +0.7186  +1.0000
   3942    629952   158   +9.670    5715     62    105  +0.1539  -0.4999  +0.7826  +1.0000
   3943    630107   155  +11.265    5855     61    111  +0.1564  -0.4633  +0.6792  +1.0000
   3944    630260   153  +10.008    5280     52    110  +0.1338  -0.6142  +0.8461  +1.0000
   3945    630417   157  +12.720    7581     90    139  +0.2824  -0.0102  +0.7819  +1.0000
   3946    630581   164  +12.656    6866     83    112  +0.2164  -0.1980  +0.6503  +1.0000
   3947    630740   159  +10.241    5264     60     62  +0.1380  -0.6182  +0.9531  +1.0000
   3948    630896   156  +12.499    5891     63     84  +0.1811  -0.4537  +0.8797  +1.0000
   3949    631060   164  +13.473    6176     66     74  +0.2155  -0.3791  +1.0000  +1.0000
   3950    631220   160   +8.225    5520     73     85  +0.0879  -0.5512  +0.7792  +0.8997
   3951    631382   162  +12.527    6207     70     94  +0.1810  -0.3707  +0.7006  +1.0000
   3952    631545   163  +12.029    6080     65     83  +0.2050  -0.4042  +0.9800  +1.0000
   3953    631706   161   +9.188    6934     90    112  +0.1935  -0.1801  +0.7171  +0.9263
   3954    631866   160  +12.054    6169     70     94  +0.1880  -0.3807  +0.8096  +1.0000
   3955    632025   159   +4.453    3407     53     23  -0.1214  -1.0000  +0.9221  +0.6092
   3956    632188   163   +8.428    3019     26     66  +0.0277  -1.0000  +0.7217  +1.0000
   3957    632352   164  +10.278    6711     83    132  +0.1975  -0.2386  +0.6346  +1.0000
   3958    632516   164   +9.689    6515     85     64  +0.1768  -0.2899  +0.8225  +0.9212
   3959    632675   159  +11.239    5707     59    120  +0.1550  -0.5021  +0.7735  +1.0000
   3960    632835   160  +12.201    6622     69    100  +0.2245  -0.2620  +0.7493  +1.0000
   3961    632993   158  +10.666    5912     71    113  +0.1563  -0.4483  +0.7593  +1.0000
   3962    633154   161   +8.846    5368     58     95  +0.1409  -0.5909  +0.9012  +1.0000
   3963    633312   158  +10.968    6226     77     96  +0.1965  -0.3658  +0.9436  +1.0000
   3964    633477   165   +9.291    6569     86     57  +0.1805  -0.2759  +0.8105  +0.9214
   3965    633641   164   +8.524    5427     64    100  +0.1133  -0.5756  +0.6671  +1.0000
   3966    633805   164  +10.160    5776     65    106  +0.1453  -0.4839  +0.6812  +1.0000
   3967    633968   163   +9.580    5695     74     90  +0.1056  -0.5051  +0.7543  +0.9189
   3968    634132   164  +10.177    4694     57     59  +0.0770  -0.7679  +0.8233  +1.0000
   3969    634286   154   +5.735    4533     64    104  -0.0751  -0.8102  +0.3756  +0.7790
   3970    634448   162   +8.879    6540     94     76  +0.0859  -0.2836  +0.6771  +0.7379
   3971    634608   160  +13.117    7361     87     94  +0.2736  -0.0679  +0.8024  +1.0000
   3972    634772   164   +8.900    5467     69    120  +0.1047  -0.5652  +0.6655  +0.9899
   3973    634932   160   +9.376    6068     78    109  +0.1270  -0.4074  +0.5969  +0.9485
   3974    635095   163  +12.297    5322     53    117  +0.1513  -0.6031  +1.0000  +1.0000
   3975    635258   163  +14.129    6676     80    116  +0.2210  -0.2478  +0.8358  +1.0000
   3976    635419   161   +9.753    5496     74     61  +0.0567  -0.5575  +0.5850  +0.8674
   3977    635582   163   +5.876    4642     68     59  -0.0664  -0.7817  +0.5694  +0.7195
   3978    635742   160  +12.536    6093     64    119  +0.1884  -0.4007  +0.8305  +1.0000
   3979    635903   161  +11.906    5363     63     42  +0.1458  -0.5924  +0.9682  +1.0000
   3980    636062   159   +8.343    5274     60    128  +0.1251  -0.6158  +0.9060  +1.0000
   3981    636217   155  +11.024    4978     49     97  +0.1259  -0.6934  +0.9927  +1.0000
   3982    636375   158   +8.448    6938    103     87  +0.0839  -0.1790  +0.5514  +0.6911
   3983    636537   162  +12.714    5755     62     65  +0.1839  -0.4895  +1.0000  +1.0000
   3984    636692   155  +12.726    6510     72    106  +0.2192  -0.2912  +0.8411  +1.0000
   3985    636848   156   +9.216    4273     48     81  +0.0654  -0.8786  +1.0000  +1.0000
   3986    637012   164   +8.326    6404     89    128  +0.0779  -0.3190  +0.4791  +0.8036
   3987    637170   158   +9.864    5431     60    105  +0.1461  -0.5745  +0.9422  +1.0000
   3988    637332   162   +7.986    2781     33     14  +0.0522  -1.0000  +1.0000  +1.0000
   3989    637485   153   +8.994    5643     69    127  +0.1156  -0.5190  +0.5918  +1.0000
   3990    637647   162  +11.936    6554     70    127  +0.2224  -0.2797  +0.8370  +1.0000
   3991    637807   160  +11.498    6944     86    112  +0.2277  -0.1773  +0.7337  +1.0000
   3992    637964   157  +11.139    6425     78     91  +0.2075  -0.3137  +0.8738  +1.0000
   3993    638126   162  +12.189    6503     73    130  +0.1985  -0.2931  +0.6842  +1.0000
   3994    638279   153  +10.849    5814     70     81  +0.1723  -0.4739  +0.9658  +1.0000
   3995    638440   161  +10.876    6662     85     88  +0.1905  -0.2515  +0.6809  +0.9695
   3996    638600   160  +10.382    5626     65     92  +0.1647  -0.5234  +1.0000  +1.0000
   3997    638759   159  +10.766    6570     72     96  +0.2293  -0.2757  +0.8774  +1.0000
   3998    638918   159   +8.228    7146    104    109  +0.1006  -0.1243  +0.4302  +0.7261
   3999    639078   160  +13.633    6756     74    133  +0.2429  -0.2268  +0.9189  +1.0000
   4000    639241   163  +10.057    5205     55    110  +0.1136  -0.6338  +0.7542  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+9.974  yield=5615 kg/ha  N=66  W=90 mm  R_seas=+0.1298  R_ane=+0.9457

   4001    639400   159   +9.403    6320     86    107  +0.0969  -0.3413  +0.6070  +0.8274
   4002    639562   162  +11.998    5541     61     86  +0.1598  -0.5457  +0.9661  +1.0000
   4003    639724   162   +9.626    5752     79     68  +0.0585  -0.4902  +0.6352  +0.8159
   4004    639892   168  +10.314    6342     86    121  +0.0731  -0.3354  +0.3095  +0.8419
   4005    640053   161  +11.631    6748     86     84  +0.2153  -0.2288  +0.8485  +0.9724
   4006    640214   161   +9.481    6560     80     91  +0.2067  -0.2782  +0.7718  +1.0000
   4007    640375   161  +12.062    6659     74     84  +0.2484  -0.2521  +1.0000  +1.0000
   4008    640543   168   +9.642    5184     56    120  +0.1120  -0.6393  +0.7913  +1.0000
   4009    640704   161  +10.501    5799     72    144  +0.1430  -0.4780  +0.7880  +1.0000
   4010    640869   165   +8.366    5054     61    114  +0.0788  -0.6734  +0.6383  +1.0000
   4011    641024   155  +10.191    5857     74     80  +0.1658  -0.4628  +0.9512  +0.9869
   4012    641187   163  +10.507    5816     74    107  +0.1525  -0.4734  +0.9713  +0.9644
   4013    641346   159   +9.170    4844     55     79  +0.0880  -0.7285  +0.7963  +1.0000
   4014    641507   161   +8.816    4352     46     70  +0.0765  -0.8577  +1.0000  +1.0000
   4015    641667   160   +7.429    3914     51     19  +0.0115  -0.9727  +1.0000  +0.9292
   4016    641826   159   +5.495    3680     52     20  -0.0593  -1.0000  +1.0000  +0.7605
   4017    641988   162  +10.776    5561     62    112  +0.1504  -0.5404  +0.8987  +1.0000
   4018    642150   162   +9.901    5543     68     47  +0.1442  -0.5452  +0.8640  +1.0000
   4019    642308   158   +7.934    5990     81    101  +0.1026  -0.4277  +0.8039  +0.8496
   4020    642462   154  +12.135    6350     82    105  +0.1466  -0.3333  +0.6512  +0.9308
   4021    642625   163  +10.586    6834     89    118  +0.1872  -0.2062  +0.7703  +0.9178
   4022    642782   157  +12.294    7463     95     96  +0.2650  -0.0412  +0.8539  +0.9667
   4023    642950   168   +8.327    5790     76    101  +0.0908  -0.4804  +0.6521  +0.8939
   4024    643113   163   +8.105    6035     83    124  +0.0617  -0.4160  +0.4934  +0.8246
   4025    643268   155   +6.308    5585     77    129  +0.0195  -0.5341  +0.4172  +0.8212
   4026    643425   157   +7.573    3097     40     67  -0.0028  -1.0000  +0.7658  +0.9547
   4027    643590   165   +2.650    5939    109    110  -0.1724  -0.4412  +0.0972  +0.3587
   4028    643748   158   +7.411    3862     32     55  +0.0530  -0.9863  +1.0000  +1.0000
   4029    643910   162   +7.989    3804     38     73  +0.0380  -1.0000  +1.0000  +1.0000
   4030    644070   160  +12.781    7050     79    101  +0.2684  -0.1496  +0.9389  +1.0000
   4031    644230   160   +9.494    4462     46     46  +0.0894  -0.8289  +1.0000  +1.0000
   4032    644386   156   +9.299    4437     53     88  +0.0734  -0.8353  +1.0000  +1.0000
   4033    644546   160   +9.502    5671     67     80  +0.1435  -0.5116  +0.7608  +1.0000
   4034    644708   162   +5.590    5221     74     97  -0.0162  -0.6296  +0.5380  +0.7596
   4035    644864   156  +11.686    5772     66     92  +0.1656  -0.4849  +0.8890  +1.0000
   4036    645020   156  +10.380    6119     71    111  +0.1851  -0.3940  +0.8591  +1.0000
   4037    645179   159  +11.969    6427     73    127  +0.2056  -0.3131  +0.8213  +1.0000
   4038    645342   163  +13.281    7212     80    114  +0.2664  -0.1069  +0.7994  +1.0000
   4039    645506   164   +7.813    3791     40     52  +0.0384  -1.0000  +1.0000  +1.0000
   4040    645667   161  +11.061    5970     65    134  +0.1741  -0.4330  +0.8330  +1.0000
   4041    645828   161  +10.824    4502     56     77  +0.0750  -0.8184  +0.9897  +1.0000
   4042    645984   156   +9.493    5597     71    116  +0.0736  -0.5309  +0.3595  +0.9635
   4043    646146   162  +10.443    6544     89    101  +0.1135  -0.2824  +0.5287  +0.8448
   4044    646303   157  +12.372    6223     73    101  +0.1921  -0.3668  +0.8513  +1.0000
   4045    646465   162   +8.015    3340     38     57  +0.0209  -1.0000  +0.8088  +1.0000
   4046    646627   162  +12.484    6717     80    113  +0.2115  -0.2369  +0.7022  +1.0000
   4047    646788   161   +8.897    5580     76     70  +0.0766  -0.5355  +0.8220  +0.8457
   4048    646950   162   +8.096    4489     49     86  +0.0732  -0.8219  +0.8927  +1.0000
   4049    647112   162  +10.874    5308     61     65  +0.1444  -0.6069  +1.0000  +1.0000
   4050    647270   158   +8.990    5120     62    104  +0.0874  -0.6561  +0.6636  +1.0000
   4051    647426   156  +12.651    6605     76    146  +0.2033  -0.2664  +0.7107  +1.0000
   4052    647592   166  +11.977    6658     79    150  +0.1921  -0.2526  +0.5915  +1.0000
   4053    647753   161  +11.185    6317     72     90  +0.2187  -0.3420  +1.0000  +1.0000
   4054    647914   161   +5.111    1554     23     16  -0.1188  -1.0000  +0.2942  +0.6747
   4055    648075   161  +11.541    6940     86    133  +0.2334  -0.1786  +0.8197  +1.0000
   4056    648239   164  +12.221    6500     68     98  +0.2217  -0.2939  +0.8167  +1.0000
   4057    648397   158   +9.163    4972     63     25  +0.1007  -0.6949  +1.0000  +0.9593
   4058    648554   157   +9.592    3939     37     68  +0.0331  -0.9662  +0.8126  +1.0000
   4059    648712   158  +12.413    6196     71    107  +0.1970  -0.3739  +0.8962  +1.0000
   4060    648875   163  +11.657    5914     64    121  +0.1829  -0.4477  +0.9375  +1.0000
   4061    649031   156   +9.788    6142     71    158  +0.1519  -0.3880  +0.5656  +1.0000
   4062    649188   157   +4.218    5186     78    106  -0.0845  -0.6388  +0.2904  +0.6627
   4063    649345   157  +10.945    6631     79    108  +0.2209  -0.2595  +0.8551  +1.0000
   4064    649507   162  +10.488    6378     82    125  +0.1372  -0.3260  +0.4683  +0.9535
   4065    649669   162   +8.254    4868     58     82  +0.0858  -0.7222  +0.7964  +1.0000
   4066    649827   158   +8.872    4658     54     22  +0.0997  -0.7775  +1.0000  +1.0000
   4067    649985   158   +8.709    4749     64     54  +0.0294  -0.7536  +0.9093  +0.8527
   4068    650145   160  +11.993    5347     52     89  +0.1420  -0.5966  +0.8405  +1.0000
   4069    650305   160   +9.030    4132     38     77  +0.0674  -0.9154  +1.0000  +1.0000
   4070    650460   155   +5.032    3661     56     63  -0.1549  -1.0000  +0.5384  +0.6474
   4071    650623   163  +12.250    6998     85    105  +0.2318  -0.1631  +0.7059  +1.0000
   4072    650780   157  +11.562    5488     55    120  +0.1631  -0.5597  +1.0000  +1.0000
   4073    650940   160  +11.178    7756    103    103  +0.2610  +0.0356  +0.9268  +0.8806
   4074    651099   159  +10.122    5887     66    138  +0.1487  -0.4548  +0.6743  +1.0000
   4075    651261   162  +11.530    6870     86    102  +0.2366  -0.1969  +0.9109  +0.9924
   4076    651419   158   +7.080    3496     46     10  -0.0017  -1.0000  +1.0000  +0.8969
   4077    651591   172   +7.593    5312     76     27  +0.0334  -0.6056  +0.9478  +0.7442
   4078    651746   155  +11.845    6536     79    120  +0.1911  -0.2844  +0.6551  +1.0000
   4079    651906   160  +10.861    4633     57     35  +0.0891  -0.7839  +0.9714  +1.0000
   4080    652066   160  +13.756    7520     87    118  +0.2732  -0.0263  +0.6809  +1.0000
   4081    652223   157  +11.312    6216     73     92  +0.2000  -0.3686  +0.9185  +1.0000
   4082    652385   162   +9.994    6534     86    117  +0.1574  -0.2851  +0.7472  +0.9045
   4083    652544   159   +9.616    4397     51     66  +0.0751  -0.8459  +1.0000  +1.0000
   4084    652707   163  +10.554    5394     56     99  +0.1504  -0.5843  +0.9543  +1.0000
   4085    652866   159  +12.257    6972     80    100  +0.2377  -0.1701  +0.7142  +1.0000
   4086    653022   156   +9.214    5638     70     84  +0.1466  -0.5201  +0.8641  +1.0000
   4087    653174   152  +11.461    5958     66     86  +0.1943  -0.4363  +1.0000  +1.0000
   4088    653334   160  +10.509    6268     78    134  +0.1601  -0.3549  +0.5956  +1.0000
   4089    653494   160  +10.237    4900     48    106  +0.1205  -0.7139  +1.0000  +1.0000
   4090    653652   158  +13.167    6092     68    107  +0.2013  -0.4010  +1.0000  +1.0000
   4091    653805   153   +8.417    5881     75    111  +0.0987  -0.4565  +0.4474  +0.9503
   4092    653966   161   +7.982    3535     35      4  +0.0501  -1.0000  +1.0000  +1.0000
   4093    654127   161  +10.777    5395     60     80  +0.1523  -0.5840  +0.9981  +1.0000
   4094    654289   162  +10.565    5085     59     95  +0.1064  -0.6653  +0.8296  +1.0000
   4095    654448   159   +9.597    4817     59     87  +0.0857  -0.7357  +0.8595  +1.0000
   4096    654610   162   +9.158    4305     48     56  +0.0712  -0.8701  +1.0000  +1.0000
   4097    654769   159  +10.717    5683     62    114  +0.1457  -0.5085  +0.7377  +1.0000
   4098    654933   164   +7.859    5923     78     90  +0.0848  -0.4455  +0.4649  +0.8981
   4099    655095   162  +13.144    7668     87    119  +0.2914  +0.0126  +0.7364  +1.0000
   4100    655255   160  +11.284    6195     67    136  +0.1894  -0.3741  +0.8080  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+9.904  yield=5565 kg/ha  N=67  W=92 mm  R_seas=+0.1228  R_ane=+0.9505

   4101    655412   157  +11.505    6420     69    127  +0.2127  -0.3149  +0.8460  +1.0000
   4102    655566   154  +10.321    6034     73    105  +0.1727  -0.4164  +0.8294  +1.0000
   4103    655722   156  +10.677    5727     67    130  +0.1367  -0.4969  +0.7037  +1.0000
   4104    655884   162   +9.778    5146     64     31  +0.1204  -0.6493  +0.9049  +1.0000
   4105    656044   160  +11.586    6750     80    133  +0.2295  -0.2284  +0.8746  +1.0000
   4106    656209   165  +10.885    6537     88     96  +0.1235  -0.2842  +0.5969  +0.8521
   4107    656365   156  +10.804    6363     79    142  +0.1807  -0.3299  +0.7418  +1.0000
   4108    656527   162   +9.675    5767     78     96  +0.0782  -0.4863  +0.7621  +0.8385
   4109    656686   159   +8.265    3280     36     21  +0.0468  -1.0000  +1.0000  +1.0000
   4110    656845   159  +12.189    7152     82    133  +0.2457  -0.1228  +0.7025  +1.0000
   4111    657001   156   +9.410    5036     60    120  +0.0867  -0.6781  +0.7323  +1.0000
   4112    657160   159  +10.119    6087     74     94  +0.1731  -0.4024  +0.7932  +1.0000
   4113    657324   164   +4.448    5204     80    110  -0.1007  -0.6340  +0.2478  +0.6320
   4114    657481   157   +9.364    2743     32     55  +0.0133  -1.0000  +0.6522  +1.0000
   4115    657636   155   +9.981    5132     60    108  +0.1239  -0.6530  +0.9906  +1.0000
   4116    657796   160  +12.092    6952     83    129  +0.2261  -0.1753  +0.6904  +1.0000
   4117    657951   155   +8.996    5148     62     76  +0.1004  -0.6489  +0.7307  +1.0000
   4118    658115   164   +9.367    5934     72     74  +0.1630  -0.4424  +0.7707  +1.0000
   4119    658277   162   +8.503    3522     45     68  +0.0001  -1.0000  +0.8047  +0.9724
   4120    658439   162   +8.087    5649     80     95  +0.0176  -0.5173  +0.5484  +0.7636
   4121    658597   158  +11.940    5352     56    105  +0.1500  -0.5952  +1.0000  +1.0000
   4122    658764   167  +10.898    5981     64    125  +0.1777  -0.4302  +0.8289  +1.0000
   4123    658930   166  +10.703    7222     99    138  +0.1570  -0.1046  +0.5935  +0.8262
   4124    659096   166  +12.079    6583     85    127  +0.1534  -0.2722  +0.5398  +0.9392
   4125    659253   157  +10.173    5716     70     97  +0.1260  -0.4998  +0.6068  +1.0000
   4126    659412   159   +8.702    4982     53    110  +0.0865  -0.6923  +0.6610  +1.0000
   4127    659576   164   +5.830    5297     76     92  -0.0261  -0.6097  +0.4984  +0.7303
   4128    659740   164   +9.499    4832     52     21  +0.1177  -0.7319  +1.0000  +1.0000
   4129    659896   156  +10.226    6703     89    101  +0.1668  -0.2407  +0.8018  +0.8793
   4130    660054   158  +12.717    6278     68    158  +0.2016  -0.3524  +0.8907  +1.0000
   4131    660219   165  +12.819    7456     92    140  +0.2652  -0.0431  +0.7533  +1.0000
   4132    660385   166  +11.318    6785     78    140  +0.2311  -0.2192  +0.8330  +1.0000
   4133    660545   160  +11.270    6453     81    149  +0.1635  -0.3062  +0.5870  +0.9820
   4134    660709   164  +10.990    7025     85     95  +0.2444  -0.1561  +0.7975  +1.0000
   4135    660868   159   +9.299    6388     93    130  +0.0374  -0.3233  +0.4545  +0.7168
   4136    661025   157   +9.621    6096     71    140  +0.1844  -0.4000  +0.9111  +1.0000
   4137    661187   162   +8.713    4688     56     87  +0.0923  -0.7696  +1.0000  +1.0000
   4138    661344   157  +13.497    6541     74    122  +0.2146  -0.2831  +0.8189  +1.0000
   4139    661506   162  +11.071    7455     98    124  +0.2169  -0.0434  +0.7074  +0.8966
   4140    661671   165  +11.094    6036     73     82  +0.1732  -0.4157  +0.8034  +1.0000
   4141    661831   160  +10.322    5771     72    132  +0.1339  -0.4852  +0.7025  +1.0000
   4142    661987   156  +11.444    6208     70    100  +0.2053  -0.3706  +0.9550  +1.0000
   4143    662150   163   +3.004    3800     58     54  -0.1700  -1.0000  +0.4487  +0.6365
   4144    662312   162  +10.128    6981     89    100  +0.2184  -0.1677  +0.8072  +0.9529
   4145    662472   160  +13.681    7645     85    109  +0.3018  +0.0065  +0.8201  +1.0000
   4146    662635   163  +10.411    6914     93     99  +0.1687  -0.1853  +0.7735  +0.8532
   4147    662795   160  +12.115    6387     79    107  +0.1957  -0.3237  +0.8258  +1.0000
   4148    662956   161  +13.018    5516     57     96  +0.1653  -0.5522  +1.0000  +1.0000
   4149    663116   160   +7.309    5086     68    127  -0.0092  -0.6650  +0.3495  +0.8564
   4150    663269   153   +7.235    4846     68     40  -0.0038  -0.7282  +0.7472  +0.7885
   4151    663430   161   +7.761    3264     32     19  +0.0537  -1.0000  +1.0000  +1.0000
   4152    663591   161  +10.921    6716     91    126  +0.1146  -0.2374  +0.4718  +0.8386
   4153    663760   169  +11.110    6811     87     61  +0.2066  -0.2124  +0.7141  +0.9661
   4154    663915   155   +9.077    4634     54     90  +0.0844  -0.7836  +0.9555  +1.0000
   4155    664070   155  +12.180    5646     64     97  +0.1664  -0.5181  +0.9829  +1.0000
   4156    664228   158   +9.886    7034     94    147  +0.1545  -0.1537  +0.4966  +0.8782
   4157    664388   160  +11.759    6214     71     63  +0.2092  -0.3691  +0.9595  +1.0000
   4158    664543   155  +11.329    7109     85    126  +0.2464  -0.1341  +0.7791  +1.0000
   4159    664694   151   +6.113    4230     58     52  -0.0408  -0.8899  +0.7321  +0.8151
   4160    664856   162   +9.939    5445     68    114  +0.1116  -0.5708  +0.7564  +0.9867
   4161    665022   166   +8.766    5480     76     54  +0.0331  -0.5618  +0.6376  +0.7977
   4162    665176   154   +9.701    5698     69    107  +0.1588  -0.5045  +0.9507  +1.0000
   4163    665333   157   +8.720    3012     40     13  +0.0091  -1.0000  +1.0000  +0.9028
