==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_nitrogen.csv
  Metrics log  → /workspace/training_metrics_nitrogen.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   1420    226802   153   +3.148    2047     14     71  -0.0899  -1.0000  -0.6185  +1.0000
   1421    226959   157   +6.686    2608     15     70  -0.0089  -1.0000  +0.2048  +1.0000
   1422    227120   161   +4.843    1699     17     36  -0.0727  -1.0000  -0.4402  +1.0000
   1423    227277   157   +6.142    2764     18     25  -0.0053  -1.0000  +0.2348  +1.0000
   1424    227437   160   +3.722    2053     23     29  -0.0906  -1.0000  -0.5546  +1.0000
   1425    227596   159   +2.763    1571     22     36  -0.1618  -1.0000  -0.3622  +0.7437
   1426    227752   156   -4.502     833     20     34  -0.4625  -1.0000  -1.0000  +0.0549
   1427    227918   166   +5.427    1594     10     42  -0.0877  -1.0000  -0.6845  +1.0000
   1428    228075   157   +6.370    2408     17     83  -0.0908  -1.0000  -0.5702  +1.0000
   1429    228241   166   +5.327    2509     13     61  -0.0847  -1.0000  -0.5869  +1.0000
   1430    228398   157   +4.284    2915     28     34  -0.0626  -1.0000  -0.1874  +1.0000
   1431    228553   155   +4.207    2242     20     57  -0.0823  -1.0000  -0.4680  +1.0000
   1432    228715   162   +8.286    2572     16     48  +0.0418  -1.0000  +0.7015  +1.0000
   1433    228875   160   +4.205    2561     27     30  -0.0718  -1.0000  -0.2996  +1.0000
   1434    229042   167   +8.043    3230     26     33  +0.0311  -1.0000  +0.7102  +1.0000
   1435    229206   164   +4.129    2008     18     14  -0.0501  -1.0000  -0.2306  +1.0000
   1436    229366   160   +6.093    2838     22     16  +0.0402  -1.0000  +0.7287  +1.0000
   1437    229528   162   +5.221    2351     24     58  -0.0659  -1.0000  -0.2496  +1.0000
   1438    229682   154   +4.356    3008     24     71  -0.0663  -1.0000  -0.2423  +1.0000
   1439    229843   161   +1.841    1698     27     17  -0.2056  -1.0000  -0.2404  +0.5936
   1440    230005   162   +3.168    1031     12     29  -0.1193  -1.0000  -0.9986  +1.0000
   1441    230167   162   +3.597    2729     25     43  -0.0806  -1.0000  -0.4055  +1.0000
   1442    230323   156   +4.583    1554     12     25  -0.0828  -1.0000  -0.6283  +1.0000
   1443    230473   150   +3.010    1888     12     39  -0.0621  -1.0000  -0.4075  +1.0000
   1444    230636   163   +1.273    1156     18     67  -0.2736  -1.0000  -1.0000  +0.5992
   1445    230797   161   +6.986    3626     17     71  +0.0092  -1.0000  +0.4194  +1.0000
   1446    230961   164   +2.950    2417     30     33  -0.0973  -1.0000  -0.5144  +1.0000
   1447    231120   159   +6.111    2022     16     67  -0.0499  -1.0000  -0.2010  +1.0000
   1448    231276   156   +3.800    1245     14     50  -0.1233  -1.0000  -0.9823  +1.0000
   1449    231435   159   +3.252    1311     10     84  -0.1234  -1.0000  -1.0000  +1.0000
   1450    231596   161   +5.178    3957     37     27  -0.0060  -0.9615  +0.3594  +1.0000
   1451    231753   157   +5.794    3181     20     59  -0.0351  -1.0000  -0.0075  +1.0000
   1452    231911   158   +3.332    1478     18     74  -0.1270  -1.0000  -0.9296  +1.0000
   1453    232072   161   +8.105    2570     19     35  +0.0240  -1.0000  +0.5535  +1.0000
   1454    232237   165   +4.677    1950     12     92  -0.1107  -1.0000  -0.8229  +1.0000
   1455    232399   162   +3.694    1895     22     70  -0.1221  -1.0000  -0.8358  +1.0000
   1456    232556   157   +5.586    1948      9     93  -0.0284  -1.0000  -0.0422  +1.0000
   1457    232719   163   +4.542    2725     20     64  -0.0322  -1.0000  +0.0277  +1.0000
   1458    232884   165   +4.502    1645     10     81  -0.1244  -1.0000  -1.0000  +1.0000
   1459    233041   157   +3.349    2155     17     36  -0.1046  -1.0000  -0.7693  +1.0000
   1460    233205   164   +6.506    3451     29     65  -0.0225  -1.0000  +0.2608  +1.0000
   1461    233369   164   +5.011    1854     13     42  -0.0534  -1.0000  -0.3049  +1.0000
   1462    233527   158   +0.470    1539     23     72  -0.2578  -1.0000  -1.0000  +0.6662
   1463    233687   160   +4.347    2008     17     60  -0.0775  -1.0000  -0.4651  +1.0000
   1464    233844   157   +2.300    1097     16     22  -0.1828  -1.0000  -0.7619  +0.7650
   1465    234007   163   +7.032    3555     29     24  +0.0561  -1.0000  +1.0000  +1.0000
   1466    234171   164   +3.994    1380     15     39  -0.1130  -1.0000  -0.8702  +1.0000
   1467    234333   162   +3.808    2626     26     21  -0.0306  -1.0000  +0.0819  +1.0000
   1468    234499   166   +4.233    1287     11     17  -0.0638  -1.0000  -0.4577  +1.0000
   1469    234661   162   +6.308    3759     32     12  +0.0533  -1.0000  +1.0000  +1.0000
   1470    234823   162   +2.700    2321     32     44  -0.1564  -1.0000  -0.3378  +0.7941
   1471    234986   163   +4.209    1179     12     26  -0.1127  -1.0000  -0.9258  +1.0000
   1472    235144   158   +5.665    1996     22     45  -0.0494  -1.0000  -0.1364  +1.0000
   1473    235306   162   +3.982    2003     23     34  -0.0964  -1.0000  -0.6015  +1.0000
   1474    235464   158   +7.534    3696     24     12  +0.0656  -1.0000  +1.0000  +1.0000
   1475    235618   154   +0.479    1031     16     49  -0.2728  -1.0000  -1.0000  +0.5878
   1476    235779   161   +4.097    1567     17     33  -0.1198  -1.0000  -0.9214  +1.0000
   1477    235939   160   +4.482    1762     12     52  -0.0891  -1.0000  -0.6640  +1.0000
   1478    236092   153   +4.075    1576     16     49  -0.0923  -1.0000  -0.6413  +1.0000
   1479    236257   165   +2.286    1459     14     41  -0.1217  -1.0000  -0.9678  +1.0000
   1480    236421   164   +6.879    3528     20     28  -0.0054  -1.0000  +0.2579  +1.0000
   1481    236580   159   +6.396    2618     14     37  +0.0201  -1.0000  +0.4474  +1.0000
   1482    236735   155   +6.742    3258     16     20  +0.0060  -1.0000  +0.3091  +1.0000
   1483    236893   158   +7.229    4897     46     16  +0.1202  -0.7146  +0.8692  +1.0000
   1484    237056   163   +2.543    1176     15     32  -0.1304  -1.0000  -1.0000  +0.9836
   1485    237222   166   +5.456    2851     17     57  -0.0650  -1.0000  -0.3390  +1.0000
   1486    237383   161   +6.173    2397     14     60  -0.0410  -1.0000  -0.1458  +1.0000
   1487    237540   157   -0.658    2083     34     30  -0.2479  -1.0000  -0.3650  +0.5413
   1488    237704   164   +4.542    2682     25     19  -0.0662  -1.0000  -0.2913  +1.0000
   1489    237858   154   +5.537    1870     11     50  -0.0769  -1.0000  -0.5534  +1.0000
   1490    238013   155   +2.835    1678     14     48  -0.1007  -1.0000  -0.7516  +1.0000
   1491    238172   159   +1.938     780     10     25  -0.1691  -1.0000  -1.0000  +0.8532
   1492    238325   153   +7.226    3098     17     16  +0.0749  -1.0000  +1.0000  +1.0000
   1493    238484   159   +3.646    1971     24     35  -0.1140  -1.0000  -0.7554  +1.0000
   1494    238646   162   +3.591    2116     18     40  -0.1034  -1.0000  -0.7378  +1.0000
   1495    238811   165   +5.365    2794     30     35  -0.0536  -1.0000  -0.0721  +1.0000
   1496    238973   162   +5.507    2757     25      8  +0.0161  -1.0000  +0.5204  +1.0000
   1497    239135   162   +1.597    1946     28     22  -0.1924  -1.0000  -0.6001  +0.7410
   1498    239294   159   +5.302    2028     14     46  -0.0825  -1.0000  -0.5681  +1.0000
   1499    239452   158   +3.272    2239     26     55  -0.1115  -1.0000  -0.6851  +1.0000
   1500    239613   161   +6.848    2828     18     37  -0.0166  -1.0000  +0.1317  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+4.513  yield=2244 kg/ha  N=20  W=42 mm  R_seas=-0.0760  R_ane=+0.9553

   1501    239774   161   +6.162    2797     24     49  -0.0402  -1.0000  -0.0130  +1.0000
   1502    239932   158   +5.660    2748     14     86  -0.0624  -1.0000  -0.3215  +1.0000
   1503    240091   159   +5.509    2883     26     34  -0.0181  -1.0000  +0.2303  +1.0000
   1504    240246   155   +4.313    1836     19     60  -0.1019  -1.0000  -0.6810  +1.0000
   1505    240396   150   +6.041    3060     26     18  +0.0354  -1.0000  +0.7425  +1.0000
   1506    240556   160   +0.199    1612     24     15  -0.2279  -1.0000  -0.7802  +0.6733
   1507    240718   162   +0.688    1414     20     38  -0.2155  -1.0000  -0.8800  +0.7305
   1508    240870   152   +3.495    1214      9     67  -0.1031  -1.0000  -0.8201  +1.0000
   1509    241032   162   +6.183    2482     22     58  -0.0677  -1.0000  -0.3031  +1.0000
   1510    241184   152   -0.859     755     15     18  -0.3901  -1.0000  -1.0000  +0.2384
   1511    241339   155   +4.625    1102      8     29  -0.1149  -1.0000  -0.9994  +1.0000
   1512    241497   158   +8.150    3042     27     37  +0.0452  -1.0000  +0.8757  +1.0000
   1513    241663   166   +6.048    2609     22     56  -0.0495  -1.0000  -0.1223  +1.0000
   1514    241823   160   +6.203    3250     24     39  +0.0152  -1.0000  +0.5342  +1.0000
   1515    241982   159   +2.669    1317     17     66  -0.1395  -1.0000  -1.0000  +0.9764
   1516    242135   153   +2.777    2319     30     10  -0.1140  -1.0000  -0.4559  +0.9285
   1517    242296   161   +6.543    2888     19     21  +0.0381  -1.0000  +0.6755  +1.0000
   1518    242460   164   +6.344    4173     31     19  +0.0537  -0.9048  +0.6607  +1.0000
   1519    242622   162   +1.325    1785     25     18  -0.1657  -1.0000  -0.6294  +0.8109
   1520    242780   158   +6.855    4155     35     45  +0.0631  -0.9094  +0.8606  +1.0000
   1521    242942   162   +5.863    2024      9     78  -0.0985  -1.0000  -0.7710  +1.0000
   1522    243102   160   +5.400    3167     18     66  -0.0301  -1.0000  +0.0311  +1.0000
   1523    243257   155   +5.992    3016     29     21  +0.0261  -1.0000  +0.6959  +1.0000
   1524    243412   155   +5.103    1896     14     83  -0.1126  -1.0000  -0.8241  +1.0000
   1525    243570   158   +3.897    1711     16     42  -0.0623  -1.0000  -0.3484  +1.0000
   1526    243728   158   -3.873     802     21     20  -0.4920  -1.0000  -1.0000  -0.0305
   1527    243889   161   +3.725    2250     25     31  -0.0791  -1.0000  -0.4089  +1.0000
   1528    244050   161   +4.671    2240     15     50  -0.0428  -1.0000  -0.1515  +1.0000
   1529    244214   164   +6.095    2356     17     35  -0.0745  -1.0000  -0.4670  +1.0000
   1530    244376   162   +5.734    2739     20     31  -0.0410  -1.0000  -0.0856  +1.0000
   1531    244534   158   +3.708    2461     28     42  -0.0836  -1.0000  -0.4003  +1.0000
   1532    244692   158   +4.116    1755     15     41  -0.0781  -1.0000  -0.5238  +1.0000
   1533    244854   162   +4.761    2067     22     66  -0.1139  -1.0000  -0.7509  +1.0000
   1534    245005   151   -1.521    1076     21     26  -0.3884  -1.0000  -1.0000  +0.2694
   1535    245168   163   +5.254    2510     23     53  -0.0967  -1.0000  -0.5809  +1.0000
   1536    245328   160   +6.684    3539     25     37  -0.0280  -1.0000  +0.1176  +1.0000
   1537    245490   162   +4.928    1646     10     64  -0.1140  -1.0000  -0.9161  +1.0000
   1538    245654   164   +6.790    3175     24     14  +0.0642  -1.0000  +1.0000  +1.0000
   1539    245812   158   +4.115     938      9     43  -0.1179  -1.0000  -1.0000  +1.0000
   1540    245972   160   +4.861    2308     15     71  -0.0998  -1.0000  -0.7017  +1.0000
   1541    246130   158   +7.945    2681     12     64  -0.0029  -1.0000  +0.2157  +1.0000
   1542    246290   160   +8.290    3244     16     61  +0.0630  -1.0000  +0.9299  +1.0000
   1543    246443   153   +3.497    1871     22     72  -0.1370  -1.0000  -0.9739  +1.0000
   1544    246603   160   +4.677    3087     32     54  -0.0522  -1.0000  -0.0097  +1.0000
   1545    246763   160   +4.360    1287      8     68  -0.1194  -1.0000  -1.0000  +1.0000
   1546    246923   160   +5.280    1961     15     16  -0.0641  -1.0000  -0.4133  +1.0000
   1547    247079   156   +6.986    2860     21     47  +0.0028  -1.0000  +0.3837  +1.0000
   1548    247234   155   +5.177    1989     15     83  -0.1230  -1.0000  -0.9229  +1.0000
   1549    247400   166   +4.516    2264     20     37  -0.0511  -1.0000  -0.1804  +1.0000
   1550    247564   164   +4.232    2339     24     28  -0.0664  -1.0000  -0.2879  +1.0000
   1551    247721   157   +5.118    2649     22     64  -0.0959  -1.0000  -0.5758  +1.0000
   1552    247877   156   +3.789    1394     11     63  -0.1226  -1.0000  -1.0000  +1.0000
   1553    248035   158   +6.612    2164     13     40  -0.0510  -1.0000  -0.2802  +1.0000
   1554    248203   168   +4.758    1904     12     50  -0.0760  -1.0000  -0.5331  +1.0000
   1555    248363   160   +5.529    2394     22     46  -0.0419  -1.0000  -0.0512  +1.0000
   1556    248522   159   +8.514    2467     14     23  +0.0769  -1.0000  +0.9874  +1.0000
   1557    248682   160   +4.730    2365     15     91  -0.0574  -1.0000  -0.2587  +1.0000
   1558    248843   161   +5.526    3210     24     28  -0.0108  -1.0000  +0.2548  +1.0000
   1559    249006   163   +8.666    3431     14     77  +0.0645  -1.0000  +0.9334  +1.0000
   1560    249163   157   -1.201     817     18     32  -0.4306  -1.0000  -1.0000  +0.1381
   1561    249327   164   +3.837    1926     17     36  -0.0754  -1.0000  -0.4795  +1.0000
   1562    249490   163   +5.462    2124     19     44  -0.0651  -1.0000  -0.3293  +1.0000
   1563    249644   154   +4.729    2584     26     45  -0.0693  -1.0000  -0.2744  +1.0000
   1564    249808   164   -3.785     809     22     17  -0.5192  -1.0000  -1.0000  -0.1018
   1565    249970   162   +4.466    2271     18     22  -0.0312  -1.0000  -0.0294  +1.0000
   1566    250130   160   +6.009    1601      9     70  -0.0860  -1.0000  -0.6466  +1.0000
   1567    250298   168   +4.443    1340     10     44  -0.0807  -1.0000  -0.6194  +1.0000
   1568    250457   159   -3.895     933     25     13  -0.5069  -1.0000  -1.0000  -0.0589
   1569    250619   162   +3.067    1097     16     40  -0.1996  -1.0000  -0.7651  +0.7257
   1570    250777   158   +4.918    1899     10     80  -0.0824  -1.0000  -0.5898  +1.0000
   1571    250940   163   +3.483    2308     22     20  -0.0717  -1.0000  -0.3792  +1.0000
   1572    251101   161   +5.186    3147     25     16  -0.0179  -1.0000  +0.1923  +1.0000
   1573    251253   152   +4.575    1344     13     46  -0.1028  -1.0000  -0.7957  +1.0000
   1574    251408   155   +2.605    2266     28     18  -0.0844  -1.0000  -0.4325  +1.0000
   1575    251570   162   +5.886    3270     24     34  +0.0235  -1.0000  +0.6151  +1.0000
   1576    251732   162   +4.711    3116     26     45  -0.0455  -1.0000  -0.0391  +1.0000
   1577    251898   166   +4.369    1469      9     50  -0.0974  -1.0000  -0.7896  +1.0000
   1578    252057   159   +5.449    3466     21     35  -0.0043  -1.0000  +0.2976  +1.0000
   1579    252213   156   -1.452     986     20     33  -0.4094  -1.0000  -1.0000  +0.2089
   1580    252374   161   +5.243    1653      9     65  -0.0752  -1.0000  -0.5442  +1.0000
   1581    252538   164   +4.953    1682      9     16  -0.0931  -1.0000  -0.7812  +1.0000
   1582    252701   163   +6.269    3364     18     55  -0.0181  -1.0000  +0.1339  +1.0000
   1583    252859   158   +8.229    3042     15     35  +0.0441  -1.0000  +0.6930  +1.0000
   1584    253023   164   +6.088    2309     16     37  -0.0680  -1.0000  -0.4102  +1.0000
   1585    253182   159   +3.280    1446     18     23  -0.1004  -1.0000  -0.7267  +1.0000
   1586    253345   163   +6.275    1542      7     60  -0.0772  -1.0000  -0.6012  +1.0000
   1587    253501   156   +5.477    3672     34     50  -0.0202  -1.0000  +0.3274  +1.0000
   1588    253662   161   +6.910    2579     21     18  +0.0582  -1.0000  +0.8991  +1.0000
   1589    253819   157   +6.341    3317     22     28  +0.0659  -1.0000  +1.0000  +1.0000
   1590    253977   158   +3.571    2287     23     17  -0.0377  -1.0000  -0.0336  +1.0000
   1591    254135   158   +7.927    3593     12     65  +0.0562  -1.0000  +0.8089  +1.0000
   1592    254287   152   +7.015    3808     27     25  +0.0593  -1.0000  +1.0000  +1.0000
   1593    254444   157   +6.209    2236     15     42  -0.0599  -1.0000  -0.3431  +1.0000
   1594    254609   165   +5.972    1896      7     95  -0.0926  -1.0000  -0.7124  +1.0000
   1595    254767   158   +5.025    2267     19     41  -0.0626  -1.0000  -0.3133  +1.0000
   1596    254927   160   +4.825    1827      9     40  -0.0609  -1.0000  -0.4325  +1.0000
   1597    255094   167   +5.170    1673     12     42  -0.1014  -1.0000  -0.8033  +1.0000
   1598    255259   165   +4.974    1608      6     56  -0.0884  -1.0000  -0.7257  +1.0000
   1599    255415   156   +6.642    2000      6     51  +0.0471  -1.0000  +0.6234  +1.0000
   1600    255579   164   +6.041    1684     11     42  -0.0692  -1.0000  -0.4840  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+4.687  yield=2249 kg/ha  N=18  W=44 mm  R_seas=-0.0814  R_ane=+0.9251

   1601    255741   162   +6.018    3012     25     28  -0.0197  -1.0000  +0.1857  +1.0000
   1602    255903   162   +5.424    3338     34     36  -0.0330  -1.0000  +0.1877  +1.0000
   1603    256060   157   +4.201    3592     30     56  -0.0373  -1.0000  +0.1157  +1.0000
   1604    256218   158   +0.392    1554     25     26  -0.2370  -1.0000  -0.4887  +0.5704
   1605    256376   158   +0.177    1582     23     43  -0.2121  -1.0000  -0.6547  +0.6895
   1606    256535   159   +5.153    3808     34     22  +0.0073  -1.0000  +0.5717  +1.0000
   1607    256698   163   +6.241    2939     25     23  -0.0371  -1.0000  +0.0025  +1.0000
   1608    256857   159   +4.345    1780     17     64  -0.1110  -1.0000  -0.7898  +1.0000
   1609    257019   162   +5.606    1947      7     58  -0.0574  -1.0000  -0.4027  +1.0000
   1610    257183   164   +6.330    2523     16     36  -0.0256  -1.0000  +0.0182  +1.0000
   1611    257342   159   +1.300    1000     14     58  -0.2216  -1.0000  -1.0000  +0.7302
   1612    257502   160   +4.437    1594      7     44  -0.0688  -1.0000  -0.5327  +1.0000
   1613    257665   163   +4.305    1278      6     50  -0.1147  -1.0000  -1.0000  +1.0000
   1614    257822   157   +5.594    1240      4     48  -0.0870  -1.0000  -0.7563  +1.0000
   1615    257982   160   +3.964     709      8     26  -0.1147  -1.0000  -1.0000  +1.0000
   1616    258139   157   +4.283    2537     19     37  -0.0373  -1.0000  -0.0591  +1.0000
   1617    258301   162   +4.224    1959     14     35  -0.0987  -1.0000  -0.7553  +1.0000
   1618    258459   158   +3.650    1539      7     37  -0.1146  -1.0000  -1.0000  +1.0000
   1619    258614   155   +5.858    1861     12     50  -0.0791  -1.0000  -0.5648  +1.0000
   1620    258768   154   +3.877    1960     17     30  -0.0824  -1.0000  -0.5458  +1.0000
   1621    258922   154   +4.609    2589     18     53  -0.0640  -1.0000  -0.3278  +1.0000
   1622    259081   159   +3.219    1689     14     46  -0.1098  -1.0000  -0.8409  +1.0000
   1623    259239   158   +5.699    1256     10     45  -0.1194  -1.0000  -0.9972  +1.0000
   1624    259398   159   +4.021    1296      6     53  -0.1141  -1.0000  -1.0000  +1.0000
   1625    259564   166   +3.475    2109     23     34  -0.0829  -1.0000  -0.4644  +1.0000
   1626    259723   159   +4.692    1679     12     34  -0.0566  -1.0000  -0.3582  +1.0000
   1627    259887   164   +3.440    1869     22     12  -0.0511  -1.0000  -0.1898  +1.0000
   1628    260049   162   +4.589    1351      4     71  -0.1148  -1.0000  -1.0000  +1.0000
   1629    260210   161   +5.174    1410      3     68  -0.1120  -1.0000  -1.0000  +1.0000
   1630    260366   156   +4.530    2038     16     46  -0.0823  -1.0000  -0.5371  +1.0000
   1631    260536   170   +5.173    1605      6     74  -0.1171  -1.0000  -1.0000  +1.0000
   1632    260698   162   +3.975     893      9     37  -0.1175  -1.0000  -1.0000  +1.0000
   1633    260853   155   +3.550    1145      8     24  -0.1074  -1.0000  -0.9390  +1.0000
   1634    261015   162   +5.668    2622     14     57  -0.0021  -1.0000  +0.2412  +1.0000
   1635    261178   163   +5.316    3583     33     22  +0.0131  -1.0000  +0.6136  +1.0000
   1636    261335   157   +7.348    2576     15     38  +0.0613  -1.0000  +0.8682  +1.0000
   1637    261502   167   +5.143    3108     39     38  -0.0582  -1.0000  +0.0973  +0.9759
   1638    261664   162   +3.165    1624     15     40  -0.1257  -1.0000  -1.0000  +1.0000
   1639    261828   164   +5.539    1360     10     21  -0.0212  -1.0000  -0.0526  +1.0000
   1640    261992   164   +6.755    3596     31     19  +0.0546  -1.0000  +1.0000  +1.0000
   1641    262152   160   +5.314    3041     24     28  -0.0199  -1.0000  +0.1695  +1.0000
   1642    262309   157   +3.286    2374     23     24  -0.0586  -1.0000  -0.2329  +1.0000
   1643    262467   158   +4.963    1911     16     40  -0.0534  -1.0000  -0.2599  +1.0000
   1644    262629   162   +4.773    1216      4     60  -0.1025  -1.0000  -0.9032  +1.0000
   1645    262790   161   +5.961    1462      2     64  -0.0737  -1.0000  -0.6282  +1.0000
   1646    262952   162   +5.997    3435     32     16  +0.0252  -1.0000  +0.7148  +1.0000
   1647    263115   163   +4.947    1167      8     23  -0.0882  -1.0000  -0.7397  +1.0000
   1648    263273   158   +5.132    1901     10     18  -0.0673  -1.0000  -0.5060  +1.0000
   1649    263431   158   +3.657    2088     25     22  -0.0993  -1.0000  -0.6213  +1.0000
   1650    263593   162   +6.915    2974     16     14  +0.0762  -1.0000  +1.0000  +1.0000
   1651    263750   157   +8.548    2913     14     48  +0.0745  -1.0000  +1.0000  +1.0000
   1652    263902   152   +0.973    1008     16     16  -0.2729  -1.0000  -1.0000  +0.5755
   1653    264058   156   +5.837    2640     12     75  -0.0402  -1.0000  -0.1496  +1.0000
   1654    264221   163   +4.572    1542      8     23  -0.0951  -1.0000  -0.8127  +1.0000
   1655    264382   161   +5.156    2852     28     10  -0.0047  -1.0000  +0.3518  +1.0000
   1656    264541   159   +4.311    1380      8     26  -0.0877  -1.0000  -0.7299  +1.0000
   1657    264702   161   +3.457    1851     18     21  -0.0885  -1.0000  -0.6015  +1.0000
   1658    264863   161   +8.287    2969     18     14  +0.0724  -1.0000  +1.0000  +1.0000
   1659    265016   153   +3.296    1619     17     27  -0.1255  -1.0000  -0.9830  +1.0000
   1660    265178   162   +5.050    1942      8     24  -0.0390  -1.0000  -0.2528  +1.0000
   1661    265340   162   +4.008    1976     16     19  -0.0906  -1.0000  -0.6536  +1.0000
   1662    265503   163   +2.064    1074     14     22  -0.1469  -1.0000  -1.0000  +0.9292
   1663    265658   155   +5.587    2048     11     43  -0.0346  -1.0000  -0.1459  +1.0000
   1664    265816   158   +5.677    3589     38     32  +0.0139  -1.0000  +0.7123  +1.0000
   1665    265982   166   +4.933    3235     26     34  -0.0315  -1.0000  +0.0913  +1.0000
   1666    266145   163   +5.788    3260     22     36  -0.0002  -1.0000  +0.3468  +1.0000
   1667    266305   160   +3.881     952      6     52  -0.1144  -1.0000  -1.0000  +1.0000
   1668    266464   159   +7.233    3167     17     34  +0.0717  -1.0000  +1.0000  +1.0000
   1669    266626   162   +3.416    2061     21     26  -0.0945  -1.0000  -0.6199  +1.0000
   1670    266789   163   +3.521    1720     11     28  -0.0830  -1.0000  -0.6366  +1.0000
   1671    266942   153   +4.675     964      2     63  -0.1105  -1.0000  -1.0000  +1.0000
   1672    267100   158   +4.618     999      7     60  -0.1163  -1.0000  -1.0000  +1.0000
   1673    267263   163   +4.121    2345     19     17  -0.0681  -1.0000  -0.3952  +1.0000
   1674    267417   154   +4.053    1402     11     44  -0.1208  -1.0000  -1.0000  +1.0000
   1675    267580   163   +5.287    2160      4     52  -0.0222  -1.0000  -0.1026  +1.0000
   1676    267736   156   +3.541    1516      4     80  -0.1088  -1.0000  -0.9392  +1.0000
   1677    267897   161   +6.508    1431      6     18  +0.0024  -1.0000  +0.1288  +1.0000
   1678    268054   157   +4.123    1542      4     91  -0.1068  -1.0000  -0.9103  +1.0000
   1679    268217   163   +7.242    2115     13     25  -0.0068  -1.0000  +0.1400  +1.0000
   1680    268376   159   +3.551    1017      3     72  -0.1125  -1.0000  -1.0000  +1.0000
   1681    268538   162   +3.905    1284      5     70  -0.1050  -1.0000  -0.9018  +1.0000
   1682    268695   157   +3.799    1616     13     34  -0.0950  -1.0000  -0.7223  +1.0000
   1683    268850   155   +5.171    2079     11     68  -0.0905  -1.0000  -0.6722  +1.0000
   1684    269008   158   +6.078    3316     23     22  +0.0209  -1.0000  +0.5641  +1.0000
   1685    269170   162   +4.556    1011      4     39  -0.1097  -1.0000  -1.0000  +1.0000
   1686    269333   163   +3.280    1820     15     36  -0.0975  -1.0000  -0.7229  +1.0000
   1687    269484   151   +3.863    1184      8     36  -0.1161  -1.0000  -1.0000  +1.0000
   1688    269641   157   +4.445    1502      6     57  -0.1153  -1.0000  -1.0000  +1.0000
   1689    269804   163   +6.277    2594     13     48  +0.0170  -1.0000  +0.4158  +1.0000
   1690    269965   161   +4.291    2366     17     20  -0.0303  -1.0000  -0.0381  +1.0000
   1691    270126   161   +4.405    2139     20     16  -0.0695  -1.0000  -0.3974  +1.0000
   1692    270288   162   +6.475    1090      4     56  -0.1121  -1.0000  -1.0000  +1.0000
   1693    270452   164   +4.718    2046     17     47  -0.0814  -1.0000  -0.5247  +1.0000
   1694    270614   162   +4.052     597      2     74  -0.1113  -1.0000  -1.0000  +1.0000
   1695    270771   157   +5.209    2053     12     31  -0.0328  -1.0000  -0.1261  +1.0000
   1696    270930   159   +4.645    2227     19     22  -0.0602  -1.0000  -0.3105  +1.0000
   1697    271088   158   +4.520    1686      4     68  -0.0716  -1.0000  -0.5815  +1.0000
   1698    271243   155   +5.883    1861      8     49  -0.0843  -1.0000  -0.6669  +1.0000
   1699    271407   164   +5.454    1987      2     70  -0.0854  -1.0000  -0.7361  +1.0000
   1700    271568   161   +4.014    1527      8     23  -0.0879  -1.0000  -0.7413  +1.0000

  ── rolling mean (last 100 ep) ──  cum_R=+4.698  yield=1980 kg/ha  N=14  W=40 mm  R_seas=-0.0698  R_ane=+0.9847

   1701    271734   166   +4.057    1395      2     70  -0.1106  -1.0000  -1.0000  +1.0000
   1702    271896   162   +3.068    1601     13     21  -0.0864  -1.0000  -0.6534  +1.0000
   1703    272059   163   +4.548    2956     21     41  -0.0401  -1.0000  -0.0619  +1.0000
   1704    272222   163   +4.304    1756      6     69  -0.0874  -1.0000  -0.7075  +1.0000
   1705    272376   154   +4.346    1363      8     82  -0.1205  -1.0000  -1.0000  +1.0000
   1706    272539   163   +4.581    2008     15     73  -0.1149  -1.0000  -0.8492  +1.0000
   1707    272707   168   +6.089    1401      5     58  -0.1085  -1.0000  -0.9457  +1.0000
   1708    272863   156   +6.112    1686     12     42  -0.0700  -1.0000  -0.4792  +1.0000
   1709    273026   163   +3.876    1100      4     66  -0.1129  -1.0000  -1.0000  +1.0000
   1710    273185   159   +5.574    1870     11     21  -0.0120  -1.0000  +0.0604  +1.0000
   1711    273350   165   +5.474    2436     17     15  +0.0110  -1.0000  +0.3638  +1.0000
   1712    273499   149   +4.523    1898      8     45  -0.0903  -1.0000  -0.7337  +1.0000
   1713    273658   159   +5.835    2569     14     98  -0.0524  -1.0000  -0.2103  +1.0000
   1714    273816   158   +6.276    1876      5     63  -0.0214  -1.0000  -0.0624  +1.0000
   1715    273980   164   +3.553    1140      5     29  -0.1100  -1.0000  -1.0000  +1.0000
