episode,timestep,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,w_yield,w_neff,w_water
1687,269132,0.9350329637527466,-0.8813249468803406,-0.8097757697105408,11182.4755859375,2355.6926443910647,723.9103019684553,0.4811856746673584,0.3156279921531677,0.20318634808063507
1688,269295,0.5136481523513794,-0.8866633176803589,-0.38349026441574097,9576.99951171875,2112.5112235112806,553.3961116879365,0.01570635847747326,0.573078453540802,0.4112151861190796
1689,269447,-0.22969740629196167,-0.9332988262176514,-0.4726329445838928,6744.8529052734375,2528.011957617142,589.0531830489635,0.5793024897575378,0.32756710052490234,0.09313038736581802
1690,269606,1.0,-0.9159420132637024,-0.7826728820800781,12125.408935546875,3606.2629957943773,713.0691646263003,0.6335557103157043,0.340004563331604,0.026439765468239784
1691,269768,0.6996256709098816,-0.9166189432144165,-1.0,10285.57373046875,3083.9055686071515,900.281131662894,1.0,0.0,0.0
1692,269929,0.7970101833343506,-0.9049515128135681,-0.7468643188476562,10656.60888671875,2802.940332055092,698.745728711534,0.5316293239593506,0.21689100563526154,0.2514796555042267
1693,270088,1.0,-0.8936188817024231,-0.8859214186668396,11851.663818359375,2785.1900638639927,754.3685631435364,0.8334369659423828,0.06326884776353836,0.10329417884349823
1694,270243,0.2831001281738281,-0.6955837607383728,0.1661348193883896,8698.611450195312,714.3682422363987,333.5460743654194,0.13246268033981323,0.790090024471283,0.0774473324418068
1695,270401,0.7314119935035706,-0.887152373790741,-0.4503215253353119,10406.6796875,2305.4714608105173,580.1286045547849,0.35847076773643494,0.4452331066131592,0.1962961107492447
1696,270559,0.7710095643997192,-0.876580536365509,-0.8751404881477356,10557.54638671875,2138.5495703220367,750.0561863302864,0.46164411306381226,0.21059554815292358,0.32776033878326416
1697,270723,1.0,-0.9145457744598389,-1.0,12972.747802734375,3795.2321906089783,1352.007213935256,1.0,0.0,0.0
1698,270880,-0.12504629790782928,-0.9256645441055298,0.4813247621059418,7143.5736083984375,2402.478692382574,207.47009303202597,0.05740078166127205,0.19754551351070404,0.7450537085533142
1699,271035,-0.20350578427314758,-0.9333280920982361,0.4429367780685425,6844.6429443359375,2566.53986120224,222.82529198378325,0.12114959955215454,0.11217654496431351,0.7666738629341125
1700,271195,0.2975742518901825,-0.9105533957481384,-0.6978081464767456,8753.757934570312,2446.643039662219,679.1232518255711,0.38579535484313965,0.41711005568504333,0.19709458947181702
1701,271354,0.7486129999160767,-0.7318897247314453,-1.0,10472.215576171875,976.4838963176112,826.1720556467772,0.7208797335624695,0.19225911796092987,0.08686114847660065
1702,271514,0.5325245261192322,-0.917996346950531,-0.760967493057251,9648.91845703125,2941.6113658845425,704.3869897779973,0.4859170615673065,0.10731533914804459,0.4067675769329071
1703,271678,0.6899404525756836,-0.9040206074714661,-0.7850497364997864,10248.673095703125,2669.4989473596215,714.0198883004487,0.7721359133720398,0.10234235227108002,0.12552174925804138
1704,271843,0.8079439997673035,-0.6717628240585327,-0.22415606677532196,10698.2666015625,814.8275143409865,489.66242399546275,0.07376590371131897,0.48736631870269775,0.4388677775859833
1705,272009,0.7951916456222534,-0.9044166207313538,-0.542045533657074,10649.68017578125,2785.4417250552924,616.8182082865309,0.1432342380285263,0.4510180652141571,0.4057477116584778
1706,272164,1.0,-0.6933732032775879,-0.4994502067565918,12079.942626953125,984.9058860005206,599.7800818290561,0.0827302634716034,0.7395206689834595,0.17774903774261475
1707,272318,0.8015457391738892,-0.9032829999923706,-0.6079638004302979,10673.88916015625,2759.051383113351,643.1855157843866,0.2697880268096924,0.3523067831993103,0.3779051601886749
1708,272476,0.43765681982040405,-0.9167627096176147,-0.922152042388916,9287.472534179688,2789.457261249695,768.8608199954033,0.5977657437324524,0.3859327435493469,0.016301508992910385
1709,272643,0.6011797785758972,-0.9262567162513733,-1.0,9910.494995117188,3359.7964131832123,1187.7361722355708,1.0,0.0,0.0
1710,272802,0.7437359690666199,-0.9047591090202332,-0.7106420397758484,10453.634033203125,2743.9983903467655,684.2568187639117,1.0,0.0,0.0
1711,272961,0.43452465534210205,-0.9290895462036133,-0.015224415808916092,9275.538940429688,3270.158702850342,406.089766342666,0.3548153340816498,0.006360715255141258,0.638823926448822
1712,273120,0.7633764743804932,-0.8769291043281555,-0.5637416243553162,10528.46435546875,2138.698984453876,625.4966507405043,0.1754128634929657,0.5326426029205322,0.2919445037841797
1713,273277,-1.0,-1.0,-0.7834613919258118,2545.785369873047,74.3844895343122,713.3845650553703,0.0,1.0,0.0
1714,273432,0.34303808212280273,-0.9119701981544495,-0.8612862229347229,8926.97509765625,2535.213249735534,744.5144798522815,1.0,0.0,0.0
1715,273589,1.0,-0.8628405332565308,-1.0,13126.90673828125,2392.6363469346843,828.4893322624266,1.0,0.0,0.0
1716,273748,-0.871680736541748,-1.0,-0.20439058542251587,4298.896484375,4794.307816495688,481.7562350523609,0.6919773817062378,0.15220624208450317,0.15581639111042023
1717,273912,0.9710574746131897,-0.5378825068473816,-0.7265923619270325,11319.72900390625,612.3836866403872,690.6369541995227,0.03324001654982567,0.8203754425048828,0.14638452231884003
1718,274070,-0.011006512679159641,0.048104409128427505,-0.9336803555488586,7578.065185546875,180.75644767284393,773.4721340853721,0.0,1.0,0.0
1719,274227,-0.173320934176445,-0.9454404711723328,-0.1236874982714653,6959.647216796875,3189.0171849610188,449.4749981300777,0.18910008668899536,0.31971243023872375,0.4911874830722809
1720,274384,0.9279391169548035,-0.887006402015686,-0.4892498850822449,11155.447998046875,2468.158880338073,595.6999564867584,0.5690998435020447,0.05154528468847275,0.3793548345565796
1721,274547,0.7148687243461609,-0.91485595703125,-0.774507462978363,10343.64990234375,3037.1036845445633,709.8029844909906,0.7392061352729797,0.04585567116737366,0.2149381935596466
1722,274707,0.7989819049835205,-0.8889193534851074,-0.9066490530967712,10664.12109375,2400.085192039275,762.6596197932959,0.4518979489803314,0.52046138048172,0.027640650048851967
1723,274867,0.9502667784690857,-0.9005470871925354,-0.587349534034729,11240.516357421875,2825.587285041809,634.9398173354566,0.5674012899398804,0.16110236942768097,0.27149632573127747
1724,275028,0.7838426232337952,-0.8030120730400085,-0.7849733829498291,10606.4404296875,1346.0773495569215,713.9893432701724,0.027000270783901215,0.7044503092765808,0.26854944229125977
1725,275192,0.9720292091369629,-0.8955758810043335,-1.0,11323.431396484375,2710.9238962803706,847.2268405077048,0.7217848300933838,0.24449674785137177,0.033718422055244446
1726,275351,-0.19655916094779968,-0.9425394535064697,0.15170101821422577,6871.109619140625,2989.491151794942,339.31959293094815,0.10104312002658844,0.24464480578899384,0.6543120741844177
1727,275515,1.0,-0.8858655095100403,-1.0,11671.690673828125,2556.56494839937,854.8594875010272,0.3294905722141266,0.49479642510414124,0.17571300268173218
1728,275677,1.0,-0.881179690361023,-0.847152829170227,12662.6171875,2664.2362396510625,738.8611268475652,0.6374568343162537,0.340577632188797,0.02196553535759449
1729,275835,1.0,-0.8982189893722534,-0.5990944504737854,11845.802001953125,2909.630345314741,639.6377885574896,0.6002271175384521,0.08863847702741623,0.3111344277858734
1730,275992,0.4234694540500641,-0.9031672477722168,-0.1666034609079361,9233.418579101562,2383.857859760655,466.6413873056971,0.002604659181088209,0.4615740180015564,0.5358213186264038
1731,276151,0.6217294335365295,-0.9020125865936279,-0.15070514380931854,9988.7890625,2548.4871759199536,460.2820586828888,0.13253085315227509,0.29339399933815,0.5740751624107361
1732,276314,0.7711607813835144,-0.8848830461502075,-1.0,10558.12255859375,2292.9126850215343,803.7133261953077,0.006841142196208239,0.5901777148246765,0.40298113226890564
1733,276479,0.3998555541038513,-0.9237476587295532,-0.7908050417900085,9143.44970703125,2997.7613219630434,716.3220114707947,0.5596625208854675,0.2864145338535309,0.1539229303598404
1734,276637,0.6355485320091248,-0.7006876468658447,-0.9913619160652161,10041.439819335938,838.7091126774469,796.5447580218315,0.12233449518680573,0.7570613622665405,0.12060416489839554
1735,276791,-0.15935814380645752,-0.9356948733329773,-0.5264660120010376,7012.845458984375,2726.3934374099376,610.5863956362009,0.3913367986679077,0.4090333878993988,0.19962981343269348
1736,276951,1.0,-0.8839000463485718,-0.9171625971794128,11465.73486328125,2468.935852366867,766.8650346548641,0.2249259352684021,0.48140984773635864,0.29366421699523926
1737,277107,0.479728639125824,-0.9140533804893494,0.4422159790992737,9447.76611328125,2748.1498209238052,223.11361247301102,0.1271965652704239,0.011052851565182209,0.861750602722168
1738,277275,1.0,-0.9115626811981201,-0.8924378156661987,11647.7734375,3292.6632870813773,756.9751156456769,0.5874006152153015,0.27829429507255554,0.13430510461330414
1739,277435,0.7442601323127747,-0.9040111303329468,-0.8886789083480835,10455.631103515625,2723.13606877625,755.4715726152062,0.7955828309059143,0.19343581795692444,0.010981326922774315
1740,277597,0.9705291390419006,-0.9052656292915344,-0.7721220254898071,11317.716064453125,2986.6969453115016,708.8488140816039,0.630229115486145,0.0605628527700901,0.30920806527137756
1741,277752,0.8153870701789856,-0.8993096351623535,0.08873538672924042,10726.624755859375,2663.2706478238106,364.5058459457458,0.3056706190109253,0.019957801327109337,0.6743715405464172
1742,277916,-0.18398848176002502,-0.9403848052024841,-0.23259124159812927,6919.00390625,2901.527063872422,493.03649411060263,0.02234794944524765,0.40799251198768616,0.5696595311164856
1743,278073,-0.07454939931631088,-0.9455270767211914,-0.34708085656166077,7335.966796875,3366.793265938759,538.8323469313372,0.7842122912406921,0.195587620139122,0.020200105383992195
1744,278229,0.5963588356971741,0.34963616728782654,-0.47476524114608765,9892.127075195312,183.23692107200623,589.9060951173306,0.02297944761812687,0.9220569729804993,0.054963573813438416
1745,278388,0.225521057844162,-0.92432701587677,0.17175611853599548,8479.235229492188,2801.2749686937495,331.2975531097276,0.0029255265835672617,0.2913711369037628,0.7057033181190491
1746,278549,0.5945252180099487,-0.8383172154426575,-0.09119455516338348,9885.140991210938,1528.4776799829897,436.4778219972577,0.23349624872207642,0.13319766521453857,0.633306086063385
1747,278715,0.6917186379432678,-0.8974897265434265,-0.7877287268638611,10255.447998046875,2501.078365176916,715.0914833528223,0.3950134813785553,0.29073938727378845,0.31424713134765625
1748,278870,-0.44876572489738464,-0.08598494529724121,-1.0,5910.20263671875,161.65495836734772,842.0430545806885,0.0,1.0,0.0
1749,279026,-0.13449537754058838,-0.9134379625320435,-0.6746894717216492,7107.5726318359375,2052.739684198424,669.8757891952991,0.34683993458747864,0.5955153703689575,0.057644668966531754
1750,279181,0.5859211683273315,-0.9143664836883545,-0.7740945219993591,9852.359619140625,2876.315072119236,709.6378135383129,0.7907006740570068,0.09925153106451035,0.11004780977964401
1751,279342,1.0,-0.8861200213432312,-0.8352548480033875,11678.12744140625,2563.692165374756,734.1019289195538,1.0,0.0,0.0
1752,279503,0.6965126991271973,-0.8723278045654297,-0.6853775978088379,10273.71337890625,2011.7363426133652,674.1510328352451,0.3114761710166931,0.5512053966522217,0.1373184621334076
1753,279673,1.0,-0.7279543876647949,-0.630223274230957,11480.67138671875,1055.0317388378307,652.089303612709,0.23021578788757324,0.7353154420852661,0.03446877375245094
1754,279832,0.7242518067359924,-0.8869960308074951,0.4493957757949829,10379.3994140625,2296.246645927429,220.24169445037842,0.0,0.0,1.0
1755,279993,-0.34592515230178833,-0.6873254776000977,-0.8223908543586731,6302.025146484375,503.88057049852557,728.9563340246677,0.08338091522455215,0.8299225568771362,0.08669654279947281
1756,280155,1.0,-0.8946726322174072,-1.0,12493.165283203125,2965.3180813789368,1253.7201547920704,1.0,0.0,0.0
1757,280318,0.332744300365448,-0.9352195858955383,-0.8434374928474426,8887.755737304688,3429.95472240448,737.374994185932,0.6534256339073181,0.08770949393510818,0.2588648498058319
1758,280476,0.9259654879570007,-0.780712902545929,-0.6922644376754761,11147.928466796875,1270.9284585231253,676.9057772411034,0.15233489871025085,0.6825900077819824,0.1650751233100891
1759,280636,-0.596410870552063,-0.9438777565956116,0.43134430050849915,5347.674560546875,2382.1540222764015,227.4622738659382,0.21080578863620758,0.015113980509340763,0.774080216884613
1760,280797,0.6859215497970581,-0.8708959817886353,-0.9108060598373413,10233.361206054688,1981.611652945985,764.3224149867892,0.4069429039955139,0.5851901769638062,0.00786688644438982
1761,280956,0.19900360703468323,-0.9179069399833679,0.4039385914802551,8378.203735351562,2551.434991925955,238.42456455029557,0.07834529131650925,0.2551978826522827,0.6664568185806274
1762,281113,0.8757513165473938,-0.8907289505004883,-0.7089012861251831,10956.612548828125,2506.7509830594063,683.5605224370956,0.7307644486427307,0.08309826999902725,0.18613725900650024
1763,281275,0.8046205639839172,-0.9062246084213257,-0.6757602691650391,10685.604248046875,2848.723013598653,670.3041130614777,0.05122240632772446,0.44884762167930603,0.4999299645423889
1764,281429,0.7513588070869446,-0.7083584666252136,-0.6667006611824036,10482.677001953125,898.5926959675571,666.6802760437131,0.07003900408744812,0.7470788359642029,0.1828821301460266
1765,281588,0.523286759853363,-0.11436381191015244,-0.7263479828834534,9613.722534179688,271.37900066324596,690.5391887128353,0.04193722456693649,0.8783586621284485,0.07970412075519562
1766,281747,0.7176145315170288,-0.898525595664978,0.40020662546157837,10354.111328125,2550.9172283113003,239.91735078394413,0.0,0.0,1.0
1767,281907,-0.4926820397377014,-0.9510256052017212,0.44718748331069946,5742.8814697265625,2931.5730836242437,221.1250092536211,0.0,0.0,1.0
1768,282063,1.0,-0.9036745429039001,-0.49487707018852234,11597.2607421875,3009.916092276573,597.9508335133697,0.38064512610435486,0.16223278641700745,0.4571220874786377
1769,282221,0.9800692200660706,-0.8917229175567627,-0.39495164155960083,11354.063720703125,2621.530053575329,557.9806529020761,0.034453704953193665,0.4216660261154175,0.54388028383255
1770,282376,0.7306500673294067,-0.904979407787323,-0.5571659803390503,10403.77685546875,2737.2419855255866,622.8663903921843,0.6048291325569153,0.3402748107910156,0.05489607900381088
1771,282531,0.3261331021785736,0.11649667471647263,-0.6479261517524719,8862.567138671875,198.44589253887534,659.170461922884,0.0,1.0,0.0
1772,282693,1.0,-0.8971883654594421,-0.527859091758728,12267.589111328125,2983.026295494172,611.1436345875263,0.6348136067390442,0.35813096165657043,0.007055434864014387
1773,282854,0.5340369343757629,-0.9083388447761536,-0.4010029137134552,9654.680786132812,2633.252845626708,560.4011606116534,0.21351227164268494,0.26956498622894287,0.5169227123260498
1774,283015,-0.366226464509964,-0.13717256486415863,-1.0,6224.6771240234375,180.35695347189903,801.5594619363546,0.0,1.0,0.0
1775,283167,0.5120859146118164,0.11084792017936707,-0.7181938290596008,9571.04736328125,215.39958794414997,687.2775381058455,0.0,1.0,0.0
1776,283324,1.0,-0.8702656030654907,-0.738129198551178,11728.37646484375,2260.0749183967814,695.2516813991646,0.2512088716030121,0.38118523359298706,0.36760589480400085
1777,283483,0.3128586709499359,-0.9271937012672424,-0.4247157871723175,8811.991577148438,3025.833277642727,569.8863169059259,0.44564223289489746,0.2556992769241333,0.2986585199832916
1778,283648,0.0810953751206398,-0.06758653372526169,-0.6858606338500977,7928.973388671875,212.59274184703827,674.3442517220974,0.0,1.0,0.0
1779,283805,0.06858557462692261,-0.9253631234169006,-0.4459249675273895,7881.31103515625,2639.884988665002,578.3699890828617,0.11287611722946167,0.4140380322933197,0.47308585047721863
1780,283969,0.493191123008728,-0.8831290006637573,-0.5657390356063843,9499.058227539062,2031.953558054742,626.2956146597862,0.1277620792388916,0.5624534487724304,0.309784471988678
1781,284126,0.6152910590171814,-0.8827633261680603,-0.8974112272262573,9964.259033203125,2124.8170855782596,758.9644977450371,0.42948561906814575,0.5562196373939514,0.014294777996838093
1782,284288,1.0,-0.9025131464004517,-1.0,12771.89208984375,3275.285762310028,815.2225123345852,1.0,0.0,0.0
1783,284450,1.0,-0.5481724143028259,-0.7665737867355347,11536.871337890625,638.3447597013648,706.6295256614685,0.11800570785999298,0.8206246495246887,0.06136966124176979
1784,284608,1.0,-0.9005967974662781,-0.43429291248321533,11843.775634765625,2978.720679998398,573.7171633561939,0.3024556338787079,0.15036846697330475,0.5471758842468262
1785,284765,0.08095520734786987,-0.9208318591117859,-0.24635154008865356,7928.4393310546875,2503.6715109539095,498.5406164670347,0.31572678685188293,0.5017573237419128,0.1825159192085266
1786,284927,0.8609977960586548,-0.9132401347160339,-0.5857086181640625,10900.401611328125,3140.9682528972626,634.2834540603905,0.6640959978103638,0.21098394691944122,0.12492003291845322
1787,285092,0.6286618113517761,-0.8667020201683044,-0.8853632211685181,10015.201416015625,1878.3483112106,754.1452959261308,0.5939399003982544,0.027980778366327286,0.37807929515838623
1788,285248,1.0,-0.8958395719528198,-0.9077883362770081,11497.81005859375,2759.639407336712,763.1153391200817,0.3895718455314636,0.25250568985939026,0.3579224646091461
1789,285410,0.4322865307331085,-0.9073407649993896,-0.5335556864738464,9267.01171875,2500.2928671836853,613.4222705311793,0.3299509882926941,0.1855882704257965,0.4844607412815094
1790,285576,1.0,-0.8809711337089539,-1.0,12319.246826171875,2587.4491839386665,811.8223871303638,0.4644884765148163,0.1187080666422844,0.4168034791946411
1791,285733,0.6008893251419067,-0.9151745438575745,-1.0,9909.388427734375,2920.523597288475,821.3249161009612,0.44999024271965027,0.20318108797073364,0.3468286693096161
1792,285890,0.8475572466850281,-0.8541452884674072,-0.3459267020225525,10849.193115234375,1859.5893903013655,538.3706754293996,0.10476550459861755,0.40941953659057617,0.4858149588108063
1793,286049,-0.7136079668998718,-1.0,0.24740800261497498,4901.153564453125,2202.4306822280532,301.03680035964373,0.21115387976169586,0.08369367569684982,0.7051524519920349
1794,286215,0.6460645198822021,-0.9171602129936218,-0.6898404359817505,10081.505737304688,3042.471064030917,675.9361765927265,0.26567792892456055,0.4243119955062866,0.31001007556915283
1795,286377,0.8589367270469666,-0.9113800525665283,-0.7245404124259949,10892.548828125,3072.82643588284,689.816161294915,0.29287537932395935,0.38634634017944336,0.3207782804965973
1796,286538,0.9790112972259521,-0.8761270046234131,-0.3932894468307495,11350.032958984375,2290.6590256264926,557.3157730400562,0.19439996778964996,0.5980590581893921,0.20754097402095795
1797,286700,0.546881914138794,-0.8997899293899536,-0.9264559149742126,9703.619995117188,2420.819115813494,770.5823607246659,0.3129540979862213,0.4453534781932831,0.2416924238204956
1798,286857,0.7668562531471252,-0.727728545665741,-0.6486688256263733,10541.722412109375,967.942272943871,659.4675297550857,0.4904230833053589,0.3602590560913086,0.14931786060333252
1799,287010,0.9619970321655273,-0.7413442730903625,-0.4091557264328003,11285.208740234375,1090.7556531325463,563.6622957144275,0.42834553122520447,0.1963333636522293,0.3753211200237274
1800,287166,1.0,-0.892906129360199,-0.14823472499847412,12063.497314453125,2816.103538260176,459.29389193203065,0.23071612417697906,0.2827460467815399,0.4865378141403198
1801,287322,0.8542964458465576,-0.9212040901184082,0.32642123103141785,10874.869384765625,3450.3268931284547,269.43151276512003,0.2015375792980194,0.0846192017197609,0.7138432264328003
1802,287474,0.8764273524284363,-0.913537323474884,-1.0,10959.188232421875,3168.7636770009995,1398.5858251452446,1.0,0.0,0.0
1803,287635,0.8269299268722534,-0.9192726612091064,-1.0,10770.60302734375,3335.4872995615005,1891.7703450657427,1.0,0.0,0.0
1804,287787,0.23942938446998596,-0.9241629838943481,-0.34898167848587036,8532.225952148438,2812.686215938701,539.5926699397486,0.07614803314208984,0.4168674945831299,0.5069844722747803
1805,287949,0.34234651923179626,-0.9318107962608337,-0.6408879160881042,8924.340209960938,3271.9041217565536,656.3551567900204,0.5405957698822021,0.2006332278251648,0.25877100229263306
1806,288110,1.0,-0.8745734691619873,-0.4898212254047394,11779.049072265625,2347.798155137047,595.9284878844153,0.266790509223938,0.5135975480079651,0.21961194276809692
1807,288272,0.6939626932144165,-0.9050227403640747,-0.6418736577033997,10263.997802734375,2701.6989338994026,656.7494708299637,0.5932245850563049,0.1634581983089447,0.24331724643707275
1808,288440,1.0,-0.8544489741325378,-1.0,11665.667724609375,2003.7073107723072,851.2629589363933,0.5540961623191833,0.43877607583999634,0.007127760443836451
1809,288602,0.9680390357971191,-0.9002411365509033,-0.2008589804172516,11308.228759765625,2833.8906399160624,480.34358935269665,0.26469796895980835,0.13972558081150055,0.5955764651298523
1810,288765,0.5138030648231506,-0.906370222568512,-0.4881322383880615,9577.589721679688,2557.304108440876,595.2528932838263,0.29819798469543457,0.1847943663597107,0.5170076489448547
1811,288920,0.38643407821655273,0.055383097380399704,-0.7972619533538818,9092.313842773438,215.37946452200413,718.9047786444426,0.0,1.0,0.0
1812,289079,0.6146776676177979,-0.851240336894989,-0.6270429491996765,9961.921997070312,1674.1636214763857,650.817174206347,0.03965621441602707,0.6374397277832031,0.3229040801525116
1813,289245,0.5043728947639465,-0.9342173933982849,0.1515238881111145,9541.660766601562,3626.2086930572987,339.390442311147,0.23225151002407074,0.037235941737890244,0.7305125594139099
1814,289408,-0.14929087460041046,-0.9337053298950195,-0.2019606977701187,7051.2017822265625,2659.0377872124604,480.7842791255804,0.25754472613334656,0.1315004527568817,0.6109548211097717
1815,289574,0.6193684339523315,-0.8904616832733154,-0.7763875722885132,9979.793701171875,2277.694732438433,710.5550261817563,0.21684077382087708,0.4131443500518799,0.37001484632492065
1816,289730,0.7929235696792603,-0.9236707091331482,0.09549849480390549,10641.038818359375,3485.241728723049,361.80060072904666,0.7024980187416077,0.21190308034420013,0.08559887111186981
1817,289891,0.746940553188324,-0.6706958413124084,-0.6918226480484009,10465.843505859375,794.5423187831548,676.7290684953332,0.235144704580307,0.5136635899543762,0.2511916756629944
1818,290054,0.7763585448265076,-0.8826969265937805,-1.0,10577.926025390625,2254.400543890276,820.2303743809462,0.41077905893325806,0.5826188921928406,0.00660205353051424
1819,290219,1.0,-0.8633190393447876,-0.8961793184280396,11955.416259765625,2186.7373223054037,758.4717248827219,0.4308193624019623,0.41248854994773865,0.15669207274913788
1820,290382,0.5655509829521179,-0.912469208240509,-0.7592563629150391,9774.749145507812,2791.8021334665464,703.7025459706783,0.5030763745307922,0.3850574195384979,0.11186616122722626
1821,290548,0.1423766016960144,0.4540111720561981,-0.9105904698371887,8162.454833984375,140.3437420183569,764.2361764758825,0.0,1.0,0.0
1822,290717,0.1169315055012703,-0.9182257652282715,-0.5932888388633728,8065.509033203125,2465.786063822078,637.3155380796354,0.14043141901493073,0.4904581904411316,0.3691104054450989
1823,290877,0.8935684561729431,-0.891991138458252,-1.0,11024.495849609375,2551.756690353155,851.3974330862984,1.0,0.0,0.0
1824,291041,0.2172383815050125,-0.05543531849980354,-0.7361791729927063,8447.67822265625,223.5865466594696,694.4716787412763,0.0,1.0,0.0
1825,291201,0.996637761592865,-0.8797712922096252,-0.7767401933670044,11417.18994140625,2374.056396589594,710.6960846781731,0.48710742592811584,0.41364845633506775,0.09924411028623581
1826,291360,0.012752022594213486,-0.9228159189224243,0.3745293915271759,7668.585205078125,2483.8613578677177,250.18824884101298,0.14467498660087585,0.10835184901952744,0.7469731569290161
1827,291525,0.9921718239784241,-0.9011017084121704,-0.7836801409721375,11400.174560546875,2881.793370589614,713.4720598444821,0.6425299644470215,0.03439728170633316,0.32307276129722595
1828,291685,0.32898783683776855,0.12065286934375763,-1.0,8873.443603515625,197.95254749059677,887.8237418681383,0.0,1.0,0.0
1829,291850,0.9910068511962891,-0.8957828879356384,-1.0,11395.736083984375,2733.6527034789324,822.668181887663,0.5357890129089355,0.07988052070140839,0.38433048129081726
1830,292016,1.0,-0.8670192956924438,-0.7698403596878052,11696.068115234375,2198.8278425358967,707.9361426830292,0.12708133459091187,0.6220423579216003,0.2508763372898102
1831,292177,0.8535342216491699,-0.9113775491714478,-0.8290753364562988,10871.96533203125,3066.9336404800415,731.6301282420754,0.4993034303188324,0.2425808161497116,0.2581157386302948
1832,292331,0.3589213192462921,-0.7425124049186707,-0.6348084211349487,8987.490234375,872.6138264020432,653.9233706875546,0.17021198570728302,0.6841537952423096,0.1456342190504074
1833,292485,0.27222272753715515,-0.9163464307785034,0.4345695376396179,8657.168579101562,2587.209134221077,226.1721821334213,0.0,0.0,1.0
1834,292648,0.3684205412864685,-0.9234817624092102,-0.2980962097644806,9023.682250976562,2948.213245882669,519.2384833154497,0.15513242781162262,0.30441027879714966,0.5404573082923889
1835,292807,0.971852719783783,-0.8839114308357239,-0.6542977094650269,11322.7587890625,2438.3879566788673,661.7190844346876,0.4274106025695801,0.2578413784503937,0.31474801898002625
1836,292965,0.6387501955032349,-0.9105493426322937,-0.8927870988845825,10053.638305664062,2809.8279899060726,757.1148315668106,0.7473146915435791,0.1821316033601761,0.07055369764566422
1837,293120,0.7658092379570007,0.31229308247566223,-0.6379021406173706,10537.733154296875,200.7503774400393,655.1608475744724,0.0,1.0,0.0
1838,293278,-1.0,-1.0,-0.7287188172340393,2586.7694091796875,58.31496091971981,691.4875354468822,0.0,1.0,0.0
1839,293442,0.706967830657959,-0.8522461652755737,-0.9029340744018555,10313.54736328125,1745.0558726302856,761.1736378159833,0.07170131057500839,0.6468635201454163,0.28143519163131714
1840,293599,-0.16595859825611115,-0.05819961056113243,-0.5077218413352966,6987.69775390625,185.48775950074196,603.0887409746647,0.0,1.0,0.0
1841,293757,1.0,-0.8994065523147583,-0.7356720566749573,11789.705810546875,2930.038790734517,694.2688181847334,0.46161800622940063,0.44364258646965027,0.0947394147515297
1842,293915,1.0,-0.8926429748535156,-0.6323754787445068,12116.4697265625,2821.535858902889,652.9501841374483,0.2763898968696594,0.488489031791687,0.23512107133865356
1843,294078,0.9458446502685547,-0.8497092723846436,-0.9978303909301758,11223.668212890625,1866.9926815887707,799.1321682184935,0.30661240220069885,0.6267358064651489,0.06665177643299103
1844,294236,0.402982622385025,-0.9175307750701904,0.4254465401172638,9155.36376953125,2775.3888855576515,229.8213790655136,0.07490547001361847,0.05105840787291527,0.8740361332893372
1845,294394,0.6449123620986938,-0.9201581478118896,-1.0,10077.116088867188,3155.335882354289,1171.4099459174959,0.9236400723457336,0.0732887014746666,0.0030712136067450047
1846,294553,0.3525126278400421,-0.9259923100471497,-0.5223787426948547,8963.073120117188,3027.750010803342,608.9515079962977,0.5375956296920776,0.04138800501823425,0.4210163652896881
1847,294715,1.0,-0.8735478520393372,-0.8659152388572693,11778.42529296875,2328.6324565945015,746.3660872019827,0.484272301197052,0.428480327129364,0.0872473493218422
1848,294875,0.7573530673980713,-0.847777247428894,-0.6511775255203247,10505.51513671875,1725.3520444511526,660.4710102528334,0.20125111937522888,0.6164581179618835,0.18229074776172638
1849,295033,-0.050191882997751236,-0.9444220066070557,0.324209600687027,7428.7689208984375,3341.596998155117,270.31615680875257,0.0,0.0,1.0
1850,295191,0.5215948820114136,-0.9084638357162476,-0.802509605884552,9607.276611328125,2623.901881277561,721.0038360503291,0.5545734763145447,0.23922567069530487,0.20620085299015045
1851,295350,0.698537290096283,-0.7288148403167725,-0.6903663277626038,10281.427001953125,947.8235645197544,676.1465413421392,0.21116940677165985,0.7719647288322449,0.016865883022546768
1852,295506,0.35279330611228943,-0.9157050251960754,-0.5794649124145508,8964.142456054688,2658.563057264133,631.7859558463097,0.40738001465797424,0.32182368636131287,0.2707962989807129
1853,295668,0.8242933750152588,-0.7707104682922363,-1.0,10760.557861328125,1173.250038414971,878.9169631898403,0.8209080696105957,0.08786016702651978,0.09123178571462631
1854,295825,-0.05335770174860954,-0.9333713054656982,-0.19315214455127716,7416.7071533203125,2782.8507494926453,477.2608577973848,0.4739876687526703,0.021719520911574364,0.5042927861213684
1855,295988,0.3923737108707428,-0.9328029751777649,0.43107545375823975,9114.94384765625,3391.1273691654205,227.56981679797173,0.04396344721317291,0.0519888736307621,0.9040476679801941
1856,296145,0.9558022022247314,-0.9034958481788635,-1.0,11261.6064453125,2917.389396801591,2267.9876989126205,1.0,0.0,0.0
1857,296308,-0.7699610590934753,-1.0,0.42392224073410034,4686.4483642578125,3252.477786272764,230.43110020458698,0.0,0.0,1.0
