scenario,level_label,level_idx,corner,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm
dropout_soil,0%,0,yield,0.9583401679992676,-0.32084078590075177,0.39117488265037537,11610.66162109375,427.38237380981445,243.53004771735866
dropout_soil,0%,0,n_eff,0.20556405186653137,0.7773600419362386,0.49453623096148175,8403.199055989584,118.53337097167969,202.18550268809
dropout_soil,0%,0,water,0.9096481005350748,0.09227529913187027,0.631531298160553,11351.372477213541,259.8926834863709,147.38747851053873
dropout_soil,0%,0,balanced,0.9507095416386923,0.1445987249414126,0.5585150221983591,11472.966715494791,250.5658442179362,176.5939884185791
dropout_soil,5%,1,yield,0.794348418712616,-0.6695305854082108,-0.6522887746493021,10720.420532226562,2767.5120839622055,707.3452433475994
dropout_soil,5%,1,n_eff,0.4822446405887604,-0.9719168543815613,0.3308106064796448,9457.352091471354,8428.282736907684,267.6757567723592
dropout_soil,5%,1,water,0.29680585364500683,-0.9586044351259867,0.3672177791595459,8750.830281575521,6555.1083966068245,253.11288833618164
dropout_soil,5%,1,balanced,0.9583401679992676,-0.9386903444925944,-0.2391676865518093,11610.66162109375,7013.20675365978,509.66170597076416
dropout_soil,10%,2,yield,0.7139962514241537,-0.9601975679397583,0.10835547745227814,10340.325724283854,6664.706144968669,356.6578113856095
dropout_soil,10%,2,n_eff,0.49629612763722736,-0.9720350106557211,0.4042268693447113,9510.888264973959,8554.002727936158,238.30925178527832
dropout_soil,10%,2,water,0.025162349144617718,-0.976923664410909,0.7387533187866211,7715.8685302734375,8544.613512871772,104.49867248535156
dropout_soil,10%,2,balanced,0.9583401679992676,-0.8573744098345438,-0.9924175341924032,11610.66162109375,6010.1603278850625,905.5936120351156
dropout_soil,20%,3,yield,0.41177242000897724,-0.963831623395284,0.06044614175334573,9188.852945963541,6361.296703444274,375.82154337565106
dropout_soil,20%,3,n_eff,0.4882858991622925,-0.9739858706792196,0.41793375213940936,9480.369262695312,9108.356005484471,232.82650152842203
dropout_soil,20%,3,water,-0.297248899936676,-0.9816539088884989,0.768182615439097,6228.377990722656,5752.490329792924,92.72694460550944
dropout_soil,20%,3,balanced,0.9583401679992676,-0.9531834125518799,-0.9917792280515035,11610.66162109375,6424.753895250647,805.4024200439453
dropout_soil,50%,4,yield,0.3532450000445048,-0.9453359643618265,-0.1266754294435183,9039.816487630209,5769.641714174725,450.67017459869385
dropout_soil,50%,4,n_eff,0.48470280567804974,-0.9742585817972819,0.5903799931208292,9466.717732747396,9179.713237137497,163.8480026979972
dropout_soil,50%,4,water,0.0675320029258728,-0.9814291795094808,0.7328477104504904,7877.296956380208,10564.948907978598,106.86091868082683
dropout_soil,50%,4,balanced,0.9583401679992676,-0.9671764771143595,-0.9932452042897543,11610.66162109375,8843.130525402112,810.8307209014893
dropout_all,0%,0,yield,0.9583401679992676,-0.3301851948102315,0.40051613251368207,11600.586344401041,433.08029556274414,239.79355023314486
dropout_all,0%,0,n_eff,-0.14798985670010248,0.6166661481062571,0.33256321400403976,7056.1586507161455,109.84761301676433,266.9747139612834
dropout_all,0%,0,water,0.7838373382886251,0.15716276752452055,0.6297438740730286,10826.224568684896,236.22898864746094,148.1024538675944
dropout_all,0%,0,balanced,0.9507095416386923,0.1445987249414126,0.5585150221983591,11472.966715494791,250.5658442179362,176.5939884185791
dropout_all,5%,1,yield,0.4066108738382657,-0.9583885272343954,-0.4272654304901759,9169.187418619791,5522.200520772952,570.9061738838121
dropout_all,5%,1,n_eff,0.49240344762802124,-0.9678268432617188,0.34997014204661053,9496.05712890625,7753.917353766963,260.01194194166766
dropout_all,5%,1,water,-0.24101543923219046,-0.851486345132192,0.7680604060490926,6701.7311604817705,6522.80902654088,92.77584075927734
dropout_all,5%,1,balanced,0.7510023514429728,-0.7346060276031494,-0.6333334321777025,10746.751505533854,5258.463313409823,701.979076385498
dropout_all,10%,2,yield,0.6415115793546041,-0.9625982046127319,0.13482328007618585,10064.159138997396,6721.810296173992,346.0706883581809
dropout_all,10%,2,n_eff,0.4873676498730977,-0.9744969209035238,0.4920972486337026,9476.870727539062,9275.678410847982,203.16110483805338
dropout_all,10%,2,water,0.06385580201943715,-0.9826063513755798,0.72037273645401,7863.290608723958,11270.383181324447,111.85090726886665
dropout_all,10%,2,balanced,0.9583401679992676,-0.9630300800005595,-1.0,11610.66162109375,7877.876840878326,864.7157414509
dropout_all,20%,3,yield,0.19437294205029806,-0.7291761686404546,-0.18646961947282156,8360.560913085938,4977.524296625744,544.3107520283712
dropout_all,20%,3,n_eff,0.49701536695162457,-0.9449137449264526,0.11302252610524495,9513.628540039062,6749.776811271819,354.7909921095057
dropout_all,20%,3,water,-0.08822426696618398,-0.9793695211410522,0.7518571416536967,7283.865559895833,9346.155222789148,99.25714492797852
dropout_all,20%,3,balanced,0.818612813949585,-0.716164211432139,-0.6580734346061945,10812.867838541666,4857.146650266158,778.9229536056519
dropout_all,50%,4,yield,0.19431301951408386,-0.729702557126681,-0.22913292547067007,8360.332641601562,5106.454926498957,560.0845600763956
dropout_all,50%,4,n_eff,0.5659354825814565,-0.9681887626647949,0.3241955240567525,9800.62744140625,7789.969790256713,270.3217891057332
dropout_all,50%,4,water,-0.2559993366400401,-0.9845542709032694,0.7621408899625143,6644.6425374348955,7838.057459070883,95.14364178975423
dropout_all,50%,4,balanced,0.9583401679992676,-0.9166762034098307,-0.9932595690091451,11610.66162109375,4545.463256248381,842.2667153676351
packet_loss,0%,0,yield,0.9583401679992676,-0.3208504517873128,0.3910677433013916,11610.66162109375,427.3883679707845,243.57290228285288
packet_loss,0%,0,n_eff,0.07880028337240219,0.6983674764633179,0.3439815267920494,7920.229085286458,116.88603210449219,262.40738646189374
packet_loss,0%,0,water,0.9178675015767416,0.07467569597065449,0.6312352816263834,11390.636393229166,265.05714416503906,147.50588523817603
packet_loss,0%,0,balanced,0.9507095416386923,0.1445987249414126,0.5585150221983591,11472.966715494791,250.5658442179362,176.5939884185791
packet_loss,5%,1,yield,0.8897082408269247,-0.2932601720094681,0.19833698868751526,11264.001057942709,538.6218770742416,320.6652045148931
packet_loss,5%,1,n_eff,0.5598553965489069,0.0014676352341969807,0.2665273646513621,9753.049112955729,311.05787495376575,293.38905334472656
packet_loss,5%,1,water,0.9267271558443705,-0.14257069925467172,0.5013508498668671,11402.953287760416,332.83362711658395,199.45966181755293
packet_loss,5%,1,balanced,0.9513810873031616,-0.40298113971948624,0.3560401697953542,11510.194498697916,572.4447178743428,257.5839299257818
packet_loss,10%,2,yield,0.9583401679992676,-0.6591296792030334,0.09254228944579761,11573.894449869791,862.3934871470234,362.98308404609423
