timestep,episode,ep_length,cum_reward,R_water,R_fert,R_resource,R_losses,R_daily_mean,R_seasonal,R_yield,R_hiad,R_ane,R_penalty,yield_kg_ha,total_N_kg_ha,total_W_mm,total_rain_mm,energy_budget,comm_quality
22252,139,161,-2.106264,0.2,-0.352703,0.002099,0.0,0.00122955,-0.294652,-1.0,0.297669,0.201038,0.384945,3799.1,79.1,57.5,578.5,100.0,1.0
22409,140,157,-4.500897,0.2,-0.435925,1.5e-05,0.0,0.00111933,-0.38248,-1.0,-0.675331,0.057595,0.234929,2720.3,64.3,32.9,569.8,100.0,1.0
22571,141,162,-2.566526,0.2,-0.350374,0.00611,0.643997,0.00139447,-0.344138,-1.0,-0.366557,0.109567,0.258151,3158.9,71.2,36.1,608.1,100.0,1.0
22731,142,160,-4.637217,0.034266,-0.454695,0.002771,0.0,0.00111231,-0.391014,-1.0,-0.674807,0.084406,0.282442,2581.5,59.5,42.0,502.2,100.0,1.0
22886,143,155,-0.237714,0.2,0.6,0.001808,0.35,0.00291008,-0.604686,-1.0,-0.935135,-0.562536,0.264032,1142.9,65.3,37.9,318.0,100.0,1.0
23045,144,159,-3.025432,0.2,0.682649,0.016125,0.017567,0.00205487,-0.575878,-1.0,-0.684203,-0.396306,0.395901,1625.2,67.3,61.0,332.1,100.0,1.0
23203,145,158,-1.863064,0.248378,-0.319471,0.003951,0.0,0.00106667,-0.255036,-0.998429,-0.427448,0.455982,0.284224,3816.0,65.5,41.5,790.4,100.0,1.0
23361,146,158,-0.909796,0.2,-0.300188,0.003264,0.136268,0.00120173,-0.231917,-0.919739,-0.198144,0.388303,0.281882,4115.8,74.1,39.9,703.1,100.0,1.0
23519,147,158,-3.023398,0.529441,-0.32115,0.0,0.0,0.00135237,-0.354069,-1.0,-0.296183,0.29169,0.462737,3288.9,63.7,73.2,405.6,100.0,1.0
23677,148,158,-4.19584,0.834802,-0.306518,0.001955,1.1e-05,0.00124366,-0.391159,-1.0,-0.505975,0.079167,0.326603,3161.8,73.2,47.9,745.6,100.0,1.0
