episode,total_steps,phase,fault_type,is_clean,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,w_yield,w_neff,w_water,ep_len,h_norm
3581,571256,2,dropout,0,-0.942449688911438,-1.0,0.46506640315055847,4029.2666625976562,13590.135915304762,213.97344064712524,0.08373793214559555,0.15689732134342194,0.7593647241592407,156,15.227115631103516
3582,571414,2,clean,1,0.784497857093811,-0.978730320930481,-0.7132641673088074,10608.936767578125,12469.537341999368,685.3056704471113,0.4692039489746094,0.22940056025981903,0.3013954758644104,158,15.229191780090332
3583,571569,2,clean,1,0.9783278703689575,-0.9775846600532532,-0.793110191822052,11347.42919921875,12655.87381909327,717.244087420404,0.7275645136833191,0.20760169625282288,0.06483381986618042,155,15.229193687438965
3584,571723,2,actuator_eff_N,0,0.6484405398368835,-0.9664821624755859,-0.5269047617912292,10090.558471679688,7526.255156651379,610.761910774335,0.2672275900840759,0.3162442743778229,0.4165281355381012,154,15.229394912719727
3585,571886,2,stuck,0,0.7632777690887451,-0.9701551795005798,-0.9713774919509888,10528.08837890625,8819.025231446794,788.5509905667028,0.16001452505588531,0.45568928122520447,0.384296178817749,163,15.229248046875
3586,572047,2,gain,0,1.0,-0.9616353511810303,-0.9293324947357178,11894.189453125,7750.745866810859,771.7330061276557,0.1914348304271698,0.4847935438156128,0.3237716257572174,161,15.229437828063965
3587,572211,2,clean,1,0.862989068031311,-0.9820842742919922,0.4362514615058899,10907.98828125,15221.27228207472,225.4994192495942,0.06628745794296265,0.06601308286190033,0.8676994442939758,164,15.22890567779541
3588,572363,2,dropout,0,0.8449220061302185,-0.08453100919723511,-0.9346534013748169,10839.15283203125,296.0,773.8613606672734,0.0,1.0,0.0,152,15.227555274963379
3589,572524,2,clean,1,0.8661965131759644,-0.12163262069225311,-0.9695674777030945,10920.208740234375,310.8098319172859,787.826992303133,0.0,1.0,0.0,161,15.229063034057617
3590,572682,2,gain,0,1.0,-0.976897656917572,-0.748406171798706,11824.232177734375,12795.475671197342,699.3624714240112,0.7770649194717407,0.05552184581756592,0.16741320490837097,158,15.229228973388672
3591,572838,2,clean,1,0.725976824760437,-0.9803565144538879,-0.5883533358573914,10385.9716796875,13218.09183335173,635.3413341213238,0.4369237720966339,0.24612703919410706,0.31694918870925903,156,15.229145050048828
3592,572990,2,actuator_eff_N,0,0.697404682636261,-0.9676479697227478,-0.5388967990875244,10277.11181640625,7941.627377846565,615.5587247230436,0.6044568419456482,0.10756383836269379,0.2879793345928192,152,15.22939395904541
3593,573149,2,stuck,0,1.0,-0.9780392646789551,-0.6058824062347412,12374.635009765625,14087.216569614035,642.3529677972551,0.4817662239074707,0.058148372918367386,0.460085391998291,159,15.229384422302246
3594,573310,2,dropout,0,0.639902651309967,-0.7736921310424805,-0.42727094888687134,10058.029174804688,1111.1001778080133,570.9083767831798,0.01998252049088478,0.8100666403770447,0.16995084285736084,161,15.227685928344727
3595,573473,2,clean,1,0.4297541379928589,-0.9837661981582642,-0.47886359691619873,9257.36328125,14256.30411001604,591.5454417425825,0.2528902292251587,0.17303913831710815,0.5740706324577332,163,15.229050636291504
3596,573627,2,clean,1,0.7032114863395691,-0.9196831583976746,-0.45607197284698486,10299.23583984375,3205.8144722103407,582.4287920072675,0.3021729290485382,0.6709034442901611,0.02692362107336521,154,15.229198455810547
3597,573782,2,actuator_eff_N,0,0.5912185907363892,-0.9320772290229797,-0.6920995116233826,9872.542724609375,3633.7392766492285,676.8398094944648,0.049033138900995255,0.47339048981666565,0.4775763750076294,155,15.229242324829102
3598,573942,2,noise,0,1.0,-0.9639744758605957,-1.0,11688.538818359375,8111.2881727897075,820.9217525031921,0.14166298508644104,0.47502732276916504,0.3833096921443939,160,15.228827476501465
3599,574107,2,stuck,0,0.7484918832778931,-0.9829555153846741,-0.546877920627594,10471.754150390625,15359.419958665048,618.7511578202248,0.767791211605072,0.040852297097444534,0.19135649502277374,165,15.228935241699219
3600,574265,2,clean,1,0.7173079252243042,-0.9800712466239929,-0.4089518189430237,10352.943115234375,12987.46036676985,563.580723999908,0.2448337972164154,0.19583790004253387,0.5593283176422119,158,15.229175567626953
3601,574429,2,dropout,0,1.0,-0.9679415822029114,-0.8109738230705261,12031.94580078125,9382.823925868639,724.3895243527293,0.28653281927108765,0.4287087023258209,0.28475847840309143,164,15.22749137878418
3602,574592,2,dropout,0,0.3842669427394867,-0.9186853766441345,-0.9597042202949524,9084.057006835938,2792.87253465515,783.8816912311595,0.2662758231163025,0.7005490064620972,0.033175159245729446,163,15.227096557617188
3603,574749,2,clean,1,0.6976132392883301,-0.9778572916984558,-0.8863839507102966,10277.906494140625,11604.164157752706,754.5535719125133,0.38189223408699036,0.2961944043636322,0.32191336154937744,157,15.229296684265137
3604,574908,2,packet_loss,0,1.0,-0.9794734716415405,-0.6332970857620239,11527.003173828125,14039.140250742435,653.318834900856,1.0,0.0,0.0,159,15.228663444519043
3605,575064,2,clean,1,0.3076596260070801,-0.9844611287117004,-0.3856472373008728,8792.183227539062,14145.488629341125,554.2588944807649,0.8146988749504089,0.01415445376187563,0.1711466759443283,156,15.22905158996582
3606,575223,2,clean,1,1.0,-0.9807490706443787,-0.26914313435554504,11590.699462890625,15052.151563030951,507.6572554004564,0.4396171271800995,0.03623809292912483,0.5241447687149048,159,15.228968620300293
3607,575378,2,clean,1,0.9636037945747375,-0.9770351648330688,0.014890707097947598,11291.33056640625,12291.973775309554,394.0437172879796,0.16116932034492493,0.2964506149291992,0.5423800945281982,155,15.229217529296875
3608,575528,2,clean,1,0.7386109232902527,-0.8474249839782715,-0.5733651518821716,10434.107666015625,1709.6686936519463,629.3460665792227,0.06624184548854828,0.7576602697372437,0.17609785497188568,150,15.229158401489258
3609,575685,2,noise,0,0.7352420091629028,-0.957990825176239,-0.7304793000221252,10421.27197265625,6201.785696153984,692.191731467843,0.20046432316303253,0.5401463508605957,0.25938934087753296,157,15.228801727294922
3610,575847,2,dropout,0,1.0,-0.9523547291755676,-0.8453004956245422,11929.3505859375,6259.4641679048655,738.1201981306076,0.2037239521741867,0.5518333911895752,0.24444268643856049,162,15.227069854736328
3611,576007,2,dropout,0,1.0,-0.9465665817260742,-0.8023081421852112,11575.692138671875,5415.940602419401,720.9232523003969,0.12325224280357361,0.5760582685470581,0.3006894588470459,160,15.227068901062012
3612,576161,2,clean,1,0.2979673743247986,-0.9816334247589111,-0.5388843417167664,8755.255737304688,11917.368818477396,615.5537477741018,0.6281389594078064,0.3154965937137604,0.05636440962553024,154,15.229241371154785
3613,576323,2,actuator_eff_W,0,-0.20428787171840668,-0.9889694452285767,0.5411933660507202,6841.6632080078125,15506.152238667011,183.52265716145493,0.0,0.0,1.0,162,15.228808403015137
3614,576478,2,actuator_eff_N,0,-0.9305073618888855,-1.0,0.4813457131385803,4074.766845703125,9750.443135377038,207.46171091124415,0.09509286284446716,0.007494940422475338,0.8974121809005737,155,15.22926139831543
3615,576634,2,noise,0,0.0656345784664154,-0.9824230074882507,-0.6920284628868103,7870.0677490234375,11193.720392469186,676.8113756924868,0.4853679835796356,0.31083574891090393,0.20379625260829926,156,15.228790283203125
3616,576798,2,gain,0,0.7326666712760925,-0.9449355006217957,-0.9503779411315918,10411.4599609375,4726.937150779526,780.1511852832987,0.14754696190357208,0.6107926964759827,0.24166034162044525,164,15.229337692260742
3617,576959,2,gain,0,0.9845730066299438,-0.8435249328613281,-0.966672420501709,11371.22314453125,1816.7787239168563,786.6689584180713,0.1283944845199585,0.758627712726593,0.11297782510519028,161,15.229047775268555
3618,577120,2,actuator_eff_N,0,0.9128821492195129,-0.9750592112541199,-0.8905026316642761,11098.0810546875,11124.431931982643,756.201062977314,0.9161239266395569,0.06587164103984833,0.018004439771175385,161,15.229323387145996
3619,577278,2,packet_loss,0,0.8280868530273438,-0.9443514943122864,-0.9790604114532471,10775.010986328125,4840.658440147221,791.6241704778092,0.3057016432285309,0.5948783159255981,0.09942004829645157,158,15.229344367980957
3620,577439,2,stuck,0,1.0,-0.9773243069648743,-1.0,11461.722412109375,12636.57102650578,826.9501530006528,0.6401134729385376,0.05019417032599449,0.3096923828125,161,15.229361534118652
3621,577591,2,noise,0,1.0,-0.9417365193367004,-0.43502524495124817,11496.412353515625,4932.942364439508,574.0101004764438,0.1992439329624176,0.5925249457359314,0.208231121301651,152,15.228764533996582
3622,577748,2,clean,1,0.08327262103557587,-0.961472749710083,-0.4833572506904602,7937.2686767578125,5150.4230045658915,593.3429046869278,0.17879287898540497,0.5871400833129883,0.23406705260276794,157,15.229307174682617
3623,577909,2,actuator_eff_N,0,0.48750364780426025,-0.97688227891922,-1.0,9477.388916015625,10249.04004684162,811.3264235388488,0.6854957938194275,0.16992482542991638,0.14457938075065613,161,15.2293701171875
3624,578069,2,clean,1,0.3280630111694336,-0.29232528805732727,-0.9069325923919678,8869.920043945312,313.34736037254333,762.7730285227299,0.01984347775578499,0.9399321675300598,0.04022436961531639,160,15.228976249694824
3625,578236,2,offset,0,0.8741596341133118,-0.965258002281189,-0.8589342832565308,10950.548095703125,7879.909018650364,743.573703110218,0.34249064326286316,0.49022671580314636,0.16728264093399048,167,15.22945499420166
3626,578395,2,noise,0,0.6595619320869446,-0.982231080532074,-0.773348867893219,10132.930908203125,14256.535133205458,709.3395504493575,0.4881356954574585,0.14060626924037933,0.37125805020332336,159,15.228780746459961
3627,578559,2,clean,1,0.6293959617614746,-0.9836525917053223,-0.6798426508903503,10017.998657226562,15320.467184066772,671.9370519444346,1.0,0.0,0.0,164,15.228958129882812
3628,578715,2,clean,1,0.9935356974601746,-0.9769048094749451,0.014124797657132149,11405.37109375,12346.06148287021,394.3500807700136,0.09598604589700699,0.2698715031147003,0.6341424584388733,156,15.229242324829102
3629,578872,2,clean,1,0.9090169072151184,-0.9787389636039734,-0.6340847611427307,11083.3544921875,13032.474211415549,653.6339101196832,0.5287962555885315,0.23593670129776,0.2352670133113861,157,15.229205131530762
3630,579032,2,clean,1,1.0,-0.9755961894989014,-0.882759690284729,11885.406494140625,12175.758532464504,753.1038799621165,0.551520586013794,0.32342529296875,0.12505413591861725,160,15.229297637939453
3631,579195,2,packet_loss,0,1.0,-0.9770001173019409,-0.7620041370391846,12164.466552734375,13222.324468168756,704.8016559649222,0.31552985310554504,0.23756977915763855,0.4469003677368164,163,15.229216575622559
3632,579360,2,offset,0,0.9693741202354431,-0.6890972852706909,-1.0,11313.3154296875,909.7150223148774,819.9054010508625,6.44866595393978e-05,0.8305542469024658,0.1693812906742096,165,15.229026794433594
3633,579517,2,gain,0,0.18066631257534027,-0.3122236132621765,-0.8700423240661621,8308.338623046875,302.0,748.0169379524887,0.0,1.0,0.0,157,15.22895622253418
3634,579682,2,clean,1,0.7381829023361206,-0.981417179107666,-0.9182642698287964,10432.476806640625,14035.124418728607,767.3057064402375,0.49937325716018677,0.10385839641094208,0.39676836133003235,165,15.229135513305664
3635,579839,2,clean,1,0.8247778415679932,-0.1333836317062378,-0.8431236743927002,10762.403564453125,310.47196531295776,737.2494593411684,0.020147105678915977,0.9784530401229858,0.0013998515205457807,157,15.228963851928711
3636,580002,2,clean,1,0.7874003052711487,-0.9617328643798828,-0.6620490550994873,10619.9951171875,6938.064289495828,664.8196248097636,0.08856379985809326,0.5064142346382141,0.4050219655036926,163,15.229405403137207
3637,580163,2,clean,1,0.2219308763742447,-0.8383764028549194,-0.7486794590950012,8465.556640625,1309.4556095701628,699.4717825353146,0.013362333178520203,0.7945318222045898,0.19210582971572876,161,15.229085922241211
3638,580320,2,dropout,0,0.8694773316383362,-0.5718561410903931,-0.765601634979248,10932.708740234375,638.3782434671303,706.2406570017338,0.01906317099928856,0.8555630445480347,0.12537376582622528,157,15.227469444274902
3639,580482,2,clean,1,0.9586495757102966,-0.961212158203125,-0.5214117765426636,11272.454833984375,7265.457920228744,608.5647054724395,0.40650299191474915,0.5042067170143127,0.08929026871919632,162,15.229419708251953
3640,580645,2,gain,0,1.0,-0.961334764957428,-0.7405850291252136,11765.538330078125,7607.314194751809,696.2340128612282,0.24394841492176056,0.4846089780330658,0.27144259214401245,163,15.229439735412598
3641,580797,2,dropout,0,0.5058770179748535,-0.18047958612442017,-0.7646753191947937,9547.391357421875,291.2493441104889,705.8701354712248,0.0,1.0,0.0,152,15.227455139160156
3642,580959,2,gain,0,0.6129602193832397,-0.2066505402326584,-0.9249050617218018,9955.37841796875,313.7135314941406,769.9620183967054,0.03151470795273781,0.9260148406028748,0.04247042536735535,162,15.228974342346191
3643,581117,2,noise,0,0.5173301100730896,-0.9841088056564331,0.4799671471118927,9591.02783203125,15088.56616640091,208.01314602792263,0.0,0.0,1.0,158,15.228699684143066
3644,581281,2,stuck,0,1.0,-0.9624072313308716,-0.8392207026481628,11854.371337890625,7883.413781294081,735.6882694680244,0.28851252794265747,0.47859907150268555,0.2328883856534958,164,15.229337692260742
3645,581442,2,clean,1,0.7687084674835205,-0.9713687896728516,-1.0,10548.779296875,9210.91880963715,819.4038979443999,0.24803218245506287,0.4226979613304138,0.3292698860168457,161,15.229412078857422
3646,581610,2,noise,0,1.0,-0.9791245460510254,-0.9492184519767761,12610.2490234375,15101.77996635437,779.6873699128628,0.821923017501831,0.01609797030687332,0.1619790494441986,168,15.228741645812988
3647,581777,2,clean,1,0.4860706925392151,-0.2733730375766754,-1.0,9471.929321289062,325.88693964481354,828.4367107599974,0.0,1.0,0.0,167,15.228950500488281
3648,581938,2,actuator_eff_W,0,0.6993001103401184,-0.9754559397697449,0.22631339728832245,10284.33349609375,10475.379671116505,309.47463868536687,0.11055836826562881,0.3848905861377716,0.5045510530471802,161,15.229315757751465
3649,582095,2,dropout,0,1.0,-0.9651082158088684,-1.0,12654.47998046875,9066.955303235514,874.2484445363295,0.4005536735057831,0.4132898449897766,0.1861564666032791,157,15.226899147033691
3650,582249,2,clean,1,-1.0,-1.0,0.4806686341762543,3402.537841796875,14637.33756351471,207.73254877328873,0.0,0.0,1.0,154,15.228918075561523
3651,582409,2,gain,0,0.9300940632820129,-0.9284341931343079,-0.8578599691390991,11163.658447265625,3899.788933949327,743.1439954512551,0.11835885792970657,0.6386167407035828,0.24302439391613007,160,15.229219436645508
3652,582568,2,stuck,0,0.6688777208328247,-0.9554855823516846,-0.639106273651123,10168.424072265625,5710.750223556999,655.6425001437826,0.01568695716559887,0.5606155395507812,0.42369750142097473,159,15.229209899902344
3653,582728,2,clean,1,-0.6938092112541199,-1.0,0.18428510427474976,4976.5869140625,15014.083295909271,326.2859602820391,0.2300729602575302,0.06507224589586258,0.7048547863960266,160,15.228922843933105
3654,582895,2,stuck,0,0.9500732421875,-0.9627224802970886,-0.9109387993812561,11239.779052734375,7537.907955324938,764.3755094856024,0.40158146619796753,0.5039656162261963,0.09445294737815857,167,15.22933292388916
3655,583063,2,gain,0,1.0,-0.9767897129058838,-1.0,11540.726318359375,12430.629171043507,871.793628692627,0.6651504635810852,0.3062748610973358,0.028574692085385323,168,15.229313850402832
3656,583221,2,packet_loss,0,0.5828626751899719,-0.9828662872314453,0.09763547033071518,9840.706787109375,14358.671595809954,360.9458129570471,0.19046325981616974,0.14084330201148987,0.6686934232711792,158,15.228635787963867
3657,583377,2,clean,1,-0.6487782597541809,-0.9908382892608643,0.40255433320999146,5148.1549072265625,14048.010463891429,238.97826705873013,0.21944186091423035,0.017902858555316925,0.7626552581787109,156,15.22903060913086
3658,583546,2,clean,1,-0.163835346698761,-0.9886721968650818,0.20210029184818268,6995.787353515625,15439.401329201602,319.15988466758336,0.3058014214038849,0.03822671249508858,0.655971884727478,169,15.228915214538574
3659,583705,2,clean,1,1.0,-0.9583563804626465,-0.6760294437408447,12011.8408203125,7211.095310669802,670.4117706338875,0.3850162625312805,0.4953598380088806,0.11962389200925827,159,15.229399681091309
3660,583870,2,clean,1,-0.009171613492071629,-0.9872404336929321,-0.26475682854652405,7585.05615234375,14861.50413413507,505.9027363043275,0.3597128689289093,0.039567045867443085,0.6007200479507446,165,15.229013442993164
3661,584032,2,dropout,0,0.8180742263793945,-0.9810125231742859,-0.8520618677139282,10736.86279296875,14136.772235641401,740.8247495958828,0.4307355284690857,0.1949644833803177,0.3742999732494354,162,15.226804733276367
3662,584190,2,clean,1,0.6581824421882629,-0.9829432964324951,-0.5962487459182739,10127.675170898438,14844.129113818602,638.499497395719,0.3934241533279419,0.11205289512872696,0.49452295899391174,158,15.229060173034668
3663,584348,2,clean,1,0.5777775049209595,-0.9711250066757202,-0.5692698955535889,9821.332397460938,8503.311421057399,627.7079628296196,0.36504998803138733,0.4502211809158325,0.18472884595394135,158,15.229377746582031
3664,584508,2,gain,0,0.689980149269104,-0.9580792784690857,-0.9114181399345398,10248.824462890625,6112.029199913178,764.5672588919656,0.05305198207497597,0.5383183360099792,0.40862971544265747,160,15.229341506958008
3665,584668,2,clean,1,0.1544160544872284,-0.33373984694480896,-0.9612500667572021,8208.3251953125,308.0,784.5000191628933,0.0,1.0,0.0,160,15.228753089904785
3666,584834,2,offset,0,0.9161661863327026,-0.9140319228172302,-0.5074945092201233,11110.59326171875,3231.023821728557,602.9978097528219,0.31973254680633545,0.6792711019515991,0.000996359041891992,166,15.229114532470703
3667,584993,2,clean,1,1.0,-0.9766218662261963,-0.7121692299842834,11562.662353515625,12364.823557552287,684.8676976113466,0.5326020121574402,0.22667421400547028,0.24072378873825073,159,15.229290008544922
3668,585151,2,clean,1,0.7601728439331055,-0.9322155714035034,-0.5784766674041748,10516.258544921875,3878.56650166285,631.3906566002992,0.11063092947006226,0.641319751739502,0.2480492889881134,158,15.229158401489258
3669,585311,2,stuck,0,0.9665197134017944,-0.9768325686454773,-0.693689227104187,11302.440185546875,12196.474552705364,677.4756989182961,0.4020134508609772,0.12949414551258087,0.46849238872528076,160,15.229287147521973
3670,585468,2,actuator_eff_W,0,1.0,-0.9786429405212402,0.1516081541776657,11648.994140625,13635.991716444492,339.3567389808504,1.0,0.0,0.0,157,15.229187965393066
3671,585628,2,dropout,0,0.7649957537651062,-0.897453784942627,-0.4289224445819855,10534.6337890625,2568.2642585075155,571.5689723677933,0.005078406538814306,0.7124534845352173,0.28246811032295227,160,15.226984024047852
3672,585780,2,gain,0,1.0,-0.9240809679031372,-0.9155149459838867,11889.830322265625,3915.2998400917686,766.2059863805771,0.1366235315799713,0.6251475214958191,0.2382289469242096,152,15.22918701171875
3673,585943,2,dropout,0,0.9233090877532959,-0.9795220494270325,-0.9490062594413757,11137.8076171875,13597.329668089857,779.6025044954804,0.5414599180221558,0.22023020684719086,0.2383098602294922,163,15.226719856262207
3674,586100,2,clean,1,0.851904034614563,-0.9817533493041992,-0.4344320595264435,10865.75439453125,14887.339238166809,573.7728292644024,1.0,0.0,0.0,157,15.229083061218262
3675,586260,2,clean,1,0.6439684629440308,-0.19282692670822144,-0.7300838828086853,10073.519897460938,312.0,692.0335505828261,0.0,1.0,0.0,160,15.228827476501465
3676,586421,2,noise,0,-0.9106662273406982,-1.0,0.4777175188064575,4150.361633300781,14796.62152458918,208.91299512982368,0.17505840957164764,0.06762421876192093,0.7573173642158508,161,15.228484153747559
3677,586578,2,actuator_eff_W,0,-0.8454807996749878,-1.0,0.06099175289273262,4398.71826171875,7183.084429328751,375.6032986985913,0.11415869742631912,0.4993092119693756,0.38653209805488586,157,15.229277610778809
3678,586734,2,clean,1,0.7206364870071411,-0.9816445708274841,-0.7990293502807617,10365.625,14117.935153722763,719.611734893173,1.0,0.0,0.0,156,15.229166030883789
3679,586892,2,packet_loss,0,0.5439462661743164,-0.9744207262992859,-0.6684858202934265,9692.435302734375,9472.939172245977,667.3943255254421,0.14135132730007172,0.40586379170417786,0.45278486609458923,158,15.22938346862793
3680,587055,2,stuck,0,0.5153223872184753,-0.9835461378097534,0.5429444909095764,9583.378295898438,14560.960937678814,182.82219417393208,0.0,0.0,1.0,163,15.228901863098145
3681,587221,2,clean,1,-0.7966455221176147,-1.0,-0.6278166174888611,4584.780578613281,5531.163477429394,651.1266407367567,0.06579510867595673,0.5786757469177246,0.35552915930747986,166,15.229212760925293
3682,587384,2,clean,1,0.5943132638931274,-0.22292976081371307,-0.880767285823822,9884.33349609375,318.0,752.3069135695696,0.0,1.0,0.0,163,15.228782653808594
3683,587540,2,clean,1,0.1807086020708084,-0.9588051438331604,-0.9251144528388977,8308.499755859375,5042.1928820829635,770.0457884669304,0.37485167384147644,0.5834016799926758,0.041746627539396286,156,15.229214668273926
3684,587696,2,offset,0,0.9970126152038574,-0.9559838175773621,-0.24037101864814758,11418.6181640625,6485.465968894802,496.14840863645077,0.17773859202861786,0.5289796590805054,0.2932817339897156,156,15.229321479797363
3685,587856,2,clean,1,-0.8274857401847839,-1.0,0.5853701233863831,4467.279357910156,12740.119827024359,165.85195703431964,0.05179188773036003,0.18206793069839478,0.7661401629447937,160,15.229158401489258
3686,588017,2,dropout,0,0.6093540191650391,-0.9742999076843262,-0.9306897521018982,9941.638793945312,9670.810746011883,772.2759125800803,0.6075989007949829,0.3922816514968872,0.00011943847493967041,161,15.226601600646973
3687,588181,2,dropout,0,0.8011051416397095,-0.173603355884552,-0.45493096113204956,10672.210693359375,322.8537617325783,581.9723882973194,0.0,1.0,0.0,164,15.227178573608398
3688,588340,2,clean,1,0.9403457641601562,-0.979150652885437,-0.4261028468608856,11202.71728515625,13432.938811637201,570.441136732367,0.3459218144416809,0.19959039986133575,0.45448777079582214,159,15.229226112365723
3689,588500,2,actuator_eff_N,0,1.0,-0.9225854873657227,-0.8566522002220154,11854.33837890625,3828.203977844483,742.6608797609806,0.21903052926063538,0.5599105954170227,0.2210588902235031,160,15.229089736938477
3690,588658,2,clean,1,0.6976171135902405,-0.9789581298828125,-0.6165032386779785,10277.921142578125,12211.27677434659,646.601301074028,0.660106360912323,0.2710239589214325,0.06886966526508331,158,15.229300498962402
3691,588819,2,clean,1,0.2982581555843353,-0.97429358959198,-0.7093827724456787,8756.363525390625,8515.740639115362,683.7531185299158,0.3546070456504822,0.4523683786392212,0.19302456080913544,161,15.229350090026855
3692,588984,2,packet_loss,0,1.0,-0.9490305185317993,-0.643743634223938,11923.890380859375,5848.541839056913,657.4974503368139,0.14232319593429565,0.5715187788009644,0.2861580550670624,165,15.229280471801758
3693,589147,2,dropout,0,0.5295546054840088,-0.9831655025482178,-0.02267339453101158,9637.603149414062,14312.307388377787,409.06935807195225,0.3321405053138733,0.06375744193792343,0.6041020750999451,163,15.226485252380371
3694,589311,2,clean,1,0.926215410232544,-0.9809699654579163,-0.7404437065124512,11148.880615234375,14646.442560031144,696.177485828079,0.6213963627815247,0.01932603307068348,0.359277606010437,164,15.229155540466309
3695,589476,2,offset,0,0.3152092695236206,-0.9788495898246765,-0.46381038427352905,8820.947265625,10426.463041096582,585.5241534937278,0.13926400244235992,0.39167073369026184,0.46906524896621704,165,15.229314804077148
3696,589639,2,actuator_eff_N,0,0.9622145891189575,-0.8356224298477173,-1.0,11286.03759765625,1716.4807558782081,867.3757523037493,0.18408575654029846,0.7486348152160645,0.0672794058918953,163,15.228713035583496
3697,589801,2,dropout,0,-0.201961487531662,-0.9884713292121887,0.367939829826355,6850.5267333984375,14855.394204403277,252.82406886667013,0.10272622108459473,0.09670831263065338,0.8005654811859131,162,15.22640609741211
3698,589965,2,stuck,0,0.9270583391189575,-0.981407642364502,-1.0,11152.09228515625,14995.51257024795,822.589065185748,0.8789600133895874,0.10165084898471832,0.01938912272453308,164,15.229022026062012
3699,590131,2,clean,1,0.8382183909416199,-0.9607656598091125,-1.0,10813.612060546875,6890.402465986204,817.1037173271179,0.39907708764076233,0.5286140441894531,0.07230888307094574,166,15.229305267333984
3700,590290,2,clean,1,-0.853299617767334,-1.0,0.47366824746131897,4368.928527832031,14356.438013049366,210.53270503133535,0.09964274615049362,0.11436770111322403,0.78598952293396,159,15.229023933410645
3701,590452,2,clean,1,0.9839966297149658,-0.9808729290962219,-0.5276986956596375,11369.027099609375,14859.873565333284,611.0794692619975,0.5364900231361389,0.13322345912456512,0.33028650283813477,162,15.229134559631348
3702,590616,2,actuator_eff_W,0,-1.0,-1.0,0.12122998386621475,3586.7520141601562,15455.935302603306,351.5080061840052,0.44745099544525146,0.07213688641786575,0.4804121255874634,164,15.228931427001953
3703,590780,2,clean,1,-0.198934406042099,-0.9889753460884094,0.1318802684545517,6862.0599365234375,15560.72039614103,347.2478912377918,0.22751937806606293,0.08033416420221329,0.6921464800834656,164,15.228952407836914
3704,590941,2,noise,0,0.3355589509010315,-0.29600635170936584,-0.8005301356315613,8898.479614257812,316.0,720.2120502740145,0.0,1.0,0.0,161,15.228582382202148
3705,591100,2,clean,1,0.34544745087623596,-0.2907848060131073,-0.8308303356170654,8936.15478515625,315.0015217065811,732.3321357816458,0.0,1.0,0.0,159,15.22848892211914
3706,591262,2,actuator_eff_N,0,0.9188562631607056,-0.9739988446235657,-0.5249863862991333,11120.84228515625,10692.630706730604,609.9945572796327,0.4807508587837219,0.059337109327316284,0.4599120318889618,162,15.229316711425781
3707,591421,2,clean,1,0.7733013033866882,-0.9813241362571716,-0.8486909866333008,10566.278076171875,14144.27749300003,739.4763941764832,1.0,0.0,0.0,159,15.229186058044434
3708,591573,2,stuck,0,0.4539327025413513,-0.980902373790741,0.0025119653437286615,9349.483642578125,12239.073370278975,398.99521388432737,0.3663128614425659,0.023585479706525803,0.6101016402244568,152,15.229107856750488
3709,591738,2,clean,1,0.9680723547935486,-0.8971109390258789,-1.0,11308.355712890625,2747.7054711204228,984.2883482277393,0.25270557403564453,0.7026367783546448,0.044657666236162186,165,15.228723526000977
3710,591899,2,clean,1,0.7759532332420349,-0.9340864419937134,-0.9318814873695374,10576.3818359375,4011.4580969324593,772.7526025957451,0.20170992612838745,0.6338620781898499,0.1644279956817627,161,15.228914260864258
3711,592058,2,packet_loss,0,0.41980332136154175,-0.9819369316101074,-0.035763490945100784,9219.45068359375,12760.090564458322,414.3053966219916,0.1512155681848526,0.16405901312828064,0.6847254037857056,159,15.229216575622559
3712,592216,2,actuator_eff_N,0,0.9418849349021912,-0.9504414796829224,-0.31172671914100647,11208.58154296875,5654.212214295159,524.6906842341737,0.2182401716709137,0.4858380854129791,0.2959217429161072,158,15.229097366333008
3713,592379,2,noise,0,0.6917272806167603,-0.882500410079956,-0.6249613165855408,10255.48095703125,2182.0249486315906,649.9845193367873,0.006074290256947279,0.7366338968276978,0.2572917938232422,163,15.228242874145508
3714,592539,2,noise,0,0.5808734893798828,-0.9814675450325012,-0.6045513153076172,9833.128051757812,13264.736121675938,641.8205311394041,0.3825352191925049,0.20234143733978271,0.4151233434677124,160,15.228072166442871
3715,592701,2,clean,1,0.9987918138504028,-0.9805150628089905,-0.3028665781021118,11425.396728515625,14659.252821922302,521.1466270248056,0.49097520112991333,0.0022155349142849445,0.5068092346191406,162,15.22913646697998
3716,592862,2,clean,1,0.6384882926940918,-0.9777306318283081,-0.7726791501045227,10052.640380859375,11285.283323007769,709.0716613796463,0.3153519630432129,0.32303133606910706,0.36161673069000244,161,15.229284286499023
3717,593018,2,clean,1,1.0,-0.9790791869163513,-0.6035604476928711,12188.199462890625,14564.696838447562,641.4241817184325,0.4368683099746704,0.053557321429252625,0.5095743536949158,156,15.22915267944336
3718,593174,2,clean,1,0.4623981714248657,-0.9839686751365662,0.15101362764835358,9381.737060546875,14630.301638765324,339.59454896626175,0.3077561855316162,0.059240177273750305,0.6330036520957947,156,15.229089736938477
3719,593336,2,clean,1,0.6353495717048645,-0.18496771156787872,-0.570773720741272,10040.681762695312,307.9841696023941,628.309478521347,0.0,1.0,0.0,162,15.228241920471191
3720,593497,2,packet_loss,0,0.6392807960510254,-0.9828348755836487,-0.7832053303718567,10055.659790039062,14645.45552544027,713.2821362972002,0.45023074746131897,0.18033653497695923,0.3694327175617218,161,15.229146003723145
