episode,total_steps,phase,fault_type,is_clean,R_yield,R_ane,R_water_eff,yield_kg_ha,total_N_kg_ha,total_W_mm,w_yield,w_neff,w_water,ep_len,h_norm
63,10063,1,clean,1,-0.3118182122707367,-0.3833816349506378,-1.0,6431.97265625,260.7760695971683,1500.1403254568577,0.041156668215990067,0.885142982006073,0.07370036840438843,159,7.6068949699401855
64,10224,1,clean,1,1.0,-0.9449493885040283,-1.0,12599.84375,5721.9361209869385,1545.3968594792993,0.7606772780418396,0.02294679544866085,0.216375932097435,161,8.392546653747559
65,10383,1,clean,1,0.7330735325813293,-0.9470627307891846,-1.0,10413.01025390625,4917.617079932215,1280.0232066951967,0.4816243648529053,0.30030694603919983,0.2180686742067337,159,8.439593315124512
66,10545,1,clean,1,1.0,-0.9498452544212341,-1.0,11631.123046875,5797.618180394662,1161.3377372595126,0.5626744627952576,0.16054604947566986,0.27677950263023376,162,8.544624328613281
67,10712,1,noise,0,0.9171956181526184,-0.9304982423782349,-1.0,11114.515380859375,3997.9276125894503,1134.633219938615,0.19403012096881866,0.5067054033279419,0.29926446080207825,167,7.952538967132568
68,10873,1,clean,1,0.8498746752738953,-0.9470002055168152,-1.0,10858.0224609375,5121.727595685503,1105.9491388603417,0.562761127948761,0.23998479545116425,0.19725409150123596,161,8.468449592590332
69,11033,1,clean,1,0.8924663066864014,-0.9536842703819275,-1.0,11020.296630859375,5948.462978631331,1160.1130393200128,0.6396834254264832,0.18568676710128784,0.174629807472229,160,8.655924797058105
70,11194,1,clean,1,0.9258779883384705,-0.860552966594696,-1.0,11147.59521484375,1998.5357051641554,1198.5286989765928,0.041202984750270844,0.6542102098464966,0.30458682775497437,161,8.316134452819824
71,11347,1,noise,0,-0.0001134196572820656,-0.9652767181396484,0.3531581461429596,7619.56787109375,5485.917238116264,258.73673844337463,0.0,0.0,1.0,153,8.134353637695312
72,11504,1,clean,1,0.7016226649284363,-0.9574400782585144,-1.0,10293.182373046875,6046.285248875618,1090.5792391002178,1.0,0.0,0.0,157,8.67318344116211
73,11669,1,clean,1,1.0,-0.9432371258735657,-1.0,11856.768798828125,5222.061312168837,1263.459109931253,1.0,0.0,0.0,165,8.774721145629883
74,11830,1,clean,1,1.0,-0.9377288222312927,-0.6738713979721069,11931.488037109375,4790.131681204396,669.5485638551494,0.058841925114393234,0.38852083683013916,0.5526372194290161,161,8.7294340133667
75,11994,1,clean,1,0.13098882138729095,-0.08222858607769012,-1.0,8119.0673828125,221.16257071495056,1092.1526635587215,0.004951455630362034,0.9087026119232178,0.08634591102600098,164,8.283204078674316
76,12152,1,clean,1,1.0,-0.9453008770942688,-1.0,11977.24365234375,5474.149541457341,1137.044708558455,0.4172525703907013,0.39801567792892456,0.18473175168037415,158,8.78735637664795
77,12313,1,packet_loss,0,1.0,-0.9549037218093872,-1.0,12345.491943359375,6843.9645028087325,852.1098952397547,0.22442425787448883,0.27614256739616394,0.4994331896305084,161,9.044029235839844
78,12480,1,noise,0,0.43605470657348633,-0.9638836979866028,-1.0,9281.368408203125,6424.636660292273,1212.7925380319357,0.5135608911514282,0.37876448035240173,0.10767459124326706,167,8.578667640686035
79,12632,1,clean,1,0.5326155424118042,-0.9643265008926392,-0.8784888386726379,9649.26513671875,6762.2130392718045,751.3955427005072,0.24946461617946625,0.2760242819786072,0.47451111674308777,152,9.069741249084473
80,12794,1,clean,1,0.8040893077850342,-0.9566307067871094,0.4324352443218231,10683.580322265625,6158.492731705308,227.0259021744132,0.0,0.0,1.0,162,9.023674011230469
81,12951,1,noise,0,0.29998746514320374,-0.9551197290420532,-1.0,8762.952270507812,4881.293404260657,1023.9614701886023,0.25874391198158264,0.5077376961708069,0.23351840674877167,157,8.862569808959961
82,13112,1,clean,1,0.934238076210022,-0.8606805205345154,-1.0,11179.447021484375,2006.0813514000147,1171.1698529996502,0.13690665364265442,0.6913160085678101,0.17177732288837433,161,9.035839080810547
83,13273,1,clean,1,-1.0,-1.0,0.45142462849617004,2601.3027954101562,6669.536430001259,219.43014744367636,0.2472255825996399,0.0011478542583063245,0.7516265511512756,161,9.272658348083496
84,13428,1,clean,1,1.0,-0.9277381896972656,-1.0,12393.890380859375,4287.841181494485,847.2581672369517,0.01137711200863123,0.538425862789154,0.4501970410346985,155,9.201363563537598
85,13586,1,noise,0,0.7176952362060547,-0.9303245544433594,-1.0,10354.4189453125,3715.2332879392925,999.106594419445,0.03458993509411812,0.6044106483459473,0.3609994053840637,158,9.186344146728516
86,13747,1,clean,1,0.8605549931526184,-0.95020592212677,-1.0,10898.714599609375,5471.891743392265,1043.944776360925,0.30321335792541504,0.4776272773742676,0.21915937960147858,161,9.550479888916016
87,13907,1,clean,1,-0.6654062271118164,-0.9849951267242432,0.2680090069770813,5084.80224609375,8471.92025461793,292.7963929325342,0.0,0.0,1.0,160,9.569993019104004
88,14065,1,clean,1,1.0,-0.844100832939148,-1.0,11445.05126953125,1835.3293033238701,1230.5320318154618,0.20238640904426575,0.7242397665977478,0.07337381690740585,158,9.334606170654297
89,14223,1,clean,1,0.8854544758796692,-0.9639624357223511,-1.0,10993.58154296875,7626.47102252408,1041.9513948112726,0.7813688516616821,0.16963635385036469,0.04899480193853378,158,9.868087768554688
90,14381,1,clean,1,0.8392916917800903,-0.9014003872871399,-1.0,10817.701416015625,2742.8357612492227,999.5310202187112,0.03655729815363884,0.6337369084358215,0.32970577478408813,158,9.740654945373535
91,14538,1,clean,1,0.824192464351654,-0.9593979716300964,-0.6632214784622192,10760.17333984375,6625.396167642949,665.2885833258047,0.06033561751246452,0.4252051115036011,0.5144592523574829,157,9.883478164672852
92,14700,1,clean,1,0.8383346796035767,-0.9630546569824219,0.361183762550354,10814.05517578125,7317.607221484184,255.52649921178818,0.0,0.0,1.0,162,9.862430572509766
93,14859,1,clean,1,0.5663442611694336,-0.97013258934021,-1.0,9777.771606445312,8184.317639001508,873.7101675588602,0.648577094078064,0.17032161355018616,0.18110130727291107,159,10.209565162658691
94,15020,1,clean,1,0.9016770124435425,-0.9647431969642639,-0.9613375067710876,11055.389404296875,7839.185822217246,784.5350030963091,0.4270232319831848,0.2018788754940033,0.3710978925228119,161,10.215628623962402
95,15176,1,clean,1,0.2489808201789856,-0.970963716506958,-0.9028639793395996,8568.616943359375,7377.506322559044,761.1455975042912,0.484260618686676,0.02449951134622097,0.49123987555503845,156,10.227919578552246
96,15335,1,clean,1,1.0,-0.951624870300293,-0.649465799331665,12492.56103515625,6456.086429519013,659.786313551387,0.13872604072093964,0.3683316111564636,0.49294236302375793,159,10.218001365661621
97,15495,1,noise,0,1.0,-0.8897057175636292,-1.0,11557.132568359375,2619.6122204234002,1016.3379700895455,0.2557102143764496,0.6487211585044861,0.09556858241558075,160,10.310425758361816
98,15652,1,clean,1,0.8969191312789917,-0.959497332572937,-1.0,11037.261962890625,6812.671301193855,1098.8371629106712,0.5368083119392395,0.20613467693328857,0.2570570409297943,157,10.549715042114258
99,15810,1,clean,1,1.0,-0.41793277859687805,-1.0,11653.092041015625,500.50455563880587,1282.0951914191246,0.08749014884233475,0.8519456386566162,0.060564231127500534,158,10.30518913269043
100,15970,1,clean,1,0.5285016298294067,-0.9306952357292175,-1.0,9633.59130859375,3475.082589649753,911.400327516531,0.2562344968318939,0.5888152718544006,0.15495023131370544,160,10.478894233703613
101,16128,1,clean,1,1.0,-0.9215788245201111,-1.0,12118.3056640625,3863.212010305217,933.6357402373196,0.3407120704650879,0.5242764353752136,0.13501152396202087,158,10.846667289733887
102,16292,1,packet_loss,0,1.0,-0.92571622133255,-1.0,11629.605712890625,3913.9120042375107,1230.4381880142066,0.3843097388744354,0.5297124981880188,0.08597777038812637,164,10.673724174499512
103,16452,1,clean,1,-0.1068001464009285,-0.2601499855518341,-1.0,7213.0914306640625,243.73492655158043,1046.5675685405731,0.0,1.0,0.0,160,10.638749122619629
104,16611,1,clean,1,1.0,-0.8221595883369446,-1.0,12112.906494140625,1702.7775196669354,865.792817772008,0.0055014691315591335,0.7284854650497437,0.26601308584213257,159,10.74769401550293
105,16773,1,clean,1,1.0,-0.9125678539276123,-0.8282231092453003,11719.993896484375,3351.1693175913388,731.289235193696,0.1863720566034317,0.6074687242507935,0.20615921914577484,162,11.154120445251465
106,16933,1,clean,1,-0.252612829208374,-0.2876231372356415,-1.0,6657.545166015625,233.63845586776733,1006.9761390443891,0.0,1.0,0.0,160,11.00394344329834
107,17089,1,clean,1,0.051880843937397,-0.972381591796875,0.3962382972240448,7817.666015625,7076.49775829572,241.50468397140503,0.06616421043872833,0.16540734469890594,0.7684284448623657,156,11.14091682434082
108,17256,1,clean,1,0.2056136578321457,-0.9733560085296631,0.44916844367980957,8403.388061523438,7884.885483086109,220.33262422680855,0.0,0.0,1.0,167,11.112665176391602
109,17422,1,clean,1,0.7427616715431213,-0.9695467948913574,-0.6077315807342529,10449.921875,8578.663708786082,643.0926232041645,0.23843508958816528,0.18200981616973877,0.579555094242096,166,11.439059257507324
110,17581,1,clean,1,0.9004659056663513,-0.940702497959137,-1.0,11050.775146484375,4659.037316874079,891.8578055016696,0.4458942115306854,0.5135350227355957,0.04057076945900917,159,11.51433277130127
111,17739,1,clean,1,0.9556942582130432,-0.955952525138855,-1.0,11261.195068359375,6391.510235250709,1024.0961917638779,0.5080260038375854,0.4061143100261688,0.08585967123508453,158,11.533449172973633
112,17901,1,clean,1,0.89997798204422,-0.9651379585266113,-1.0,11048.916015625,7923.31253618482,853.253574192524,0.5803350210189819,0.20275208353996277,0.2169128954410553,162,11.475186347961426
113,18062,1,clean,1,1.0,-0.9387959837913513,-1.0,11846.954345703125,4839.123504888978,856.3862635344267,0.47477588057518005,0.5191189050674438,0.0061052157543599606,161,11.83423137664795
114,18226,1,noise,0,1.0,-0.9397293329238892,-1.0,12018.660888671875,4985.28386529706,966.9737975262178,0.34671729803085327,0.48414188623428345,0.16914081573486328,164,11.715604782104492
115,18390,1,clean,1,0.8456649780273438,-0.9624676704406738,-0.6894469857215881,10841.983642578125,7221.757999283143,675.778790932141,0.36998558044433594,0.1607036292552948,0.46931079030036926,164,11.822904586791992
116,18552,1,noise,0,1.0,-0.9654415845870972,-1.0,11768.837890625,8513.735275412324,874.2290768329703,0.5768345594406128,0.1213153749704361,0.3018500804901123,162,11.708562850952148
117,18712,1,clean,1,0.8296103477478027,-0.968537449836731,-0.5244869589805603,10780.8154296875,8566.394025044194,609.7947932715629,0.2904759347438812,0.1704316884279251,0.5390923619270325,160,12.080588340759277
118,18871,1,clean,1,0.5943021774291992,-0.4048583507537842,-1.0,9884.291381835938,415.2075107651797,964.2566701209473,0.10019899159669876,0.8672106862068176,0.032590314745903015,159,12.001354217529297
119,19029,1,clean,1,0.9808820486068726,-0.9636848568916321,-1.0,11357.16064453125,7818.471395492554,842.610329264024,0.6555108428001404,0.0508657768368721,0.2936233878135681,158,12.093682289123535
120,19192,1,packet_loss,0,0.6570050120353699,-0.9648640155792236,-1.0,10123.189086914062,7202.865488872685,968.8091585040092,0.7845717668533325,0.13653050363063812,0.07889771461486816,163,12.10620403289795
121,19356,1,clean,1,0.6086810231208801,-0.9641411900520325,-1.0,9939.07470703125,6929.312696602536,981.5703535974026,0.7587839961051941,0.1551886796951294,0.08602731674909592,164,12.384130477905273
122,19515,1,clean,1,0.7092695236206055,-0.962078332901001,-1.0,10322.31689453125,6805.028096268466,1015.1555892552309,0.33931493759155273,0.381232887506485,0.2794521749019623,159,12.389066696166992
123,19672,1,clean,1,0.11688232421875,-0.9724007248878479,0.29219016432762146,8065.3216552734375,7305.740849032278,283.12393237755236,0.11568646878004074,0.16573387384414673,0.7185796499252319,157,12.355337142944336
124,19826,1,clean,1,-0.23560547828674316,-0.9778212308883667,0.4910392165184021,6722.3431396484375,7577.458384156227,203.58431577682495,0.0,0.0,1.0,154,12.35023307800293
125,19986,1,clean,1,-1.0,-1.0,0.4720609486103058,3141.6671752929688,8670.236929117871,211.17561852931976,0.022839855402708054,0.1195453554391861,0.8576148152351379,160,12.559226036071777
126,20144,1,clean,1,-0.6218412518501282,-0.9846038222312927,0.44126859307289124,5250.784912109375,8526.102105617523,223.49256706237793,0.0,0.0,1.0,158,12.570450782775879
127,20302,1,clean,1,0.8074902892112732,-0.9558094143867493,-1.0,10696.5380859375,6051.366916262074,987.2073775095097,0.37700021266937256,0.41316062211990356,0.20983915030956268,158,12.652503967285156
128,20465,1,clean,1,-0.8821238279342651,-1.0,0.42291268706321716,4259.1082763671875,7510.347255036235,230.8349246904254,0.0,0.0,1.0,163,12.596498489379883
129,20624,1,clean,1,1.0,-0.9616468548774719,-1.0,12212.481689453125,7960.5531149293165,1029.8740511536598,0.8216379880905151,0.09184711426496506,0.0865149274468422,159,12.841337203979492
130,20779,1,clean,1,-0.05946281924843788,-0.9736858010292053,0.08446276932954788,7393.4466552734375,7024.204711740661,366.2148924913218,0.1035466119647026,0.20916837453842163,0.6872850060462952,155,12.84348201751709
131,20943,1,packet_loss,0,0.9385063648223877,-0.9628605842590332,-1.0,11195.709228515625,7536.268233925104,943.9139498770237,1.0,0.0,0.0,164,12.84956169128418
132,21111,1,clean,1,1.0,-0.9462850689888,-1.0,12261.10107421875,5706.558477747304,1022.7108492271059,0.14882121980190277,0.46441441774368286,0.3867643475532532,168,12.885673522949219
133,21274,1,clean,1,0.8673431873321533,-0.9695838093757629,-1.0,10924.57763671875,8979.238172171848,988.7961775226182,0.5348731875419617,0.18351882696151733,0.281607985496521,163,13.009509086608887
134,21439,1,noise,0,-0.8730286955833435,-1.0,0.453571081161499,4293.760681152344,9584.770640790462,218.57156808674335,0.0,0.0,1.0,165,12.961705207824707
135,21601,1,clean,1,1.0,-0.9647385478019714,-1.0,12064.664306640625,8553.726501683748,903.1241371126293,0.7106603384017944,0.1274079978466034,0.16193167865276337,162,13.02299976348877
136,21759,1,clean,1,0.18318605422973633,-0.2003297209739685,-1.0,8317.938842773438,260.0427652001381,943.944972962141,0.0,1.0,0.0,158,12.973709106445312
137,21928,1,clean,1,0.9377784132957458,-0.7451576590538025,-1.0,11192.935791015625,1098.0255601026877,1027.8606337737324,0.05980311706662178,0.7942871451377869,0.14590975642204285,169,13.194291114807129
138,22090,1,clean,1,-0.21994651854038239,-0.9798567891120911,0.40219736099243164,6782.0037841796875,8417.234621047974,239.12105609476566,0.0,0.0,1.0,162,13.18270206451416
139,22252,1,clean,1,-0.6127615571022034,-0.9835150241851807,0.1111881211400032,5285.37841796875,8015.457749591653,355.5247521164788,0.19603712856769562,0.10515053570270538,0.6988123655319214,162,13.195866584777832
140,22414,1,clean,1,0.9438902735710144,-0.9667010307312012,-1.0,11216.221923828125,8420.842737913132,1030.7584538283766,0.6613814234733582,0.02591616101562977,0.3127024173736572,162,13.204312324523926
141,22572,1,clean,1,0.14268754422664642,-0.16758376359939575,-1.0,8163.6395263671875,245.17900871485472,922.7520897984505,0.0,1.0,0.0,158,13.317878723144531
142,22728,1,clean,1,0.7328765392303467,-0.9649825096130371,-1.0,10412.259521484375,7433.618508009046,979.5684773921967,0.5712438225746155,0.3050321042537689,0.12372403591871262,156,13.38005256652832
143,22885,1,clean,1,-0.1356646567583084,-0.977268397808075,-0.1527916043996811,7103.11767578125,7811.947982610081,461.1166420196722,0.28009817004203796,0.09988944232463837,0.6200124025344849,157,13.357540130615234
144,23048,1,clean,1,0.9082700610160828,-0.9567297697067261,-1.0,11080.509033203125,6401.926446937928,856.460833156769,0.32549813389778137,0.3637622892856598,0.3107396066188812,163,13.395124435424805
145,23206,1,clean,1,1.0,-0.9519827961921692,-1.0,11568.9892578125,6023.3533450018385,860.0514511802386,0.31412774324417114,0.4512970447540283,0.23457521200180054,158,13.535636901855469
146,23363,1,packet_loss,0,1.0,-0.9423053860664368,-0.7193014621734619,11534.700927734375,4998.169118344164,687.7205803258562,0.07176288217306137,0.5434955954551697,0.38474148511886597,157,13.51974105834961
147,23520,1,clean,1,1.0,-0.6092100739479065,-1.0,11903.546142578125,761.5054737489393,892.5782827412824,0.005807935260236263,0.8249055743217468,0.16928647458553314,157,13.482778549194336
148,23682,1,clean,1,1.0,-0.9618716835975647,-1.0,11496.717529296875,7538.17338601172,979.2763819221943,0.6529401540756226,0.3002522587776184,0.046807583421468735,162,13.514716148376465
