==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_water.csv
  Metrics log  → /workspace/training_metrics_water.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
    940    150171   162   -2.673    1553     72     18  -0.4804  -1.0000  -0.3888  -0.4586
    941    150334   163   +2.186    3362     53     26  -0.1264  -1.0000  +0.1358  +0.5862
    942    150499   165   +4.666    3561     42     18  -0.0264  -1.0000  -0.2894  +1.0000
    943    150656   157   +5.090    3812     47     10  +0.0897  -0.9996  +0.7249  +1.0000
    944    150816   160   +0.411    3478     70     12  -0.2100  -1.0000  +0.0760  +0.2494
    945    150975   159   +7.188    4869     42      9  +0.1172  -0.7220  +0.2706  +1.0000
    946    151133   158   -3.194     852     74      8  -0.5886  -1.0000  -0.8869  -0.7130
    947    151292   159   -5.549    1591     48     23  -0.4548  -1.0000  -0.9298  -0.1769
    948    151442   150   -1.794    2283     42     20  -0.2439  -1.0000  -0.4662  +0.3433
    949    151606   164   +6.644    4756     48     13  +0.1439  -0.7516  +0.7039  +1.0000
    950    151765   159   +2.942    3788     54     11  -0.0428  -1.0000  +0.1479  +0.7611
    951    151925   160   -4.209    2536     60     15  -0.3329  -1.0000  -0.5149  +0.0482
    952    152089   164   +5.376    4204     77     17  -0.1141  -0.8967  +0.5388  +0.3687
    953    152245   156   +2.054    2959     40     16  -0.0871  -1.0000  -0.4859  +0.8452
    954    152405   160   +2.822    3281     70     12  -0.1774  -1.0000  +0.6157  +0.1750
    955    152566   161   +5.463    3771     42     21  +0.0122  -1.0000  +0.1571  +1.0000
    956    152723   157   -0.364    2174     75     21  -0.3704  -1.0000  +0.2375  -0.2762
    957    152884   161   -1.136    2813     57     30  -0.2489  -1.0000  +0.0225  +0.2436
    958    153043   159   +2.963    3406     45     16  -0.0719  -1.0000  -0.4479  +0.8861
    959    153202   159   -3.419    1588     69     23  -0.4685  -1.0000  -0.2710  -0.4266
    960    153361   159   -1.197    2879     69     13  -0.2934  -1.0000  -0.1223  +0.0403
    961    153521   160   -2.351    2652     59     16  -0.2976  -1.0000  -0.3888  +0.1289
    962    153687   166   +5.569    4382     64      9  -0.0067  -0.8498  +0.3123  +0.6993
    963    153847   160   -2.194    2472     51     20  -0.3023  -1.0000  -0.5953  +0.2014
    964    154010   163   +0.582    2828     67     25  -0.2982  -1.0000  +0.0161  +0.0566
    965    154172   162   -2.585    2090     74     26  -0.3985  -1.0000  +0.0997  -0.2947
    966    154339   167   -2.098    2254     46     14  -0.3081  -1.0000  -0.8410  +0.2193
    967    154502   163   -4.471    2195     58     16  -0.4135  -1.0000  -1.0000  -0.0555
    968    154667   165   +6.478    4869     56     18  +0.0851  -0.7221  +0.1698  +1.0000
    969    154832   165   +1.313    2977     43     14  -0.1098  -1.0000  -0.3864  +0.7233
    970    154991   159   +9.647    4942     57     19  +0.1715  -0.7029  +1.0000  +1.0000
    971    155150   159   +0.853    2401     36     19  -0.1848  -1.0000  -0.8954  +0.6713
    972    155312   162   -4.029    1472     62     27  -0.5432  -1.0000  -1.0000  -0.4110
    973    155469   157   +7.546    5096     48     18  +0.1788  -0.6624  +0.9249  +1.0000
    974    155632   163   -4.265    2201     50     47  -0.4271  -1.0000  -1.0000  +0.0982
    975    155791   159   -1.157    2718     51     19  -0.2157  -1.0000  -0.1624  +0.3403
    976    155961   170   +3.161    3979     57     18  -0.0423  -0.9557  +0.1886  +0.7590
    977    156124   163   +1.087    2775     65     14  -0.2824  -1.0000  -0.0562  +0.0609
    978    156282   158   +2.895    3124     42      9  -0.0845  -1.0000  -0.6553  +0.8657
    979    156435   153   +3.001    2985     37     19  -0.0518  -1.0000  -0.5486  +1.0000
    980    156590   155   +6.510    4323     62     20  +0.0194  -0.8654  +0.6860  +0.7430
    981    156750   160   -2.953     907    108     13  -0.6410  -1.0000  -1.0000  -0.7906
    982    156908   158   +0.574    3500     58     22  -0.1495  -1.0000  +0.0870  +0.5044
    983    157073   165   +1.530    3009     78     18  -0.2863  -1.0000  +0.3086  -0.0385
    984    157232   159   +2.503    3517     83     20  -0.2161  -1.0000  +0.7647  +0.0631
    985    157388   156   -5.675    1416     55     13  -0.4955  -1.0000  -1.0000  -0.3533
    986    157549   161   -4.487    1888     46     19  -0.3902  -1.0000  -0.9908  +0.0290
    987    157711   162   +4.522    3997     54     20  +0.0435  -0.9508  +0.7901  +0.8539
    988    157869   158   +6.236    4141     46     10  +0.0522  -0.9131  +0.1232  +1.0000
    989    158024   155   -3.064    1266     90     26  -0.5921  -1.0000  -0.7229  -0.6479
    990    158186   162   +4.542    3880     49     26  +0.0231  -0.9815  +0.3852  +0.9778
    991    158340   154   -6.310    1287     52     13  -0.5041  -1.0000  -1.0000  -0.3795
    992    158505   165   +4.542    3406     85     24  -0.2311  -1.0000  +0.8717  +0.0034
    993    158662   157   -4.344    1539     65     13  -0.5148  -1.0000  -1.0000  -0.4062
    994    158820   158   -3.834     994     61     26  -0.5943  -1.0000  -1.0000  -0.5901
    995    158977   157   -0.113    2595     44     17  -0.1918  -1.0000  -0.4188  +0.4833
    996    159134   157   +0.363    3800     62     16  -0.1084  -1.0000  +0.3463  +0.5205
    997    159297   163   -2.629    1947     41     18  -0.3394  -1.0000  -1.0000  +0.1885
    998    159450   153   +3.251    2492     31     17  -0.0674  -1.0000  -0.7527  +1.0000
    999    159603   153   +0.408    2573     61     12  -0.2445  -1.0000  +0.3111  +0.0479
   1000    159761   158   +3.142    3584     50     17  -0.0654  -1.0000  -0.0282  +0.7827

  ── rolling mean (last 100 ep) ──  cum_R=+0.965  yield=2956 kg/ha  N=56  W=18 mm  R_seas=-0.1983  R_ane=+0.3647

   1001    159923   162   -2.948    2109     50     10  -0.3679  -1.0000  -1.0000  +0.0493
   1002    160080   157   +5.674    4257     42     15  +0.0352  -0.8826  -0.0277  +1.0000
   1003    160243   163   -4.192    1699     65     20  -0.5119  -1.0000  -1.0000  -0.3507
   1004    160402   159   +4.865    4067     45     21  +0.0147  -0.9325  +0.0034  +1.0000
   1005    160559   157   -0.398    2471     41      9  -0.2263  -1.0000  -1.0000  +0.5094
   1006    160723   164   +6.621    4558     50     10  +0.0815  -0.8036  +0.1593  +1.0000
   1007    160886   163   -2.669    2214     50     16  -0.3326  -1.0000  -0.7125  +0.1106
   1008    161040   154   -3.670    1066    101     23  -0.6424  -1.0000  -1.0000  -0.7367
   1009    161198   158   -0.666    2998     54     18  -0.2054  -1.0000  -0.2280  +0.3944
   1010    161358   160   +6.253    5062     54     22  +0.1272  -0.6713  +0.5225  +1.0000
   1011    161521   163   +5.621    4085     43     11  +0.0157  -0.9279  -0.1862  +1.0000
   1012    161682   161   -3.045    2448     54     12  -0.3373  -1.0000  -0.8859  +0.1297
   1013    161841   159   -1.357    2244     45     11  -0.3112  -1.0000  -1.0000  +0.2417
   1014    162000   159   -3.728    2856     69      3  -0.2970  -1.0000  -0.3197  +0.0302
   1015    162163   163   +2.740    3295     93     21  -0.2997  -1.0000  +0.5008  -0.1148
   1016    162320   157   +3.093    3749     74     18  -0.1758  -1.0000  +0.5095  +0.2595
   1017    162479   159   +2.955    3333     42     18  -0.0325  -1.0000  -0.3326  +0.9947
   1018    162639   160   +8.919    5446     55     18  +0.1882  -0.5707  +0.8057  +1.0000
   1019    162802   163   -5.861    1607     58     11  -0.4787  -1.0000  -1.0000  -0.3033
   1020    162961   159   +0.447    3603     61     15  -0.1404  -1.0000  +0.1296  +0.4767
   1021    163123   162   +6.811    4651     93     19  -0.1170  -0.7792  +0.6341  +0.2563
   1022    163284   161   +7.444    5317     61     15  +0.1555  -0.6043  +0.5319  +1.0000
   1023    163445   161   +0.541    3195     52     19  -0.1899  -1.0000  -0.5180  +0.5433
   1024    163613   168   +8.665    5736     63     20  +0.1897  -0.4944  +0.7035  +1.0000
   1025    163767   154   -2.515    2211     75      9  -0.3850  -1.0000  -0.1637  -0.2673
   1026    163933   166  +10.151    5466     58     18  +0.1716  -0.5653  +0.6354  +1.0000
   1027    164095   162   +4.818    4896     94     14  -0.0426  -0.7151  +1.0000  +0.2964
   1028    164257   162  +10.067    5942     70     11  +0.2068  -0.4406  +0.5712  +1.0000
   1029    164413   156   -3.837    2510     55     19  -0.3210  -1.0000  -0.6031  +0.1410
   1030    164578   165   +1.715    3307    100     22  -0.2812  -1.0000  +0.8973  -0.1731
   1031    164744   166   +8.922    5320     73     15  +0.0965  -0.6037  +0.5156  +0.8146
   1032    164906   162   +1.502    3763     56     17  -0.1130  -1.0000  -0.1345  +0.6646
   1033    165058   152   +2.724    3687     61     18  -0.1446  -1.0000  +0.0588  +0.5067
   1034    165217   159   -6.148    1886     69      9  -0.4785  -1.0000  -0.9725  -0.3198
   1035    165380   163   +4.045    4166     57     12  -0.0129  -0.9067  +0.0246  +0.8365
   1036    165539   159   +1.677    3610     74     23  -0.2106  -1.0000  +0.4083  +0.2136
   1037    165692   153   -0.611    1718    110     18  -0.4501  -1.0000  +0.4737  -0.6108
   1038    165855   163   +6.144    4392     49     16  +0.0543  -0.8474  +0.1055  +1.0000
   1039    166014   159   +8.753    5839     59     13  +0.2068  -0.4675  +0.6473  +1.0000
   1040    166171   157   -2.512    1276     90     18  -0.5695  -1.0000  -0.6679  -0.6469
   1041    166332   161   -2.823    1506     88     18  -0.5768  -1.0000  -0.9523  -0.5737
   1042    166501   169   +5.849    4962     72     17  +0.0383  -0.6978  +0.4772  +0.7266
   1043    166662   161   -0.199    3572     61     14  -0.1725  -1.0000  -0.1915  +0.4670
   1044    166814   152   -3.982    1524     60     22  -0.5178  -1.0000  -1.0000  -0.3596
   1045    166973   159   +5.889    4582     88     14  -0.0656  -0.7973  +0.9447  +0.2976
   1046    167135   162   +5.132    4222     57     13  -0.0299  -0.8918  -0.1865  +0.8399
   1047    167294   159   +4.773    4145     53     16  +0.0106  -0.9120  -0.0159  +0.9530
   1048    167449   155   +6.744    4522     58     13  +0.1072  -0.8131  +0.6675  +0.9514
   1049    167612   163  +10.768    5198     66     12  +0.1743  -0.6357  +0.8772  +0.9561
   1050    167773   161   +0.953    3225     50     11  -0.1040  -1.0000  -0.0841  +0.6298
   1051    167935   162   +2.241    3468    100     25  -0.2790  -1.0000  +0.8553  -0.1305
   1052    168098   163   -2.173    1249     95     18  -0.6116  -1.0000  -1.0000  -0.6717
   1053    168254   156   -2.622    2250     66     30  -0.4215  -1.0000  -0.4991  -0.1465
   1054    168417   163   -2.800    2156     48     10  -0.3280  -1.0000  -0.8124  +0.1209
   1055    168580   163   -0.988    1693     93     14  -0.5183  -1.0000  -0.5296  -0.5449
   1056    168740   160   +3.846    4284     67     16  -0.0337  -0.8756  +0.5595  +0.5957
   1057    168902   162   +0.762    3377     56      9  -0.1799  -1.0000  -0.4897  +0.5036
   1058    169057   155   -1.972    1293    105     14  -0.6097  -1.0000  -0.9684  -0.6916
   1059    169211   154   +3.835    3921     49      6  -0.0122  -0.9709  -0.4046  +0.9889
   1060    169374   163   -0.758    3215     64      7  -0.2894  -1.0000  -0.8670  +0.2604
   1061    169529   155   +4.284    4288     61      8  +0.0229  -0.8746  +0.4655  +0.7562
   1062    169686   157   -3.866    1919     93     28  -0.5068  -1.0000  -0.3137  -0.4856
   1063    169845   159   -4.854    1337     55     14  -0.5089  -1.0000  -1.0000  -0.3916
   1064    170009   164   +3.659    3200    111     15  -0.3065  -1.0000  +0.8638  -0.2817
   1065    170172   163   +0.884    3384     56      9  -0.1650  -1.0000  -0.3213  +0.5009
   1066    170333   161   +1.151    2800    114     27  -0.3610  -1.0000  +0.8851  -0.3864
   1067    170488   155   +4.385    3323     34      7  -0.0247  -1.0000  -0.5117  +1.0000
   1068    170644   156   -2.658    2166     84     42  -0.4928  -1.0000  -0.3104  -0.3519
   1069    170799   155   -0.932    2799     50     14  -0.2269  -1.0000  -0.5479  +0.3988
   1070    170960   161   -5.386    2120     52     15  -0.3815  -1.0000  -0.9057  +0.0090
   1071    171116   156   -2.765    1968    116     22  -0.4775  -1.0000  +0.2009  -0.5767
   1072    171279   163   -3.867    2551     64     12  -0.3551  -1.0000  -0.6342  -0.0034
   1073    171440   161   +2.609    4130     75     19  -0.1576  -0.9160  +0.1369  +0.3825
   1074    171599   159   +2.168    3831     76     11  -0.1648  -0.9944  +0.4860  +0.2550
   1075    171756   157   -0.714    2785     50     15  -0.2378  -1.0000  -0.6652  +0.4041
   1076    171913   157   -1.625    2120     73     32  -0.4861  -1.0000  -0.7025  -0.2741
   1077    172079   166   -4.214    2457     61     12  -0.3643  -1.0000  -0.7426  +0.0014
   1078    172232   153   -2.472    1933     40     15  -0.3316  -1.0000  -1.0000  +0.1952
   1079    172393   161   -1.486    2434     84     22  -0.4628  -1.0000  -0.6280  -0.2789
   1080    172554   161   +0.215    2506     82     12  -0.4119  -1.0000  -0.4468  -0.2404
   1081    172719   165   -0.112    3680     64     17  -0.2314  -1.0000  -0.5946  +0.4288
   1082    172880   161   +3.862    3940     92     19  -0.2303  -0.9658  +0.5227  +0.0669
   1083    173038   158   +1.023    3436     60     10  -0.1788  -1.0000  -0.1880  +0.4201
   1084    173200   162   +8.828    5342     82     13  +0.0939  -0.5980  +1.0000  +0.6373
   1085    173361   161   -2.357    2813     58     21  -0.3202  -1.0000  -0.7678  +0.2110
   1086    173515   154   +0.591    2649     90     20  -0.3477  -1.0000  +0.4432  -0.2598
   1087    173682   167  +10.202    6012     58     13  +0.2157  -0.4221  +0.6210  +1.0000
   1088    173848   166   +6.499    5248     93     19  -0.0671  -0.6225  +0.2629  +0.4159
   1089    174007   159   -4.899    2201     59     19  -0.4148  -1.0000  -0.9286  -0.0625
   1090    174163   156   -4.437    2043     56     11  -0.4134  -1.0000  -1.0000  -0.0905
   1091    174323   160   +0.608    3199     72     17  -0.2318  -1.0000  +0.3848  +0.1054
   1092    174486   163   +2.874    3907     56     11  -0.1006  -0.9745  -0.3881  +0.7296
   1093    174644   158   +2.588    2979     83     16  -0.3101  -1.0000  +0.2220  -0.0988
   1094    174809   165   -1.194    3703     67     28  -0.2247  -1.0000  -0.1411  +0.3751
   1095    174965   156   +0.824    3443     56      7  -0.1548  -1.0000  -0.3748  +0.5353
   1096    175125   160   -4.680    2162     60     10  -0.4133  -1.0000  -1.0000  -0.0911
   1097    175288   163   +4.894    4395     60      9  -0.0219  -0.8465  -0.2378  +0.8251
   1098    175449   161   -0.872    2642     88     13  -0.3891  -1.0000  -0.1653  -0.2453
   1099    175608   159  +12.329    6176     81     14  +0.2162  -0.3790  +0.8961  +0.8997
   1100    175767   159   +3.354    3274    111     13  -0.3134  -1.0000  +0.7126  -0.2641

  ── rolling mean (last 100 ep) ──  cum_R=+1.439  yield=3337 kg/ha  N=68  W=16 mm  R_seas=-0.2079  R_ane=+0.2729

   1101    175929   162   +7.718    5106     72     12  +0.0989  -0.6599  +0.7263  +0.7784
   1102    176088   159   -3.901    1892     96     24  -0.5273  -1.0000  -0.5292  -0.5081
   1103    176249   161   -1.095    3247     61     11  -0.2662  -1.0000  -0.7641  +0.3265
   1104    176409   160   +9.196    5410     68     16  +0.1666  -0.5802  +0.6754  +0.9766
   1105    176565   156   +1.724    3492     51     10  -0.0988  -1.0000  -0.2972  +0.7104
   1106    176730   165   -4.615    2595     73     17  -0.4353  -1.0000  -1.0000  -0.1109
   1107    176889   159   -1.890    3112     65     15  -0.3097  -1.0000  -0.7109  +0.1926
   1108    177049   160   +9.271    5300     76     14  +0.1212  -0.6089  +1.0000  +0.7374
   1109    177210   161   -3.542    2357     62     13  -0.4065  -1.0000  -1.0000  -0.0471
   1110    177370   160   +0.809    3699     59      8  -0.1593  -1.0000  -0.4581  +0.5618
   1111    177526   156   -1.588    1425     88     11  -0.5727  -1.0000  -1.0000  -0.5930
   1112    177679   153   -3.201    2654     61     28  -0.3952  -1.0000  -1.0000  +0.0902
   1113    177839   160   +4.306    4681     68     17  -0.0320  -0.7714  -0.0436  +0.7201
   1114    178000   161   -0.398    2852    114     13  -0.3761  -1.0000  +0.4295  -0.3752
   1115    178156   156   -1.609    3517     68     16  -0.2631  -1.0000  -0.5233  +0.2945
   1116    178307   151   +5.476    4544     55     13  +0.0465  -0.8073  -0.1084  +1.0000
   1117    178472   165   +6.833    5178     81     12  +0.0430  -0.6409  +0.6602  +0.6037
   1118    178630   158   +8.506    5659     64     13  +0.1836  -0.5146  +0.5410  +1.0000
   1119    178792   162   +2.896    4560     77     15  -0.1137  -0.8031  -0.0828  +0.4835
   1120    178957   165  +13.179    7521     78     12  +0.3186  -0.0260  +0.6849  +1.0000
   1121    179121   164   -2.935    2408     81     11  -0.4342  -1.0000  -0.6544  -0.2548
   1122    179277   156   -2.726    2259     44     14  -0.3045  -1.0000  -0.9665  +0.2715
   1123    179437   160   -4.341    1744     80     10  -0.5259  -1.0000  -1.0000  -0.4521
   1124    179599   162   -1.556    2218    106     20  -0.4973  -1.0000  -0.3698  -0.4763
   1125    179759   160   -2.108    2509     89     13  -0.4484  -1.0000  -0.6069  -0.2972
   1126    179918   159   +3.292    4050     92     16  -0.1737  -0.9370  +0.8738  +0.0994
   1127    180079   161   +1.109    3736     59     11  -0.1482  -1.0000  -0.3259  +0.5732
   1128    180241   162   +5.600    4762     89     14  -0.0558  -0.7502  +0.7921  +0.3425
   1129    180398   157   -0.495    2159    104     13  -0.5454  -1.0000  -0.9776  -0.4814
   1130    180554   156   +3.730    3748    100     17  -0.2735  -1.0000  +0.5432  -0.0578
   1131    180716   162  +10.761    6256     82     12  +0.1815  -0.3579  +0.4526  +0.9011
   1132    180872   156   -4.404    2355     65     16  -0.4170  -1.0000  -0.8987  -0.0914
   1133    181032   160   +8.677    5651     74     13  +0.1510  -0.5167  +0.5614  +0.8980
   1134    181196   164   -4.003    2572     72     21  -0.4313  -1.0000  -0.8763  -0.1109
   1135    181362   166   -1.828    3780     78     15  -0.2880  -1.0000  -0.4958  +0.2052
   1136    181522   160   +8.492    5748     58     11  +0.1952  -0.4913  +0.5545  +1.0000
   1137    181677   155   +1.791    3016    102     27  -0.3798  -1.0000  +0.2768  -0.2587
   1138    181840   163   +6.650    4555     96     18  -0.1354  -0.8046  +0.7106  +0.1857
   1139    182003   163  +10.051    6583     79     24  +0.2290  -0.2723  +0.6516  +1.0000
   1140    182168   165   -0.534    2717     93     24  -0.4502  -1.0000  -0.4800  -0.2675
   1141    182331   163   +0.599    2812    111     18  -0.4335  -1.0000  -0.0985  -0.3644
   1142    182493   162   -2.136    2970     62     12  -0.3022  -1.0000  -0.7443  +0.2050
   1143    182654   161   -0.259    3048     56     11  -0.2575  -1.0000  -0.7946  +0.3587
   1144    182817   163   +0.027    2406    129     21  -0.4300  -1.0000  +0.5581  -0.5330
   1145    182980   163   +4.261    4401     97     13  -0.1209  -0.8450  +1.0000  +0.1380
   1146    183153   173   -2.750    3225     83     12  -0.3779  -1.0000  -0.7315  -0.0297
   1147    183311   158   -0.733    2896     51     16  -0.2404  -1.0000  -0.7413  +0.4293
   1148    183469   158   +0.417    3610     83     23  -0.2608  -1.0000  +0.2964  +0.0897
   1149    183636   167   +9.048    5704     98     19  +0.0421  -0.5030  +0.9320  +0.4625
   1150    183792   156   -2.053    1013    113     16  -0.6326  -1.0000  -0.8787  -0.7761
   1151    183949   157   +2.249    4347     63     14  -0.0555  -0.8591  -0.1546  +0.7285
   1152    184110   161   -4.057    2513     66     18  -0.4063  -1.0000  -0.8974  -0.0475
   1153    184274   164   +1.652    3773     98     25  -0.3020  -1.0000  +0.3425  -0.0384
   1154    184436   162   -0.101    3851     73     15  -0.2098  -0.9893  -0.1022  +0.3201
   1155    184594   158   +2.258    3387    115     17  -0.3389  -1.0000  +0.5390  -0.2654
   1156    184756   162   -2.947    1111     96     12  -0.6121  -1.0000  -1.0000  -0.7124
   1157    184913   157   +7.845    5113     60     11  +0.1127  -0.6579  +0.1538  +1.0000
   1158    185078   165   -2.204    3788     79     21  -0.2706  -1.0000  -0.1782  +0.1975
   1159    185242   164   -0.407    1470    156     17  -0.5875  -1.0000  -0.3455  -0.7641
   1160    185397   155   +9.882    5827     74     22  +0.1457  -0.4706  +0.3906  +0.9589
   1161    185554   157   -1.509    3403     69     25  -0.2930  -1.0000  -0.4516  +0.2346
   1162    185711   157   -3.186    1729     89      6  -0.5407  -1.0000  -1.0000  -0.5153
   1163    185870   159   +8.713    5405     69      9  +0.1153  -0.5815  +0.0726  +0.9638
   1164    186033   163  +10.993    6055    101     11  +0.0830  -0.4107  +0.8477  +0.4947
   1165    186195   162   +5.085    4488     89     14  -0.1521  -0.8221  +0.2626  +0.2630
   1166    186356   161   +9.222    6263     82     11  +0.1593  -0.3562  +0.2305  +0.8989
   1167    186517   161   +0.408    3804     71      9  -0.2253  -1.0000  -0.4159  +0.3440
   1168    186672   155   +3.895    4017     96     18  -0.2033  -0.9457  +0.7784  +0.0513
   1169    186825   153   -1.866    2638     91     25  -0.3996  -1.0000  +0.0627  -0.2750
   1170    186979   154   -2.649     711    145      8  -0.6450  -1.0000  -0.7851  -0.8777
   1171    187137   158   -3.988    2111     60     10  -0.4204  -1.0000  -1.0000  -0.1158
   1172    187307   170  +10.415    6287     78     15  +0.2102  -0.3498  +0.4786  +1.0000
   1173    187463   156   -4.321    1782     68     20  -0.5106  -1.0000  -1.0000  -0.3464
   1174    187616   153   +6.279    4744     60      5  +0.0839  -0.7548  +0.0402  +0.9816
   1175    187774   158   -0.088    3847     67     11  -0.1825  -0.9903  -0.2785  +0.4393
   1176    187934   160   +3.183    4111    117     25  -0.2802  -0.9210  +0.6785  -0.1232
   1177    188095   161   -2.060    1034    138     21  -0.6712  -1.0000  -1.0000  -0.8120
   1178    188249   154   -2.520    3152     77     17  -0.3176  -1.0000  -0.2008  +0.0195
   1179    188408   159   +2.482    4364     67      8  -0.0982  -0.8546  -0.4296  +0.6374
   1180    188566   158   -5.250    1949     75     17  -0.5071  -1.0000  -1.0000  -0.3487
   1181    188719   153   -3.971    2038     50     17  -0.3908  -1.0000  -1.0000  +0.0192
   1182    188875   156   +5.992    5082     72     18  +0.0236  -0.6660  +0.1221  +0.7772
   1183    189040   165   +0.008    3564     64     10  -0.2390  -1.0000  -0.7207  +0.3963
   1184    189196   156   +3.670    3845     89     17  -0.2534  -0.9908  +0.2855  +0.0768
   1185    189355   159   +7.511    5103     58     14  +0.1084  -0.6606  +0.1689  +1.0000
   1186    189513   158   +2.472    4790     76     18  -0.0783  -0.7427  -0.0877  +0.5705
   1187    189668   155   -2.530    2858     78     10  -0.3877  -1.0000  -0.7104  -0.0894
   1188    189829   161   -5.258    2313     76     15  -0.4720  -1.0000  -1.0000  -0.2422
   1189    189985   156   -1.752    1881    130     18  -0.5084  -1.0000  +0.0190  -0.6373
   1190    190143   158   -0.940    2179    129     22  -0.4740  -1.0000  +0.2769  -0.5792
   1191    190307   164   -2.067    1066    130     15  -0.6533  -1.0000  -1.0000  -0.7957
   1192    190471   164   +4.367    4464    139     14  -0.2410  -0.8283  +0.8968  -0.1983
   1193    190632   161   -0.202    2433    126     27  -0.5145  -1.0000  -0.2347  -0.5177
   1194    190793   161   -0.987    2584     90     24  -0.4406  -1.0000  -0.3576  -0.2785
   1195    190947   154   +7.040    4930     64     12  +0.0383  -0.7060  -0.2188  +0.9278
   1196    191102   155   -3.926    1276     64     14  -0.5455  -1.0000  -1.0000  -0.5031
   1197    191260   158   -3.081    1594     96     14  -0.5775  -1.0000  -0.9819  -0.5872
   1198    191423   163   +1.771    3519    116     16  -0.3676  -1.0000  +0.1666  -0.2381
   1199    191584   161   +2.328    4473     72      8  -0.0952  -0.8259  -0.2001  +0.5515
   1200    191745   161   +5.737    4764     63     18  +0.0344  -0.7496  +0.0749  +0.8871

  ── rolling mean (last 100 ep) ──  cum_R=+1.533  yield=3555 kg/ha  N=83  W=15 mm  R_seas=-0.2410  R_ane=+0.1538

   1201    191905   160   -2.902    1869     97     10  -0.5434  -1.0000  -0.9355  -0.5164
   1202    192067   162   -1.238    2339     83     11  -0.4452  -1.0000  -0.6344  -0.2919
   1203    192221   154   -3.186    1176    132     22  -0.6626  -1.0000  -1.0000  -0.7776
   1204    192378   157   -1.190    2442     96     24  -0.4609  -1.0000  -0.2847  -0.3672
   1205    192535   157   +5.952    4932    110     14  -0.0969  -0.7055  +1.0000  +0.1189
   1206    192702   167   +4.008    3916    128     18  -0.3236  -0.9721  +0.5953  -0.2361
   1207    192865   163   +1.903    3939    106     19  -0.3225  -0.9662  +0.0540  -0.0712
   1208    193017   152   -0.663    2253    132     20  -0.4941  -1.0000  +0.0343  -0.5736
   1209    193179   162   +5.886    5523     84     15  +0.0220  -0.5503  +0.1940  +0.6391
   1210    193342   163   -0.551    2809     91     28  -0.4159  -1.0000  -0.1584  -0.2318
   1211    193496   154   -3.603    2849     77     14  -0.3794  -1.0000  -0.5773  -0.0776
   1212    193652   156   +0.314    3912     68      9  -0.1826  -0.9733  -0.3771  +0.4444
   1213    193814   162   -0.523     980    146     28  -0.6943  -1.0000  -1.0000  -0.8326
   1214    193969   155   -3.837    2457     62      8  -0.3858  -1.0000  -1.0000  -0.0095
   1215    194129   160   -0.383    1517    169     26  -0.5879  -1.0000  -0.0864  -0.7761
   1216    194288   159   -0.690    1706    137     18  -0.5930  -1.0000  -0.6447  -0.6878
   1217    194448   160   +4.489    4614    102     15  -0.1994  -0.7890  +0.1630  +0.1255
   1218    194606   158   +5.025    5124     76     18  +0.0259  -0.6551  +0.3836  +0.6918
   1219    194765   159   -3.837    2765     72      7  -0.3866  -1.0000  -0.9269  -0.0364
   1220    194926   161   +5.336    4576    129     19  -0.2412  -0.7990  +0.6415  -0.1119
   1221    195087   161   +2.087    2998    111     17  -0.3602  -1.0000  +0.4968  -0.3223
   1222    195248   161   +7.044    5358     76      5  +0.1015  -0.5937  +0.4858  +0.7690
   1223    195407   159   -5.356    2098     69     10  -0.4550  -1.0000  -0.9579  -0.2357
   1224    195568   161  +11.913    7048    100     13  +0.1963  -0.1502  +0.5824  +0.7566
   1225    195733   165   -4.372    2461     83     10  -0.4614  -1.0000  -0.9126  -0.2625
   1226    195889   156   -0.102    1875    124      9  -0.5485  -1.0000  -0.6187  -0.6233
   1227    196054   165   -2.740     931    126     14  -0.6561  -1.0000  -1.0000  -0.8160
   1228    196219   165   +2.588    5046     91      9  -0.0777  -0.6755  +0.1748  +0.3875
   1229    196382   163   -2.340    1893    129     16  -0.5650  -1.0000  -0.5871  -0.6340
   1230    196544   162   -2.142    3193     98     16  -0.4091  -1.0000  -0.4647  -0.1813
   1231    196704   160   -0.069    3684     72      6  -0.2166  -1.0000  -0.1907  +0.2767
   1232    196861   157   -2.500    3008     66     14  -0.3542  -1.0000  -1.0000  +0.1395
   1233    197018   157   -2.910    1570     88     11  -0.5600  -1.0000  -1.0000  -0.5531
   1234    197179   161   -1.982    1192    127     14  -0.6410  -1.0000  -1.0000  -0.7648
   1235    197337   158   +3.329    4258     81     10  -0.1225  -0.8824  +0.4719  +0.3082
   1236    197495   158   +6.581    5196    113     11  -0.0911  -0.6363  +0.7521  +0.1464
