==============================================================================
SIMPLE PPO — CONFIGURATION
==============================================================================
  Environment
    mode                 all
    random_weather       True
    enable_faults        False
    dssat_seed           123

  PPO Hyperparameters
    total_timesteps      1,000,000
    n_steps              4,096
    batch_size           64
    n_epochs             10
    learning_rate        0.0003
    gamma                0.99
    gae_lambda           0.95
    clip_range           0.2
    ent_coef             0.01
    max_grad_norm        0.5
    device               cpu

  Normalisation (VecNormalize)
    norm_obs             True
    norm_reward          True
    clip_obs             5.0
    clip_reward          10.0

  Reward Weights (seasonal)
    W_yield              0.40
    W_hiad               0.10
    W_ane                0.30
    W_penalty            0.20
==============================================================================

==============================================================================
TRAINING — 1,000,000 timesteps  |  n_steps=4096
==============================================================================

  Episode log  → /workspace/episode_log_water.csv
  Metrics log  → /workspace/training_metrics_water.csv

     ep      step   len    cum_R   yield      N      W   R_seas    R_yld   R_hiad    R_ane
   3286    525027   167   +5.842   12447    283    277  -0.0354  +1.0000  +0.3484  +0.0992
   3287    525190   163   +1.092    9135    282    246  -0.3298  +0.3976  -0.2266  -0.1886
   3288    525353   163   +4.014   10832    295    314  -0.1672  +0.8432  -0.0326  -0.0826
   3289    525509   156   +3.178   10198    254    334  -0.1835  +0.6767  -0.0402  +0.0045
   3290    525660   151   +0.881    8838    169    269  -0.1953  +0.3195  -0.2629  +0.3097
   3291    525818   158   +4.154   10469    194    299  -0.0480  +0.7478  +0.0802  +0.3512
   3292    525979   161   +4.889   10693    239    392  -0.1014  +0.8065  +0.1191  +0.1167
   3293    526140   161   +4.954   10913    240    350  -0.0893  +0.8643  +0.0297  +0.1389
   3294    526296   156   +0.529    8623    205    256  -0.2871  +0.2632  -0.1790  +0.0500
   3295    526454   158   +3.644   10319    286    314  -0.1984  +0.7084  +0.0365  -0.0972
   3296    526618   164   +6.415   11912    235    330  -0.0019  +1.0000  +0.1832  +0.2660
   3297    526779   161   +3.431   10489    208    244  -0.0593  +0.7529  +0.2361  +0.2630
   3298    526938   159   +2.922    9651    227    325  -0.2141  +0.5331  -0.1669  +0.0644
   3299    527097   159   +3.659   10637    203    275  -0.0452  +0.7919  +0.1308  +0.3125
   3300    527258   161   +3.684    9572    259    358  -0.2563  +0.5123  -0.1178  -0.0752

  ── rolling mean (last 100 ep) ──  cum_R=+3.971  yield=10653 kg/ha  N=258  W=294 mm  R_seas=-0.1224  R_ane=+0.0731

   3301    527420   162   +4.246   10638    169    197  +0.0606  +0.7921  +0.3178  +0.5754
   3302    527585   165   +4.319   10338    293    410  -0.2141  +0.7134  -0.0747  -0.1167
   3303    527742   157   +6.107   11169    244    405  -0.0706  +0.9315  +0.0379  +0.1425
   3304    527901   159   +2.859    9648    182    270  -0.1197  +0.5322  -0.0395  +0.3219
   3305    528060   159   +6.057   11701    212    256  +0.0543  +1.0000  +0.3972  +0.3819
   3306    528220   160   +3.391   10383    213    205  -0.1031  +0.7251  -0.0069  +0.2210
   3307    528385   165   +5.284   11304    264    346  -0.0717  +0.9670  +0.1589  +0.0689
   3308    528544   159   +4.534   11026    259    353  -0.1083  +0.8938  -0.0123  +0.0648
   3309    528699   155   +4.145   10422    203    368  -0.0820  +0.7354  -0.0039  +0.2817
   3310    528853   154   +3.580   10194    254    318  -0.1758  +0.6757  +0.0400  +0.0043
   3311    529014   161   +5.007   10434    272    398  -0.1806  +0.7387  -0.0311  -0.0406
   3312    529172   158   +0.907    8935    288    273  -0.3453  +0.3452  -0.1461  -0.2234
   3313    529329   157   +5.175   12032    296    293  -0.0642  +1.0000  +0.3071  +0.0168
   3314    529492   163   +2.472   10350    285    228  -0.1937  +0.7165  +0.0478  -0.0919
   3315    529652   160   +1.480    8856    245    311  -0.3181  +0.3243  -0.2057  -0.0955
   3316    529817   165   +4.320   11714    320    281  -0.1141  +1.0000  +0.1118  -0.0842
   3317    529980   163   +5.808   11817    241    304  +0.0035  +1.0000  +0.3568  +0.2262
   3318    530139   159   +5.404   11771    217    231  +0.0467  +1.0000  +0.3942  +0.3576
   3319    530297   158   +4.058   10956    256    238  -0.0921  +0.8755  +0.1801  +0.0701
   3320    530459   162   +4.235   10487    260    298  -0.1575  +0.7524  +0.0175  +0.0090
   3321    530616   157   +5.263   11366    221    256  +0.0135  +0.9832  +0.3219  +0.2850
   3322    530775   159   +5.612   12881    306    334  -0.0330  +1.0000  +0.5165  +0.0511
   3323    530937   162   +5.275   11405    256    358  -0.0561  +0.9935  +0.1175  +0.1127
   3324    531097   160   +2.247    9662    287    291  -0.2709  +0.5359  -0.0702  -0.1596
   3325    531260   163   +2.476   10732    233    143  -0.0597  +0.8168  +0.2669  +0.1500
   3326    531426   166   +2.504   10344    313    298  -0.2315  +0.7150  -0.0790  -0.1745
   3327    531580   154   +4.797   11108    277    314  -0.0884  +0.9155  +0.3170  +0.0033
   3328    531736   156   +4.756   11608    272    254  -0.0490  +1.0000  +0.3092  +0.0668
   3329    531897   161   +5.346   11904    267    304  -0.0407  +1.0000  +0.2476  +0.1152
   3330    532056   159   +4.732   11115    291    301  -0.1045  +0.9174  +0.2990  -0.0459
   3331    532217   161   +5.067   11552    386    362  -0.1506  +1.0000  +0.2462  -0.2508
   3332    532373   156   +5.856   11228    236    354  -0.0393  +0.9469  +0.1748  +0.1883
   3333    532532   159   +3.876   11204    314    299  -0.1184  +0.9406  +0.2916  -0.1091
   3334    532691   159   +5.186   11241    196    195  +0.0663  +0.9504  +0.4750  +0.4338
   3335    532857   166   +3.645    9702    319    372  -0.2985  +0.5465  -0.1299  -0.2405
   3336    533020   163   +4.041   10657    248    270  -0.1230  +0.7970  +0.0496  +0.0759
   3337    533186   166   +4.864   12846    408    371  -0.1343  +1.0000  +0.2965  -0.2131
   3338    533344   158   +5.088   10833    256    378  -0.1061  +0.8433  +0.1595  +0.0569
   3339    533505   161   +5.894   12240    325    341  -0.0857  +1.0000  +0.3213  -0.0593
   3340    533662   157   +5.197   11687    258    302  -0.0415  +1.0000  +0.1848  +0.1333
   3341    533824   162   +1.796    9451    232    293  -0.2519  +0.4806  -0.2700  +0.0166
   3342    533979   155   +2.756   10131    186    251  -0.0722  +0.6591  +0.0176  +0.3591
   3343    534139   160   +2.385    9881    262    201  -0.2213  +0.5935  -0.0263  -0.0569
   3344    534304   165   +4.077   10574    253    355  -0.1511  +0.7753  -0.0893  +0.0466
   3345    534464   160   +2.327   10114    325    279  -0.2468  +0.6547  +0.0584  -0.2210
   3346    534622   158   +5.049   11804    265    295  -0.0396  +1.0000  +0.2579  +0.1155
   3347    534783   161   +4.158   10951    259    284  -0.1029  +0.8742  +0.1180  +0.0560
   3348    534940   157   +4.790   10779    324    392  -0.1880  +0.8292  +0.0481  -0.1669
   3349    535103   163   +5.513   11838    246    275  -0.0106  +1.0000  +0.2909  +0.2010
   3350    535262   159   +5.602   11690    218    273  +0.0236  +1.0000  +0.2209  +0.3382
   3351    535418   156   +3.404   10506    370    332  -0.2210  +0.7575  +0.2639  -0.2891
   3352    535574   156   +4.682   10898    175    213  +0.0893  +0.8603  +0.5103  +0.5557
   3353    535734   160   +5.554   11534    197    253  +0.0669  +1.0000  +0.2790  +0.4609
   3354    535892   158   +2.361    9519    254    346  -0.2673  +0.4984  -0.2270  -0.0641
   3355    536050   158   +2.815   10366    340    306  -0.2265  +0.7206  +0.1472  -0.2379
   3356    536213   163   +5.568   11407    257    340  -0.0568  +0.9939  +0.1235  +0.1079
   3357    536376   163   +4.341   10991    251    337  -0.0988  +0.8847  +0.0152  +0.0951
   3358    536540   164   +2.713    9599    376    312  -0.3269  +0.5195  +0.0172  -0.3616
   3359    536695   155   +2.298    9370    220    241  -0.2131  +0.4594  +0.0208  +0.0664
   3360    536859   164   +0.073    8976    335    229  -0.3720  +0.3558  -0.1203  -0.3296
   3361    537019   160   +4.000   10931    269    270  -0.1104  +0.8691  +0.1800  +0.0146
   3362    537176   157   +5.052   11596    286    312  -0.0506  +1.0000  +0.4469  +0.0156
   3363    537338   162   +6.631   12562    253    358  -0.0132  +1.0000  +0.1490  +0.2398
   3364    537500   162   +2.610    9241    262    393  -0.3101  +0.4254  -0.3084  -0.1188
   3365    537666   166   +2.791    9446    334    368  -0.3439  +0.4793  -0.2574  -0.2934
   3366    537829   163   +6.232   11943    316    416  -0.1041  +1.0000  +0.1261  -0.0556
   3367    537988   159   +5.176   12146    348    356  -0.1048  +1.0000  +0.3367  -0.1282
   3368    538148   160   +1.400    8957    195    263  -0.2330  +0.3508  -0.1659  +0.1486
   3369    538309   161   +4.166   11224    329    315  -0.1385  +0.9459  +0.1914  -0.1471
   3370    538462   153   +4.181   10542    165    279  +0.0670  +0.7669  +0.3555  +0.6014
   3371    538622   160   +5.139   11733    304    364  -0.0848  +1.0000  +0.2547  -0.0343
   3372    538785   163   +3.247   10434    324    272  -0.2124  +0.7387  +0.1121  -0.1943
   3373    538949   164   +5.440   11521    240    352  -0.0208  +1.0000  +0.1911  +0.2002
   3374    539107   158   +4.741   11456    284    369  -0.0909  +1.0000  +0.0618  +0.0098
   3375    539267   160   +5.223   10969    264    335  -0.1110  +0.8789  +0.0791  +0.0379
   3376    539427   160   +0.299    8210    268    300  -0.4192  +0.1547  -0.3806  -0.2328
   3377    539587   160   +3.848   10332    238    270  -0.1373  +0.7119  +0.0909  +0.0855
   3378    539742   155   +4.066   10876    318    354  -0.1627  +0.8545  +0.1686  -0.1439
   3379    539903   161   +4.510   10790    284    339  -0.1481  +0.8321  +0.0848  -0.0485
   3380    540070   167   +3.153   10795    279    245  -0.1514  +0.8334  +0.0007  -0.0328
   3381    540228   158   +4.644   10770    213    323  -0.0458  +0.8267  +0.1839  +0.2636
   3382    540394   166   +2.406    9993    292    307  -0.2389  +0.6229  -0.0175  -0.1428
   3383    540553   159   +3.375   10789    287    255  -0.1354  +0.8318  +0.2509  -0.0615
   3384    540716   163   +2.275    9637    285    345  -0.2808  +0.5294  -0.1665  -0.1550
   3385    540882   166   +3.836   11319    338    287  -0.1283  +0.9708  +0.2746  -0.1616
   3386    541037   155   +2.418    9852    256    270  -0.2147  +0.5857  +0.0035  -0.0383
   3387    541194   157   +2.284    9728    304    320  -0.2685  +0.5533  +0.0340  -0.2006
   3388    541352   158   +4.600   11382    282    296  -0.0813  +0.9874  +0.1907  +0.0092
   3389    541507   155   +2.911   10022    243    289  -0.1900  +0.6305  -0.0709  +0.0314
   3390    541664   157   +4.114   11888    354    301  -0.1039  +1.0000  +0.4419  -0.1602
   3391    541829   165   +1.622    8760    300    319  -0.3907  +0.2991  -0.3468  -0.2692
   3392    541990   161   +4.697   11735    265    252  -0.0410  +1.0000  +0.2701  +0.1066
   3393    542149   159   +4.009   10420    234    321  -0.1300  +0.7350  +0.0288  +0.1111
   3394    542305   156   +5.279   10609    175    294  +0.0305  +0.7844  +0.2432  +0.5120
   3395    542473   168   +4.944   10562    324    386  -0.2143  +0.7722  -0.0153  -0.1860
   3396    542636   163   +2.845   10388    266    282  -0.1670  +0.7265  +0.0868  -0.0244
   3397    542798   162   +3.865   10366    236    342  -0.1471  +0.7206  -0.0594  +0.0957
   3398    542955   157   +2.943    9914    234    345  -0.1825  +0.6021  -0.0091  +0.0595
   3399    543114   159   +3.509   10661    240    218  -0.1058  +0.7981  +0.1180  +0.1097
   3400    543276   162   +4.277   11828    309    300  -0.0897  +1.0000  +0.2353  -0.0442

  ── rolling mean (last 100 ep) ──  cum_R=+4.001  yield=10762 kg/ha  N=270  W=305 mm  R_seas=-0.1309  R_ane=+0.0298

   3401    543431   155   +4.020   10523    242    285  -0.1175  +0.7620  +0.1641  +0.0851
   3402    543593   162   +4.229   11214    289    317  -0.1131  +0.9433  +0.1038  -0.0310
   3403    543756   163   +4.731   10800    363    386  -0.2110  +0.8346  +0.0740  -0.2569
   3404    543918   162   +1.714    9224    364    303  -0.3613  +0.4209  -0.0637  -0.3670
   3405    544076   158   +1.272    9083    263    238  -0.3093  +0.3840  -0.1407  -0.1373
   3406    544234   158   +5.310   11608    259    293  -0.0431  +1.0000  +0.2107  +0.1195
   3407    544391   157   +2.827   10345    239    229  -0.1225  +0.7153  +0.2395  +0.0823
   3408    544546   155   +2.480   10222    182    204  -0.0470  +0.6828  +0.0517  +0.4077
   3409    544711   165   +3.750   10772    320    337  -0.1818  +0.8274  +0.0870  -0.1579
   3410    544874   163   +1.411    8827    245    287  -0.3174  +0.3169  -0.1682  -0.0994
   3411    545039   165   +2.561    9045    259    414  -0.3178  +0.3741  -0.2355  -0.1261
   3412    545202   163   +3.773   11630    343    272  -0.1211  +1.0000  +0.2425  -0.1512
   3413    545366   164   +5.572   12519    339    382  -0.0691  +1.0000  +0.5410  -0.0774
   3414    545518   152   +6.022   11216    195    289  +0.0470  +0.9438  +0.2837  +0.4378
   3415    545680   162   +4.600   12521    348    326  -0.0951  +1.0000  +0.3525  -0.1012
   3416    545837   157   +4.757   11883    314    332  -0.0775  +1.0000  +0.3844  -0.0532
   3417    546002   165   +4.597   11428    281    242  -0.0721  +0.9995  +0.2259  +0.0183
   3418    546159   157   +4.169   10383    230    342  -0.1158  +0.7251  +0.1438  +0.1284
   3419    546321   162   +6.004   11650    267    342  -0.0501  +1.0000  +0.2268  +0.0907
   3420    546478   157   +4.926   11425    270    294  -0.0428  +0.9987  +0.4044  +0.0568
   3421    546637   159   +4.608   10439    211    263  -0.0762  +0.7400  +0.1791  +0.2362
   3422    546799   162   +5.669   12262    253    296  -0.0076  +1.0000  +0.2869  +0.2122
   3423    546957   158   +2.378    9944    208    219  -0.1385  +0.6101  -0.0014  +0.1969
   3424    547114   157   +5.517   11887    246    268  -0.0007  +1.0000  +0.3701  +0.2078
   3425    547272   158   +2.496   10191    304    271  -0.2301  +0.6747  -0.0051  -0.1610
   3426    547429   157   +2.973   10056    292    337  -0.2256  +0.6394  +0.0613  -0.1385
   3427    547587   158   +4.663   12248    263    258  -0.0187  +1.0000  +0.3230  +0.1633
   3428    547754   167   +3.602   10724    306    317  -0.1871  +0.8147  -0.0331  -0.1249
   3429    547919   165   +4.877   10597    275    330  -0.1478  +0.7814  +0.1788  -0.0367
   3430    548079   160   +4.901   10947    224    249  -0.0490  +0.8733  +0.1651  +0.2206
   3431    548239   160   +5.487   11255    308    422  -0.1289  +0.9542  +0.0860  -0.0867
   3432    548394   155   +6.005   11687    281    392  -0.0473  +1.0000  +0.4059  +0.0403
   3433    548560   166   +5.586   11045    259    372  -0.0903  +0.8989  +0.1492  +0.0668
   3434    548708   148   +3.228    9799    183    298  -0.0882  +0.5718  +0.1284  +0.3386
   3435    548869   161   +4.132   10919    287    270  -0.1172  +0.8658  +0.3093  -0.0485
   3436    549030   161   +6.020   12049    216    275  +0.0591  +1.0000  +0.3986  +0.3974
   3437    549187   157   +4.247   11098    286    357  -0.1263  +0.9128  +0.0500  -0.0318
   3438    549344   157   +2.856   10363    289    273  -0.1865  +0.7199  +0.1421  -0.1022
   3439    549503   159   +5.907   11296    176    261  +0.1223  +0.9648  +0.4278  +0.6067
   3440    549659   156   +6.102   12053    212    243  +0.0790  +1.0000  +0.5180  +0.4239
   3441    549820   161   +5.281   11316    308    404  -0.1170  +0.9702  +0.1474  -0.0810
   3442    549980   160   +2.683   10103    279    238  -0.2011  +0.6517  +0.1451  -0.0952
   3443    550136   156   +3.964   10774    248    267  -0.1086  +0.8279  +0.0820  +0.0874
   3444    550289   153   +1.901    9025    203    251  -0.2282  +0.3687  -0.0421  +0.1129
   3445    550443   154   +5.543   11157    204    263  +0.0328  +0.9284  +0.4021  +0.3684
   3446    550600   157   +4.249   10748    208    286  -0.0449  +0.8210  +0.1230  +0.2918
   3447    550757   157   +4.277   10831    309    337  -0.1680  +0.8429  +0.0869  -0.1247
   3448    550918   161   +5.654   11345    270    350  -0.0781  +0.9777  +0.1286  +0.0487
   3449    551080   162   +5.677   11295    205    318  +0.0294  +0.9645  +0.2487  +0.3780
   3450    551240   160   +3.216   10220    282    300  -0.2028  +0.6825  +0.0528  -0.0956
   3451    551396   156   +2.735   10311    240    266  -0.1476  +0.7062  +0.0381  +0.0734
   3452    551549   153   +3.181   10214    276    307  -0.1906  +0.6807  +0.1138  -0.0739
   3453    551705   156   +3.528   10681    255    261  -0.1236  +0.8034  +0.1099  +0.0486
   3454    551864   159   +2.464    9984    335    292  -0.2738  +0.6206  -0.0253  -0.2548
   3455    552025   161   +4.033   10745    236    327  -0.1157  +0.8202  -0.1162  +0.1362
   3456    552180   155   +3.051   10183    266    278  -0.1813  +0.6726  +0.1343  -0.0429
   3457    552341   161   +3.651   11122    348    297  -0.1618  +0.9192  +0.1856  -0.2004
   3458    552503   162   +3.937    9914    298    410  -0.2527  +0.6021  -0.0240  -0.1695
   3459    552662   159   +1.904    8475    212    281  -0.3269  +0.2244  -0.3213  -0.0029
   3460    552821   159   +3.181   10832    326    269  -0.1577  +0.8430  +0.3259  -0.1701
   3461    552977   156   +7.613   11966    181    416  +0.1537  +1.0000  +0.5218  +0.6550
   3462    553136   159   +4.542   11231    261    279  -0.0596  +0.9478  +0.3072  +0.0757
   3463    553300   164   +3.910   10710    207    245  -0.0491  +0.8111  +0.1082  +0.2912
   3464    553458   158   +4.057   10946    291    346  -0.1327  +0.8728  +0.1708  -0.0601
   3465    553623   165   +1.215    9535    321    245  -0.3069  +0.5026  -0.0522  -0.2578
   3466    553789   166   +4.442   10941    276    314  -0.1108  +0.8716  +0.2463  -0.0109
   3467    553945   156   +5.153   12325    241    272  +0.0338  +1.0000  +0.5012  +0.2790
   3468    554106   161   +1.025    9494    309    237  -0.3018  +0.4919  -0.0536  -0.2313
   3469    554266   160   +4.773   11831    305    321  -0.0601  +1.0000  +0.4901  -0.0304
   3470    554419   153   +4.555   10349    237    375  -0.1468  +0.7164  -0.0297  +0.0904
   3471    554589   170   +3.919   11448    320    294  -0.1030  +1.0000  +0.2887  -0.1063
   3472    554752   163   +2.193    9409    250    286  -0.2722  +0.4695  -0.2215  -0.0582
   3473    554912   160   +2.513   10128    219    206  -0.1366  +0.6582  +0.0182  +0.1567
   3474    555074   162   +2.877   10104    275    304  -0.2159  +0.6520  -0.0411  -0.0827
   3475    555237   163   +4.978   11052    300    386  -0.1274  +0.9008  +0.2084  -0.0780
   3476    555400   163   +5.531   11176    266    339  -0.0833  +0.9332  +0.1863  +0.0492
   3477    555556   156   +2.802    9305    251    377  -0.2724  +0.4423  -0.1137  -0.0721
   3478    555712   156   -0.100    7958    260    283  -0.4440  +0.0886  -0.4534  -0.2359
   3479    555868   156   +6.732   12428    207    335  +0.0940  +1.0000  +0.4330  +0.5022
   3480    556031   163   +3.510   10733    323    384  -0.1781  +0.8170  +0.1857  -0.1696
   3481    556187   156   +0.790    9330    223    219  -0.2369  +0.4488  -0.1260  +0.0449
   3482    556349   162   +6.247   11688    232    281  +0.0144  +1.0000  +0.3671  +0.2590
   3483    556503   154   +1.950    9189    237    304  -0.2771  +0.4119  -0.2136  -0.0289
   3484    556670   167   +4.411   11844    332    297  -0.1124  +1.0000  +0.1996  -0.1078
   3485    556829   159   +5.101   11669    338    392  -0.1291  +1.0000  +0.1159  -0.1357
   3486    556989   160   +3.689   10898    287    331  -0.1375  +0.8604  +0.1237  -0.0500
   3487    557144   155   +4.897   11832    288    346  -0.0670  +1.0000  +0.2524  +0.0260
   3488    557305   161   +4.013   10804    205    250  -0.0304  +0.8356  +0.1566  +0.3167
   3489    557462   157   +1.665    9240    242    252  -0.2640  +0.4253  -0.0712  -0.0439
   3490    557617   155   +5.064   11283    207    278  +0.0266  +0.9613  +0.2733  +0.3632
   3491    557773   156   +2.027    9518    243    289  -0.2365  +0.4980  -0.0464  -0.0214
   3492    557934   161   +4.723   11136    205    226  +0.0185  +0.9228  +0.3052  +0.3577
   3493    558096   162   +3.338   10281    300    343  -0.2264  +0.6985  -0.0823  -0.1426
   3494    558260   164   +2.417   10481    351    281  -0.2282  +0.7510  +0.0998  -0.2529
   3495    558422   162   +5.480   13168    298    278  -0.0217  +1.0000  +0.4671  +0.1054
   3496    558575   153   +3.220   10658    320    323  -0.1832  +0.7975  +0.1771  -0.1678
   3497    558734   159   +2.160   10018    219    233  -0.1547  +0.6295  -0.0524  +0.1439
   3498    558895   161   +4.456   11072    267    249  -0.0913  +0.9060  +0.2085  +0.0377
   3499    559055   160   +6.051   12199    269    312  -0.0161  +1.0000  +0.4394  +0.1331
   3500    559217   162   +5.682   11427    236    323  -0.0188  +0.9992  +0.1906  +0.2079

  ── rolling mean (last 100 ep) ──  cum_R=+3.977  yield=10773 kg/ha  N=266  W=301 mm  R_seas=-0.1245  R_ane=+0.0423

   3501    559376   159   +3.059   10188    273    286  -0.1961  +0.6739  +0.0518  -0.0658
   3502    559530   154   +5.323   11145    258    312  -0.0741  +0.9252  +0.2123  +0.0778
   3503    559689   159   +3.976   10047    256    393  -0.1892  +0.6369  +0.0737  -0.0192
   3504    559850   161   +3.921   10138    262    314  -0.2004  +0.6610  -0.0614  -0.0318
   3505    560010   160   +2.934    9594    332    427  -0.3142  +0.5182  -0.1070  -0.2767
   3506    560176   166   +3.922   10696    272    287  -0.1500  +0.8072  +0.0360  -0.0179
   3507    560334   158   +4.153   10667    232    240  -0.0908  +0.7998  +0.1487  +0.1480
   3508    560494   160   +5.025   11403    274    337  -0.0769  +0.9928  +0.1256  +0.0410
   3509    560649   155   +3.347   10658    262    289  -0.1275  +0.7974  +0.1766  +0.0183
   3510    560812   163   +5.527   11640    214    260  +0.0355  +1.0000  +0.2809  +0.3581
   3511    560975   163   +3.252   11129    297    216  -0.1118  +0.9210  +0.2700  -0.0635
   3512    561134   159   +2.778    9730    203    208  -0.1631  +0.5537  -0.1042  +0.1963
   3513    561301   167   +1.151    9220    310    212  -0.3314  +0.4199  -0.0958  -0.2560
   3514    561459   158   +5.274   10638    195    303  -0.0230  +0.7922  +0.1843  +0.3640
   3515    561619   160   +3.528   10797    309    315  -0.1480  +0.8338  +0.3158  -0.1267
   3516    561778   159   +1.816    9883    248    282  -0.2051  +0.5939  -0.0185  -0.0059
   3517    561938   160   +2.410    9168    230    312  -0.2623  +0.4062  -0.1212  -0.0057
   3518    562101   163   +4.869   11390    265    262  -0.0425  +0.9894  +0.3745  +0.0758
   3519    562258   157   +5.568   11991    296    367  -0.0641  +1.0000  +0.3244  +0.0115
   3520    562419   161   +4.929   11285    259    301  -0.0567  +0.9619  +0.2613  +0.0891
   3521    562575   156   +4.697   11282    255    333  -0.0671  +0.9611  +0.1108  +0.1053
   3522    562739   164   +6.148   12088    275    339  -0.0360  +1.0000  +0.3387  +0.1005
   3523    562893   154   +1.989    9316    233    238  -0.2339  +0.4451  +0.0440  +0.0013
   3524    563054   161   +4.077   10370    227    345  -0.1225  +0.7218  +0.0429  +0.1424
   3525    563218   164   +2.973    9833    338    391  -0.2826  +0.5809  +0.0388  -0.2723
   3526    563380   162   +3.123   10765    301    335  -0.1770  +0.8255  -0.0188  -0.1048
   3527    563549   169   +5.091   11523    286    343  -0.0818  +1.0000  +0.1581  +0.0081
   3528    563709   160   +2.981    9732    244    309  -0.2147  +0.5542  -0.0257  -0.0022
   3529    563866   157   +5.626   11296    184    206  +0.0987  +0.9648  +0.4433  +0.5303
   3530    564027   161   +5.449   10822    236    322  -0.0802  +0.8405  +0.1637  +0.1444
   3531    564189   162   +5.429   11698    237    258  +0.0151  +1.0000  +0.4548  +0.2321
   3532    564352   163   +5.447   11045    230    321  -0.0460  +0.8991  +0.1912  +0.2005
   3533    564509   157   +3.486   10910    263    285  -0.1106  +0.8636  +0.1275  +0.0357
   3534    564670   161   +2.907   10391    284    327  -0.1852  +0.7274  +0.0850  -0.0851
   3535    564832   162   +5.281   10929    229    386  -0.0769  +0.8685  -0.0129  +0.1909
   3536    564991   159   +5.425   11892    241    320  -0.0128  +1.0000  +0.1646  +0.2357
   3537    565159   168   +5.601   10916    332    360  -0.1782  +0.8650  +0.0868  -0.1771
   3538    565323   164   +6.144   11011    230    418  -0.0637  +0.8900  +0.0502  +0.1959
   3539    565488   165   +4.721   11481    306    316  -0.0956  +1.0000  +0.2255  -0.0604
   3540    565640   152   +0.947    9143    220    304  -0.2647  +0.3998  -0.2646  +0.0392
   3541    565801   161   +5.569   11726    237    361  +0.0099  +1.0000  +0.3897  +0.2364
   3542    565956   155   +3.311    9897    186    334  -0.1014  +0.5977  -0.0333  +0.3296
   3543    566114   158   +4.162   10462    230    266  -0.1126  +0.7460  +0.0939  +0.1385
   3544    566271   157   +4.912   10875    254    278  -0.0859  +0.8543  +0.2996  +0.0687
   3545    566426   155   +0.420    8295    158    230  -0.2137  +0.1772  -0.1159  +0.3088
   3546    566585   159   +4.221   10192    282    377  -0.2008  +0.6750  +0.0923  -0.0960
   3547    566754   169   +2.117    9604    292    332  -0.2849  +0.5207  -0.1137  -0.1791
   3548    566916   162   +5.847   12554    232    299  +0.0424  +1.0000  +0.3685  +0.3517
   3549    567082   166   +2.995   10420    272    270  -0.1724  +0.7350  +0.0628  -0.0415
   3550    567246   164   +3.036   10378    222    245  -0.1205  +0.7239  -0.0186  +0.1681
   3551    567409   163   +4.327   10904    244    264  -0.0768  +0.8620  +0.2238  +0.1176
   3552    567572   163   +4.882   11161    281    291  -0.1105  +0.9293  +0.0940  -0.0073
   3553    567736   164   +4.708   11788    286    276  -0.0741  +1.0000  +0.1671  +0.0305
   3554    567898   162   +2.248    9928    221    261  -0.1562  +0.6058  +0.0568  +0.1223
   3555    568059   161   +2.114    9320    272    326  -0.2896  +0.4461  -0.0840  -0.1426
   3556    568219   160   +4.773   11839    306    342  -0.0866  +1.0000  +0.2273  -0.0311
   3557    568375   156   +4.451   11153    248    283  -0.0616  +0.9273  +0.1985  +0.1223
   3558    568526   151   +1.272    8688    203    302  -0.2743  +0.2802  -0.1600  +0.0721
   3559    568688   162   +5.047   11136    259    367  -0.0864  +0.9228  +0.1095  +0.0733
   3560    568854   166   +3.907   10462    260    304  -0.1630  +0.7460  -0.0134  +0.0062
   3561    569012   158   +4.661   10468    290    360  -0.1776  +0.7475  +0.1466  -0.0971
   3562    569174   162   +2.998    9862    209    267  -0.1361  +0.5885  +0.1323  +0.1786
   3563    569333   159   +3.067   10416    252    238  -0.1473  +0.7338  +0.0896  +0.0342
   3564    569487   154   +6.915   12367    232    367  +0.0473  +1.0000  +0.4768  +0.3320
   3565    569644   157   +3.911   10670    249    346  -0.1435  +0.8006  -0.1538  +0.0723
   3566    569804   160   +5.754   11665    258    362  -0.0192  +1.0000  +0.4167  +0.1303
   3567    569964   160   +5.377   10844    223    401  -0.0525  +0.8462  +0.2098  +0.2167
   3568    570129   165   +5.922   12242    268    365  -0.0244  +1.0000  +0.3318  +0.1415
   3569    570293   164   +4.746   11168    235    280  -0.0526  +0.9311  +0.0832  +0.1878
   3570    570451   158   +4.849   10781    207    317  -0.0457  +0.8296  +0.0702  +0.2995
   3571    570613   162   +6.051   11682    220    269  +0.0381  +1.0000  +0.3975  +0.3279
   3572    570771   158   +2.806    9600    241    282  -0.2300  +0.5197  -0.0856  -0.0044
   3573    570927   156   +3.269    9953    204    285  -0.1348  +0.6123  -0.0318  +0.2179
   3574    571085   158   +1.885    9854    288    292  -0.2484  +0.5864  -0.0144  -0.1451
   3575    571247   162   +5.239   11841    257    293  -0.0316  +1.0000  +0.2246  +0.1531
   3576    571405   158   +3.299   10335    257    312  -0.1734  +0.7125  -0.0316  +0.0055
   3577    571564   159   +5.896   11818    247    330  -0.0127  +1.0000  +0.2822  +0.1971
   3578    571727   163   +4.867   10279    239    400  -0.1585  +0.6978  -0.0593  +0.0766
   3579    571883   156   +4.479   10403    235    382  -0.1393  +0.7304  -0.0421  +0.1078
   3580    572043   160   +6.575   11736    214    384  +0.0269  +1.0000  +0.1593  +0.3700
   3581    572206   163   +6.204   11887    206    268  +0.0723  +1.0000  +0.3944  +0.4428
