episode,timestep,ep_length,cum_reward,w_yield,w_water,w_fert,R_yield,R_water,R_fert,yield_kg_ha,total_N_kg_ha,total_W_mm
4428,753664,155,-2.150106,0.1255,0.5558,0.3187,9.131224,-3.521579,-8.403302,9818.8,352.2,672.4
4429,753664,150,-1.213758,0.1228,0.5955,0.2817,9.231628,-3.229668,-8.192048,10328.3,346.1,622.6
4430,755712,166,63.329649,0.7602,0.0551,0.1847,11.526336,-7.993654,-11.745156,11388.9,485.6,1573.7
4431,755712,166,61.054589,0.8238,0.1362,0.0401,6.801931,-7.883736,-12.967229,8951.6,531.5,1553.4
4432,755712,156,23.219486,0.4168,0.3436,0.2396,9.436688,-5.365294,-10.286341,10882.0,424.6,1037.0
4433,755712,153,-6.280887,0.0853,0.8651,0.0496,9.303972,-3.155287,-11.131938,10691.8,451.3,604.7
4434,755712,155,21.610021,0.383,0.0597,0.5574,6.64714,-6.183951,-6.722432,8113.6,289.2,1206.4
4435,755712,163,12.283279,0.241,0.2736,0.4854,11.567935,-4.832902,-7.189813,11361.2,311.6,942.0
4436,755712,165,-2.372009,0.0263,0.1247,0.849,9.167025,-4.418317,-5.826147,9815.3,253.1,855.1
4437,755712,162,-3.997322,0.105,0.8096,0.0853,9.087385,-3.55817,-10.954556,9806.6,451.9,679.9
4438,755712,160,-9.975571,0.0099,0.9109,0.0792,9.217945,-3.084815,-10.466503,10403.6,429.3,594.3
4439,755712,164,-10.204465,0.0376,0.6054,0.357,6.600359,-3.436673,-8.819228,8068.6,365.5,657.6
4440,755712,163,8.533265,0.1467,0.0397,0.8136,9.119419,-5.467898,-5.44272,9660.3,239.4,1068.4
4441,755712,167,6.851916,0.2186,0.3249,0.4565,8.926897,-4.49729,-7.873373,9324.5,330.3,877.4
4442,757760,164,23.327788,0.4395,0.382,0.1785,9.163905,-5.391831,-11.538652,10204.1,474.6,1050.3
4443,757760,162,-10.161985,0.0146,0.7519,0.2334,9.282243,-3.130327,-9.266093,10568.6,386.5,601.5
4444,757760,157,4.490427,0.1798,0.1913,0.6289,6.89295,-4.853617,-6.438774,8900.8,276.6,941.1
4445,757760,161,60.452568,0.7248,0.0354,0.2398,11.689349,-7.894882,-11.13179,11892.1,461.7,1553.2
4446,757760,157,49.15378,0.6857,0.2335,0.0809,9.117089,-6.890449,-13.80296,10093.9,563.1,1349.6
4447,757760,163,79.324003,0.9615,0.0302,0.0083,9.027892,-6.986455,-13.267458,9818.1,538.3,1372.8
4448,757760,163,10.855705,0.2272,0.2091,0.5637,9.079039,-5.07221,-6.860463,9620.8,293.0,984.7
4449,757760,158,26.253676,0.4636,0.2033,0.3331,9.070994,-6.158855,-9.040236,9768.8,379.9,1207.5
4450,757760,161,30.205968,0.4719,0.0048,0.5232,8.901923,-7.033161,-7.949615,9202.7,332.7,1382.0
4451,757760,163,9.940979,0.2916,0.4723,0.2361,9.009782,-4.448178,-10.116507,9429.6,420.7,858.6
4452,757760,165,28.773266,0.4314,0.0155,0.5532,8.997173,-6.847502,-7.96003,9343.7,340.1,1340.2
4453,757760,163,44.764606,0.5792,0.0213,0.3995,11.623506,-7.316451,-9.284579,11588.9,390.5,1434.2
4454,759808,157,-1.561199,0.0963,0.3001,0.6037,9.314244,-4.097728,-6.806106,10482.3,293.1,794.3
4455,759808,158,4.960689,0.1884,0.2555,0.5561,6.746138,-4.457138,-7.120836,8587.9,299.9,866.8
4456,759808,161,42.366875,0.6384,0.1117,0.25,8.879016,-7.194939,-10.861764,9199.7,450.0,1413.3
4457,759808,163,14.573341,0.3219,0.3577,0.3204,9.080458,-4.836844,-9.674727,9883.5,403.3,942.5
4458,759808,158,-2.995713,0.032,0.0579,0.9101,6.5659,-4.630322,-5.453595,7766.1,238.3,898.3
4459,759808,155,4.098105,0.1632,0.3205,0.5163,9.230518,-4.133379,-7.047488,10277.9,302.9,801.9
4460,759808,166,3.644673,0.1807,0.4155,0.4039,9.318818,-3.99606,-7.895438,10630.0,336.0,773.8
4461,759808,160,11.246745,0.2857,0.2937,0.4206,9.034578,-4.917261,-8.341306,9457.1,345.7,945.6
4462,759808,162,17.48312,0.3355,0.1127,0.5517,6.762854,-5.915833,-7.288173,8534.5,308.6,1155.4
4463,759808,158,-8.033325,0.0352,0.6325,0.3323,11.591443,-3.307688,-8.319134,11496.2,354.0,631.5
4464,759808,167,1.773923,0.1262,0.2502,0.6236,9.0098,-4.538455,-6.73552,9444.3,291.0,883.1
4465,759808,166,-0.666381,0.1211,0.3921,0.4869,9.379715,-3.99494,-7.686047,10640.9,329.3,766.8
4466,761856,167,51.071098,0.6601,0.2456,0.0943,11.524665,-7.189543,-13.462307,11438.3,551.9,1408.9
4467,761856,155,14.60938,0.257,0.1356,0.6074,9.331693,-5.277456,-5.955853,10321.5,262.4,1024.0
4468,761856,163,30.124221,0.4869,0.2004,0.3127,9.342677,-6.364846,-9.688759,10565.9,404.9,1239.4
4469,761856,160,-6.572582,0.0386,0.4886,0.4727,9.035957,-3.359744,-7.379014,9512.3,310.1,643.2
4470,761856,166,-10.005719,0.0256,0.5271,0.4472,9.169313,-3.292364,-7.981969,10117.5,336.3,634.8
4471,761856,162,-4.261792,0.0638,0.5152,0.421,9.392976,-3.215401,-7.704212,10728.8,329.1,612.5
4472,761856,163,27.180856,0.4548,0.1616,0.3836,9.127308,-6.642908,-8.681119,9954.2,363.9,1303.6
4473,761856,163,4.914801,0.1849,0.524,0.2911,11.696263,-3.83899,-8.640074,11846.1,362.8,735.4
4474,761856,160,16.973731,0.2809,0.0279,0.6913,6.676911,-5.982405,-5.777799,8256.7,250.3,1170.5
4475,761856,165,29.007881,0.5109,0.4061,0.0829,9.041484,-5.792453,-13.362225,9771.1,544.4,1129.7
4476,761856,161,24.750516,0.4398,0.2449,0.3153,9.287603,-6.001509,-9.432537,10380.4,394.7,1167.6
4477,761856,164,76.063673,0.872,0.0811,0.0469,11.437077,-7.58311,-13.912388,11061.6,570.0,1488.5
4478,763904,157,56.473616,0.7513,0.1895,0.0592,9.142797,-7.198016,-14.173464,10165.2,577.5,1415.5
4479,763904,156,14.712768,0.3336,0.5349,0.1315,9.288711,-4.570432,-10.706699,10581.0,443.5,890.7
4480,763904,165,4.888447,0.22,0.5617,0.2184,9.205364,-4.184278,-9.642617,10282.5,404.9,812.1
4481,763904,160,4.74632,0.144,0.1931,0.6629,9.151458,-4.71817,-6.142661,9679.2,262.4,911.1
4482,763904,157,-7.42425,0.0495,0.672,0.2785,6.669613,-3.271593,-8.448012,8397.5,351.8,629.0
4483,763904,168,-6.250871,0.0926,0.7409,0.1666,11.481473,-3.426346,-9.391872,11188.8,395.1,655.9
4484,763904,162,17.827135,0.3732,0.3047,0.3221,8.879345,-5.615216,-9.214371,9035.8,384.3,1092.5
4485,763904,157,6.918083,0.2451,0.4064,0.3485,8.894471,-4.249048,-8.257432,9135.0,343.8,823.2
4486,763904,159,62.567539,0.8012,0.1514,0.0474,9.071251,-7.396338,-13.81654,9910.0,564.3,1452.6
4487,763904,158,-1.592409,0.0947,0.357,0.5483,9.414356,-3.920152,-6.872387,10769.2,293.9,754.2
4488,763904,168,1.165415,0.1316,0.2862,0.5822,9.163443,-4.466748,-6.630751,9898.9,286.1,865.8
4489,763904,152,26.342102,0.4647,0.3245,0.2108,9.024371,-5.691576,-10.401759,9645.9,429.7,1112.9
4490,765952,158,28.039195,0.4607,0.2046,0.3347,9.272204,-6.236831,-8.96945,10299.0,376.1,1213.5
4491,765952,161,-0.298938,0.1127,0.4607,0.4267,9.066051,-3.925214,-7.375916,9643.5,311.4,753.7
4492,765952,166,32.217194,0.5082,0.1192,0.3727,9.087233,-6.919125,-9.822313,9866.3,409.6,1357.9
4493,765952,164,35.268488,0.5241,0.3418,0.1342,11.779688,-6.255469,-11.933048,12276.8,495.9,1226.0
4494,765952,160,-10.296988,0.0087,0.7319,0.2593,9.045485,-3.425703,-7.972259,9706.7,334.0,660.1
4495,765952,161,7.535109,0.2382,0.4108,0.351,9.05357,-4.397949,-7.972749,9497.1,339.6,850.2
4496,765952,159,-0.773853,0.029,0.119,0.8521,9.245819,-4.59745,-5.291058,10011.0,229.8,888.3
4497,765952,165,-0.390272,0.1485,0.6652,0.1862,9.322971,-3.90293,-9.512381,10677.4,392.4,755.3
4498,765952,155,21.509119,0.3283,0.0404,0.6313,9.156899,-5.965244,-6.354367,9831.7,274.9,1161.2
4499,765952,160,51.081825,0.6662,0.0894,0.2445,11.46492,-7.753721,-11.251044,11130.0,464.9,1518.7
4500,765952,159,11.047866,0.2331,0.2482,0.5187,9.412072,-4.870618,-6.616565,10719.5,285.0,944.6
4501,765952,163,8.750769,0.1892,0.1453,0.6655,9.303732,-5.179773,-6.157952,10298.4,265.4,1005.1
4502,768000,165,63.420729,0.7513,0.0189,0.2299,11.733399,-8.112928,-11.539487,12215.7,479.3,1600.2
4503,768000,161,22.173721,0.4092,0.1965,0.3943,8.889349,-6.042442,-8.68009,9068.1,362.7,1178.8
4504,768000,157,69.887308,0.8572,0.0497,0.0931,9.38897,-7.257045,-13.03255,10921.3,533.4,1421.5
4505,768000,160,28.202016,0.4718,0.2774,0.2508,9.369481,-6.178546,-10.371778,10866.7,432.5,1214.1
4506,768000,160,-9.117522,0.0224,0.7576,0.22,11.476849,-3.240145,-8.928973,11276.4,375.2,625.0
4507,768000,165,44.251423,0.6457,0.1708,0.1835,9.10445,-7.246662,-12.593448,10097.3,518.6,1428.2
4508,768000,161,74.043961,0.8944,0.0989,0.0067,9.093638,-7.262031,-13.774242,9869.7,563.5,1422.1
4509,768000,158,2.60502,0.1451,0.2702,0.5848,8.956264,-4.349511,-6.416018,9208.2,275.8,844.8
4510,768000,159,-9.906496,0.0335,0.9012,0.0653,11.827947,-3.205499,-10.203098,12395.2,423.4,612.5
4511,768000,165,-2.013608,0.1482,0.6749,0.1768,8.867217,-3.92678,-9.753304,9041.1,405.5,755.0
4512,768000,159,13.450012,0.3354,0.4717,0.193,8.977185,-4.843299,-10.161114,9481.1,420.3,942.4
4513,768000,162,7.784536,0.2351,0.5662,0.1987,11.557308,-4.139182,-9.507033,11421.8,398.7,801.0
4514,770048,164,12.695789,0.3101,0.2784,0.4115,6.796476,-5.308534,-7.533123,8567.1,320.1,1026.5
4515,770048,160,-10.551366,0.0597,0.7441,0.1962,9.263502,-3.474225,-9.292563,10402.0,386.3,667.6
4516,770048,161,-9.015439,0.0511,0.9427,0.0061,9.130736,-3.383029,-10.852767,9988.6,446.0,646.4
4517,770048,160,-7.968184,0.0257,0.5598,0.4144,11.696183,-3.473975,-7.721721,11746.7,328.2,663.2
4518,770048,156,3.031023,0.1276,0.2111,0.6614,8.897773,-4.419391,-5.827147,9041.9,254.0,860.7
4519,770048,158,1.363129,0.1317,0.4275,0.4408,11.567331,-3.810981,-7.522586,11360.5,316.7,733.7
4520,770048,160,70.38391,0.8503,0.034,0.1156,9.357964,-7.477983,-12.861197,10942.8,528.3,1471.6
4521,770048,159,24.808525,0.4094,0.1898,0.4008,9.38355,-6.078292,-8.335906,10685.0,352.6,1184.9
4522,770048,161,23.488304,0.473,0.3243,0.2027,6.776965,-5.948581,-10.418146,8732.8,432.2,1160.6
4523,770048,160,20.659615,0.362,0.1573,0.4807,8.985372,-6.041659,-7.422834,9225.0,318.0,1175.9
4524,770048,159,53.521579,0.7372,0.0656,0.1972,9.112057,-7.806074,-11.939562,9955.7,492.2,1533.4
4525,770048,159,-6.998807,0.0146,0.3323,0.6531,9.118688,-3.4845,-6.712337,9848.8,284.1,673.7
4526,772096,156,11.778938,0.2558,0.1908,0.5535,6.819986,-5.064923,-6.024469,8790.9,259.7,990.6
4527,772096,153,-12.287397,0.056,0.891,0.053,11.767957,-3.312177,-10.023783,12208.2,415.8,631.5
4528,772096,165,25.429997,0.4835,0.228,0.2885,6.708072,-6.36294,-9.833175,8424.2,407.0,1240.0
4529,772096,161,17.747678,0.282,0.0325,0.6855,6.890934,-6.127,-5.714685,8923.2,249.4,1200.3
4530,772096,159,-2.918045,0.0991,0.4016,0.4993,6.860161,-3.654901,-6.526025,8953.8,278.9,705.6
4531,772096,163,7.768105,0.2307,0.5937,0.1756,11.72174,-4.273379,-9.896226,11962.0,415.1,824.3
4532,772096,155,38.926741,0.5281,0.0145,0.4573,9.386471,-7.264005,-8.137723,10806.0,345.8,1428.1
4533,772096,163,35.128638,0.5765,0.0898,0.3337,6.772579,-7.397063,-9.881911,8711.1,408.4,1449.7
4534,772096,162,33.770743,0.5248,0.4507,0.0245,9.299449,-5.906788,-14.162872,10728.4,579.7,1155.0
4535,772096,156,10.214459,0.1652,0.0002,0.8346,8.986288,-5.168119,-5.119136,9158.8,224.5,1006.2
4536,772096,157,-4.559597,0.0245,0.427,0.5485,9.100847,-3.415173,-6.666869,9790.1,282.6,655.7
4537,772096,158,-2.151524,0.1374,0.7572,0.1054,8.955742,-3.754721,-10.879928,9494.9,445.9,727.4
4538,774144,157,1.51591,0.126,0.4254,0.4486,9.405798,-3.580139,-7.344893,10636.0,306.1,678.9
4539,774144,162,52.268644,0.7197,0.0979,0.1824,8.948271,-7.856927,-11.879804,9298.2,490.4,1532.6
4540,774144,165,-7.142782,0.0868,0.8299,0.0832,9.281219,-3.680588,-10.194136,10502.9,420.9,708.2
4541,774144,164,36.743048,0.5311,0.0441,0.4249,9.056803,-7.5071,-8.633986,9608.2,360.7,1470.0
4542,774144,158,12.562155,0.2809,0.2514,0.4677,9.128901,-5.302605,-6.953843,9736.3,298.8,995.2
4543,774144,163,19.903877,0.3735,0.2133,0.4131,9.032171,-6.016334,-7.850348,9484.9,331.8,1175.5
4544,774144,161,7.950745,0.239,0.551,0.21,9.329056,-4.356935,-9.298694,10684.0,389.4,845.4
4545,774144,166,-0.186697,0.1163,0.2597,0.624,6.76284,-4.326029,-6.423269,8453.7,275.3,833.6
4546,774144,165,15.078835,0.3487,0.4137,0.2376,9.025064,-5.148304,-10.051404,9672.3,415.5,1009.7
4547,774144,163,2.447827,0.0809,0.0949,0.8242,9.357956,-4.665721,-5.861496,10464.4,254.3,903.1
4548,774144,161,31.053372,0.489,0.3238,0.1872,11.442535,-6.176622,-11.068095,11185.9,456.2,1211.5
4549,774144,158,57.491461,0.7242,0.0175,0.2583,9.392725,-7.906885,-10.485764,10937.8,437.5,1560.6
4550,776192,165,40.315284,0.5768,0.0955,0.3277,9.249408,-7.706413,-9.762828,10251.6,405.4,1510.9
4551,776192,163,1.025712,0.1579,0.6546,0.1874,9.228837,-3.622575,-9.657343,10169.4,401.2,690.2
4552,776192,169,24.241463,0.4025,0.0726,0.5249,9.055902,-6.605508,-7.930302,9584.6,334.7,1289.5
4553,776192,160,60.255436,0.7381,0.2444,0.0175,11.659371,-7.23981,-13.980938,11850.8,577.1,1418.2
4554,776192,162,8.423846,0.2337,0.3542,0.4121,9.408989,-4.753449,-7.731878,10766.4,325.7,920.3
4555,776192,167,2.546282,0.1527,0.4236,0.4238,9.271351,-4.092296,-8.079118,10421.0,340.4,792.0
4556,776192,155,28.610383,0.4747,0.2497,0.2756,9.315577,-6.235415,-9.782163,10614.1,407.6,1219.7
4557,776192,164,12.035461,0.3004,0.3654,0.3342,9.039302,-5.092764,-8.419352,9587.3,352.8,993.7
4558,776192,161,37.154922,0.5885,0.3185,0.093,9.011031,-6.769064,-12.69713,9518.4,521.5,1320.4
4559,776192,157,6.888164,0.092,0.0369,0.8711,9.216047,-4.77945,-4.834482,9731.3,214.1,922.0
4560,776192,163,-5.110472,0.0427,0.493,0.4642,11.643994,-3.429907,-7.656404,11524.0,326.1,656.9
4561,776192,159,3.346874,0.184,0.4859,0.3301,8.905119,-4.092766,-8.400634,9126.4,349.2,790.0
4562,778240,160,2.865247,0.181,0.7933,0.0257,9.273203,-3.652327,-11.504179,10613.4,469.5,704.3
4563,778240,167,31.111502,0.5129,0.4223,0.0648,9.323133,-6.165013,-13.677716,10717.5,562.6,1207.4
4564,778240,162,6.425527,0.2519,0.6465,0.1016,9.245887,-3.99939,-10.779495,10447.4,448.3,774.1
4565,778240,156,31.365069,0.4848,0.2697,0.2454,11.486418,-6.050012,-9.967211,11201.9,416.2,1184.9
4566,778240,159,9.431148,0.1728,0.1054,0.7218,6.826981,-5.017445,-5.428079,8662.9,235.2,974.6
4567,778240,164,37.576698,0.5439,0.0932,0.3629,9.137065,-7.37158,-9.641296,10018.5,401.1,1448.3
4568,778240,166,40.70084,0.5656,0.0876,0.3468,9.354957,-7.643993,-9.728646,10700.9,406.1,1499.5
4569,778240,161,44.895325,0.6226,0.0936,0.2839,9.380427,-7.591666,-10.397945,10713.2,430.3,1481.2
4570,778240,158,11.328528,0.2837,0.5134,0.2029,11.479051,-4.324372,-9.938224,11223.8,415.0,839.0
4571,778240,158,5.180458,0.2017,0.3688,0.4295,9.067979,-4.020162,-7.640109,9566.0,322.3,774.4
4572,778240,151,31.818632,0.5301,0.2131,0.2567,9.023017,-6.531043,-10.135077,9539.6,418.6,1272.9
4573,778240,162,33.232289,0.4486,0.0847,0.4667,11.617253,-7.011031,-7.893775,11505.5,336.0,1370.8
4574,780288,158,6.34538,0.2373,0.5775,0.1853,11.437051,-4.265787,-10.372302,11152.1,429.4,827.0
4575,780288,156,6.585645,0.1534,0.1764,0.6702,9.159066,-4.643262,-5.109364,9829.0,224.0,905.5
4576,780288,161,-6.281818,0.1299,0.6498,0.2203,6.762133,-3.65761,-9.960857,8581.5,408.6,698.2
4577,780288,161,-8.543065,0.0294,0.8147,0.1559,9.382897,-3.293605,-9.60623,10815.1,394.6,628.1
4578,780288,158,9.267562,0.3346,0.5479,0.1175,8.884614,-4.807281,-10.91503,9013.5,450.1,927.3
4579,780288,163,2.971078,0.207,0.6946,0.0984,9.146583,-4.111535,-10.795733,9955.0,448.8,790.9
4580,780288,156,55.090278,0.6854,0.0218,0.2929,11.482863,-7.781077,-10.480392,11211.7,433.6,1527.4
4581,780288,162,38.125715,0.5724,0.1083,0.3194,9.18718,-7.423891,-10.036968,9977.1,416.7,1450.6
4582,780288,160,9.644751,0.2115,0.1868,0.6017,6.870129,-5.236921,-6.107919,8794.3,261.5,1016.2
4583,780288,161,-0.964101,0.0755,0.3602,0.5643,8.957545,-3.688139,-6.720018,9181.0,287.5,706.1
4584,780288,159,-2.606564,0.1247,0.7985,0.0768,11.636896,-3.566103,-10.459713,11592.7,435.0,678.9
4585,780288,162,44.450481,0.6475,0.1287,0.2238,9.013496,-7.67254,-11.872672,9690.7,487.8,1507.1
4586,782336,160,18.603469,0.3103,0.2638,0.4259,11.567062,-5.455338,-7.60062,11415.7,323.5,1068.9
4587,782336,161,48.593194,0.6744,0.1187,0.2069,9.173784,-7.583535,-11.874524,10163.2,483.8,1488.6
4588,782336,154,0.427391,0.0477,0.113,0.8394,9.492181,-4.094405,-5.338981,10845.4,233.5,788.9
4589,782336,163,5.842311,0.2203,0.5391,0.2405,11.601335,-4.088432,-9.457039,11550.3,395.7,786.9
4590,782336,159,0.560704,0.1581,0.4696,0.3724,9.107593,-3.683949,-8.186413,9832.5,346.2,710.4
4591,782336,158,-5.765934,0.0681,0.5597,0.3722,9.103779,-3.423032,-8.021218,9804.0,337.4,656.5
4592,782336,157,16.095676,0.3534,0.3964,0.2502,9.06181,-4.969435,-9.621759,9695.0,401.0,962.2
4593,782336,162,23.745429,0.4308,0.2211,0.3482,9.164151,-6.34191,-9.372443,9962.0,389.4,1237.5
4594,782336,155,-9.83293,0.014,0.4853,0.5007,9.243831,-3.21303,-7.062265,10227.4,305.5,616.6
4595,782336,161,10.530151,0.1693,0.0096,0.8211,6.701346,-5.433442,-5.591899,8176.2,244.0,1056.7
4596,782336,166,22.63168,0.3601,0.1044,0.5354,9.136578,-6.412564,-7.55355,9756.7,320.4,1246.9
4597,782336,163,4.056129,0.1578,0.3434,0.4988,9.273291,-4.362961,-7.082995,10273.2,304.0,841.4
4598,784384,160,-5.943481,0.0649,0.5539,0.3812,9.184171,-3.340427,-7.989688,10120.1,335.0,642.6
4599,784384,156,11.504906,0.2513,0.2421,0.5066,9.057055,-4.872189,-6.912386,9483.3,293.8,941.7
4600,784384,162,19.426051,0.3895,0.3953,0.2152,9.145479,-5.388071,-10.751472,9932.7,441.7,1044.0
4601,784384,162,52.091921,0.7031,0.0401,0.2568,9.038667,-7.9851,-11.207,9812.2,464.5,1576.6
4602,784384,166,-1.033758,0.0935,0.266,0.6405,6.393224,-4.370106,-5.738384,7220.7,245.6,845.0
4603,784384,164,49.953318,0.6917,0.2358,0.0726,9.160332,-7.161537,-13.738541,10135.4,563.9,1402.8
4604,784384,166,9.726866,0.2757,0.5264,0.1979,9.152784,-4.469724,-10.734013,9994.4,442.6,862.3
4605,784384,158,-9.065554,0.0105,0.6467,0.3428,9.090244,-3.233062,-7.648586,9896.0,322.9,624.5
4606,784384,165,16.289079,0.2696,0.0849,0.6455,9.320249,-5.700055,-6.454847,10478.2,276.3,1114.6
4607,784384,163,21.127084,0.4071,0.3667,0.2262,9.313347,-5.462375,-10.44391,10594.2,436.2,1063.4
4608,784384,156,18.478256,0.3031,0.1146,0.5823,8.96556,-5.684228,-6.072767,9121.0,262.7,1101.7
4609,784384,157,6.079952,0.2304,0.5258,0.2438,9.254679,-4.073309,-9.41552,10252.5,390.9,768.2
4610,786432,158,-8.175528,0.042,0.9065,0.0515,11.609426,-3.376396,-10.051796,11694.4,415.6,651.0
4611,786432,153,-9.166127,0.0096,0.8292,0.1612,11.489365,-2.959268,-9.183305,11076.5,373.1,559.3
4612,786432,154,-1.219215,0.0756,0.4693,0.4551,9.3989,-3.444205,-7.542955,10887.8,315.4,664.0
4613,786432,162,-1.635599,0.0729,0.2017,0.7254,6.793761,-4.337977,-6.217054,8486.7,270.3,835.8
4614,786432,160,54.760695,0.7266,0.088,0.1853,9.165038,-7.691855,-12.182137,10170.1,501.9,1509.5
4615,786432,167,16.176935,0.3427,0.3246,0.3326,9.199521,-5.268558,-8.585408,10144.8,360.0,1027.1
4616,786432,161,-6.229409,0.0631,0.6209,0.316,11.742602,-3.504436,-8.034949,11920.6,341.7,669.1
4617,786432,155,-1.86332,0.0482,0.1822,0.7695,6.522586,-3.913616,-5.712512,7602.5,246.4,755.7
4618,786432,164,40.576955,0.556,0.4169,0.0271,11.688586,-5.993196,-14.275825,11975.6,584.2,1171.6
4619,786432,164,-2.731746,0.1105,0.6982,0.1913,9.168346,-3.455575,-9.99316,10198.7,408.4,667.8
4620,786432,161,31.516657,0.5138,0.3219,0.1642,9.247648,-6.009678,-11.968335,10463.9,493.2,1178.0
4621,786432,164,-1.97677,0.0475,0.1707,0.7818,8.911078,-4.211893,-5.897813,9066.0,255.4,820.5
4622,788480,158,-2.328672,0.0632,0.369,0.5678,9.349219,-3.666831,-6.395799,10475.5,274.5,704.4
4623,788480,162,-9.85552,0.016,0.6984,0.2857,11.473738,-3.301684,-8.88842,11037.6,369.9,628.5
4624,788480,165,-7.795498,0.0214,0.4045,0.5741,8.990563,-3.537357,-7.335443,9378.4,313.6,677.8
4625,788480,160,2.341375,0.0845,0.1548,0.7606,6.675195,-4.463765,-5.850382,8086.4,253.0,860.9
4626,788480,165,34.404183,0.5274,0.3333,0.1393,11.556267,-6.287598,-12.556981,11319.5,519.9,1226.5
4627,788480,159,-6.552829,0.0664,0.4618,0.4719,6.80388,-3.506375,-7.445755,8723.9,311.0,676.7
4628,788480,163,27.482006,0.4695,0.1739,0.3566,9.041153,-6.483752,-9.2126,9608.8,386.4,1267.5
4629,788480,162,27.160212,0.4854,0.4609,0.0536,9.006516,-5.52067,-13.41617,9685.6,545.5,1078.5
4630,788480,152,5.428733,0.0797,0.02,0.9002,6.682559,-4.685585,-4.859299,8074.0,213.9,908.2
4631,788480,162,4.950616,0.1384,0.2714,0.5903,9.043834,-4.207344,-6.424821,9568.6,272.3,817.4
4632,788480,161,-8.264233,0.0351,0.9615,0.0033,9.367817,-3.151399,-10.350259,10814.8,427.5,605.0
4633,788480,162,-0.805695,0.0676,0.2683,0.6641,6.891438,-4.009773,-6.262699,8793.1,267.3,764.1
4634,790528,166,41.194091,0.5966,0.3872,0.0162,9.226148,-6.249725,-14.78553,10373.3,604.2,1222.0
4635,790528,161,2.163213,0.1841,0.4601,0.3559,8.98458,-4.009859,-8.155147,9392.9,340.3,771.4
4636,790528,163,51.675378,0.7414,0.0875,0.1711,6.814589,-7.912026,-12.039908,8901.2,496.6,1553.7
4637,790528,162,34.96649,0.5266,0.1476,0.3258,9.149239,-7.104822,-9.681239,10016.0,402.9,1388.8
4638,790528,161,5.177052,0.2313,0.4395,0.3292,8.917336,-4.110361,-8.851984,9308.5,370.9,798.2
4639,790528,162,45.296311,0.6453,0.3398,0.0149,9.163241,-7.014648,-14.407453,10110.6,584.7,1284.4
4640,790528,159,-1.890996,0.1054,0.6554,0.2391,11.677009,-3.419708,-9.235229,11881.6,384.6,657.2
4641,790528,157,1.0084,0.0392,0.0054,0.9554,6.724891,-5.401388,-4.617411,8238.3,203.7,928.7
4642,790528,150,35.485366,0.5434,0.4174,0.0391,9.181384,-5.776325,-13.189437,10161.0,539.4,1122.6
4643,790528,152,-5.223904,0.0887,0.5793,0.332,6.876754,-3.420624,-8.201586,8919.9,336.7,653.2
4644,790528,165,-3.529677,0.0871,0.7453,0.1676,9.373633,-3.476141,-9.639888,10810.7,403.3,666.2
4645,790528,159,29.184943,0.4822,0.1885,0.3293,9.187648,-6.458742,-9.316105,10201.1,391.1,1265.5
4646,792576,162,1.268389,0.0923,0.219,0.6887,9.141803,-4.310605,-5.582535,9756.9,243.2,838.7
4647,792576,154,-0.19784,0.0108,0.1028,0.8863,9.2066,-4.064936,-4.664793,9815.4,205.8,785.2
4648,792576,149,5.640743,0.2014,0.6684,0.1303,11.440537,-3.860253,-10.019514,11018.1,418.6,740.1
4649,792576,156,16.731633,0.3154,0.1935,0.4911,8.890493,-5.350337,-7.158883,9110.3,302.6,1049.2
4650,792576,166,1.27858,0.1698,0.7352,0.095,9.276444,-3.80649,-10.8172,10615.9,443.3,737.0
4651,792576,154,5.240759,0.2138,0.6034,0.1827,9.207777,-4.386962,-9.914331,10254.1,401.5,754.4
4652,792576,159,-3.579961,0.0481,0.2804,0.6715,9.087101,-3.975635,-5.742005,9533.2,249.6,769.7
4653,792576,166,28.105733,0.4524,0.1643,0.3833,9.168469,-6.641299,-9.320438,10103.1,391.0,1305.2
4654,792576,157,6.265518,0.2324,0.5397,0.2279,9.25997,-4.24081,-9.347721,10307.6,393.3,817.2
4655,792576,157,17.99192,0.337,0.6339,0.0291,11.824009,-4.632808,-11.758861,12383.9,486.9,898.4
4656,792576,156,51.606559,0.7074,0.0215,0.271,8.855716,-7.811341,-10.705033,9138.7,444.7,1540.7
4657,792576,162,22.834759,0.4123,0.308,0.2798,11.468702,-5.875969,-10.4245,11177.2,430.5,1146.9
4658,794624,159,29.308032,0.4667,0.1422,0.3911,9.186556,-6.514127,-9.437087,10273.0,395.2,1279.7
4659,794624,164,0.799312,0.1235,0.3356,0.5409,9.109242,-4.175507,-7.043079,9781.7,302.7,808.6
4660,794624,165,30.387409,0.5037,0.3811,0.1152,9.254534,-6.070299,-12.724765,10502.5,520.7,1188.4
4661,794624,162,45.301555,0.6379,0.0268,0.3353,9.181829,-7.705916,-11.069129,10233.7,456.3,1513.7
4662,794624,163,57.285427,0.7206,0.2511,0.0284,11.574938,-7.014562,-14.216422,11519.0,581.2,1369.9
4663,794624,164,-8.948112,0.0215,0.6343,0.3442,9.326753,-3.337394,-8.954065,10652.4,375.2,643.4
4664,794624,156,8.15947,0.23,0.2806,0.4894,8.948236,-4.626742,-7.590351,9114.1,315.1,895.6
4665,794624,155,33.221686,0.5274,0.3878,0.0849,9.312799,-5.896089,-13.003839,10578.0,529.3,1148.8
