episode,timestep,ep_length,cum_reward,w_yield,w_water,w_fert,R_yield,R_water,R_fert,yield_kg_ha,total_N_kg_ha,total_W_mm
1637,278528,162,22.435648,0.3934,0.538,0.0686,11.479122,-3.606978,-10.038304,11059.5,410.9,685.7
1638,280576,162,-7.508229,0.0805,0.5598,0.3596,8.897975,-3.995352,-9.419169,9061.1,386.8,763.7
1639,280576,162,-7.971472,0.0475,0.5802,0.3723,11.743098,-3.728033,-9.728144,12074.0,407.3,714.5
1640,280576,151,0.32126,0.076,0.0539,0.8701,9.223628,-4.50503,-7.029963,10028.3,301.4,870.1
1641,280576,162,34.654932,0.4982,0.2942,0.2076,11.507571,-3.478477,-9.029948,11256.6,378.0,666.6
1642,280576,160,55.768501,0.8482,0.0005,0.1513,6.81108,-1.790812,-7.456251,8883.2,314.2,334.3
1643,280576,158,20.965429,0.3725,0.1251,0.5024,9.359287,-4.810043,-9.053838,10814.0,375.5,934.0
1644,280576,159,11.230074,0.3052,0.0901,0.6046,6.65825,-5.065763,-8.955021,8184.5,370.7,982.8
1645,280576,163,-6.416554,0.0839,0.5757,0.3404,9.076957,-3.910189,-9.58304,9734.9,392.1,752.2
1646,280576,158,3.651099,0.1866,0.4673,0.3461,11.777072,-4.031322,-9.893598,12197.6,416.7,776.9
1647,280576,161,25.983153,0.4343,0.5214,0.0443,9.306331,-3.2447,-9.763147,10419.9,406.6,614.9
1648,280576,155,-0.237889,0.1315,0.414,0.4544,9.273248,-3.81877,-9.044353,10333.6,369.2,732.5
1649,280576,163,39.780293,0.593,0.0945,0.3125,9.304605,-3.346507,-8.962952,10627.2,372.5,642.7
1650,282624,164,24.243832,0.417,0.1904,0.3926,9.296293,-4.441657,-9.426657,10493.8,391.5,857.5
1651,282624,169,60.830841,0.9232,0.0569,0.0199,6.691931,-1.610434,-8.099455,8425.6,336.4,297.2
1652,282624,162,31.300099,0.4675,0.2246,0.3079,11.531345,-3.964746,-8.976529,11217.5,378.1,760.9
1653,282624,163,32.627589,0.4933,0.4201,0.0867,11.465078,-3.159203,-10.243906,11068.9,416.7,598.9
1654,282624,160,47.213606,0.7202,0.0963,0.1835,8.905496,-2.853064,-8.037786,9159.3,329.6,449.9
1655,282624,162,9.841837,0.2667,0.24,0.4932,9.264739,-4.517463,-8.97665,10416.2,379.6,876.3
1656,282624,160,4.444552,0.1493,0.2581,0.5927,11.679113,-4.430292,-8.077146,11757.0,341.2,857.4
1657,282624,165,-1.67499,0.1267,0.356,0.5173,9.38797,-4.434975,-9.247757,10804.7,385.4,857.1
1658,282624,160,-3.439312,0.0711,0.2206,0.7083,11.488629,-4.479827,-7.945756,11012.8,335.3,859.2
1659,282624,165,-1.459022,0.1255,0.5465,0.328,9.376884,-4.050964,-9.711885,10766.6,402.1,776.2
1660,282624,161,20.078711,0.4215,0.3163,0.2623,6.742712,-3.924068,-10.453319,8525.5,425.4,754.7
1661,282624,160,18.652936,0.3478,0.0788,0.5734,9.074304,-4.943116,-8.666243,9659.6,360.5,955.2
1662,284672,160,-6.78694,0.0295,0.1528,0.8176,6.622742,-4.49601,-7.664085,8195.1,316.0,873.9
1663,284672,160,-0.994462,0.1437,0.4124,0.444,9.045679,-4.188686,-9.287468,9537.8,386.0,807.4
1664,284672,157,5.917614,0.1735,0.2159,0.6106,11.866982,-4.402436,-8.313588,12474.6,349.0,853.6
1665,284672,165,27.752394,0.4342,0.2932,0.2727,11.513565,-4.191607,-10.36538,11359.1,427.7,808.2
1666,284672,159,14.510494,0.2993,0.0172,0.6836,9.219274,-4.977781,-8.586959,10206.7,358.1,967.2
1667,284672,155,-2.441148,0.0704,0.0199,0.9097,9.169764,-5.067105,-7.309216,9765.5,310.5,910.2
1668,284672,162,29.61047,0.4503,0.4287,0.121,11.54349,-3.726026,-9.438185,11395.2,397.2,713.3
1669,284672,157,52.389644,0.7435,0.1391,0.1174,9.379991,-2.367664,-8.349375,10678.0,349.8,443.4
1670,284672,153,52.376174,0.7203,0.0883,0.1914,11.469473,-2.469828,-7.478679,11070.3,320.3,468.9
1671,284672,160,47.400957,0.6553,0.2676,0.0771,11.613891,-2.393807,-8.167648,11571.5,345.7,449.1
1672,284672,160,29.715128,0.4813,0.0376,0.4811,9.303881,-4.135616,-9.155337,10557.1,385.4,802.3
1673,284672,159,7.824443,0.2211,0.6248,0.154,11.718183,-3.672779,-9.514541,11921.5,395.5,699.7
1674,286720,160,2.135756,0.1671,0.4442,0.3888,11.730085,-4.064003,-9.650981,12025.1,403.5,785.8
1675,286720,161,11.449188,0.3003,0.2679,0.4318,9.251987,-4.333555,-9.992677,10408.4,415.7,839.5
1676,286720,159,-2.042347,0.099,0.3127,0.5884,9.09487,-4.413055,-8.114111,9701.6,345.7,851.9
1677,286720,155,3.399328,0.1599,0.8386,0.0015,11.580849,-3.239473,-9.89267,11555.3,413.9,622.4
1678,286720,161,23.256735,0.3884,0.3161,0.2955,11.68289,-3.988437,-10.575052,11892.3,439.5,770.5
1679,286720,162,-10.794478,0.0112,0.3466,0.6422,9.049554,-4.153488,-8.866474,9685.9,368.4,804.8
1680,286720,163,60.434957,0.8623,0.0988,0.0389,9.314308,-1.929579,-8.227327,10427.0,349.9,356.2
1681,286720,165,33.869025,0.5546,0.0224,0.423,9.145011,-3.868431,-9.780789,9994.4,406.1,725.5
1682,286720,158,40.207552,0.598,0.0845,0.3175,9.284208,-3.386976,-8.701295,10554.4,359.4,647.2
1683,286720,156,2.880142,0.1213,0.0063,0.8724,8.976082,-4.784972,-7.234315,9250.0,305.4,926.8
1684,286720,158,22.654034,0.3898,0.2886,0.3216,9.348484,-3.906306,-10.363327,10670.4,431.6,750.4
1685,286720,155,50.927248,0.7294,0.2644,0.0062,9.047047,-2.137157,-7.648609,9457.9,323.1,395.8
1686,288768,165,-10.290311,0.0288,0.3996,0.5716,9.119971,-4.166854,-9.298244,9900.5,386.5,803.4
1687,288768,165,-12.241431,0.0051,0.7896,0.2053,9.381363,-3.442889,-10.076115,10889.2,416.7,664.3
1688,288768,159,-6.281438,0.0622,0.9083,0.0294,8.959541,-3.096406,-9.495561,9460.9,388.0,592.3
1689,288768,163,7.74738,0.2602,0.4158,0.324,9.422682,-4.215051,-10.294065,10947.3,429.3,813.7
1690,288768,159,42.539761,0.6264,0.3,0.0736,9.321016,-2.72537,-8.905762,10521.4,373.3,519.7
1691,288768,168,23.132285,0.4095,0.2123,0.3782,9.355978,-4.471744,-10.413741,10840.5,429.7,871.0
1692,288768,158,-8.28625,0.0611,0.6516,0.2873,11.664393,-3.517122,-9.720222,11941.2,404.5,678.1
1693,288768,156,12.019535,0.2885,0.602,0.1095,9.12055,-3.644936,-10.601896,9896.6,431.8,697.3
1694,288768,162,12.613794,0.2871,0.4364,0.2765,11.491034,-4.047035,-10.22973,11186.8,429.7,782.0
1695,288768,159,41.574239,0.6224,0.3596,0.018,9.357949,-2.653577,-8.385774,10753.8,353.5,502.2
1696,288768,158,43.338812,0.6039,0.2606,0.1355,11.588184,-3.079414,-9.118858,11546.6,358.8,574.0
1697,288768,166,21.749255,0.3792,0.4606,0.1601,11.703403,-4.170415,-10.552388,11888.4,440.6,802.9
1698,290816,162,25.582312,0.4081,0.377,0.2149,11.62815,-3.983757,-10.471158,11677.4,431.0,767.2
1699,290816,163,51.299245,0.7215,0.2384,0.04,9.396796,-2.812179,-8.213548,10780.5,345.3,528.8
1700,290816,161,-7.705842,0.0727,0.7753,0.152,11.466247,-3.518086,-9.878916,11160.3,410.3,675.7
1701,290816,156,15.287958,0.3116,0.5721,0.1163,11.525747,-3.650008,-9.420508,11250.7,399.3,700.1
1702,290816,161,52.357351,0.7727,0.1091,0.1182,9.030182,-2.497675,-8.38156,9674.5,349.5,476.2
1703,290816,164,28.164369,0.4413,0.4134,0.1453,11.494413,-3.818943,-10.477307,11368.2,434.8,738.8
1704,290816,156,62.176758,0.7862,0.0277,0.1861,12.010322,-2.592012,-8.169428,12922.9,344.7,490.0
1705,290816,165,6.751573,0.2232,0.6567,0.1201,9.423986,-3.828521,-10.811836,10977.2,445.6,734.1
1706,290816,161,-11.862197,0.0037,0.795,0.2013,9.314985,-3.338312,-9.765451,10493.5,395.5,635.4
1707,290816,164,8.408713,0.251,0.6213,0.1277,11.463941,-3.710613,-10.739391,11096.0,437.9,707.0
1708,290816,169,48.125202,0.6319,0.1853,0.1828,11.775676,-3.182209,-9.650024,12262.5,400.5,612.9
1709,290816,163,1.982435,0.1557,0.4506,0.3938,11.59551,-3.976031,-9.784091,11612.5,409.5,768.8
1710,292864,162,-0.763609,0.1624,0.3748,0.4628,9.154634,-4.001125,-10.102758,9958.2,418.4,769.7
1711,292864,159,-4.12206,0.0762,0.2785,0.6453,11.445665,-4.056469,-8.654971,11033.5,361.7,782.8
1712,292864,162,70.751966,0.9806,0.0057,0.0137,9.345383,-1.735602,-8.238731,10537.2,352.0,318.8
1713,292864,154,3.676383,0.2016,0.159,0.6394,9.058455,-4.46809,-8.736431,9692.3,366.4,836.7
1714,292864,158,-0.818714,0.1321,0.7361,0.1318,9.149235,-3.437698,-9.732337,10021.4,402.5,659.5
1715,292864,158,-10.832807,0.0258,0.9633,0.0109,8.983624,-2.92793,-9.14349,9343.8,383.0,553.6
1716,292864,162,28.17199,0.464,0.253,0.283,9.223652,-4.015075,-9.963772,10422.0,414.4,776.3
1717,292864,161,10.094593,0.2617,0.6061,0.1322,11.52974,-3.598723,-10.457308,11377.7,436.3,690.2
1718,292864,158,44.011632,0.6034,0.0474,0.3492,11.628512,-3.653547,-9.641358,11660.8,399.3,700.5
1719,292864,153,50.30605,0.6719,0.1388,0.1893,11.583247,-3.016564,-8.166128,11342.5,343.4,571.2
1720,292864,153,22.224558,0.3879,0.2905,0.3216,11.533481,-3.826495,-9.924514,11202.3,414.9,732.7
1721,292864,157,-5.766261,0.0502,0.6999,0.2499,9.191521,-3.232998,-8.834199,10171.5,368.4,617.4
1722,294912,157,18.285946,0.3661,0.2454,0.3885,9.439914,-4.038255,-10.006042,10977.4,418.1,779.1
1723,294912,158,-1.285501,0.1449,0.7407,0.1144,9.403826,-3.283697,-9.827529,10811.1,405.1,626.5
1724,294912,165,19.521058,0.3414,0.6244,0.0342,11.4816,-3.388745,-10.321377,11198.9,429.7,649.0
1725,294912,164,40.654972,0.6011,0.2588,0.1401,9.415315,-3.135496,-9.564015,10971.6,401.8,600.0
1726,294912,163,-3.276252,0.1096,0.4126,0.4778,9.168349,-3.937342,-9.782283,10057.6,402.2,756.4
1727,294912,157,18.516676,0.3258,0.4873,0.1869,11.717444,-3.48181,-9.790778,12062.3,406.5,668.6
1728,294912,158,-7.197117,0.0532,0.1582,0.7886,11.667757,-4.002546,-8.536135,11703.2,358.3,766.8
1729,294912,153,17.618308,0.3432,0.3044,0.3525,9.054235,-3.758165,-9.165214,9594.8,382.5,724.0
1730,294912,163,29.236702,0.4436,0.5533,0.0032,11.471556,-3.386373,-10.49976,11128.9,435.1,639.8
1731,294912,159,3.002366,0.1715,0.707,0.1216,9.354781,-3.380547,-9.982491,10620.5,408.0,640.4
1732,294912,158,36.12274,0.558,0.3148,0.1271,9.093121,-3.1813,-9.683085,9789.4,402.4,609.0
1733,294912,159,28.584756,0.4481,0.1838,0.3681,11.798698,-4.131653,-10.014641,12309.9,419.2,798.2
1734,296960,156,32.152555,0.5164,0.4766,0.0071,9.169973,-3.026521,-9.210915,10201.3,377.8,545.4
1735,296960,159,6.231177,0.2106,0.168,0.6214,11.511702,-4.431621,-9.393712,11337.4,394.0,862.6
1736,296960,163,0.90082,0.1459,0.1557,0.6984,11.528111,-4.588721,-8.636235,11244.4,361.7,855.0
1737,296960,157,-2.217713,0.118,0.2131,0.6689,9.114128,-4.154412,-8.404185,9910.5,357.3,807.0
1738,296960,156,15.505027,0.3147,0.105,0.5803,9.24118,-4.37263,-8.91852,10257.1,375.9,844.6
1739,296960,160,-6.29528,0.059,0.2429,0.6981,11.473915,-4.08565,-8.318604,11040.5,353.9,790.8
1740,296960,163,8.911796,0.2752,0.1881,0.5367,9.340644,-4.39143,-9.71854,10496.5,404.5,843.4
1741,296960,164,-1.291119,0.1316,0.0897,0.7787,6.785615,-4.650204,-8.597148,8607.8,360.0,901.1
1742,296960,158,-3.264671,0.0941,0.2221,0.6838,9.309017,-4.201552,-8.673887,10580.3,364.7,810.7
1743,296960,154,-4.289004,0.073,0.5175,0.4095,11.531803,-3.298041,-8.765221,11336.6,369.6,631.6
1744,296960,162,25.525447,0.3946,0.057,0.5484,11.717969,-4.587746,-9.561818,11897.0,399.1,885.2
1745,296960,165,-10.270584,0.0876,0.6835,0.229,11.556689,-3.501976,-10.248668,11372.5,426.0,667.1
1746,299008,158,7.077375,0.1722,0.0518,0.7761,11.671015,-4.348441,-8.272373,11740.3,353.0,840.7
1747,299008,156,50.134394,0.7609,0.0477,0.1914,9.1153,-2.518941,-9.340417,9848.8,392.2,477.1
1748,299008,165,16.528305,0.3492,0.1582,0.4926,9.274735,-4.604743,-9.817836,10477.9,409.2,891.7
1749,299008,161,-3.328669,0.1108,0.0871,0.8022,9.274647,-4.569701,-8.49964,10226.3,355.4,884.8
1750,299008,160,38.445288,0.5961,0.0099,0.394,9.260035,-3.841739,-9.963335,10339.6,413.9,738.4
1751,299008,157,-5.731242,0.1009,0.445,0.4541,9.221227,-3.88355,-8.824384,10239.1,369.9,750.8
1752,299008,159,44.277407,0.6456,0.2033,0.1511,9.34269,-3.231447,-9.931193,10605.4,407.1,613.7
1753,299008,169,9.14419,0.234,0.5765,0.1895,11.654776,-3.793463,-11.272103,11812.3,467.0,730.7
1754,299008,158,5.386449,0.1775,0.0946,0.728,11.827472,-4.376559,-8.743412,12401.5,370.8,849.5
1755,299008,156,36.173204,0.5632,0.4333,0.0034,9.171977,-3.039785,-9.157977,10004.2,389.2,581.5
1756,299008,161,25.424053,0.4074,0.2779,0.3147,11.650833,-4.029645,-10.317973,11729.7,430.4,775.9
1757,299008,163,41.957391,0.6056,0.1584,0.236,9.36648,-3.599061,-9.930217,10819.5,411.9,691.9
1758,301056,153,21.279728,0.468,0.0314,0.5005,6.528058,-5.467501,-11.020058,7930.9,425.0,879.7
1759,301056,160,-4.377056,0.0737,0.304,0.6223,9.455531,-4.081719,-8.311719,10867.8,353.4,784.6
1760,301056,163,21.476107,0.4183,0.0613,0.5204,9.012691,-5.036973,-10.798635,9631.8,443.5,951.7
1761,301056,162,-7.7502,0.0227,0.2214,0.756,11.851817,-4.105707,-8.784531,12350.3,365.3,791.4
1762,301056,160,-3.772356,0.0435,0.0412,0.9152,9.198208,-4.46053,-6.694589,9986.2,289.5,863.4
1763,301056,155,-1.065547,0.1391,0.3832,0.4777,11.513332,-3.933593,-9.371509,11121.3,388.2,752.5
1764,301056,159,40.918677,0.5674,0.3639,0.0687,11.683185,-3.051299,-10.835771,11923.6,443.9,583.3
1765,301056,163,20.946064,0.4051,0.2262,0.3687,9.325504,-4.450483,-11.179824,10674.0,462.9,858.4
1766,301056,159,47.953199,0.6472,0.1813,0.1715,11.646359,-3.232682,-10.117997,11778.6,422.7,617.6
1767,301056,160,-6.858353,0.0651,0.8434,0.0916,9.156809,-3.181509,-10.142106,10062.8,422.1,610.2
1768,301056,160,1.348144,0.1511,0.0399,0.809,6.844715,-4.514751,-8.009645,8776.0,336.6,873.5
1769,301056,160,-6.059264,0.0791,0.8604,0.0604,9.270364,-3.242139,-10.132709,10299.0,422.0,615.4
1770,303104,166,45.057443,0.6332,0.1187,0.2481,11.591429,-3.579859,-11.03001,11627.1,456.3,688.8
1771,303104,159,-2.529274,0.1224,0.4198,0.4578,9.442846,-3.800862,-9.660939,10955.2,400.9,728.3
1772,303104,155,26.889792,0.4604,0.3329,0.2068,9.376,-4.224555,-10.919493,10868.9,445.4,748.7
1773,303104,157,13.655885,0.3288,0.2025,0.4688,9.282298,-4.302434,-10.317549,10552.4,428.9,834.4
1774,303104,153,45.667465,0.6399,0.0918,0.2683,11.512531,-3.474764,-10.046947,11343.6,416.7,668.9
1775,303104,160,7.090115,0.2179,0.2593,0.5228,11.795807,-4.141485,-10.014267,12328.0,412.5,803.6
1776,303104,158,22.56877,0.398,0.3851,0.2169,11.599628,-3.932553,-11.016785,11639.1,456.6,752.0
1777,303104,153,40.09143,0.5725,0.2339,0.1936,11.446283,-3.591238,-10.243167,11209.3,424.6,694.7
1778,303104,159,14.342354,0.2958,0.2749,0.4294,11.977004,-4.125196,-10.302391,12839.0,433.3,798.1
1779,303104,162,6.777527,0.2359,0.7337,0.0303,6.475183,-3.168668,-11.139436,7769.8,457.0,606.8
1780,303104,159,-6.914182,0.0339,0.2588,0.7073,11.502535,-3.917991,-7.685016,11098.1,330.5,757.3
1781,303104,158,0.458481,0.1316,0.641,0.2274,11.410549,-3.430344,-10.427772,11016.0,431.3,661.0
1782,305152,158,32.348859,0.5133,0.4596,0.0272,9.351881,-3.281415,-10.675729,10716.0,445.6,624.7
1783,305152,158,52.30087,0.7321,0.2139,0.0539,9.205102,-3.007634,-9.677302,10166.7,404.5,574.1
1784,305152,162,-1.604586,0.1313,0.6569,0.2118,11.70452,-3.568081,-11.137776,11914.3,454.4,679.3
1785,305152,161,-4.576278,0.0497,0.0401,0.9102,9.348106,-4.323132,-7.646777,10589.8,327.4,837.8
1786,305152,159,27.045203,0.4755,0.1465,0.378,9.142565,-4.421094,-11.048775,10049.5,449.5,857.1
1787,305152,154,-7.798136,0.0348,0.5505,0.4146,9.137486,-3.390489,-9.011121,9764.3,377.9,644.8
1788,305152,165,45.783595,0.7013,0.0858,0.2129,8.9293,-3.130889,-10.106921,9323.9,419.6,603.0
1789,305152,163,10.506349,0.2819,0.6038,0.1143,9.26723,-3.531945,-11.12304,10405.5,463.8,676.3
1790,305152,155,43.459423,0.5695,0.0043,0.4262,11.846771,-4.267392,-9.339413,12380.5,393.2,820.9
1791,305152,162,17.897988,0.3927,0.2968,0.3105,9.017837,-4.099387,-11.20497,9637.5,458.9,791.9
1792,305152,156,71.679666,0.9329,0.0091,0.058,11.718117,-2.263998,-9.384941,11976.6,383.1,425.0
1793,305152,151,33.452037,0.5367,0.2205,0.2428,9.387682,-6.58152,-9.539093,10674.0,393.3,719.5
1794,305152,52,-6.535275,0.038,0.1366,0.8254,0.086113,-1.703841,-2.157522,0.0,83.2,305.7
1795,307200,154,-11.995099,0.0008,0.3861,0.6131,9.311282,-3.681923,-8.39107,10423.2,347.8,692.7
1796,307200,155,18.261026,0.3865,0.0048,0.6087,8.987025,-4.795515,-9.319363,9346.6,385.5,929.3
1797,307200,151,10.425963,0.2811,0.5433,0.1757,9.195307,-3.7006,-11.205216,10094.6,461.2,709.5
1798,307200,157,23.229539,0.4117,0.0976,0.4907,9.112297,-4.525735,-9.85147,9982.9,411.1,880.8
1799,307200,160,62.112998,0.8146,0.0408,0.1446,11.575789,-2.650062,-9.628743,11520.3,402.4,501.0
1800,307200,164,49.683117,0.6764,0.2298,0.0938,11.655046,-3.018938,-10.257712,11851.2,420.0,577.6
1801,307200,163,3.072716,0.1856,0.6615,0.1529,9.267051,-3.564307,-11.581572,10442.7,473.7,681.9
1802,307200,161,7.781526,0.2618,0.2209,0.5173,9.304985,-4.60803,-10.434098,10466.8,429.2,887.4
1803,307200,165,14.619014,0.3081,0.0879,0.6041,11.475551,-4.700681,-9.857121,11079.9,411.6,907.8
1804,307200,159,46.791513,0.6998,0.1257,0.1745,9.294217,-3.115637,-9.989206,10545.5,412.9,593.9
1805,307200,154,-3.609673,0.1246,0.5429,0.3325,11.682261,-3.633559,-10.099734,11906.8,420.7,699.8
1806,307200,154,35.5628,0.5674,0.2217,0.2109,9.12762,-3.624235,-10.323031,10024.0,426.1,697.8
1807,309248,162,-9.813485,0.0381,0.325,0.6369,6.702258,-3.935524,-8.923743,8444.6,368.8,759.6
1808,309248,163,6.689158,0.195,0.0501,0.7549,11.468469,-4.642076,-8.744121,11012.9,370.5,896.6
1809,309248,158,25.771957,0.4392,0.5251,0.0357,9.115088,-3.608246,-11.245476,9938.8,463.3,694.1
1810,309248,166,27.384328,0.4689,0.1319,0.3992,11.549604,-4.560555,-11.172703,11282.7,462.8,883.4
1811,309248,156,-2.996399,0.0838,0.8227,0.0936,11.535568,-2.961151,-9.943273,11421.5,414.6,564.0
1812,309248,162,-12.408076,0.0137,0.4331,0.5532,11.627813,-3.615135,-9.286775,11542.1,383.0,689.5
1813,309248,157,2.262407,0.189,0.2237,0.5873,9.116584,-4.175432,-9.25371,9819.9,386.9,803.9
1814,309248,163,0.910996,0.1765,0.51,0.3134,9.154869,-3.896878,-10.571067,10072.1,433.2,752.6
1815,309248,162,-0.491545,0.1655,0.3207,0.5138,9.113697,-4.196754,-10.422336,9878.3,431.6,808.8
1816,309248,157,-10.068752,0.0338,0.5659,0.4003,9.216819,-3.433715,-9.111917,10222.9,384.5,659.5
1817,309248,163,11.398928,0.2683,0.0616,0.6701,11.533704,-4.704982,-9.970866,11388.9,414.8,913.8
1818,309248,162,37.368562,0.5223,0.4227,0.0549,11.859362,-3.555753,-11.118048,12555.8,461.4,683.3
1819,311296,167,38.556374,0.5373,0.0628,0.4,11.69065,-4.359426,-10.384573,11797.7,435.0,838.6
1820,311296,155,-6.728723,0.0833,0.7078,0.2089,6.709036,-3.258795,-10.205701,8505.6,418.6,623.6
1821,311296,160,57.701019,0.7348,0.1741,0.0911,11.855669,-2.997261,-9.708896,12610.2,404.9,574.6
1822,311296,157,37.381913,0.5828,0.1059,0.3113,9.243005,-3.635735,-10.410922,10417.2,428.0,697.9
1823,311296,158,5.977372,0.2157,0.2027,0.5816,11.656639,-4.36676,-9.835453,11679.1,409.7,840.8
1824,311296,160,-4.334905,0.1032,0.6119,0.2848,6.584211,-3.546252,-9.888638,8135.4,406.4,680.4
1825,311296,159,33.304863,0.5354,0.094,0.3706,9.144347,-4.054397,-9.868686,9972.4,408.9,782.0
1826,311296,165,25.626852,0.4586,0.1293,0.4121,9.081998,-4.505901,-10.630288,9675.4,441.1,870.1
1827,311296,161,32.676481,0.5134,0.4209,0.0657,9.320607,-3.700025,-11.560133,10612.9,470.7,705.8
1828,311296,157,-1.71371,0.1005,0.1465,0.753,9.471827,-4.218972,-7.925531,10949.2,337.6,816.9
1829,311296,160,44.709182,0.6408,0.0189,0.3404,11.536449,-3.636202,-9.780025,11454.4,407.3,702.1
1830,311296,158,56.116767,0.7332,0.1666,0.1003,11.695771,-3.092758,-9.201317,11995.5,389.2,591.9
1831,313344,156,17.722089,0.356,0.2952,0.3489,11.420324,-4.139718,-10.765863,11031.1,443.8,800.5
1832,313344,156,24.437705,0.3904,0.5284,0.0813,11.850196,-3.779219,-11.640073,12476.1,481.7,730.3
1833,313344,158,17.619465,0.3905,0.2478,0.3617,9.203979,-4.161645,-11.046261,10192.4,453.7,803.5
1834,313344,162,29.894758,0.4923,0.2149,0.2928,9.327328,-4.211541,-11.585482,10731.1,477.6,815.0
1835,313344,157,11.844427,0.3118,0.2137,0.4745,9.232267,-4.433234,-10.541587,10281.3,433.9,860.7
1836,313344,155,8.120763,0.2352,0.1562,0.6085,9.376835,-4.161176,-9.595522,10745.7,401.8,801.4
1837,313344,165,-0.838153,0.1457,0.4657,0.3886,11.650031,-4.028882,-10.505117,11896.5,435.9,782.1
1838,313344,158,-4.748806,0.0967,0.2991,0.6042,6.605785,-4.188698,-8.502699,8119.9,357.2,811.9
1839,313344,153,6.115921,0.2479,0.0854,0.6666,6.789721,-4.515265,-9.187057,8695.6,375.8,869.3
1840,313344,166,16.998822,0.3669,0.3441,0.289,9.330963,-4.255984,-11.822575,10609.7,485.9,822.3
1841,313344,157,35.534885,0.5326,0.3867,0.0807,11.484493,-3.557891,-10.960765,11098.7,453.3,679.9
1842,313344,159,41.328562,0.5802,0.0362,0.3835,11.571281,-4.134575,-9.734442,11430.1,407.0,796.0
1843,315392,155,-6.198758,0.0306,0.0825,0.8869,8.901655,-4.173948,-7.34159,9068.5,311.2,808.5
1844,315392,156,10.795771,0.2538,0.5136,0.2326,11.840034,-3.881531,-10.713447,12483.7,443.6,747.4
1845,315392,156,23.294026,0.4098,0.1177,0.4725,11.462091,-4.392426,-10.526083,11091.3,436.0,849.6
1846,315392,155,16.520942,0.3583,0.2494,0.3923,9.33851,-4.275169,-10.720515,10673.5,443.8,825.7
1847,315392,159,28.084021,0.4777,0.0833,0.439,9.101557,-4.571862,-10.28195,9746.2,425.2,882.9
1848,315392,162,38.805914,0.5647,0.3517,0.0836,11.847011,-3.581197,-10.749474,12412.0,448.8,688.8
1849,315392,160,23.827155,0.3962,0.4117,0.1921,11.658484,-3.906347,-11.617224,11770.4,481.2,754.4
1850,315392,160,1.512364,0.1597,0.3124,0.5279,11.527776,-4.202364,-9.864753,11313.6,415.4,809.9
1851,315392,162,-5.854293,0.0328,0.1072,0.8599,11.654708,-4.297639,-7.831361,11625.9,331.1,829.5
1852,315392,157,24.726247,0.4057,0.0314,0.5629,11.477807,-4.655086,-9.296069,11092.6,388.2,901.3
1853,315392,160,-3.207215,0.1325,0.4111,0.4564,9.32289,-4.043097,-10.457796,10640.2,427.7,781.6
1854,315392,155,-9.344728,0.0153,0.2905,0.6942,11.469049,-3.77248,-7.975829,11047.1,338.2,727.9
1855,317440,153,4.061983,0.1832,0.3596,0.4573,11.647869,-4.077728,-9.957572,11714.4,414.0,789.6
1856,317440,163,-10.015616,0.0216,0.933,0.0454,6.591924,-3.203361,-10.992446,8122.3,448.6,610.6
1857,317440,163,13.936871,0.2765,0.0402,0.6833,11.462009,-4.776943,-9.247444,11114.7,386.8,930.7
1858,317440,155,30.837549,0.4662,0.111,0.4228,11.552298,-4.269539,-9.675494,11365.7,405.7,823.1
1859,317440,160,47.379811,0.6799,0.2331,0.087,9.244979,-2.95236,-10.288228,10356.9,417.2,560.2
1860,317440,160,24.187097,0.4127,0.3462,0.2411,9.379599,-4.076997,-11.022448,10800.6,459.6,784.6
1861,317440,160,35.789424,0.5507,0.0801,0.3692,9.296735,-3.902013,-9.985598,10506.2,416.3,754.7
1862,317440,162,14.425148,0.3142,0.1913,0.4945,11.834066,-4.520099,-10.229302,12412.8,424.6,876.6
1863,317440,163,25.785218,0.445,0.1972,0.3578,9.375217,-4.31531,-11.329425,10884.6,470.0,839.3
1864,317440,160,-3.753951,0.0688,0.0075,0.9237,6.735106,-5.020758,-7.839787,8531.9,325.6,837.8
1865,317440,161,6.645152,0.2694,0.2598,0.4708,9.286279,-4.376531,-10.746668,10489.8,441.6,847.2
1866,317440,159,-9.796361,0.0053,0.9119,0.0828,11.607698,-2.939486,-10.68266,11571.6,438.5,559.8
1867,319488,158,61.16205,0.9536,0.0181,0.0283,6.739929,-1.646659,-10.389611,8713.6,431.6,305.8
1868,319488,163,-5.094335,0.0472,0.1077,0.8451,9.269319,-4.235193,-7.733236,10282.0,328.4,818.5
1869,319488,163,0.378581,0.1428,0.7453,0.112,11.643653,-3.664815,-11.28302,11720.7,467.6,701.4
1870,319488,162,52.567833,0.6885,0.1838,0.1277,11.766818,-3.137511,-10.437804,12141.9,426.2,599.8
1871,319488,159,30.521744,0.4815,0.0569,0.4617,11.43751,-4.434532,-10.231375,11044.8,426.7,862.8
1872,319488,158,-3.353589,0.1021,0.8318,0.0661,9.082907,-3.203925,-11.64193,9776.7,473.3,613.0
1873,319488,161,18.069044,0.3545,0.5806,0.0649,11.553269,-3.710605,-12.048252,11585.5,494.3,717.9
1874,319488,160,26.014566,0.4444,0.3639,0.1916,9.363172,-3.913583,-11.335472,10809.0,471.0,755.2
1875,319488,165,70.079851,0.9403,0.0243,0.0354,11.433165,-1.734029,-10.22098,11115.3,425.4,320.8
1876,319488,158,38.90876,0.5979,0.193,0.2091,9.410672,-3.528592,-10.656492,10945.7,440.2,679.2
