====================================================================
12_capql_train_robust.py  —  CAPQL-Robust  (GRU + fault training)
====================================================================
  Obs dim  : 19  (crop + mask + w)
  Actor    : GRU(19→256) + Linear(256→2)
  Critic   : MLP  (21→256→256→1)
  Steps    : 1,000,000
  Seq len  : 16  (burn-in 4,  grad steps/ep 12)
  Hindsight: w resampled from Dirichlet at every sample call
  Aug λ    : 0.5
  Fault mix: 60% clean | 10% dropout | 10% packet | 10% stuck | 5% N-act | 5% W-act
====================================================================

      ep     steps    R_yld    R_ane    R_wef    yield                   w       ETA
  ──────────────────────────────────────────────────────────────────────────────
  Collecting first episodes...

    2210   352,388   -0.917   -1.000   +0.968     4126  [0.04,0.16,0.81]  ETA 98.0m
    2220   353,984   -0.602   -0.995   +0.934     5328  [0.86,0.08,0.06]  ETA 97.7m
    2230   355,601   -1.000   -1.000   +0.963      997  [0.00,0.00,1.00]  ETA 97.5m
    2240   357,194   -1.000   -1.000   +0.919     1320  [0.47,0.03,0.50]  ETA 97.2m
    2250   358,810   -1.000   -1.000   +0.967     3283  [0.00,0.00,1.00]  ETA 97.0m
    2260   360,417   -1.000   -1.000   +0.945     3650  [0.09,0.60,0.31]  ETA 96.7m
    2270   362,031   -0.069   -0.982   +0.932     7356  [0.14,0.44,0.43]  ETA 96.5m
    2280   363,630   -1.000   -1.000   +0.924     1659  [1.00,0.00,0.00]  ETA 96.2m
    2290   365,248   -1.000   -1.000   +0.896     3265  [0.49,0.13,0.39]  ETA 96.0m
    2300   366,833   -0.904   -1.000   +0.893     4177  [0.68,0.17,0.15]  ETA 95.8m
    2310   368,415   -0.267   -0.984   +0.894     6602  [0.39,0.43,0.18]  ETA 95.5m
    2320   370,010   -1.000   -1.000   +0.962     2515  [0.11,0.07,0.82]  ETA 95.3m
    2330   371,605   -1.000   -1.000   +0.907     2716  [0.23,0.45,0.32]  ETA 95.0m
    2340   373,194   -0.935   -1.000   +0.963     4058  [0.03,0.11,0.86]  ETA 94.8m
    2350   374,810   -0.591   -0.996   +0.932     5369  [0.32,0.03,0.65]  ETA 94.6m
    2360   376,404   -0.434   -0.976   +0.323     5966  [0.06,0.57,0.37]  ETA 94.3m
    2370   378,001   -1.000   -1.000   +0.902     2028  [0.31,0.40,0.29]  ETA 94.1m
    2380   379,587   +0.045   -0.977   +0.080     7792  [0.31,0.48,0.21]  ETA 93.8m
    2390   381,194   -1.000   -1.000   +0.937     1375  [0.00,0.00,1.00]  ETA 93.6m
    2400   382,790   -1.000   -1.000   +0.911     2419  [0.09,0.82,0.09]  ETA 93.4m
    2410   384,385   -0.050   -0.994   +0.878     7430  [1.00,0.00,0.00]  ETA 93.1m
    2420   385,970   -1.000   -1.000   +0.881     1553  [1.00,0.00,0.00]  ETA 92.9m
    2430   387,555   -0.276   -0.480   +0.666     6568  [0.00,1.00,0.00]  ETA 92.6m
    2440   389,140   -1.000   -1.000   +0.801     3502  [0.33,0.11,0.56]  ETA 92.4m
    2450   390,745   -1.000   -1.000   +0.821     2928  [0.32,0.29,0.39]  ETA 92.1m
    2460   392,343   -0.793   -1.000   +0.927     4600  [0.04,0.36,0.60]  ETA 91.9m
    2470   393,931   +0.814   -0.975   +0.040    10721  [0.22,0.41,0.37]  ETA 91.7m
    2480   395,525   -1.000   -1.000   +0.906     3185  [0.44,0.11,0.45]  ETA 91.4m
    2490   397,120   +1.000   -0.956   -0.207    12599  [0.31,0.54,0.15]  ETA 91.2m
