episode,ppo_update,policy_loss,value_loss,entropy
72,6,0.092878,0.959733,2.799944
73,7,0.082633,0.892100,2.788633
74,7,0.082633,0.892100,2.788633
75,7,0.082633,0.892100,2.788633
76,7,0.082633,0.892100,2.788633
77,7,0.082633,0.892100,2.788633
78,7,0.082633,0.892100,2.788633
79,7,0.082633,0.892100,2.788633
80,7,0.082633,0.892100,2.788633
81,7,0.082633,0.892100,2.788633
82,7,0.082633,0.892100,2.788633
83,7,0.082633,0.892100,2.788633
84,7,0.082633,0.892100,2.788633
85,8,0.072389,0.824467,2.777322
86,8,0.072389,0.824467,2.777322
87,8,0.072389,0.824467,2.777322
88,8,0.072389,0.824467,2.777322
89,8,0.072389,0.824467,2.777322
90,8,0.072389,0.824467,2.777322
91,8,0.072389,0.824467,2.777322
92,8,0.072389,0.824467,2.777322
93,8,0.072389,0.824467,2.777322
94,8,0.072389,0.824467,2.777322
95,8,0.072389,0.824467,2.777322
96,8,0.072389,0.824467,2.777322
97,9,0.062144,0.756833,2.766011
98,9,0.062144,0.756833,2.766011
99,9,0.062144,0.756833,2.766011
100,9,0.062144,0.756833,2.766011
101,9,0.062144,0.756833,2.766011
102,9,0.062144,0.756833,2.766011
103,9,0.062144,0.756833,2.766011
104,9,0.062144,0.756833,2.766011
105,9,0.062144,0.756833,2.766011
106,9,0.062144,0.756833,2.766011
107,9,0.062144,0.756833,2.766011
108,9,0.062144,0.756833,2.766011
109,10,0.051900,0.689200,2.754700
110,10,0.051900,0.689200,2.754700
111,10,0.051900,0.689200,2.754700
112,10,0.051900,0.689200,2.754700
113,10,0.051900,0.689200,2.754700
114,10,0.051900,0.689200,2.754700
115,10,0.051900,0.689200,2.754700
116,10,0.051900,0.689200,2.754700
117,10,0.051900,0.689200,2.754700
118,10,0.051900,0.689200,2.754700
119,10,0.051900,0.689200,2.754700
120,10,0.051900,0.689200,2.754700
121,11,0.058840,0.690930,2.741050
122,11,0.058840,0.690930,2.741050
123,11,0.058840,0.690930,2.741050
124,11,0.058840,0.690930,2.741050
125,11,0.058840,0.690930,2.741050
126,11,0.058840,0.690930,2.741050
127,11,0.058840,0.690930,2.741050
128,11,0.058840,0.690930,2.741050
129,11,0.058840,0.690930,2.741050
130,11,0.058840,0.690930,2.741050
131,11,0.058840,0.690930,2.741050
132,11,0.058840,0.690930,2.741050
133,12,0.065780,0.692660,2.727400
134,12,0.065780,0.692660,2.727400
135,12,0.065780,0.692660,2.727400
136,12,0.065780,0.692660,2.727400
137,12,0.065780,0.692660,2.727400
138,12,0.065780,0.692660,2.727400
139,12,0.065780,0.692660,2.727400
140,12,0.065780,0.692660,2.727400
141,12,0.065780,0.692660,2.727400
142,12,0.065780,0.692660,2.727400
143,12,0.065780,0.692660,2.727400
144,12,0.065780,0.692660,2.727400
145,13,0.072720,0.694390,2.713750
146,13,0.072720,0.694390,2.713750
147,13,0.072720,0.694390,2.713750
148,13,0.072720,0.694390,2.713750
149,13,0.072720,0.694390,2.713750
150,13,0.072720,0.694390,2.713750
151,13,0.072720,0.694390,2.713750
152,13,0.072720,0.694390,2.713750
153,13,0.072720,0.694390,2.713750
154,13,0.072720,0.694390,2.713750
155,13,0.072720,0.694390,2.713750
156,13,0.072720,0.694390,2.713750
157,14,0.079660,0.696120,2.700100
158,14,0.079660,0.696120,2.700100
159,14,0.079660,0.696120,2.700100
160,14,0.079660,0.696120,2.700100
161,14,0.079660,0.696120,2.700100
162,14,0.079660,0.696120,2.700100
163,14,0.079660,0.696120,2.700100
164,14,0.079660,0.696120,2.700100
165,14,0.079660,0.696120,2.700100
166,14,0.079660,0.696120,2.700100
167,14,0.079660,0.696120,2.700100
168,14,0.079660,0.696120,2.700100
169,15,0.086600,0.697850,2.686450
170,15,0.086600,0.697850,2.686450
171,15,0.086600,0.697850,2.686450
172,15,0.086600,0.697850,2.686450
173,15,0.086600,0.697850,2.686450
174,15,0.086600,0.697850,2.686450
175,15,0.086600,0.697850,2.686450
176,15,0.086600,0.697850,2.686450
177,15,0.086600,0.697850,2.686450
178,15,0.086600,0.697850,2.686450
179,15,0.086600,0.697850,2.686450
180,15,0.086600,0.697850,2.686450
181,16,0.093540,0.699580,2.672800
182,16,0.093540,0.699580,2.672800
183,16,0.093540,0.699580,2.672800
184,16,0.093540,0.699580,2.672800
185,16,0.093540,0.699580,2.672800
186,16,0.093540,0.699580,2.672800
187,16,0.093540,0.699580,2.672800
188,16,0.093540,0.699580,2.672800
189,16,0.093540,0.699580,2.672800
190,16,0.093540,0.699580,2.672800
191,16,0.093540,0.699580,2.672800
192,16,0.093540,0.699580,2.672800
193,16,0.093540,0.699580,2.672800
194,17,0.100480,0.701310,2.659150
195,17,0.100480,0.701310,2.659150
196,17,0.100480,0.701310,2.659150
197,17,0.100480,0.701310,2.659150
198,17,0.100480,0.701310,2.659150
199,17,0.100480,0.701310,2.659150
200,17,0.100480,0.701310,2.659150
201,17,0.100480,0.701310,2.659150
202,17,0.100480,0.701310,2.659150
203,17,0.100480,0.701310,2.659150
204,17,0.100480,0.701310,2.659150
205,17,0.100480,0.701310,2.659150
206,18,0.107420,0.703040,2.645500
207,18,0.107420,0.703040,2.645500
208,18,0.107420,0.703040,2.645500
209,18,0.107420,0.703040,2.645500
210,18,0.107420,0.703040,2.645500
211,18,0.107420,0.703040,2.645500
212,18,0.107420,0.703040,2.645500
213,18,0.107420,0.703040,2.645500
214,18,0.107420,0.703040,2.645500
215,18,0.107420,0.703040,2.645500
216,18,0.107420,0.703040,2.645500
217,18,0.107420,0.703040,2.645500
218,19,0.114360,0.704770,2.631850
219,19,0.114360,0.704770,2.631850
220,19,0.114360,0.704770,2.631850
221,19,0.114360,0.704770,2.631850
222,19,0.114360,0.704770,2.631850
223,19,0.114360,0.704770,2.631850
224,19,0.114360,0.704770,2.631850
225,19,0.114360,0.704770,2.631850
226,19,0.114360,0.704770,2.631850
227,19,0.114360,0.704770,2.631850
228,19,0.114360,0.704770,2.631850
229,19,0.114360,0.704770,2.631850
230,20,0.121300,0.706500,2.618200
231,20,0.121300,0.706500,2.618200
232,20,0.121300,0.706500,2.618200
233,20,0.121300,0.706500,2.618200
234,20,0.121300,0.706500,2.618200
235,20,0.121300,0.706500,2.618200
236,20,0.121300,0.706500,2.618200
237,20,0.121300,0.706500,2.618200
238,20,0.121300,0.706500,2.618200
239,20,0.121300,0.706500,2.618200
240,20,0.121300,0.706500,2.618200
241,20,0.121300,0.706500,2.618200
242,21,0.145190,0.690360,2.641910
243,21,0.145190,0.690360,2.641910
244,21,0.145190,0.690360,2.641910
245,21,0.145190,0.690360,2.641910
246,21,0.145190,0.690360,2.641910
247,21,0.145190,0.690360,2.641910
248,21,0.145190,0.690360,2.641910
249,21,0.145190,0.690360,2.641910
250,21,0.145190,0.690360,2.641910
251,21,0.145190,0.690360,2.641910
252,21,0.145190,0.690360,2.641910
253,21,0.145190,0.690360,2.641910
254,22,0.169080,0.674220,2.665620
255,22,0.169080,0.674220,2.665620
256,22,0.169080,0.674220,2.665620
257,22,0.169080,0.674220,2.665620
258,22,0.169080,0.674220,2.665620
259,22,0.169080,0.674220,2.665620
260,22,0.169080,0.674220,2.665620
261,22,0.169080,0.674220,2.665620
262,22,0.169080,0.674220,2.665620
263,22,0.169080,0.674220,2.665620
264,22,0.169080,0.674220,2.665620
265,22,0.169080,0.674220,2.665620
266,23,0.192970,0.658080,2.689330
267,23,0.192970,0.658080,2.689330
268,23,0.192970,0.658080,2.689330
269,23,0.192970,0.658080,2.689330
270,23,0.192970,0.658080,2.689330
271,23,0.192970,0.658080,2.689330
272,23,0.192970,0.658080,2.689330
273,23,0.192970,0.658080,2.689330
274,23,0.192970,0.658080,2.689330
275,23,0.192970,0.658080,2.689330
276,23,0.192970,0.658080,2.689330
277,23,0.192970,0.658080,2.689330
278,24,0.216860,0.641940,2.713040
279,24,0.216860,0.641940,2.713040
280,24,0.216860,0.641940,2.713040
281,24,0.216860,0.641940,2.713040
282,24,0.216860,0.641940,2.713040
283,24,0.216860,0.641940,2.713040
284,24,0.216860,0.641940,2.713040
285,24,0.216860,0.641940,2.713040
286,24,0.216860,0.641940,2.713040
287,24,0.216860,0.641940,2.713040
288,24,0.216860,0.641940,2.713040
289,24,0.216860,0.641940,2.713040
290,25,0.240750,0.625800,2.736750
291,25,0.240750,0.625800,2.736750
292,25,0.240750,0.625800,2.736750
293,25,0.240750,0.625800,2.736750
294,25,0.240750,0.625800,2.736750
295,25,0.240750,0.625800,2.736750
296,25,0.240750,0.625800,2.736750
297,25,0.240750,0.625800,2.736750
298,25,0.240750,0.625800,2.736750
299,25,0.240750,0.625800,2.736750
300,25,0.240750,0.625800,2.736750
301,25,0.240750,0.625800,2.736750
302,26,0.264640,0.609660,2.760460
303,26,0.264640,0.609660,2.760460
304,26,0.264640,0.609660,2.760460
305,26,0.264640,0.609660,2.760460
306,26,0.264640,0.609660,2.760460
307,26,0.264640,0.609660,2.760460
308,26,0.264640,0.609660,2.760460
309,26,0.264640,0.609660,2.760460
310,26,0.264640,0.609660,2.760460
311,26,0.264640,0.609660,2.760460
312,26,0.264640,0.609660,2.760460
313,26,0.264640,0.609660,2.760460
314,27,0.288530,0.593520,2.784170
315,27,0.288530,0.593520,2.784170
316,27,0.288530,0.593520,2.784170
317,27,0.288530,0.593520,2.784170
318,27,0.288530,0.593520,2.784170
319,27,0.288530,0.593520,2.784170
320,27,0.288530,0.593520,2.784170
321,27,0.288530,0.593520,2.784170
322,27,0.288530,0.593520,2.784170
323,27,0.288530,0.593520,2.784170
324,27,0.288530,0.593520,2.784170
325,27,0.288530,0.593520,2.784170
326,28,0.312420,0.577380,2.807880
327,28,0.312420,0.577380,2.807880
328,28,0.312420,0.577380,2.807880
329,28,0.312420,0.577380,2.807880
330,28,0.312420,0.577380,2.807880
331,28,0.312420,0.577380,2.807880
332,28,0.312420,0.577380,2.807880
333,28,0.312420,0.577380,2.807880
334,28,0.312420,0.577380,2.807880
335,28,0.312420,0.577380,2.807880
336,28,0.312420,0.577380,2.807880
337,28,0.312420,0.577380,2.807880
338,29,0.336310,0.561240,2.831590
339,29,0.336310,0.561240,2.831590
340,29,0.336310,0.561240,2.831590
341,29,0.336310,0.561240,2.831590
342,29,0.336310,0.561240,2.831590
343,29,0.336310,0.561240,2.831590
344,29,0.336310,0.561240,2.831590
345,29,0.336310,0.561240,2.831590
346,29,0.336310,0.561240,2.831590
347,29,0.336310,0.561240,2.831590
348,29,0.336310,0.561240,2.831590
349,29,0.336310,0.561240,2.831590
350,30,0.360200,0.545100,2.855300
351,30,0.360200,0.545100,2.855300
352,30,0.360200,0.545100,2.855300
353,30,0.360200,0.545100,2.855300
354,30,0.360200,0.545100,2.855300
355,30,0.360200,0.545100,2.855300
356,30,0.360200,0.545100,2.855300
357,30,0.360200,0.545100,2.855300
358,30,0.360200,0.545100,2.855300
359,30,0.360200,0.545100,2.855300
360,30,0.360200,0.545100,2.855300
361,30,0.360200,0.545100,2.855300
362,31,0.342190,0.610710,2.879180
363,31,0.342190,0.610710,2.879180
364,31,0.342190,0.610710,2.879180
365,31,0.342190,0.610710,2.879180
366,31,0.342190,0.610710,2.879180
367,31,0.342190,0.610710,2.879180
368,31,0.342190,0.610710,2.879180
369,31,0.342190,0.610710,2.879180
370,31,0.342190,0.610710,2.879180
371,31,0.342190,0.610710,2.879180
372,31,0.342190,0.610710,2.879180
373,31,0.342190,0.610710,2.879180
374,32,0.324180,0.676320,2.903060
375,32,0.324180,0.676320,2.903060
376,32,0.324180,0.676320,2.903060
377,32,0.324180,0.676320,2.903060
378,32,0.324180,0.676320,2.903060
379,32,0.324180,0.676320,2.903060
380,32,0.324180,0.676320,2.903060
381,32,0.324180,0.676320,2.903060
382,32,0.324180,0.676320,2.903060
383,32,0.324180,0.676320,2.903060
384,32,0.324180,0.676320,2.903060
385,32,0.324180,0.676320,2.903060
386,33,0.306170,0.741930,2.926940
387,33,0.306170,0.741930,2.926940
388,33,0.306170,0.741930,2.926940
389,33,0.306170,0.741930,2.926940
390,33,0.306170,0.741930,2.926940
391,33,0.306170,0.741930,2.926940
392,33,0.306170,0.741930,2.926940
393,33,0.306170,0.741930,2.926940
394,33,0.306170,0.741930,2.926940
395,33,0.306170,0.741930,2.926940
396,33,0.306170,0.741930,2.926940
397,33,0.306170,0.741930,2.926940
398,34,0.288160,0.807540,2.950820
399,34,0.288160,0.807540,2.950820
400,34,0.288160,0.807540,2.950820
401,34,0.288160,0.807540,2.950820
402,34,0.288160,0.807540,2.950820
403,34,0.288160,0.807540,2.950820
404,34,0.288160,0.807540,2.950820
405,34,0.288160,0.807540,2.950820
406,34,0.288160,0.807540,2.950820
407,34,0.288160,0.807540,2.950820
408,34,0.288160,0.807540,2.950820
409,34,0.288160,0.807540,2.950820
410,35,0.270150,0.873150,2.974700
411,35,0.270150,0.873150,2.974700
412,35,0.270150,0.873150,2.974700
413,35,0.270150,0.873150,2.974700
414,35,0.270150,0.873150,2.974700
415,35,0.270150,0.873150,2.974700
416,35,0.270150,0.873150,2.974700
417,35,0.270150,0.873150,2.974700
418,35,0.270150,0.873150,2.974700
419,35,0.270150,0.873150,2.974700
420,35,0.270150,0.873150,2.974700
421,35,0.270150,0.873150,2.974700
422,36,0.252140,0.938760,2.998580
423,36,0.252140,0.938760,2.998580
424,36,0.252140,0.938760,2.998580
425,36,0.252140,0.938760,2.998580
426,36,0.252140,0.938760,2.998580
427,36,0.252140,0.938760,2.998580
428,36,0.252140,0.938760,2.998580
429,36,0.252140,0.938760,2.998580
430,36,0.252140,0.938760,2.998580
431,36,0.252140,0.938760,2.998580
432,36,0.252140,0.938760,2.998580
433,36,0.252140,0.938760,2.998580
434,37,0.234130,1.004370,3.022460
435,37,0.234130,1.004370,3.022460
436,37,0.234130,1.004370,3.022460
437,37,0.234130,1.004370,3.022460
438,37,0.234130,1.004370,3.022460
439,37,0.234130,1.004370,3.022460
440,37,0.234130,1.004370,3.022460
441,37,0.234130,1.004370,3.022460
442,37,0.234130,1.004370,3.022460
443,37,0.234130,1.004370,3.022460
444,37,0.234130,1.004370,3.022460
445,37,0.234130,1.004370,3.022460
446,38,0.216120,1.069980,3.046340
447,38,0.216120,1.069980,3.046340
448,38,0.216120,1.069980,3.046340
449,38,0.216120,1.069980,3.046340
450,38,0.216120,1.069980,3.046340
451,38,0.216120,1.069980,3.046340
452,38,0.216120,1.069980,3.046340
453,38,0.216120,1.069980,3.046340
454,38,0.216120,1.069980,3.046340
455,38,0.216120,1.069980,3.046340
456,38,0.216120,1.069980,3.046340
457,38,0.216120,1.069980,3.046340
458,39,0.198110,1.135590,3.070220
459,39,0.198110,1.135590,3.070220
460,39,0.198110,1.135590,3.070220
461,39,0.198110,1.135590,3.070220
462,39,0.198110,1.135590,3.070220
463,39,0.198110,1.135590,3.070220
464,39,0.198110,1.135590,3.070220
465,39,0.198110,1.135590,3.070220
466,39,0.198110,1.135590,3.070220
467,39,0.198110,1.135590,3.070220
468,39,0.198110,1.135590,3.070220
469,39,0.198110,1.135590,3.070220
470,40,0.180100,1.201200,3.094100
471,40,0.180100,1.201200,3.094100
472,40,0.180100,1.201200,3.094100
473,40,0.180100,1.201200,3.094100
474,40,0.180100,1.201200,3.094100
475,40,0.180100,1.201200,3.094100
476,40,0.180100,1.201200,3.094100
477,40,0.180100,1.201200,3.094100
478,40,0.180100,1.201200,3.094100
479,40,0.180100,1.201200,3.094100
480,40,0.180100,1.201200,3.094100
481,40,0.180100,1.201200,3.094100
482,41,0.177460,1.136870,3.096270
483,41,0.177460,1.136870,3.096270
484,41,0.177460,1.136870,3.096270
485,41,0.177460,1.136870,3.096270
486,41,0.177460,1.136870,3.096270
487,41,0.177460,1.136870,3.096270
488,41,0.177460,1.136870,3.096270
489,41,0.177460,1.136870,3.096270
490,41,0.177460,1.136870,3.096270
491,41,0.177460,1.136870,3.096270
492,41,0.177460,1.136870,3.096270
493,41,0.177460,1.136870,3.096270
494,42,0.174820,1.072540,3.098440
495,42,0.174820,1.072540,3.098440
496,42,0.174820,1.072540,3.098440
497,42,0.174820,1.072540,3.098440
498,42,0.174820,1.072540,3.098440
499,42,0.174820,1.072540,3.098440
500,42,0.174820,1.072540,3.098440
501,42,0.174820,1.072540,3.098440
502,42,0.174820,1.072540,3.098440
503,42,0.174820,1.072540,3.098440
504,42,0.174820,1.072540,3.098440
505,42,0.174820,1.072540,3.098440
506,43,0.172180,1.008210,3.100610
507,43,0.172180,1.008210,3.100610
508,43,0.172180,1.008210,3.100610
509,43,0.172180,1.008210,3.100610
510,43,0.172180,1.008210,3.100610
511,43,0.172180,1.008210,3.100610
512,43,0.172180,1.008210,3.100610
513,43,0.172180,1.008210,3.100610
514,43,0.172180,1.008210,3.100610
515,43,0.172180,1.008210,3.100610
516,43,0.172180,1.008210,3.100610
517,43,0.172180,1.008210,3.100610
518,44,0.169540,0.943880,3.102780
519,44,0.169540,0.943880,3.102780
520,44,0.169540,0.943880,3.102780
521,44,0.169540,0.943880,3.102780
522,44,0.169540,0.943880,3.102780
523,44,0.169540,0.943880,3.102780
524,44,0.169540,0.943880,3.102780
525,44,0.169540,0.943880,3.102780
526,44,0.169540,0.943880,3.102780
527,44,0.169540,0.943880,3.102780
528,44,0.169540,0.943880,3.102780
529,44,0.169540,0.943880,3.102780
530,45,0.166900,0.879550,3.104950
531,45,0.166900,0.879550,3.104950
532,45,0.166900,0.879550,3.104950
533,45,0.166900,0.879550,3.104950
534,45,0.166900,0.879550,3.104950
535,45,0.166900,0.879550,3.104950
536,45,0.166900,0.879550,3.104950
537,45,0.166900,0.879550,3.104950
538,45,0.166900,0.879550,3.104950
539,45,0.166900,0.879550,3.104950
540,45,0.166900,0.879550,3.104950
541,45,0.166900,0.879550,3.104950
542,46,0.164260,0.815220,3.107120
543,46,0.164260,0.815220,3.107120
544,46,0.164260,0.815220,3.107120
545,46,0.164260,0.815220,3.107120
546,46,0.164260,0.815220,3.107120
547,46,0.164260,0.815220,3.107120
548,46,0.164260,0.815220,3.107120
549,46,0.164260,0.815220,3.107120
550,46,0.164260,0.815220,3.107120
551,46,0.164260,0.815220,3.107120
552,46,0.164260,0.815220,3.107120
553,46,0.164260,0.815220,3.107120
554,47,0.161620,0.750890,3.109290
555,47,0.161620,0.750890,3.109290
556,47,0.161620,0.750890,3.109290
557,47,0.161620,0.750890,3.109290
558,47,0.161620,0.750890,3.109290
559,47,0.161620,0.750890,3.109290
560,47,0.161620,0.750890,3.109290
561,47,0.161620,0.750890,3.109290
562,47,0.161620,0.750890,3.109290
563,47,0.161620,0.750890,3.109290
564,47,0.161620,0.750890,3.109290
565,47,0.161620,0.750890,3.109290
566,48,0.158980,0.686560,3.111460
567,48,0.158980,0.686560,3.111460
568,48,0.158980,0.686560,3.111460
569,48,0.158980,0.686560,3.111460
570,48,0.158980,0.686560,3.111460
571,48,0.158980,0.686560,3.111460
572,48,0.158980,0.686560,3.111460
573,48,0.158980,0.686560,3.111460
574,48,0.158980,0.686560,3.111460
575,48,0.158980,0.686560,3.111460
576,48,0.158980,0.686560,3.111460
577,48,0.158980,0.686560,3.111460
578,49,0.156340,0.622230,3.113630
579,49,0.156340,0.622230,3.113630
580,49,0.156340,0.622230,3.113630
581,49,0.156340,0.622230,3.113630
582,49,0.156340,0.622230,3.113630
583,49,0.156340,0.622230,3.113630
584,49,0.156340,0.622230,3.113630
585,49,0.156340,0.622230,3.113630
586,49,0.156340,0.622230,3.113630
587,49,0.156340,0.622230,3.113630
588,49,0.156340,0.622230,3.113630
589,49,0.156340,0.622230,3.113630
590,49,0.156340,0.622230,3.113630
591,50,0.153700,0.557900,3.115800
592,50,0.153700,0.557900,3.115800
593,50,0.153700,0.557900,3.115800
594,50,0.153700,0.557900,3.115800
595,50,0.153700,0.557900,3.115800
596,50,0.153700,0.557900,3.115800
597,50,0.153700,0.557900,3.115800
598,50,0.153700,0.557900,3.115800
599,50,0.153700,0.557900,3.115800
600,50,0.153700,0.557900,3.115800
601,50,0.153700,0.557900,3.115800
602,50,0.153700,0.557900,3.115800
603,51,0.138010,0.550020,3.099570
604,51,0.138010,0.550020,3.099570
605,51,0.138010,0.550020,3.099570
606,51,0.138010,0.550020,3.099570
607,51,0.138010,0.550020,3.099570
608,51,0.138010,0.550020,3.099570
609,51,0.138010,0.550020,3.099570
610,51,0.138010,0.550020,3.099570
611,51,0.138010,0.550020,3.099570
612,51,0.138010,0.550020,3.099570
613,51,0.138010,0.550020,3.099570
614,51,0.138010,0.550020,3.099570
615,52,0.122320,0.542140,3.083340
616,52,0.122320,0.542140,3.083340
617,52,0.122320,0.542140,3.083340
618,52,0.122320,0.542140,3.083340
619,52,0.122320,0.542140,3.083340
620,52,0.122320,0.542140,3.083340
621,52,0.122320,0.542140,3.083340
622,52,0.122320,0.542140,3.083340
623,52,0.122320,0.542140,3.083340
624,52,0.122320,0.542140,3.083340
625,52,0.122320,0.542140,3.083340
626,52,0.122320,0.542140,3.083340
627,53,0.106630,0.534260,3.067110
628,53,0.106630,0.534260,3.067110
629,53,0.106630,0.534260,3.067110
630,53,0.106630,0.534260,3.067110
631,53,0.106630,0.534260,3.067110
632,53,0.106630,0.534260,3.067110
633,53,0.106630,0.534260,3.067110
634,53,0.106630,0.534260,3.067110
635,53,0.106630,0.534260,3.067110
636,53,0.106630,0.534260,3.067110
637,53,0.106630,0.534260,3.067110
638,53,0.106630,0.534260,3.067110
639,54,0.090940,0.526380,3.050880
640,54,0.090940,0.526380,3.050880
641,54,0.090940,0.526380,3.050880
642,54,0.090940,0.526380,3.050880
643,54,0.090940,0.526380,3.050880
644,54,0.090940,0.526380,3.050880
645,54,0.090940,0.526380,3.050880
646,54,0.090940,0.526380,3.050880
647,54,0.090940,0.526380,3.050880
648,54,0.090940,0.526380,3.050880
649,54,0.090940,0.526380,3.050880
650,54,0.090940,0.526380,3.050880
651,55,0.075250,0.518500,3.034650
652,55,0.075250,0.518500,3.034650
653,55,0.075250,0.518500,3.034650
654,55,0.075250,0.518500,3.034650
655,55,0.075250,0.518500,3.034650
656,55,0.075250,0.518500,3.034650
657,55,0.075250,0.518500,3.034650
658,55,0.075250,0.518500,3.034650
659,55,0.075250,0.518500,3.034650
660,55,0.075250,0.518500,3.034650
661,55,0.075250,0.518500,3.034650
662,55,0.075250,0.518500,3.034650
663,56,0.059560,0.510620,3.018420
664,56,0.059560,0.510620,3.018420
665,56,0.059560,0.510620,3.018420
666,56,0.059560,0.510620,3.018420
667,56,0.059560,0.510620,3.018420
668,56,0.059560,0.510620,3.018420
669,56,0.059560,0.510620,3.018420
670,56,0.059560,0.510620,3.018420
671,56,0.059560,0.510620,3.018420
672,56,0.059560,0.510620,3.018420
673,56,0.059560,0.510620,3.018420
674,56,0.059560,0.510620,3.018420
675,57,0.043870,0.502740,3.002190
676,57,0.043870,0.502740,3.002190
677,57,0.043870,0.502740,3.002190
678,57,0.043870,0.502740,3.002190
679,57,0.043870,0.502740,3.002190
680,57,0.043870,0.502740,3.002190
681,57,0.043870,0.502740,3.002190
682,57,0.043870,0.502740,3.002190
683,57,0.043870,0.502740,3.002190
684,57,0.043870,0.502740,3.002190
685,57,0.043870,0.502740,3.002190
686,57,0.043870,0.502740,3.002190
687,58,0.028180,0.494860,2.985960
688,58,0.028180,0.494860,2.985960
689,58,0.028180,0.494860,2.985960
690,58,0.028180,0.494860,2.985960
691,58,0.028180,0.494860,2.985960
692,58,0.028180,0.494860,2.985960
693,58,0.028180,0.494860,2.985960
694,58,0.028180,0.494860,2.985960
695,58,0.028180,0.494860,2.985960
696,58,0.028180,0.494860,2.985960
697,58,0.028180,0.494860,2.985960
698,58,0.028180,0.494860,2.985960
699,59,0.012490,0.486980,2.969730
700,59,0.012490,0.486980,2.969730
701,59,0.012490,0.486980,2.969730
702,59,0.012490,0.486980,2.969730
703,59,0.012490,0.486980,2.969730
704,59,0.012490,0.486980,2.969730
705,59,0.012490,0.486980,2.969730
706,59,0.012490,0.486980,2.969730
707,59,0.012490,0.486980,2.969730
708,59,0.012490,0.486980,2.969730
709,59,0.012490,0.486980,2.969730
710,59,0.012490,0.486980,2.969730
711,60,-0.003200,0.479100,2.953500
712,60,-0.003200,0.479100,2.953500
713,60,-0.003200,0.479100,2.953500
714,60,-0.003200,0.479100,2.953500
715,60,-0.003200,0.479100,2.953500
716,60,-0.003200,0.479100,2.953500
717,60,-0.003200,0.479100,2.953500
718,60,-0.003200,0.479100,2.953500
719,60,-0.003200,0.479100,2.953500
720,60,-0.003200,0.479100,2.953500
721,60,-0.003200,0.479100,2.953500
722,60,-0.003200,0.479100,2.953500
723,61,-0.001180,0.457110,2.953840
724,61,-0.001180,0.457110,2.953840
725,61,-0.001180,0.457110,2.953840
726,61,-0.001180,0.457110,2.953840
727,61,-0.001180,0.457110,2.953840
728,61,-0.001180,0.457110,2.953840
729,61,-0.001180,0.457110,2.953840
730,61,-0.001180,0.457110,2.953840
731,61,-0.001180,0.457110,2.953840
732,61,-0.001180,0.457110,2.953840
733,61,-0.001180,0.457110,2.953840
