episode,ppo_update,policy_loss,value_loss,entropy
1389,116,0.010900,0.372820,3.085800
1390,116,0.010900,0.372820,3.085800
1391,116,0.010900,0.372820,3.085800
1392,116,0.010900,0.372820,3.085800
1393,116,0.010900,0.372820,3.085800
1394,116,0.010900,0.372820,3.085800
1395,116,0.010900,0.372820,3.085800
1396,116,0.010900,0.372820,3.085800
1397,116,0.010900,0.372820,3.085800
1398,117,0.013100,0.396540,3.085600
1399,117,0.013100,0.396540,3.085600
1400,117,0.013100,0.396540,3.085600
1401,117,0.013100,0.396540,3.085600
1402,117,0.013100,0.396540,3.085600
1403,117,0.013100,0.396540,3.085600
1404,117,0.013100,0.396540,3.085600
1405,117,0.013100,0.396540,3.085600
1406,117,0.013100,0.396540,3.085600
1407,117,0.013100,0.396540,3.085600
1408,117,0.013100,0.396540,3.085600
1409,117,0.013100,0.396540,3.085600
1410,118,0.015300,0.420260,3.085400
1411,118,0.015300,0.420260,3.085400
1412,118,0.015300,0.420260,3.085400
1413,118,0.015300,0.420260,3.085400
1414,118,0.015300,0.420260,3.085400
1415,118,0.015300,0.420260,3.085400
1416,118,0.015300,0.420260,3.085400
1417,118,0.015300,0.420260,3.085400
1418,118,0.015300,0.420260,3.085400
1419,118,0.015300,0.420260,3.085400
1420,118,0.015300,0.420260,3.085400
1421,118,0.015300,0.420260,3.085400
1422,119,0.017500,0.443980,3.085200
1423,119,0.017500,0.443980,3.085200
1424,119,0.017500,0.443980,3.085200
1425,119,0.017500,0.443980,3.085200
1426,119,0.017500,0.443980,3.085200
1427,119,0.017500,0.443980,3.085200
1428,119,0.017500,0.443980,3.085200
1429,119,0.017500,0.443980,3.085200
1430,119,0.017500,0.443980,3.085200
1431,119,0.017500,0.443980,3.085200
1432,119,0.017500,0.443980,3.085200
1433,119,0.017500,0.443980,3.085200
1434,120,0.019700,0.467700,3.085000
1435,120,0.019700,0.467700,3.085000
1436,120,0.019700,0.467700,3.085000
1437,120,0.019700,0.467700,3.085000
1438,120,0.019700,0.467700,3.085000
1439,120,0.019700,0.467700,3.085000
1440,120,0.019700,0.467700,3.085000
1441,120,0.019700,0.467700,3.085000
1442,120,0.019700,0.467700,3.085000
1443,120,0.019700,0.467700,3.085000
1444,120,0.019700,0.467700,3.085000
1445,120,0.019700,0.467700,3.085000
1446,121,0.018260,0.441600,3.081100
1447,121,0.018260,0.441600,3.081100
1448,121,0.018260,0.441600,3.081100
1449,121,0.018260,0.441600,3.081100
1450,121,0.018260,0.441600,3.081100
1451,121,0.018260,0.441600,3.081100
1452,121,0.018260,0.441600,3.081100
1453,121,0.018260,0.441600,3.081100
1454,121,0.018260,0.441600,3.081100
1455,121,0.018260,0.441600,3.081100
1456,121,0.018260,0.441600,3.081100
1457,121,0.018260,0.441600,3.081100
1458,122,0.016820,0.415500,3.077200
1459,122,0.016820,0.415500,3.077200
1460,122,0.016820,0.415500,3.077200
1461,122,0.016820,0.415500,3.077200
1462,122,0.016820,0.415500,3.077200
1463,122,0.016820,0.415500,3.077200
1464,122,0.016820,0.415500,3.077200
1465,122,0.016820,0.415500,3.077200
1466,122,0.016820,0.415500,3.077200
1467,122,0.016820,0.415500,3.077200
1468,122,0.016820,0.415500,3.077200
1469,122,0.016820,0.415500,3.077200
1470,123,0.015380,0.389400,3.073300
1471,123,0.015380,0.389400,3.073300
1472,123,0.015380,0.389400,3.073300
1473,123,0.015380,0.389400,3.073300
1474,123,0.015380,0.389400,3.073300
1475,123,0.015380,0.389400,3.073300
1476,123,0.015380,0.389400,3.073300
1477,123,0.015380,0.389400,3.073300
1478,123,0.015380,0.389400,3.073300
1479,123,0.015380,0.389400,3.073300
1480,123,0.015380,0.389400,3.073300
1481,123,0.015380,0.389400,3.073300
1482,124,0.013940,0.363300,3.069400
1483,124,0.013940,0.363300,3.069400
1484,124,0.013940,0.363300,3.069400
1485,124,0.013940,0.363300,3.069400
1486,124,0.013940,0.363300,3.069400
1487,124,0.013940,0.363300,3.069400
1488,124,0.013940,0.363300,3.069400
1489,124,0.013940,0.363300,3.069400
1490,124,0.013940,0.363300,3.069400
1491,124,0.013940,0.363300,3.069400
1492,124,0.013940,0.363300,3.069400
1493,124,0.013940,0.363300,3.069400
1494,125,0.012500,0.337200,3.065500
1495,125,0.012500,0.337200,3.065500
1496,125,0.012500,0.337200,3.065500
1497,125,0.012500,0.337200,3.065500
1498,125,0.012500,0.337200,3.065500
1499,125,0.012500,0.337200,3.065500
1500,125,0.012500,0.337200,3.065500
1501,125,0.012500,0.337200,3.065500
1502,125,0.012500,0.337200,3.065500
1503,125,0.012500,0.337200,3.065500
1504,125,0.012500,0.337200,3.065500
1505,125,0.012500,0.337200,3.065500
1506,126,0.011060,0.311100,3.061600
1507,126,0.011060,0.311100,3.061600
1508,126,0.011060,0.311100,3.061600
1509,126,0.011060,0.311100,3.061600
1510,126,0.011060,0.311100,3.061600
1511,126,0.011060,0.311100,3.061600
1512,126,0.011060,0.311100,3.061600
1513,126,0.011060,0.311100,3.061600
1514,126,0.011060,0.311100,3.061600
1515,126,0.011060,0.311100,3.061600
1516,126,0.011060,0.311100,3.061600
1517,126,0.011060,0.311100,3.061600
1518,127,0.009620,0.285000,3.057700
1519,127,0.009620,0.285000,3.057700
1520,127,0.009620,0.285000,3.057700
1521,127,0.009620,0.285000,3.057700
1522,127,0.009620,0.285000,3.057700
1523,127,0.009620,0.285000,3.057700
1524,127,0.009620,0.285000,3.057700
1525,127,0.009620,0.285000,3.057700
1526,127,0.009620,0.285000,3.057700
1527,127,0.009620,0.285000,3.057700
1528,127,0.009620,0.285000,3.057700
1529,127,0.009620,0.285000,3.057700
1530,128,0.008180,0.258900,3.053800
1531,128,0.008180,0.258900,3.053800
1532,128,0.008180,0.258900,3.053800
1533,128,0.008180,0.258900,3.053800
1534,128,0.008180,0.258900,3.053800
1535,128,0.008180,0.258900,3.053800
1536,128,0.008180,0.258900,3.053800
1537,128,0.008180,0.258900,3.053800
1538,128,0.008180,0.258900,3.053800
1539,128,0.008180,0.258900,3.053800
1540,128,0.008180,0.258900,3.053800
1541,128,0.008180,0.258900,3.053800
1542,129,0.006740,0.232800,3.049900
1543,129,0.006740,0.232800,3.049900
1544,129,0.006740,0.232800,3.049900
1545,129,0.006740,0.232800,3.049900
1546,129,0.006740,0.232800,3.049900
1547,129,0.006740,0.232800,3.049900
1548,129,0.006740,0.232800,3.049900
1549,129,0.006740,0.232800,3.049900
1550,129,0.006740,0.232800,3.049900
1551,129,0.006740,0.232800,3.049900
1552,129,0.006740,0.232800,3.049900
1553,129,0.006740,0.232800,3.049900
1554,130,0.005300,0.206700,3.046000
1555,130,0.005300,0.206700,3.046000
1556,130,0.005300,0.206700,3.046000
1557,130,0.005300,0.206700,3.046000
1558,130,0.005300,0.206700,3.046000
1559,130,0.005300,0.206700,3.046000
1560,130,0.005300,0.206700,3.046000
1561,130,0.005300,0.206700,3.046000
1562,130,0.005300,0.206700,3.046000
1563,130,0.005300,0.206700,3.046000
1564,130,0.005300,0.206700,3.046000
1565,130,0.005300,0.206700,3.046000
1566,131,0.010530,0.201800,3.030640
1567,131,0.010530,0.201800,3.030640
1568,131,0.010530,0.201800,3.030640
1569,131,0.010530,0.201800,3.030640
1570,131,0.010530,0.201800,3.030640
1571,131,0.010530,0.201800,3.030640
1572,131,0.010530,0.201800,3.030640
1573,131,0.010530,0.201800,3.030640
1574,131,0.010530,0.201800,3.030640
1575,131,0.010530,0.201800,3.030640
1576,131,0.010530,0.201800,3.030640
1577,131,0.010530,0.201800,3.030640
1578,132,0.015760,0.196900,3.015280
1579,132,0.015760,0.196900,3.015280
1580,132,0.015760,0.196900,3.015280
1581,132,0.015760,0.196900,3.015280
1582,132,0.015760,0.196900,3.015280
1583,132,0.015760,0.196900,3.015280
1584,132,0.015760,0.196900,3.015280
1585,132,0.015760,0.196900,3.015280
1586,132,0.015760,0.196900,3.015280
1587,132,0.015760,0.196900,3.015280
1588,132,0.015760,0.196900,3.015280
1589,132,0.015760,0.196900,3.015280
1590,133,0.020990,0.192000,2.999920
1591,133,0.020990,0.192000,2.999920
1592,133,0.020990,0.192000,2.999920
1593,133,0.020990,0.192000,2.999920
1594,133,0.020990,0.192000,2.999920
1595,133,0.020990,0.192000,2.999920
1596,133,0.020990,0.192000,2.999920
1597,133,0.020990,0.192000,2.999920
1598,133,0.020990,0.192000,2.999920
1599,133,0.020990,0.192000,2.999920
1600,133,0.020990,0.192000,2.999920
1601,133,0.020990,0.192000,2.999920
1602,134,0.026220,0.187100,2.984560
1603,134,0.026220,0.187100,2.984560
1604,134,0.026220,0.187100,2.984560
1605,134,0.026220,0.187100,2.984560
1606,134,0.026220,0.187100,2.984560
1607,134,0.026220,0.187100,2.984560
1608,134,0.026220,0.187100,2.984560
1609,134,0.026220,0.187100,2.984560
1610,134,0.026220,0.187100,2.984560
1611,134,0.026220,0.187100,2.984560
1612,134,0.026220,0.187100,2.984560
1613,134,0.026220,0.187100,2.984560
1614,135,0.031450,0.182200,2.969200
1615,135,0.031450,0.182200,2.969200
1616,135,0.031450,0.182200,2.969200
1617,135,0.031450,0.182200,2.969200
1618,135,0.031450,0.182200,2.969200
1619,135,0.031450,0.182200,2.969200
1620,135,0.031450,0.182200,2.969200
1621,135,0.031450,0.182200,2.969200
1622,135,0.031450,0.182200,2.969200
1623,135,0.031450,0.182200,2.969200
1624,135,0.031450,0.182200,2.969200
1625,135,0.031450,0.182200,2.969200
1626,136,0.036680,0.177300,2.953840
1627,136,0.036680,0.177300,2.953840
1628,136,0.036680,0.177300,2.953840
1629,136,0.036680,0.177300,2.953840
1630,136,0.036680,0.177300,2.953840
1631,136,0.036680,0.177300,2.953840
1632,136,0.036680,0.177300,2.953840
1633,136,0.036680,0.177300,2.953840
1634,136,0.036680,0.177300,2.953840
1635,136,0.036680,0.177300,2.953840
1636,136,0.036680,0.177300,2.953840
1637,136,0.036680,0.177300,2.953840
1638,137,0.041910,0.172400,2.938480
1639,137,0.041910,0.172400,2.938480
1640,137,0.041910,0.172400,2.938480
1641,137,0.041910,0.172400,2.938480
1642,137,0.041910,0.172400,2.938480
1643,137,0.041910,0.172400,2.938480
1644,137,0.041910,0.172400,2.938480
1645,137,0.041910,0.172400,2.938480
1646,137,0.041910,0.172400,2.938480
1647,137,0.041910,0.172400,2.938480
1648,137,0.041910,0.172400,2.938480
1649,137,0.041910,0.172400,2.938480
1650,138,0.047140,0.167500,2.923120
1651,138,0.047140,0.167500,2.923120
1652,138,0.047140,0.167500,2.923120
1653,138,0.047140,0.167500,2.923120
1654,138,0.047140,0.167500,2.923120
1655,138,0.047140,0.167500,2.923120
1656,138,0.047140,0.167500,2.923120
1657,138,0.047140,0.167500,2.923120
1658,138,0.047140,0.167500,2.923120
1659,138,0.047140,0.167500,2.923120
1660,138,0.047140,0.167500,2.923120
1661,138,0.047140,0.167500,2.923120
1662,139,0.052370,0.162600,2.907760
1663,139,0.052370,0.162600,2.907760
1664,139,0.052370,0.162600,2.907760
1665,139,0.052370,0.162600,2.907760
1666,139,0.052370,0.162600,2.907760
1667,139,0.052370,0.162600,2.907760
1668,139,0.052370,0.162600,2.907760
1669,139,0.052370,0.162600,2.907760
1670,139,0.052370,0.162600,2.907760
1671,139,0.052370,0.162600,2.907760
1672,139,0.052370,0.162600,2.907760
1673,139,0.052370,0.162600,2.907760
1674,140,0.057600,0.157700,2.892400
1675,140,0.057600,0.157700,2.892400
1676,140,0.057600,0.157700,2.892400
1677,140,0.057600,0.157700,2.892400
1678,140,0.057600,0.157700,2.892400
1679,140,0.057600,0.157700,2.892400
1680,140,0.057600,0.157700,2.892400
1681,140,0.057600,0.157700,2.892400
1682,140,0.057600,0.157700,2.892400
1683,140,0.057600,0.157700,2.892400
1684,140,0.057600,0.157700,2.892400
1685,140,0.057600,0.157700,2.892400
1686,141,0.052120,0.165460,2.890920
1687,141,0.052120,0.165460,2.890920
1688,141,0.052120,0.165460,2.890920
1689,141,0.052120,0.165460,2.890920
1690,141,0.052120,0.165460,2.890920
1691,141,0.052120,0.165460,2.890920
1692,141,0.052120,0.165460,2.890920
1693,141,0.052120,0.165460,2.890920
1694,141,0.052120,0.165460,2.890920
1695,141,0.052120,0.165460,2.890920
1696,141,0.052120,0.165460,2.890920
1697,141,0.052120,0.165460,2.890920
1698,142,0.046640,0.173220,2.889440
1699,142,0.046640,0.173220,2.889440
1700,142,0.046640,0.173220,2.889440
1701,142,0.046640,0.173220,2.889440
1702,142,0.046640,0.173220,2.889440
1703,142,0.046640,0.173220,2.889440
1704,142,0.046640,0.173220,2.889440
1705,142,0.046640,0.173220,2.889440
1706,142,0.046640,0.173220,2.889440
1707,142,0.046640,0.173220,2.889440
1708,142,0.046640,0.173220,2.889440
1709,142,0.046640,0.173220,2.889440
1710,143,0.041160,0.180980,2.887960
1711,143,0.041160,0.180980,2.887960
1712,143,0.041160,0.180980,2.887960
1713,143,0.041160,0.180980,2.887960
1714,143,0.041160,0.180980,2.887960
1715,143,0.041160,0.180980,2.887960
1716,143,0.041160,0.180980,2.887960
1717,143,0.041160,0.180980,2.887960
1718,143,0.041160,0.180980,2.887960
1719,143,0.041160,0.180980,2.887960
1720,143,0.041160,0.180980,2.887960
1721,143,0.041160,0.180980,2.887960
1722,144,0.035680,0.188740,2.886480
1723,144,0.035680,0.188740,2.886480
1724,144,0.035680,0.188740,2.886480
1725,144,0.035680,0.188740,2.886480
1726,144,0.035680,0.188740,2.886480
1727,144,0.035680,0.188740,2.886480
1728,144,0.035680,0.188740,2.886480
1729,144,0.035680,0.188740,2.886480
1730,144,0.035680,0.188740,2.886480
1731,144,0.035680,0.188740,2.886480
1732,144,0.035680,0.188740,2.886480
1733,144,0.035680,0.188740,2.886480
1734,145,0.030200,0.196500,2.885000
1735,145,0.030200,0.196500,2.885000
1736,145,0.030200,0.196500,2.885000
1737,145,0.030200,0.196500,2.885000
1738,145,0.030200,0.196500,2.885000
1739,145,0.030200,0.196500,2.885000
1740,145,0.030200,0.196500,2.885000
1741,145,0.030200,0.196500,2.885000
1742,145,0.030200,0.196500,2.885000
1743,145,0.030200,0.196500,2.885000
1744,145,0.030200,0.196500,2.885000
1745,145,0.030200,0.196500,2.885000
1746,146,0.024720,0.204260,2.883520
1747,146,0.024720,0.204260,2.883520
1748,146,0.024720,0.204260,2.883520
1749,146,0.024720,0.204260,2.883520
1750,146,0.024720,0.204260,2.883520
1751,146,0.024720,0.204260,2.883520
1752,146,0.024720,0.204260,2.883520
1753,146,0.024720,0.204260,2.883520
1754,146,0.024720,0.204260,2.883520
1755,146,0.024720,0.204260,2.883520
1756,146,0.024720,0.204260,2.883520
1757,146,0.024720,0.204260,2.883520
1758,147,0.019240,0.212020,2.882040
1759,147,0.019240,0.212020,2.882040
1760,147,0.019240,0.212020,2.882040
1761,147,0.019240,0.212020,2.882040
1762,147,0.019240,0.212020,2.882040
1763,147,0.019240,0.212020,2.882040
1764,147,0.019240,0.212020,2.882040
1765,147,0.019240,0.212020,2.882040
1766,147,0.019240,0.212020,2.882040
1767,147,0.019240,0.212020,2.882040
1768,147,0.019240,0.212020,2.882040
1769,147,0.019240,0.212020,2.882040
1770,148,0.013760,0.219780,2.880560
1771,148,0.013760,0.219780,2.880560
1772,148,0.013760,0.219780,2.880560
1773,148,0.013760,0.219780,2.880560
1774,148,0.013760,0.219780,2.880560
1775,148,0.013760,0.219780,2.880560
1776,148,0.013760,0.219780,2.880560
1777,148,0.013760,0.219780,2.880560
1778,148,0.013760,0.219780,2.880560
1779,148,0.013760,0.219780,2.880560
1780,148,0.013760,0.219780,2.880560
1781,148,0.013760,0.219780,2.880560
1782,149,0.008280,0.227540,2.879080
1783,149,0.008280,0.227540,2.879080
1784,149,0.008280,0.227540,2.879080
1785,149,0.008280,0.227540,2.879080
1786,149,0.008280,0.227540,2.879080
1787,149,0.008280,0.227540,2.879080
1788,149,0.008280,0.227540,2.879080
1789,149,0.008280,0.227540,2.879080
1790,149,0.008280,0.227540,2.879080
1791,149,0.008280,0.227540,2.879080
1792,149,0.008280,0.227540,2.879080
1793,149,0.008280,0.227540,2.879080
1794,149,0.008280,0.227540,2.879080
1795,150,0.002800,0.235300,2.877600
1796,150,0.002800,0.235300,2.877600
1797,150,0.002800,0.235300,2.877600
1798,150,0.002800,0.235300,2.877600
1799,150,0.002800,0.235300,2.877600
1800,150,0.002800,0.235300,2.877600
1801,150,0.002800,0.235300,2.877600
1802,150,0.002800,0.235300,2.877600
1803,150,0.002800,0.235300,2.877600
1804,150,0.002800,0.235300,2.877600
1805,150,0.002800,0.235300,2.877600
1806,150,0.002800,0.235300,2.877600
1807,151,0.002120,0.222840,2.872460
1808,151,0.002120,0.222840,2.872460
1809,151,0.002120,0.222840,2.872460
1810,151,0.002120,0.222840,2.872460
1811,151,0.002120,0.222840,2.872460
1812,151,0.002120,0.222840,2.872460
1813,151,0.002120,0.222840,2.872460
1814,151,0.002120,0.222840,2.872460
1815,151,0.002120,0.222840,2.872460
1816,151,0.002120,0.222840,2.872460
1817,151,0.002120,0.222840,2.872460
1818,151,0.002120,0.222840,2.872460
1819,152,0.001440,0.210380,2.867320
1820,152,0.001440,0.210380,2.867320
1821,152,0.001440,0.210380,2.867320
1822,152,0.001440,0.210380,2.867320
1823,152,0.001440,0.210380,2.867320
1824,152,0.001440,0.210380,2.867320
1825,152,0.001440,0.210380,2.867320
1826,152,0.001440,0.210380,2.867320
1827,152,0.001440,0.210380,2.867320
1828,152,0.001440,0.210380,2.867320
1829,152,0.001440,0.210380,2.867320
1830,152,0.001440,0.210380,2.867320
1831,153,0.000760,0.197920,2.862180
1832,153,0.000760,0.197920,2.862180
1833,153,0.000760,0.197920,2.862180
1834,153,0.000760,0.197920,2.862180
1835,153,0.000760,0.197920,2.862180
1836,153,0.000760,0.197920,2.862180
1837,153,0.000760,0.197920,2.862180
1838,153,0.000760,0.197920,2.862180
1839,153,0.000760,0.197920,2.862180
1840,153,0.000760,0.197920,2.862180
1841,153,0.000760,0.197920,2.862180
1842,153,0.000760,0.197920,2.862180
1843,154,0.000080,0.185460,2.857040
1844,154,0.000080,0.185460,2.857040
1845,154,0.000080,0.185460,2.857040
1846,154,0.000080,0.185460,2.857040
1847,154,0.000080,0.185460,2.857040
1848,154,0.000080,0.185460,2.857040
1849,154,0.000080,0.185460,2.857040
1850,154,0.000080,0.185460,2.857040
1851,154,0.000080,0.185460,2.857040
1852,154,0.000080,0.185460,2.857040
1853,154,0.000080,0.185460,2.857040
1854,154,0.000080,0.185460,2.857040
1855,155,-0.000600,0.173000,2.851900
1856,155,-0.000600,0.173000,2.851900
1857,155,-0.000600,0.173000,2.851900
1858,155,-0.000600,0.173000,2.851900
1859,155,-0.000600,0.173000,2.851900
1860,155,-0.000600,0.173000,2.851900
1861,155,-0.000600,0.173000,2.851900
1862,155,-0.000600,0.173000,2.851900
1863,155,-0.000600,0.173000,2.851900
1864,155,-0.000600,0.173000,2.851900
1865,155,-0.000600,0.173000,2.851900
1866,155,-0.000600,0.173000,2.851900
1867,156,-0.001280,0.160540,2.846760
1868,156,-0.001280,0.160540,2.846760
1869,156,-0.001280,0.160540,2.846760
1870,156,-0.001280,0.160540,2.846760
1871,156,-0.001280,0.160540,2.846760
1872,156,-0.001280,0.160540,2.846760
1873,156,-0.001280,0.160540,2.846760
1874,156,-0.001280,0.160540,2.846760
1875,156,-0.001280,0.160540,2.846760
1876,156,-0.001280,0.160540,2.846760
1877,156,-0.001280,0.160540,2.846760
1878,156,-0.001280,0.160540,2.846760
1879,157,-0.001960,0.148080,2.841620
1880,157,-0.001960,0.148080,2.841620
1881,157,-0.001960,0.148080,2.841620
1882,157,-0.001960,0.148080,2.841620
1883,157,-0.001960,0.148080,2.841620
1884,157,-0.001960,0.148080,2.841620
1885,157,-0.001960,0.148080,2.841620
1886,157,-0.001960,0.148080,2.841620
1887,157,-0.001960,0.148080,2.841620
1888,157,-0.001960,0.148080,2.841620
1889,157,-0.001960,0.148080,2.841620
1890,157,-0.001960,0.148080,2.841620
1891,158,-0.002640,0.135620,2.836480
1892,158,-0.002640,0.135620,2.836480
1893,158,-0.002640,0.135620,2.836480
1894,158,-0.002640,0.135620,2.836480
1895,158,-0.002640,0.135620,2.836480
1896,158,-0.002640,0.135620,2.836480
1897,158,-0.002640,0.135620,2.836480
1898,158,-0.002640,0.135620,2.836480
1899,158,-0.002640,0.135620,2.836480
1900,158,-0.002640,0.135620,2.836480
1901,158,-0.002640,0.135620,2.836480
1902,158,-0.002640,0.135620,2.836480
1903,159,-0.003320,0.123160,2.831340
1904,159,-0.003320,0.123160,2.831340
1905,159,-0.003320,0.123160,2.831340
1906,159,-0.003320,0.123160,2.831340
1907,159,-0.003320,0.123160,2.831340
1908,159,-0.003320,0.123160,2.831340
1909,159,-0.003320,0.123160,2.831340
1910,159,-0.003320,0.123160,2.831340
1911,159,-0.003320,0.123160,2.831340
1912,159,-0.003320,0.123160,2.831340
1913,159,-0.003320,0.123160,2.831340
1914,159,-0.003320,0.123160,2.831340
1915,160,-0.004000,0.110700,2.826200
1916,160,-0.004000,0.110700,2.826200
1917,160,-0.004000,0.110700,2.826200
1918,160,-0.004000,0.110700,2.826200
1919,160,-0.004000,0.110700,2.826200
1920,160,-0.004000,0.110700,2.826200
1921,160,-0.004000,0.110700,2.826200
1922,160,-0.004000,0.110700,2.826200
1923,160,-0.004000,0.110700,2.826200
1924,160,-0.004000,0.110700,2.826200
1925,160,-0.004000,0.110700,2.826200
1926,160,-0.004000,0.110700,2.826200
1927,161,-0.003480,0.108810,2.826560
1928,161,-0.003480,0.108810,2.826560
1929,161,-0.003480,0.108810,2.826560
1930,161,-0.003480,0.108810,2.826560
1931,161,-0.003480,0.108810,2.826560
1932,161,-0.003480,0.108810,2.826560
1933,161,-0.003480,0.108810,2.826560
1934,161,-0.003480,0.108810,2.826560
1935,161,-0.003480,0.108810,2.826560
1936,161,-0.003480,0.108810,2.826560
1937,161,-0.003480,0.108810,2.826560
1938,161,-0.003480,0.108810,2.826560
1939,162,-0.002960,0.106920,2.826920
1940,162,-0.002960,0.106920,2.826920
1941,162,-0.002960,0.106920,2.826920
1942,162,-0.002960,0.106920,2.826920
1943,162,-0.002960,0.106920,2.826920
1944,162,-0.002960,0.106920,2.826920
1945,162,-0.002960,0.106920,2.826920
1946,162,-0.002960,0.106920,2.826920
1947,162,-0.002960,0.106920,2.826920
1948,162,-0.002960,0.106920,2.826920
1949,162,-0.002960,0.106920,2.826920
1950,162,-0.002960,0.106920,2.826920
1951,163,-0.002440,0.105030,2.827280
1952,163,-0.002440,0.105030,2.827280
1953,163,-0.002440,0.105030,2.827280
1954,163,-0.002440,0.105030,2.827280
1955,163,-0.002440,0.105030,2.827280
1956,163,-0.002440,0.105030,2.827280
1957,163,-0.002440,0.105030,2.827280
1958,163,-0.002440,0.105030,2.827280
1959,163,-0.002440,0.105030,2.827280
1960,163,-0.002440,0.105030,2.827280
1961,163,-0.002440,0.105030,2.827280
1962,163,-0.002440,0.105030,2.827280
1963,164,-0.001920,0.103140,2.827640
1964,164,-0.001920,0.103140,2.827640
1965,164,-0.001920,0.103140,2.827640
1966,164,-0.001920,0.103140,2.827640
1967,164,-0.001920,0.103140,2.827640
1968,164,-0.001920,0.103140,2.827640
1969,164,-0.001920,0.103140,2.827640
1970,164,-0.001920,0.103140,2.827640
1971,164,-0.001920,0.103140,2.827640
1972,164,-0.001920,0.103140,2.827640
1973,164,-0.001920,0.103140,2.827640
1974,164,-0.001920,0.103140,2.827640
1975,165,-0.001400,0.101250,2.828000
1976,165,-0.001400,0.101250,2.828000
1977,165,-0.001400,0.101250,2.828000
1978,165,-0.001400,0.101250,2.828000
1979,165,-0.001400,0.101250,2.828000
1980,165,-0.001400,0.101250,2.828000
1981,165,-0.001400,0.101250,2.828000
1982,165,-0.001400,0.101250,2.828000
1983,165,-0.001400,0.101250,2.828000
1984,165,-0.001400,0.101250,2.828000
1985,165,-0.001400,0.101250,2.828000
1986,165,-0.001400,0.101250,2.828000
1987,166,-0.000880,0.099360,2.828360
1988,166,-0.000880,0.099360,2.828360
1989,166,-0.000880,0.099360,2.828360
1990,166,-0.000880,0.099360,2.828360
1991,166,-0.000880,0.099360,2.828360
1992,166,-0.000880,0.099360,2.828360
1993,166,-0.000880,0.099360,2.828360
1994,166,-0.000880,0.099360,2.828360
1995,166,-0.000880,0.099360,2.828360
1996,166,-0.000880,0.099360,2.828360
1997,166,-0.000880,0.099360,2.828360
1998,166,-0.000880,0.099360,2.828360
1999,167,-0.000360,0.097470,2.828720
2000,167,-0.000360,0.097470,2.828720
2001,167,-0.000360,0.097470,2.828720
2002,167,-0.000360,0.097470,2.828720
2003,167,-0.000360,0.097470,2.828720
2004,167,-0.000360,0.097470,2.828720
2005,167,-0.000360,0.097470,2.828720
2006,167,-0.000360,0.097470,2.828720
2007,167,-0.000360,0.097470,2.828720
2008,167,-0.000360,0.097470,2.828720
2009,167,-0.000360,0.097470,2.828720
2010,167,-0.000360,0.097470,2.828720
2011,168,0.000160,0.095580,2.829080
2012,168,0.000160,0.095580,2.829080
2013,168,0.000160,0.095580,2.829080
2014,168,0.000160,0.095580,2.829080
2015,168,0.000160,0.095580,2.829080
2016,168,0.000160,0.095580,2.829080
2017,168,0.000160,0.095580,2.829080
2018,168,0.000160,0.095580,2.829080
2019,168,0.000160,0.095580,2.829080
2020,168,0.000160,0.095580,2.829080
2021,168,0.000160,0.095580,2.829080
2022,168,0.000160,0.095580,2.829080
2023,169,0.000680,0.093690,2.829440
2024,169,0.000680,0.093690,2.829440
2025,169,0.000680,0.093690,2.829440
2026,169,0.000680,0.093690,2.829440
2027,169,0.000680,0.093690,2.829440
2028,169,0.000680,0.093690,2.829440
2029,169,0.000680,0.093690,2.829440
2030,169,0.000680,0.093690,2.829440
2031,169,0.000680,0.093690,2.829440
2032,169,0.000680,0.093690,2.829440
2033,169,0.000680,0.093690,2.829440
2034,169,0.000680,0.093690,2.829440
2035,170,0.001200,0.091800,2.829800
2036,170,0.001200,0.091800,2.829800
2037,170,0.001200,0.091800,2.829800
2038,170,0.001200,0.091800,2.829800
2039,170,0.001200,0.091800,2.829800
2040,170,0.001200,0.091800,2.829800
2041,170,0.001200,0.091800,2.829800
2042,170,0.001200,0.091800,2.829800
2043,170,0.001200,0.091800,2.829800
2044,170,0.001200,0.091800,2.829800
2045,170,0.001200,0.091800,2.829800
2046,170,0.001200,0.091800,2.829800
2047,171,0.001120,0.089750,2.833150
2048,171,0.001120,0.089750,2.833150
2049,171,0.001120,0.089750,2.833150
2050,171,0.001120,0.089750,2.833150
2051,171,0.001120,0.089750,2.833150
2052,171,0.001120,0.089750,2.833150
2053,171,0.001120,0.089750,2.833150
2054,171,0.001120,0.089750,2.833150
2055,171,0.001120,0.089750,2.833150
2056,171,0.001120,0.089750,2.833150
2057,171,0.001120,0.089750,2.833150
2058,171,0.001120,0.089750,2.833150
2059,172,0.001040,0.087700,2.836500
2060,172,0.001040,0.087700,2.836500
2061,172,0.001040,0.087700,2.836500
2062,172,0.001040,0.087700,2.836500
2063,172,0.001040,0.087700,2.836500
2064,172,0.001040,0.087700,2.836500
2065,172,0.001040,0.087700,2.836500
2066,172,0.001040,0.087700,2.836500
2067,172,0.001040,0.087700,2.836500
2068,172,0.001040,0.087700,2.836500
2069,172,0.001040,0.087700,2.836500
2070,172,0.001040,0.087700,2.836500
2071,172,0.001040,0.087700,2.836500
2072,173,0.000960,0.085650,2.839850
2073,173,0.000960,0.085650,2.839850
2074,173,0.000960,0.085650,2.839850
2075,173,0.000960,0.085650,2.839850
2076,173,0.000960,0.085650,2.839850
2077,173,0.000960,0.085650,2.839850
2078,173,0.000960,0.085650,2.839850
2079,173,0.000960,0.085650,2.839850
