day,action_N,action_W,grnwt,swfac,nstres
112,3.4949398040771484,4.201818943023682,0.0,0.0,0.014253377914428711
113,3.43056583404541,4.100144386291504,0.0,0.0,0.004195988178253174
114,3.3332648277282715,3.971799373626709,0.0,0.0,0.0
115,3.251248836517334,3.873051166534424,0.0,0.0,0.0
116,3.179975748062134,3.794290781021118,0.0,0.0,0.0
117,3.1097042560577393,3.720327138900757,0.0,0.0,0.0
118,3.0460422039031982,3.6375980377197266,0.0,0.0,0.0
119,2.9789509773254395,3.4632833003997803,0.0,0.0,0.0
120,2.915900945663452,3.387955665588379,0.0,0.0,0.0
121,2.853515625,3.3166825771331787,0.0,0.0,0.0
122,2.795665979385376,3.257161855697632,0.0,0.0,0.0
123,2.739488363265991,3.2026383876800537,308.97289276123047,0.0,0.0
124,2.6934382915496826,3.1500754356384277,617.9457855224609,0.0,0.0
125,2.6370553970336914,3.1198019981384277,926.9186401367188,0.0,0.0
126,2.571282386779785,3.1106834411621094,1235.8915710449219,0.0,0.0
127,2.4993464946746826,3.1296470165252686,1544.864501953125,0.0,0.0
128,2.430638313293457,3.1686131954193115,1853.8372802734375,0.0,0.0
129,2.397355556488037,3.1414401531219482,2162.8102111816406,0.0,0.0
130,2.344879150390625,3.205047369003296,2471.7831420898438,0.0,0.0
131,2.292940616607666,3.294846296310425,2780.7559204101562,0.0,0.0
132,2.2418417930603027,3.396221399307251,3089.72900390625,0.0,0.0
133,2.191937208175659,3.490044593811035,3398.7017822265625,0.0,0.0
134,2.141892671585083,3.564112901687622,3707.674560546875,0.0,0.0
135,2.0966382026672363,3.583301544189453,4016.6476440429688,0.0,0.0
136,2.0385756492614746,3.63216233253479,4325.620422363281,0.0,0.0
137,1.978573203086853,3.6730263233184814,4634.593505859375,0.0,0.0
138,1.9200268983840942,3.708706855773926,4943.5662841796875,0.0,0.0
139,1.8668612241744995,3.7419939041137695,5252.5390625,0.0,0.0
140,1.822190761566162,3.78012752532959,5523.3758544921875,0.0,0.0
141,1.789743423461914,3.820563316345215,5790.875244140625,0.0,0.0
142,1.7680933475494385,3.867108106613159,6036.871337890625,0.0,0.0
143,1.7568767070770264,3.906386137008667,6271.5301513671875,0.0,0.0
144,1.754209041595459,3.942445755004883,6521.1883544921875,0.0,0.0
145,1.7603152990341187,3.9744009971618652,6764.8052978515625,0.0,0.0
146,1.7615768909454346,3.9981954097747803,7073.778076171875,0.0,0.0
147,1.77222740650177,4.021308898925781,7342.757568359375,0.0,0.0
148,1.784180998802185,4.030776500701904,7630.0494384765625,0.0,0.0
149,1.8040649890899658,4.037736892700195,7894.08447265625,0.0,0.0
150,1.824107050895691,4.035231113433838,8152.432861328125,0.0,0.0
151,1.8460173606872559,4.023187637329102,8394.8974609375,0.0,0.0
152,1.869170069694519,4.007096290588379,8642.465209960938,0.0,0.0
153,1.8961607217788696,3.9853978157043457,8893.187866210938,0.0,0.0
154,1.9052863121032715,3.845324993133545,9117.548217773438,0.0,0.0
155,1.9236822128295898,3.775311231613159,9401.56982421875,0.0,0.0
156,1.9557636976242065,3.743102788925171,9691.839599609375,0.0,0.0
157,1.9821367263793945,3.7156920433044434,10000.812377929688,0.0,0.0
158,1.9815669059753418,3.640796661376953,10309.78515625,0.0,0.0
159,1.9742345809936523,3.603985071182251,10562.359619140625,0.0,0.0
160,1.9317508935928345,3.5411782264709473,10813.34716796875,0.0,0.0
161,1.8685044050216675,3.472775936126709,10813.34716796875,0.0,0.0
162,1.8681994676589966,3.4693655967712402,10813.34716796875,0.0,0.0
163,1.86661696434021,3.4643311500549316,10813.34716796875,0.0,0.0
