day,action_N,action_W,grnwt,swfac,nstres
46,1.5795094966888428,2.5188498497009277,0.0,0.0,0.018530309200286865
47,1.584122896194458,2.5089335441589355,0.0,0.0,0.01609724760055542
48,1.593721628189087,2.465481996536255,0.0,0.0,0.011619925498962402
49,1.598827600479126,2.4455788135528564,0.0,0.0,0.007061362266540527
50,1.5994555950164795,2.417175054550171,0.0,0.0,0.003910183906555176
51,1.6040316820144653,2.407745838165283,0.0,0.0,0.0
52,1.6068599224090576,2.3930258750915527,0.0,0.0,0.0
53,1.592625617980957,2.3831121921539307,0.0,0.0,0.0
54,1.589379072189331,2.3739020824432373,0.0,0.0,0.0
55,1.5873475074768066,2.3675551414489746,0.0,0.0,0.0
56,1.5656273365020752,2.3429360389709473,0.0,0.0,0.0
57,1.5605038404464722,2.332874059677124,0.0,0.0,0.0
58,1.555473804473877,2.3258471488952637,0.0,0.0,0.0
59,1.546172022819519,2.318699359893799,0.0,0.0,0.0
60,1.5232936143875122,2.3289175033569336,0.0,0.0,0.0
61,1.5130170583724976,2.3251352310180664,0.0,0.0,0.0
62,1.5051817893981934,2.3258707523345947,0.0,0.0,0.0
63,1.489631175994873,2.350541591644287,0.0,0.0,0.0
64,1.4853026866912842,2.3527331352233887,0.0,0.0,0.0
65,1.4837125539779663,2.3591175079345703,0.0,0.0,0.0
66,1.480072021484375,2.370213031768799,0.0,0.0,0.0
67,1.4731616973876953,2.414674997329712,0.0,0.0,0.0
68,1.4656049013137817,2.4320762157440186,0.0,0.0,0.0
69,1.4526326656341553,2.452611207962036,0.0,0.0,0.002214789390563965
70,1.4394452571868896,2.4777631759643555,0.0,0.0,0.0
71,1.4285751581192017,2.5396668910980225,0.0,0.0,0.0
72,1.4060786962509155,2.5761122703552246,0.0,0.0,0.0
73,1.3998862504959106,2.6508429050445557,0.0,0.0,0.0
74,1.3818634748458862,2.6901965141296387,0.0,0.0,0.0
75,1.3682342767715454,2.729299545288086,0.0,0.0,0.0
76,1.3447195291519165,2.742574453353882,0.0,0.0,0.0
77,1.2951281070709229,2.6684930324554443,0.0,0.0,0.0
78,1.2924736738204956,2.7220818996429443,0.0,0.0,0.0
79,1.2784541845321655,2.761993885040283,0.0,0.0,0.0
80,1.268593668937683,2.809394598007202,0.0,0.0,0.0
81,1.2622400522232056,2.8523752689361572,0.0,0.0,0.0
82,1.295693039894104,2.950179100036621,0.0,0.0,0.0
83,1.2957243919372559,2.9964284896850586,0.0,0.0,0.0
84,1.3006154298782349,3.051262140274048,0.0,0.0,0.0
85,1.3510032892227173,3.1680681705474854,0.0,0.0,0.0
86,1.3564790487289429,3.2166857719421387,0.0,0.0,0.0
87,1.3626368045806885,3.2820746898651123,0.0,0.0,0.0
88,1.4120330810546875,3.3939621448516846,0.0,0.0,0.0
89,1.252361536026001,2.8142473697662354,0.0,0.0,0.0
90,1.2130720615386963,2.7193517684936523,0.0,0.0,0.016060173511505127
91,1.2127060890197754,2.697248935699463,0.0,0.0,0.029959559440612793
92,1.27561616897583,2.7408339977264404,0.0,0.0,0.04144942760467529
93,1.286745309829712,2.734036684036255,0.0,0.0,0.06328564882278442
94,1.3744584321975708,2.8254306316375732,0.0,0.0,0.07811224460601807
95,1.4108606576919556,2.8723957538604736,0.0,0.0,0.09213602542877197
96,1.4256889820098877,2.8624584674835205,0.0,0.0,0.10484874248504639
97,1.47182297706604,2.8725059032440186,0.0,0.0,0.11953103542327881
98,1.4870848655700684,2.873535633087158,0.0,0.0,0.12894725799560547
99,1.511135458946228,2.8767595291137695,0.0,0.0,0.1363511085510254
100,1.5804986953735352,2.9568240642547607,0.0,0.0,0.14857518672943115
101,1.6073803901672363,3.003187894821167,0.0,0.0,0.15825361013412476
102,1.667083740234375,3.1040403842926025,0.0,0.0,0.16339290142059326
103,1.6863698959350586,3.17002272605896,0.0,0.0,0.16471225023269653
104,1.729117751121521,3.267199754714966,0.0,0.0,0.16727709770202637
105,1.7334915399551392,3.310014247894287,0.0,0.0,0.16791009902954102
106,1.7373701333999634,3.3551244735717773,0.0,0.0,0.16464507579803467
107,1.765782117843628,3.4501752853393555,0.0,0.0,0.16277790069580078
108,1.7637479305267334,3.4776296615600586,0.0,0.0,0.15790414810180664
109,1.7632514238357544,3.5219082832336426,0.0,0.0,0.15311217308044434
110,1.7634106874465942,3.5742743015289307,0.0,0.0,0.1491938829421997
111,1.7624021768569946,3.6158673763275146,0.0,0.0,0.1433868408203125
112,1.7601417303085327,3.6611263751983643,0.0,0.0,0.13734352588653564
113,1.7571227550506592,3.7133445739746094,0.0,0.0,0.13434207439422607
114,1.7610807418823242,3.7414116859436035,0.0,0.0,0.1294872760772705
115,1.7657051086425781,3.7969698905944824,0.0,0.10890549421310425,0.1273585557937622
116,1.7647411823272705,3.7680866718292236,0.0,0.0,0.1220247745513916
117,1.7793503999710083,3.827166795730591,0.0,0.0,0.12091994285583496
118,1.781167984008789,3.7124691009521484,0.0,0.0,0.11459976434707642
119,1.6457493305206299,3.103745937347412,0.0,0.0,0.10483461618423462
120,1.6002339124679565,2.9489381313323975,0.0,0.0,0.09461808204650879
121,1.5961662530899048,2.928523302078247,0.0,0.0,0.08494395017623901
