episode,cum_reward,yield_kg_ha,total_N_kg_ha
2481,13.141252,11040.4,533.8
2482,39.47223,8681.9,459.3
2483,38.819901,12612.8,399.2
2484,-7.777125,10520.2,414.0
2485,7.29478,10727.7,383.3
2486,28.810422,11431.7,325.4
2487,9.030527,12085.0,403.5
2488,-1.358153,10606.2,317.5
2489,12.949883,10520.6,441.0
2490,8.655466,9153.2,276.0
2491,7.006141,8674.2,237.8
2492,11.851343,10297.5,308.2
2493,46.565023,10232.4,420.0
2494,-8.213221,9894.0,374.7
2495,-0.679521,10462.4,519.9
2496,-6.457218,11310.7,504.3
2497,-8.358171,9941.9,416.8
2498,6.148068,10128.5,362.4
2499,12.446772,10027.3,329.1
2500,52.00325,12141.3,459.1
2501,23.334783,9393.3,367.6
2502,7.560041,10204.4,353.1
2503,7.270869,10681.7,308.3
2504,51.160525,10817.3,429.7
2505,6.409137,10921.7,479.9
2506,-6.478029,9088.5,275.0
2507,23.065383,10089.3,357.0
2508,36.977534,9705.8,370.7
2509,7.103785,9143.9,552.5
2510,4.918004,10399.0,534.1
2511,-2.669471,9539.5,319.0
2512,45.725485,9268.7,477.6
2513,5.69355,10147.6,297.9
2514,4.359631,10236.1,282.2
2515,10.553544,9351.0,402.4
2516,19.658367,11724.3,590.9
2517,15.290389,9484.4,337.5
2518,5.972548,10976.4,421.9
2519,-9.207755,11721.0,494.7
2520,-1.180854,12599.6,526.7
2521,41.872723,11623.8,490.3
2522,3.158081,9879.9,305.2
2523,21.867611,10065.6,550.6
2524,4.592033,10389.1,530.1
2525,15.810179,10888.2,539.3
2526,17.880909,8728.8,536.9
2527,12.30177,11004.2,360.3
2528,11.707281,11169.9,351.2
2529,-12.593057,11283.6,497.3
2530,16.507794,11265.1,525.2
2531,8.374731,12297.3,389.3
2532,-6.995193,8582.0,298.6
2533,15.466155,10780.1,343.1
2534,-0.464733,10508.0,472.9
2535,4.35933,9895.6,286.4
2536,20.679891,10775.2,506.0
2537,33.43733,11237.8,407.9
2538,9.750228,9759.1,380.2
2539,20.465193,11649.7,545.2
2540,3.014971,10148.2,534.2
2541,-5.799544,10513.3,517.4
2542,10.220878,9483.0,359.1
2543,17.364996,9803.0,392.0
2544,45.842876,10082.1,426.6
2545,-4.091228,10229.6,432.0
2546,18.248816,11289.4,471.1
2547,40.574877,12331.9,577.1
2548,-1.53406,9994.1,551.2
2549,1.434145,12201.8,429.6
2550,0.820562,11558.6,414.8
2551,37.194179,10152.8,556.9
2552,7.040642,9759.5,306.5
2553,22.48444,10845.3,362.2
2554,14.904444,11352.1,441.0
2555,24.014937,11802.1,366.6
2556,-9.208054,8985.4,339.9
2557,-8.673268,9943.4,553.8
2558,-6.064866,8179.0,417.2
2559,40.489785,11602.4,522.3
2560,-7.516461,11058.4,460.8
2561,25.866101,11370.9,427.7
2562,-7.307055,11620.4,525.8
2563,19.329251,10690.1,599.3
2564,-12.709367,7764.1,413.7
2565,44.729336,12886.3,428.4
2566,24.420508,11221.0,609.0
2567,-10.597987,10142.3,560.7
2568,17.21512,9725.8,536.5
2569,39.705618,12591.7,578.3
2570,59.470642,12011.0,485.3
2571,20.181232,9903.2,488.6
2572,14.427139,12128.8,347.1
2573,-7.830234,7669.6,329.1
2574,19.65508,10743.4,385.5
2575,38.919024,11327.5,486.2
2576,-4.398194,10175.2,283.7
2577,21.639886,9228.4,366.7
2578,4.29789,10206.2,352.9
2579,18.459688,11355.2,596.2
2580,10.349365,10855.1,353.2
2581,36.346942,10285.0,442.9
2582,20.585975,11160.7,563.2
2583,13.310874,9542.4,342.6
2584,47.821303,11825.6,558.0
2585,22.353528,10179.5,574.3
2586,6.030231,9090.4,283.4
2587,-2.545522,10266.7,282.4
2588,11.715508,11229.5,530.7
2589,46.638459,10775.5,425.8
2590,7.136279,11860.1,575.4
2591,13.866674,8549.1,313.7
2592,-3.894039,9583.3,424.3
2593,16.061921,7622.2,583.6
2594,15.854341,10662.5,363.3
2595,4.157824,10762.8,336.1
2596,9.456748,10550.3,520.1
2597,37.096322,12402.3,584.2
2598,15.305267,11271.7,609.4
2599,1.115151,8116.2,272.0
2600,15.23898,10301.6,563.3
2601,20.267087,10478.5,577.6
2602,-9.46931,7577.7,532.9
2603,32.425247,9806.0,476.5
2604,-2.34768,11470.1,461.3
2605,6.509931,10081.5,405.1
2606,-0.21402,10600.6,334.7
2607,31.564623,11500.5,559.8
2608,9.16664,9738.1,301.1
2609,49.335882,11954.6,580.1
2610,30.741516,10537.7,459.6
2611,6.707908,12196.7,547.4
2612,14.507661,9026.7,339.8
2613,29.055375,10513.7,357.9
2614,14.171204,11340.9,615.4
2615,80.152717,12881.8,457.2
2616,15.924837,9143.8,335.2
2617,20.65142,10791.0,355.8
2618,14.663552,10206.5,377.2
2619,29.712632,11735.1,426.3
2620,56.577974,10140.2,475.6
2621,50.254249,11381.1,545.4
2622,5.976751,11822.5,556.6
2623,6.011828,9201.2,325.6
2624,15.34043,11238.4,463.9
2625,-2.51555,8824.5,301.6
2626,21.765422,10665.5,575.9
2627,10.890403,11504.6,604.3
2628,24.215023,10081.9,384.5
2629,11.400839,11002.7,587.2
2630,17.797917,10217.4,467.8
2631,19.623257,11620.5,575.7
2632,1.883625,10210.1,496.4
2633,8.593881,9258.6,261.4
2634,52.93754,10600.8,540.5
2635,15.824309,10234.7,368.8
2636,15.123296,11129.8,409.0
2637,10.287985,8822.9,368.7
2638,-8.658596,12337.6,359.9
2639,35.725773,8784.3,547.6
2640,-0.379111,11235.2,409.3
2641,13.861194,10402.8,506.3
2642,-7.917182,11101.5,330.1
2643,21.996357,8206.6,592.6
2644,14.992306,11911.2,506.3
2645,-4.927668,9930.4,311.2
2646,-3.876792,11602.2,427.3
2647,2.607136,10277.3,578.7
2648,34.653437,9256.3,449.5
2649,11.641464,11554.1,354.8
2650,29.65251,9834.6,371.3
2651,2.871853,9902.8,588.3
2652,7.426071,10602.8,370.9
2653,3.7967,10118.4,343.1
2654,12.457495,11703.5,404.9
2655,44.311019,10422.7,459.9
2656,3.865032,10765.1,591.9
2657,8.088529,11679.9,490.1
2658,10.380118,11992.5,555.6
2659,-7.602811,11070.4,518.2
2660,70.600177,11482.2,442.4
2661,43.069291,9917.5,580.0
2662,35.275232,10130.6,383.1
2663,25.77436,11022.5,588.1
2664,36.246014,11872.1,586.2
2665,27.393025,12643.5,515.4
2666,46.956006,10834.7,554.0
2667,-7.148754,11124.7,475.4
2668,7.283757,10451.3,361.7
2669,50.20437,11081.6,552.4
2670,18.235976,8935.0,329.4
2671,17.928176,10310.2,500.1
2672,46.040958,9804.5,523.2
2673,44.840244,10615.1,408.3
2674,29.009726,11746.7,502.9
2675,29.519417,11377.6,463.5
2676,49.759816,9346.3,560.5
2677,23.976691,10465.8,396.6
2678,1.869674,9351.7,258.1
2679,53.564892,9862.6,513.2
2680,22.080886,10666.2,586.0
2681,-2.797841,9707.3,417.2
2682,35.996313,10554.6,495.7
2683,-4.942113,10479.6,547.3
2684,32.821296,10669.4,363.7
2685,15.183901,10776.2,601.6
2686,11.760324,12227.1,527.1
2687,-2.775771,10789.5,475.5
2688,11.055529,10136.1,324.3
2689,13.973708,10875.3,384.7
2690,-3.40115,8980.9,255.0
2691,0.661164,10313.5,328.8
2692,-0.337164,10786.2,354.2
2693,-8.278216,11232.5,440.3
2694,35.38782,10899.2,452.6
2695,46.894256,10033.4,567.2
2696,-2.171999,10489.9,283.5
2697,10.2032,12068.0,576.9
2698,7.57157,12637.1,446.9
2699,2.768728,11572.6,443.0
2700,45.968441,10557.0,461.1
2701,20.508375,9919.7,576.4
2702,18.563792,10402.4,488.8
2703,29.604389,10635.1,613.6
2704,5.353118,9583.8,311.2
2705,39.116263,10610.6,396.2
2706,-8.40774,12572.8,488.1
2707,-0.074623,6884.6,186.9
2708,19.643065,11949.1,386.6
2709,-5.121243,10382.6,403.9
2710,-9.146618,11332.8,361.0
2711,-12.555083,9132.4,449.9
2712,13.681796,11832.5,372.3
2713,33.635969,12106.0,520.5
2714,39.566132,11568.4,462.4
2715,-5.282351,9910.4,363.1
2716,6.748399,10137.8,376.3
2717,-1.485402,11456.7,533.0
2718,24.179103,12591.7,578.8
2719,12.987976,11320.8,492.9
2720,4.495813,10641.7,575.7
2721,71.978584,12285.4,532.8
2722,-9.381469,10401.4,557.8
2723,3.976376,12013.0,483.5
2724,-9.327917,11761.1,378.6
2725,16.932696,9829.9,342.3
2726,31.685523,9939.7,328.1
2727,11.550681,12000.2,600.4
2728,33.528849,11040.0,372.5
2729,2.832632,9951.6,490.1
2730,5.83624,10910.1,387.9
2731,22.439441,8031.2,328.9
2732,31.96812,13341.3,510.2
2733,-10.303149,10912.4,460.0
2734,9.253602,11562.3,453.9
2735,32.116752,10924.6,533.9
2736,27.927012,10124.7,378.5
2737,-1.872987,8515.3,254.0
2738,22.00615,9499.1,450.5
2739,12.588493,10387.3,617.0
2740,33.427114,10810.3,591.2
2741,-2.588662,11873.2,500.4
2742,25.795228,10972.8,410.7
2743,-8.996988,12462.1,455.0
2744,27.711546,8542.9,480.2
2745,9.333644,11696.8,465.3
2746,-8.219982,9736.3,497.7
2747,25.508101,10576.6,356.6
2748,39.989444,10129.1,374.9
2749,25.491079,10511.6,327.1
2750,-11.191409,11097.6,352.4
2751,15.26329,9228.5,292.4
2752,-5.372195,10355.2,538.3
2753,5.583514,10196.4,414.4
2754,45.52564,10935.8,414.2
2755,-0.007691,8865.8,314.5
2756,4.997359,9454.2,251.8
2757,36.096593,12023.7,486.3
2758,60.603403,10697.5,534.9
2759,8.180901,11256.1,598.3
2760,17.251291,10836.5,552.5
2761,-5.666815,9377.9,260.3
2762,25.226481,10530.1,503.9
2763,-11.071884,10978.2,368.4
2764,-5.971626,8850.8,265.9
2765,1.78734,11325.3,544.9
2766,14.014555,8096.8,275.3
2767,-5.621877,8893.3,269.5
2768,11.367873,8898.5,274.6
2769,1.306015,10778.2,477.8
2770,43.006517,12149.1,547.4
2771,9.292427,9274.7,552.1
2772,-9.520091,9111.9,268.9
2773,16.600187,12127.6,624.6
2774,25.322558,9917.6,557.0
2775,18.829546,10913.1,342.6
2776,10.301858,9914.3,251.5
2777,62.432719,11305.9,494.2
2778,-4.277388,9592.2,393.5
2779,0.16393,11489.6,348.8
2780,13.965142,12030.1,593.8
2781,-7.786985,10224.2,417.4
2782,37.574136,11006.1,548.3
2783,30.489883,11537.2,499.9
2784,-7.725183,12007.0,476.4
2785,6.424527,8604.6,571.9
2786,18.852107,10880.0,316.3
2787,12.556883,9930.4,343.6
2788,8.874238,8253.2,262.6
2789,29.520666,11876.5,592.3
2790,-4.884711,10234.7,296.4
2791,61.000206,12074.0,501.5
2792,19.761528,9423.4,319.3
2793,11.766044,8057.0,293.0
2794,35.000022,10507.7,595.9
2795,56.580951,11370.8,504.7
2796,-2.472437,9423.5,580.4
2797,14.049144,9412.1,257.0
2798,6.568593,9828.5,573.0
2799,34.411652,11985.0,584.4
2800,-0.134777,9859.6,311.7
2801,6.685287,9894.1,600.3
2802,53.206387,9848.4,440.1
2803,37.965366,9878.3,572.3
2804,16.040603,11492.8,372.9
2805,49.167386,11180.5,375.3
2806,45.248786,10550.0,543.5
2807,6.556948,10851.3,348.0
2808,-6.523454,11358.6,359.8
2809,21.231521,11775.1,598.1
2810,6.647279,12161.2,393.8
2811,49.981036,10291.3,534.5
2812,-4.677023,9989.8,298.2
2813,-3.225982,7433.9,234.0
2814,8.277247,9103.5,272.2
2815,37.128061,10439.5,575.0
2816,45.636277,10550.3,394.3
2817,53.97024,11602.3,418.9
2818,43.548514,11208.4,392.3
2819,49.026331,10396.4,535.4
2820,3.420259,11435.5,493.7
2821,-4.790425,10309.0,288.1
2822,21.550203,8726.3,381.2
2823,38.668321,12350.3,445.1
2824,51.03533,11896.7,523.2
2825,22.707293,10040.4,358.6
2826,26.745021,10945.9,413.4
2827,19.508461,10389.3,422.2
2828,55.88212,10426.8,469.7
2829,8.865469,9349.4,294.7
2830,9.365969,8482.6,312.4
2831,26.910671,9122.4,456.3
2832,12.734681,11005.1,359.4
2833,-3.534327,11327.0,348.7
2834,4.02443,9818.8,453.2
2835,17.755238,11551.9,521.7
2836,7.382266,9821.5,317.1
2837,19.057223,12144.6,409.8
2838,5.311436,10504.3,367.8
2839,40.026086,9549.9,359.6
2840,0.917364,10457.7,374.4
2841,33.794744,13167.8,576.7
2842,57.254066,11720.5,481.0
2843,3.162008,10441.2,515.3
2844,28.507434,11742.8,410.4
2845,-5.53899,9986.0,307.4
2846,36.765241,11274.3,389.6
2847,9.11653,10112.7,502.8
2848,19.989405,9449.2,415.8
2849,-7.47782,10952.6,516.5
2850,25.82214,10343.6,369.3
2851,12.462032,8686.1,284.5
2852,9.235512,12058.7,383.9
2853,28.163683,11709.2,435.9
2854,17.512059,9722.2,345.1
2855,22.004084,10159.5,536.6
2856,5.357245,9981.6,290.9
2857,-3.517599,11278.4,354.3
2858,-4.987767,9686.5,250.2
2859,13.072382,11921.1,488.1
2860,14.426314,10267.6,498.6
2861,36.683829,9767.8,537.6
2862,20.718356,8605.3,291.4
2863,28.139733,9928.5,320.8
2864,5.595754,9330.7,574.7
2865,5.382589,10928.2,545.9
2866,42.819233,10803.7,470.1
2867,11.338689,10815.6,381.9
2868,46.052972,10156.2,391.2
2869,-8.795469,10868.4,502.6
2870,26.720704,11270.3,478.4
2871,21.723029,12012.8,612.2
2872,35.543741,11223.8,600.7
2873,-5.843407,10786.9,551.2
2874,18.520722,9769.7,419.4
2875,16.891885,11584.5,572.5
2876,46.828964,11586.6,538.2
2877,52.449061,10388.9,436.2
2878,44.322132,8945.2,467.7
2879,7.88114,12196.1,544.3
2880,-5.874937,10632.3,535.0
2881,-11.015648,10532.5,519.3
2882,30.704731,11092.6,497.2
2883,14.033484,9690.5,493.2
2884,36.142632,11741.4,585.6
2885,24.3088,11081.2,533.7
2886,21.7773,11270.1,463.5
2887,29.268023,9762.5,503.7
2888,69.751873,12358.5,502.3
2889,41.176254,11301.7,566.2
2890,36.096111,12325.4,595.0
2891,7.662144,9355.5,267.7
2892,4.571244,7938.9,197.9
2893,3.280433,12274.5,564.4
2894,71.401198,10192.6,487.5
2895,18.03419,9318.4,282.0
2896,-2.710008,10076.9,546.1
2897,-2.126618,12093.4,546.2
2898,43.05559,11834.3,557.9
2899,38.129189,10762.0,515.1
2900,22.10294,11395.4,524.3
2901,-5.724857,10277.9,547.0
2902,69.978368,10298.6,493.7
2903,-8.411266,10143.5,526.6
2904,13.586633,11691.3,481.8
2905,35.328624,11008.1,447.1
2906,4.430437,10514.5,539.9
2907,-7.613748,10902.8,563.2
2908,56.470622,11324.4,479.4
2909,5.317444,11113.4,445.4
2910,51.811519,10034.3,439.9
2911,5.119555,11561.6,557.8
2912,32.872395,11076.0,469.1
2913,21.480111,10403.5,326.6
2914,25.543658,11597.8,408.5
2915,29.629467,11709.9,308.9
2916,0.787426,11937.7,587.7
2917,-8.890231,10392.8,406.0
2918,-3.878305,9144.6,534.9
2919,5.77279,9450.6,260.1
2920,65.782766,10806.5,495.3
2921,-1.817387,8002.3,268.8
2922,10.98224,10527.7,536.8
2923,-9.934104,10744.0,337.3
2924,29.39387,10585.4,533.8
2925,13.983523,10673.1,595.3
2926,0.130647,11741.9,416.4
2927,4.150366,7986.2,207.5
2928,-2.557734,10383.6,322.9
2929,37.243903,11030.3,537.2
2930,3.055908,10772.5,442.1
2931,48.183651,11055.8,546.5
2932,10.175295,11700.9,439.0
2933,31.264687,12330.5,582.1
2934,59.928617,11976.2,478.5
2935,-0.06879,10526.7,336.4
2936,16.974137,11083.0,532.0
2937,-7.034822,10024.7,467.1
2938,15.552694,10701.0,577.0
2939,-5.796109,10292.7,519.4
2940,3.98777,10731.9,311.7
2941,8.616973,9617.1,265.5
2942,11.670291,9475.3,420.9
2943,41.134682,10543.3,546.7
2944,27.04357,11509.7,363.4
2945,22.746114,11375.6,605.7
2946,34.451066,10281.7,553.2
2947,65.557443,9709.7,488.6
2948,-4.78929,10462.6,428.0
2949,53.774182,11877.7,546.0
2950,54.880301,10569.2,442.1
2951,-3.038786,9202.7,359.1
2952,12.585808,10781.9,564.0
2953,47.832816,10544.7,551.3
2954,19.34859,11963.2,441.6
2955,14.264621,9241.7,571.8
2956,18.130825,10154.5,570.9
2957,5.377231,11206.5,423.1
2958,15.829201,10344.4,577.9
2959,-7.116586,9175.6,291.8
2960,11.163884,11164.2,571.5
2961,-3.004871,9977.0,330.3
2962,59.727032,10699.8,510.3
2963,19.742024,10764.4,550.6
2964,14.264331,8540.2,296.6
2965,30.605462,9928.6,541.5
2966,-9.351492,11146.7,344.4
2967,-9.333023,11049.2,457.0
2968,3.360287,8434.4,249.3
2969,22.164267,11952.2,522.1
2970,-11.541832,11069.9,480.3
2971,10.00196,11637.5,532.6
2972,73.308662,11760.3,499.7
2973,37.540163,11342.6,565.9
2974,25.293987,10502.2,403.9
2975,24.283174,9360.5,443.1
2976,-1.334566,9745.9,570.3
2977,26.737759,11567.9,571.9
2978,15.737276,11110.7,312.0
2979,9.980666,8576.1,225.6
2980,-5.093644,9384.2,313.3
2981,31.095495,11441.6,528.4
2982,-0.556546,9597.5,258.5
2983,-0.509016,8653.1,209.2
2984,28.503198,10376.7,598.3
2985,20.236288,9346.5,477.1
2986,27.761727,10022.1,476.8
2987,41.952724,11549.5,586.4
2988,47.486724,11889.9,481.5
2989,26.525619,11517.3,578.6
2990,16.746306,10095.9,341.7
2991,38.461466,9203.0,512.7
2992,21.995903,11873.7,506.6
2993,27.673187,10844.6,370.5
2994,0.136995,8734.6,226.8
2995,18.334891,10856.5,553.4
2996,-6.175052,11543.0,404.5
2997,5.454953,9838.6,337.5
2998,0.733124,10444.5,542.2
2999,14.699035,11494.1,595.6
3000,50.053386,10627.7,461.4
3001,10.880892,10142.4,520.1
3002,33.800354,9408.6,561.1
3003,-2.913068,11984.2,563.5
3004,-3.219961,11129.0,504.0
3005,71.700636,10656.1,479.1
3006,25.459908,12093.3,605.8
3007,37.698456,9717.9,558.7
3008,4.086236,8099.2,264.1
3009,-1.273688,8989.7,225.0
3010,7.495933,10588.6,579.0
3011,-7.286921,10443.8,312.1
3012,49.171052,13184.7,548.3
3013,26.673035,11988.5,492.1
3014,1.633532,10724.8,357.7
3015,4.505243,10489.4,441.2
3016,64.975126,9146.1,457.7
3017,30.783269,9975.7,619.9
3018,-4.874422,7646.5,207.1
3019,67.512516,11339.2,519.7
3020,-4.913813,7079.9,231.6
3021,8.413611,10361.7,458.5
3022,17.553015,11092.0,578.9
3023,62.641684,10103.3,483.0
3024,20.557847,12654.6,539.5
3025,15.960257,11475.3,395.8
3026,6.064012,11520.9,570.9
3027,-2.216478,8022.8,281.7
3028,27.436848,11934.2,580.2
3029,66.640761,10221.4,509.1
3030,41.993072,11407.5,416.3
3031,33.049207,10015.7,424.1
3032,22.989963,10786.5,533.2
3033,-2.406609,12254.2,449.3
3034,-3.788319,12466.9,481.8
3035,-2.368183,8618.7,369.7
3036,2.569027,9902.1,544.1
3037,5.666151,10376.8,350.6
3038,7.856223,9662.7,359.9
3039,-10.782056,9947.3,492.9
3040,3.114641,11113.1,283.7
3041,22.316523,11676.9,553.8
3042,-4.646265,9768.1,530.4
3043,15.901373,10473.3,578.6
3044,2.609635,8552.6,231.9
3045,47.162455,10859.3,588.7
3046,48.563295,10873.3,506.3
3047,-0.02933,9076.3,306.3
3048,37.563794,11425.2,575.0
3049,20.896111,10879.3,629.7
3050,12.018806,9242.6,282.8
3051,26.146664,9979.3,533.1
3052,40.359003,11661.0,547.2
3053,60.074641,10354.3,530.0
3054,10.81136,11386.0,593.3
3055,-3.299608,10195.4,293.7
3056,22.032851,11104.3,360.1
3057,17.018684,10533.6,521.1
3058,6.676542,9885.3,584.1
3059,22.835132,12025.7,549.9
3060,-0.403065,8292.1,260.6
3061,-0.840354,9593.9,541.2
3062,21.748639,11740.4,557.4
3063,26.086022,11812.8,592.8
3064,34.321419,10827.3,405.0
3065,12.40062,11183.2,570.7
3066,37.651218,10584.9,430.5
3067,29.744293,11363.6,481.8
3068,21.257763,12880.7,469.9
3069,68.882473,11252.2,555.7
3070,29.406093,10341.7,419.8
3071,-8.354532,9414.0,561.5
3072,15.419934,11423.6,574.6
3073,8.85012,11577.2,471.3
3074,11.824731,11903.7,561.9
3075,32.428528,10440.5,359.1
3076,8.990935,9669.0,282.0
3077,25.92158,12077.7,509.8
3078,25.630876,10734.7,399.9
3079,19.676404,11471.7,614.0
3080,66.346751,9772.5,547.3
3081,24.223487,10159.8,354.1
3082,-0.446597,9756.1,441.6
3083,8.227876,9987.4,264.7
3084,12.373467,11858.8,350.4
3085,10.729905,9619.7,459.8
3086,-5.624754,11931.4,516.2
3087,22.87621,9880.6,587.5
3088,-9.671178,7359.6,421.4
3089,47.60333,9931.1,537.4
3090,5.91724,11536.1,428.1
3091,9.018405,10537.1,346.2
3092,9.807555,10430.6,319.7
3093,10.593882,11657.4,424.3
3094,18.16283,10519.9,465.2
3095,44.294463,10972.7,500.7
3096,40.439766,10950.8,423.2
3097,-3.154332,9242.6,319.4
3098,52.784028,10256.8,501.3
3099,19.806017,11247.1,382.9
3100,34.242325,11096.0,569.6
3101,15.364323,9536.1,338.8
3102,10.488623,8975.1,398.0
3103,0.616253,8674.9,455.7
3104,-2.361416,9175.9,241.5
3105,2.773669,9695.6,257.5
3106,20.737311,9562.7,589.3
3107,-1.250681,9815.3,393.1
3108,62.261534,12142.5,571.2
3109,30.122089,11461.7,389.2
3110,18.384831,9502.3,539.0
3111,19.630163,11392.9,486.4
3112,2.010045,10439.8,252.5
3113,-2.222585,9840.6,245.4
3114,-5.563376,8544.0,243.8
3115,0.151405,11368.6,526.5
3116,-6.558647,11748.0,499.6
3117,0.49896,10142.6,292.7
3118,4.723121,10406.4,326.3
3119,37.882178,10941.5,413.8
3120,-1.792158,11121.2,379.2
3121,62.600982,10240.2,554.1
3122,15.314241,11852.0,562.2
3123,22.022966,10019.5,502.8
3124,-0.778773,10097.3,399.7
3125,15.89482,9426.2,423.1
3126,-15.608367,10073.5,385.9
3127,-2.664218,8432.7,250.5
3128,0.013716,10839.1,456.7
3129,-8.083257,11014.6,403.4
3130,2.368856,11376.3,398.9
3131,34.411422,8201.8,416.9
3132,-4.506671,11705.5,537.6
3133,21.933327,10862.4,518.8
3134,15.775599,10657.1,368.4
3135,21.705677,10852.0,472.6
3136,-3.147953,10366.2,419.5
3137,29.113954,10544.6,493.3
3138,38.887948,10584.0,578.5
3139,-6.560937,9106.4,257.1
3140,21.962357,11778.4,465.2
3141,57.9234,11092.6,461.0
3142,32.176921,10610.0,452.9
3143,33.003004,9271.4,559.0
3144,-6.070441,7691.2,241.3
3145,59.823015,11295.8,484.5
3146,-0.434106,8406.5,265.3
3147,5.954641,10442.4,476.0
3148,-11.61797,10772.4,427.7
3149,26.949491,8827.3,593.7
3150,18.113748,9071.5,342.1
3151,23.918243,11262.6,440.9
3152,74.802396,12012.3,494.4
3153,33.021471,11120.4,370.0
3154,9.130884,9457.6,273.9
3155,35.075181,10790.9,465.9
3156,36.730339,11814.1,577.6
3157,-5.833087,11747.5,414.7
3158,0.744019,11782.5,517.2
3159,0.997186,10292.9,295.9
3160,-6.765618,11049.2,302.4
3161,13.396726,9624.6,415.5
3162,41.563957,11603.8,469.1
3163,23.506511,9863.4,507.8
3164,33.771724,10818.4,580.3
3165,5.143176,12273.1,497.1
3166,8.821444,10612.2,380.2
3167,12.861897,11282.3,553.9
3168,9.116186,10111.5,346.8
3169,-7.146052,12539.0,372.2
3170,-2.566391,11848.0,394.2
3171,-2.915356,11139.7,316.1
3172,-8.348791,9754.1,293.4
3173,8.313786,12012.8,346.4
3174,20.885693,11309.0,457.1
3175,44.159779,10396.7,515.6
3176,14.157024,12344.4,485.1
3177,18.229897,12052.4,551.4
3178,15.786166,8971.2,358.2
3179,55.477787,10258.4,482.2
3180,5.717832,7497.1,340.2
3181,-1.13798,11821.8,472.2
3182,5.301078,11140.1,537.6
3183,17.461115,10803.7,431.7
3184,37.576681,10667.0,411.8
3185,-8.307509,10851.9,333.3
3186,58.334615,9875.0,505.1
3187,13.398704,10423.1,517.3
3188,38.817936,9697.7,370.7
3189,27.526028,10555.0,494.6
3190,-1.685694,8726.9,290.5
3191,54.265342,9297.3,404.4
3192,33.016175,10711.8,464.3
3193,7.926647,10969.8,398.7
3194,36.553087,10036.2,523.0
3195,-9.358773,10750.0,492.4
3196,-2.5042,12172.1,418.4
3197,11.530546,10442.1,343.8
3198,2.930355,10209.8,362.9
3199,27.133412,10233.5,356.0
3200,0.281356,8072.6,275.1
3201,18.617128,10796.7,306.9
3202,-7.591094,12321.1,335.1
3203,16.277998,12193.9,531.6
3204,13.470565,10268.3,369.0
3205,23.21239,10847.0,364.5
3206,-7.015248,8789.9,440.8
3207,19.312433,9407.0,345.2
3208,-5.525189,8681.1,304.5
3209,-4.878899,11131.9,455.7
3210,2.513004,11362.4,426.5
3211,25.867746,10674.7,473.5
3212,21.524212,8761.6,491.3
3213,29.811749,12924.1,377.4
3214,0.133832,10295.6,272.6
3215,33.721972,11638.9,524.7
3216,28.735238,8802.9,460.8
3217,29.888665,10894.0,394.0
3218,18.925776,11577.9,362.0
3219,-7.08474,10424.3,362.6
3220,64.105411,11314.4,453.5
3221,3.316221,10104.2,331.7
3222,31.889616,8989.9,520.9
3223,31.163424,12184.5,469.0
3224,48.880264,9461.3,557.0
3225,73.191282,10628.6,491.8
3226,-3.676278,8761.2,352.5
3227,13.508961,12110.5,391.9
3228,67.55811,10332.5,483.7
3229,29.402383,9772.9,460.6
3230,18.896809,10104.5,383.5
3231,1.166246,12223.4,401.4
3232,-0.272691,11244.1,404.0
3233,1.836902,8874.4,278.9
3234,6.588419,11397.2,483.3
3235,18.794428,10141.4,429.5
3236,4.870152,9852.5,427.3
3237,3.507034,8594.9,293.6
3238,19.119144,10695.5,541.7
3239,-3.736655,11335.2,375.6
3240,6.616052,10390.0,377.5
3241,0.424143,11556.5,475.4
3242,7.577068,10377.8,443.6
3243,48.317256,9424.1,487.8
3244,19.624544,8828.2,541.0
3245,27.137972,11334.4,399.7
3246,59.050758,10644.9,533.2
3247,61.473611,9796.1,476.0
3248,10.821889,9627.6,476.0
3249,51.141205,10853.9,553.4
3250,29.362217,11320.1,449.9
3251,66.830321,11358.0,477.4
3252,13.260926,12028.4,401.6
3253,-2.905708,7815.2,254.4
3254,45.088748,11159.3,564.3
3255,43.910181,9844.0,514.7
3256,-5.93716,9143.1,246.3
3257,-5.027026,11470.1,382.1
3258,20.495088,9905.8,376.3
3259,-1.973205,11413.9,282.6
3260,66.979319,10349.1,536.0
3261,51.357649,11489.3,510.9
3262,12.457081,10876.9,404.2
3263,9.266986,9674.8,419.2
3264,-9.873444,10585.2,307.9
3265,16.005072,11097.8,354.6
3266,2.72232,10915.5,507.5
3267,25.36471,10985.0,420.4
3268,13.407758,11166.7,363.0
3269,63.374733,9066.7,498.2
3270,26.260605,11380.4,351.1
3271,-6.842301,10008.8,306.4
3272,71.497519,10208.4,504.9
3273,11.352069,10008.2,288.5
3274,31.041698,9731.0,557.4
3275,20.666555,9585.5,560.6
3276,14.132781,12316.5,404.1
3277,41.35939,9795.9,517.4
3278,42.353616,10619.6,574.6
3279,6.471597,10898.9,458.6
3280,-3.056297,9907.3,254.5
3281,14.205443,10851.6,394.0
3282,8.503028,9381.8,268.8
3283,5.597834,9320.0,414.4
3284,2.540321,9850.0,245.0
3285,0.035199,9922.1,247.5
3286,-7.270264,9909.2,425.0
3287,13.38763,10206.1,316.4
3288,26.633511,10444.4,393.0
3289,25.753366,10083.9,418.3
3290,-1.44835,8723.0,226.4
3291,-4.303119,12511.6,332.4
