episode,cum_reward,yield_kg_ha,total_N_kg_ha
852,17.35093,2948.1,320.9
853,1.91708,10520.2,351.0
854,30.750433,10670.0,370.3
855,1.825545,9794.7,337.8
856,33.209889,11378.7,347.3
857,39.542359,10125.9,356.1
858,30.379331,5342.8,320.1
859,24.525535,11436.8,346.8
860,-6.678542,9922.1,327.8
861,1.166104,10570.3,337.7
862,9.096277,8669.6,335.8
863,14.799098,9512.6,342.8
864,8.532228,10675.3,331.4
865,32.919688,8938.8,342.3
866,-2.479919,10976.0,325.0
867,0.684183,9447.9,326.9
868,32.696667,7529.9,367.2
869,8.51548,11632.9,371.6
870,44.276552,11484.9,382.3
871,20.650873,10207.8,375.6
872,-9.416811,10173.3,341.0
873,-6.02628,11961.9,309.0
874,10.57268,8417.1,368.7
875,18.07506,9002.1,344.0
876,-4.796254,9271.7,332.2
877,20.393849,9427.1,346.1
878,32.821282,8804.8,362.1
879,-8.042871,8957.2,355.8
880,4.814145,10237.9,321.3
881,20.306404,9909.2,342.6
882,33.613693,11492.9,337.2
883,19.194685,10737.6,353.3
884,4.339085,9935.2,355.1
885,6.567818,9799.0,339.5
886,13.369473,1969.6,365.4
887,31.344535,4421.1,370.8
888,35.067948,6763.7,364.6
889,-8.851624,10186.8,353.4
890,16.277993,10338.0,345.2
891,-1.186411,9747.2,339.6
892,12.586847,8665.3,355.3
893,24.416092,9592.1,372.0
894,8.558067,9763.1,355.8
895,47.855604,11656.2,403.9
896,35.266659,11210.1,364.9
897,-10.624032,11883.5,331.5
898,18.950602,10540.0,353.5
899,-2.413258,10379.0,294.4
900,-2.650291,10474.2,343.5
901,-4.555706,8846.0,314.1
902,13.918404,8714.1,374.5
903,17.255884,10732.6,329.2
904,4.216408,9743.9,323.3
905,19.851735,10853.4,356.3
906,-1.526135,9291.9,337.1
907,-0.862046,9518.9,320.6
908,-2.528638,9473.7,301.2
909,4.355947,8549.8,349.8
910,37.598212,11019.2,352.0
911,46.241599,10342.1,400.1
912,3.765823,10095.8,327.1
913,25.373624,11721.2,318.3
914,16.514815,3047.2,386.7
915,19.484584,10040.2,350.5
916,-4.762797,11116.2,319.9
917,34.555928,11060.4,365.4
918,9.976344,10452.5,322.7
919,-1.569632,11564.0,328.4
920,30.330189,10520.1,353.2
921,16.919261,10190.7,340.7
922,34.937393,4529.4,385.9
923,39.271356,9635.7,374.0
924,33.711897,4708.7,405.0
925,36.828142,8012.4,378.8
926,4.167678,10654.2,348.9
927,-2.081262,10446.9,334.8
928,-5.833634,8632.4,331.2
929,5.02286,9832.6,320.3
930,9.864228,10644.0,360.5
931,38.366474,8912.8,351.0
932,0.264042,9811.0,323.6
933,22.585749,10219.3,364.6
934,-0.875243,10253.2,310.8
935,9.231733,9686.8,341.0
936,2.168944,9486.8,320.1
937,30.659742,5348.4,340.6
938,33.747412,8476.8,383.8
939,19.931662,8954.9,323.7
940,-4.008739,10242.4,325.5
941,31.918793,5337.9,378.8
942,34.896198,11013.4,371.0
943,-2.215554,10812.2,301.2
944,37.19781,9180.2,363.3
945,13.771092,9654.3,333.4
946,9.892261,9493.2,334.2
947,0.613695,10556.5,314.7
948,1.239826,10615.1,333.0
949,24.953919,10766.2,367.5
950,4.434212,9482.0,356.6
951,7.048806,7604.9,316.2
952,2.395359,11416.9,336.7
953,8.492306,9377.2,302.4
954,25.958408,10462.4,334.2
955,13.42261,9703.0,315.0
956,8.822182,10012.3,328.2
957,11.066405,9842.0,311.7
958,0.721295,10378.9,296.9
959,9.478658,10431.7,316.0
960,37.369042,10263.3,363.6
961,43.046766,8411.3,361.1
962,33.954293,9958.3,352.3
963,6.553451,8954.6,325.0
964,29.299155,4815.3,343.4
965,25.259353,9735.7,323.8
966,16.903782,8412.6,350.1
967,2.112483,10934.8,349.2
968,5.70831,8254.0,313.8
969,33.905245,9858.4,328.0
970,18.218255,9606.7,331.4
971,-3.244353,10893.1,328.2
972,13.441336,10059.9,352.3
973,26.593542,10845.1,354.6
974,37.007537,11122.5,352.4
975,14.663872,9761.5,355.4
976,26.076684,7984.8,338.8
977,35.297037,6400.3,382.8
978,-9.251673,8713.7,320.6
979,12.818758,8695.7,323.8
980,2.750602,8770.4,337.3
981,21.661648,9653.2,318.7
982,17.05135,11542.2,362.2
983,-6.351305,9175.6,305.9
984,14.587211,11113.4,349.0
985,39.341337,7829.0,343.1
986,-2.106904,10379.8,304.4
987,16.566091,10202.1,337.0
988,-6.629204,10154.8,296.0
989,41.307575,10415.6,380.0
990,42.584557,10495.2,370.9
991,9.970001,9225.3,327.3
992,-5.93897,10371.5,322.6
993,-2.144832,8989.8,326.2
994,16.623167,11352.7,324.4
995,-5.841308,9593.2,324.1
996,0.288215,11503.6,333.5
997,-5.353269,10325.3,345.5
998,49.76791,12159.3,395.2
999,-12.255211,9481.2,358.3
1000,7.331909,9936.9,358.8
1001,1.177625,10795.2,373.2
1002,1.273322,10880.8,340.3
1003,6.939979,11586.7,325.0
1004,-1.148301,11082.4,334.3
1005,0.609393,9736.7,372.2
1006,9.871987,9992.9,333.4
1007,-1.834286,8901.1,340.9
1008,45.736328,11020.5,395.1
1009,3.740707,9266.3,356.5
1010,46.417155,9070.6,356.6
1011,-5.197766,10450.1,365.5
1012,11.600659,10686.1,388.0
1013,29.137269,11166.6,384.3
1014,16.972603,10199.7,351.9
1015,12.795106,10226.9,380.6
1016,3.478994,10738.0,356.1
1017,51.225103,10435.8,413.7
1018,26.147318,9980.0,387.6
1019,4.279936,11097.1,377.6
1020,19.939026,9578.3,356.1
1021,5.105211,10028.6,357.0
1022,13.260083,11027.4,383.2
1023,-5.667524,11020.5,354.9
1024,25.075918,10141.3,386.6
1025,-0.285729,10306.1,370.0
1026,28.736196,10531.3,369.5
1027,-9.966564,9932.7,344.8
1028,29.115385,10046.2,382.8
1029,-12.22273,9979.5,347.1
1030,21.333539,8742.0,383.2
1031,2.833008,9552.3,352.4
1032,5.398116,10804.3,366.8
1033,-6.753793,10285.9,371.2
1034,-6.452765,10072.4,363.3
1035,-2.434175,11314.1,370.7
1036,54.483107,8608.8,372.2
1037,-3.044326,9449.9,389.3
1038,20.742329,10564.1,382.6
1039,-6.809264,10299.4,361.5
1040,-8.534707,10588.5,356.4
1041,56.923888,11815.2,405.4
1042,14.925123,10060.8,366.0
1043,17.007738,10285.6,361.9
1044,0.042271,9238.0,355.7
1045,3.048466,9062.8,370.9
1046,32.839768,10804.0,373.4
1047,23.478397,10475.2,370.1
1048,1.532355,11289.5,382.8
1049,23.636472,10718.5,374.5
1050,-0.749633,11657.7,337.9
1051,-10.645149,10912.8,351.9
1052,-1.003131,9788.8,362.6
1053,25.095479,3284.2,387.7
1054,28.696318,10234.7,368.4
1055,3.272878,9600.1,350.6
1056,44.125245,10447.4,402.2
1057,27.874311,4613.0,384.0
1058,33.196093,11319.7,396.9
1059,12.866824,10006.3,403.4
1060,41.122568,12096.7,383.0
1061,1.07732,10787.6,384.2
1062,19.787923,11102.1,384.3
1063,12.529862,9941.2,360.4
1064,-4.344282,11683.0,361.5
1065,8.736245,9770.4,364.9
1066,29.256879,9898.9,381.5
1067,4.320603,11852.6,384.2
1068,13.028252,10630.7,380.8
1069,17.343218,11093.3,341.8
1070,4.52285,11388.5,370.3
1071,29.14793,8988.0,370.5
1072,0.389755,10865.0,317.3
1073,13.00703,11619.1,329.9
1074,0.210004,10462.6,317.8
1075,1.724505,9360.3,316.3
1076,-8.767332,10999.2,311.6
1077,-5.158056,8858.8,336.0
1078,38.555304,9448.5,413.8
1079,1.438924,10165.3,290.3
1080,13.451007,9826.7,327.9
1081,9.233368,9645.0,303.0
1082,-1.206619,9702.9,332.3
1083,15.16973,8914.4,347.8
1084,-6.386,10506.0,327.3
1085,21.346969,10060.1,365.8
1086,8.98882,8144.5,356.9
1087,9.416139,10406.3,350.2
1088,14.494205,8107.0,369.8
1089,48.226413,8632.8,403.9
1090,0.758696,8716.4,296.3
1091,15.488891,9482.2,358.0
1092,12.961181,10092.7,350.3
1093,-6.972062,9327.7,366.9
1094,12.793676,10424.9,355.8
1095,4.640629,11166.5,362.7
1096,41.500793,9284.1,402.0
1097,-5.433805,10174.2,332.7
1098,9.736021,1574.1,367.5
1099,-4.341598,10902.8,268.5
1100,2.022849,9947.3,356.3
1101,42.345499,11168.4,398.9
1102,18.891148,12049.7,378.0
1103,20.039795,11212.2,370.9
1104,39.211169,11372.9,396.6
1105,35.638031,8738.9,379.9
1106,-2.183166,9152.7,291.1
1107,-3.870272,9242.2,292.3
1108,39.734259,9991.2,406.3
1109,2.575941,9041.2,360.3
1110,-3.532898,10331.4,337.2
1111,-11.356101,9860.5,318.8
1112,18.445226,2387.1,366.9
1113,-4.775946,10150.1,290.0
1114,15.132739,10054.1,373.6
1115,37.477249,10184.6,419.6
1116,21.913218,10457.6,367.1
1117,28.82463,9742.4,389.1
1118,11.814065,11369.3,371.1
1119,0.612194,10208.5,328.1
1120,-14.787297,8877.4,343.2
1121,36.518211,10588.6,397.6
1122,-3.269572,12112.1,338.3
1123,15.393062,11229.1,340.7
1124,12.24387,11376.7,360.1
1125,-9.060254,9647.6,305.3
1126,7.818445,11075.1,353.3
1127,32.839259,4174.0,386.8
1128,9.58475,10843.5,371.5
1129,30.970343,9151.9,390.2
1130,-5.877482,7950.3,295.4
1131,25.308797,10110.0,374.6
1132,14.162756,9815.9,325.6
1133,9.935561,1035.6,379.1
1134,45.659461,10419.6,414.9
1135,-8.809253,6447.3,315.9
1136,23.339262,3472.6,395.7
1137,3.414209,10715.7,332.6
1138,1.19534,9553.1,296.7
1139,34.769166,9922.7,374.4
1140,19.37183,3638.5,385.2
1141,40.788885,8632.9,394.6
1142,30.988375,11913.2,368.3
1143,6.193159,10465.7,343.3
1144,25.179163,9902.5,367.6
1145,2.738764,10207.8,303.1
1146,29.45348,11049.2,391.4
1147,1.93102,11703.8,318.3
1148,10.959456,9772.1,302.3
1149,35.270689,6516.9,384.9
1150,32.630809,11349.7,374.8
1151,21.250949,11439.9,393.5
1152,1.459266,8183.7,304.9
1153,-3.476648,10146.6,297.9
1154,28.81463,10503.6,390.8
1155,3.826615,10391.2,311.1
1156,-2.057125,8793.8,283.5
1157,26.758383,4413.7,352.1
1158,-5.345021,11103.4,292.6
1159,-4.288319,9693.2,289.7
1160,5.363059,9949.3,301.2
1161,-3.313442,9503.5,301.1
1162,19.946134,10640.0,381.6
1163,7.797598,9733.8,330.8
1164,34.511736,6092.9,375.4
1165,-8.373608,9873.0,302.7
1166,27.222582,4960.6,365.6
1167,24.755754,5062.5,353.0
1168,-2.631919,8533.8,303.9
1169,30.416516,11167.2,358.5
1170,7.47262,9537.2,319.8
1171,31.24954,11212.7,393.6
1172,37.900351,11050.1,374.4
1173,1.96434,9178.0,293.3
1174,28.612056,5315.5,334.6
1175,6.592537,8972.9,338.9
1176,-2.323655,8552.7,287.0
1177,25.957216,10442.0,379.5
1178,40.538163,9065.8,371.9
1179,6.68831,8859.4,293.8
1180,4.508589,8737.1,295.6
1181,6.325397,10564.0,313.8
1182,22.802838,11110.6,380.3
1183,-7.519671,10184.0,293.5
1184,14.726415,1838.9,390.1
1185,31.499862,10819.9,396.7
1186,3.635647,10601.8,251.4
1187,8.798655,11563.6,349.8
1188,-3.411711,7340.2,239.5
1189,4.608466,9092.1,268.8
1190,9.989897,1122.9,397.3
1191,-5.287793,9247.9,248.7
1192,-2.645933,9636.7,297.0
1193,-10.633232,8315.7,285.1
1194,5.391321,10477.9,318.5
1195,2.364895,9518.7,260.3
1196,9.479753,9256.3,359.8
1197,9.578466,973.6,464.0
1198,35.667257,9698.4,370.0
1199,12.173743,8979.2,373.4
1200,7.171413,1234.3,417.0
1201,-3.227456,10607.0,275.8
1202,17.853537,10306.3,373.1
1203,10.906912,10035.1,345.5
1204,29.920209,11245.2,388.8
1205,-6.606575,10344.3,312.5
1206,28.478029,5017.9,422.2
1207,13.031126,2841.0,423.3
1208,18.370052,11159.9,380.1
1209,15.0133,9303.3,360.4
1210,33.474196,11104.7,395.9
1211,2.320604,10799.1,339.6
1212,10.975141,9200.0,346.0
1213,-4.517747,8537.9,299.4
1214,-0.453634,10076.5,319.7
1215,26.471942,10654.2,396.7
1216,30.035636,10728.0,407.0
1217,12.53304,10872.0,362.5
1218,16.667407,10251.7,362.9
1219,-1.111321,10376.3,248.7
1220,-7.373751,9857.8,259.5
1221,28.173262,10512.3,403.8
1222,-0.116358,117.3,364.1
1223,4.441846,11743.9,325.5
1224,2.597029,9726.2,290.2
1225,14.61907,10421.5,373.1
1226,16.007438,4175.5,414.9
1227,18.17309,10976.0,378.4
1228,13.580337,10824.0,338.6
1229,5.678119,10272.6,323.7
1230,21.291266,4009.7,375.6
1231,-1.200286,10411.4,292.3
1232,1.360656,8866.2,305.6
1233,9.502597,1827.1,341.9
1234,-1.781149,10550.2,308.7
1235,32.4348,10259.3,362.2
1236,33.612051,11095.6,398.1
1237,22.205941,11898.1,372.8
1238,18.47029,9882.4,346.5
1239,32.938357,8627.1,344.9
1240,33.082933,7960.5,349.8
1241,2.562468,9318.0,332.5
1242,-3.126032,0.0,115.9
1243,13.754523,9927.6,322.0
1244,28.92137,5922.0,332.6
1245,28.582252,11457.6,373.0
1246,-1.418063,10494.3,284.0
1247,16.531838,9456.3,343.4
1248,34.360209,12550.6,400.8
1249,12.087145,10023.8,370.5
1250,26.89464,10269.4,379.0
1251,20.3852,4078.2,325.7
1252,23.149206,9360.9,364.1
1253,22.970311,3782.1,360.2
1254,34.34211,10263.1,388.2
1255,11.371019,10073.2,355.1
1256,10.470372,1490.0,333.4
1257,-4.125466,11617.5,310.9
1258,4.758974,9593.7,323.0
1259,35.99658,9297.0,336.4
1260,-6.119455,7001.3,288.4
1261,7.782614,9921.5,323.4
1262,3.236615,8775.8,299.8
1263,14.640554,9795.3,338.7
1264,-2.352716,7591.1,295.1
1265,0.890902,8913.4,322.4
1266,5.354807,10745.4,365.3
1267,-9.452361,9997.6,299.4
1268,-9.660047,9053.4,305.5
1269,50.895339,12193.5,347.2
1270,51.412288,8667.6,336.6
1271,-2.36021,11265.2,315.7
1272,5.572279,9331.5,326.8
1273,-2.812079,11108.8,294.5
1274,13.164582,1553.1,358.4
1275,34.789027,10461.3,385.8
1276,11.261083,1855.3,319.9
1277,36.06982,11704.0,358.9
1278,4.429142,11109.9,348.1
1279,20.406193,10284.1,342.9
1280,-9.128861,9068.4,298.4
1281,42.853722,10082.3,310.5
1282,20.320456,3103.4,331.4
1283,13.949436,10851.5,320.2
1284,46.595696,11930.2,338.7
1285,-4.36375,9955.2,323.1
1286,-0.494301,10903.9,322.6
1287,20.703927,10553.0,338.1
1288,26.227413,5913.4,301.9
1289,41.83985,11919.8,359.9
1290,0.674781,9550.9,295.8
1291,6.334854,9966.8,334.5
1292,27.066753,9486.2,369.0
1293,33.764282,8825.7,306.7
1294,13.211213,10247.3,323.0
1295,11.20082,10355.4,339.3
1296,35.641594,10004.1,346.0
1297,32.900818,10133.4,358.6
1298,5.914683,10949.2,335.8
1299,4.854746,9289.3,289.3
1300,22.627549,9775.3,348.3
1301,4.62705,10754.8,340.9
1302,-9.845333,9858.1,311.6
1303,25.068505,11512.0,358.5
1304,32.395624,10906.1,360.2
1305,-4.322034,10245.5,354.5
1306,44.982569,12133.7,357.6
1307,38.892608,11252.5,364.2
1308,27.37099,9829.3,349.5
1309,11.176206,9132.9,303.3
1310,28.372014,5081.7,355.1
1311,17.354258,11887.0,340.1
1312,54.86156,7369.2,318.2
1313,31.503683,11102.5,358.1
1314,52.652496,11365.9,344.2
1315,-6.591346,10080.9,315.6
1316,18.502683,9057.9,403.5
1317,3.802069,9874.7,344.4
1318,4.982387,9455.8,346.7
1319,23.56437,9071.3,382.0
1320,-7.049403,11112.4,387.3
1321,8.141202,10437.7,358.1
1322,7.630789,9898.6,355.8
1323,-1.70013,9651.0,313.0
1324,47.718466,10030.9,360.5
1325,-9.035734,9302.3,338.3
1326,7.060432,11065.1,378.1
1327,0.013969,10240.1,361.2
1328,50.421635,6836.3,346.2
1329,22.814494,11864.0,372.2
1330,11.738846,10188.2,395.2
1331,20.97814,10769.5,396.1
1332,34.394925,10383.7,378.4
1333,-2.364483,10052.9,296.2
1334,3.972331,10186.1,391.9
1335,-2.184419,11489.8,290.6
1336,21.498339,10244.7,393.5
1337,53.812819,11047.4,363.7
1338,-0.95125,10064.1,363.4
1339,52.224158,9749.6,355.2
1340,-4.821276,10776.5,366.8
1341,35.153029,8779.1,347.1
1342,8.926374,10158.3,356.0
1343,16.000071,9729.8,370.5
1344,-8.318226,8435.1,279.7
1345,33.051957,10354.4,374.6
1346,38.476973,12901.4,385.7
1347,7.380194,9721.7,394.4
1348,10.056388,11175.4,377.3
1349,44.519626,6542.5,366.9
1350,20.274055,10115.1,358.0
1351,31.765702,10950.9,372.1
1352,14.997068,12197.5,352.3
1353,31.133616,9693.1,385.5
1354,8.98977,12000.8,406.1
1355,28.663681,11026.6,383.2
1356,21.44174,3311.0,337.0
1357,0.681389,11403.8,347.0
1358,44.920917,6520.1,346.4
1359,-6.82225,10632.4,380.7
1360,20.771111,3533.3,325.7
1361,4.100042,11144.2,391.8
1362,4.545584,896.9,343.8
1363,2.415093,10159.1,346.5
1364,0.273216,10150.0,401.5
1365,41.76077,11546.9,359.8
1366,-1.693336,8834.0,414.0
1367,-8.906452,10129.3,334.6
1368,2.466977,10873.5,386.5
1369,-3.067645,10061.1,329.5
1370,19.520527,10453.4,359.2
1371,-2.16734,10156.8,330.4
1372,26.834007,10095.5,421.0
1373,4.053755,11013.6,371.6
1374,8.083035,9586.6,397.4
1375,32.950339,11338.9,396.3
1376,-7.57028,11290.8,321.2
1377,7.994617,1374.3,319.0
1378,-3.485891,10585.0,367.5
1379,4.870881,10061.7,411.7
1380,8.851813,10447.0,403.3
1381,8.638028,12087.1,396.4
1382,2.235513,9313.8,309.9
1383,31.369911,9616.8,423.9
1384,19.923795,10970.0,399.1
1385,-9.665853,9999.4,380.0
1386,29.081633,9765.3,402.1
1387,-1.593572,11506.6,396.7
1388,0.054892,10653.5,398.2
1389,-5.564923,10024.4,368.3
1390,43.827512,11491.2,333.7
1391,-8.271017,9790.1,372.0
1392,19.055094,2907.9,264.4
1393,-10.384006,9703.5,377.3
1394,16.727974,3351.3,285.3
1395,-7.052232,9128.7,348.1
1396,4.598134,9452.7,364.0
1397,9.73532,10502.0,370.9
1398,21.309652,11502.2,401.2
1399,20.309624,8691.2,377.1
1400,5.888041,9878.8,389.2
1401,11.397015,3639.4,331.2
1402,-4.512543,10619.8,369.0
1403,-12.794482,10702.5,387.3
1404,21.545439,11758.9,368.3
1405,35.645782,9191.5,341.1
1406,40.671256,12554.7,375.7
1407,-7.907819,8952.4,327.4
1408,1.583176,8955.0,330.4
1409,20.078211,7166.1,383.2
1410,25.182829,10032.4,404.9
1411,22.193137,3080.2,312.1
1412,20.517853,10652.6,406.5
1413,-6.840645,11632.6,380.2
1414,-8.905788,9484.5,388.8
1415,6.613262,10037.1,362.0
1416,12.896925,2815.3,309.8
1417,5.679563,9304.7,348.5
1418,12.208472,9740.4,341.4
1419,22.482553,11265.1,422.8
1420,11.841627,2664.1,329.8
1421,6.857503,11046.3,392.9
1422,3.179349,8062.7,396.4
1423,24.823325,11295.5,358.5
1424,19.532108,3751.6,300.0
1425,21.918696,10114.2,389.7
1426,7.325828,11642.3,389.2
1427,-3.136648,10737.7,396.4
1428,1.842707,10064.0,312.1
1429,13.055314,4835.4,333.6
1430,10.943513,2407.0,307.9
1431,17.346591,4587.2,334.7
1432,-7.994349,10787.1,338.2
1433,12.490708,9832.8,332.3
1434,23.719171,5840.8,295.8
1435,-8.216605,11366.4,342.8
1436,-7.606854,9172.5,317.2
1437,19.217647,11171.5,399.7
1438,30.994919,12927.0,393.9
1439,39.736071,9737.8,293.1
1440,15.416901,10645.6,355.6
1441,18.308413,10668.4,395.8
1442,1.252104,11297.4,402.0
1443,1.385957,10333.5,350.6
1444,31.764985,9368.7,340.8
1445,11.723561,10780.9,432.0
1446,27.859679,10708.6,372.1
1447,11.752826,1623.4,315.9
1448,-13.34605,10941.8,386.4
1449,11.467267,9726.9,365.0
1450,-0.222369,11603.6,395.4
1451,21.711066,11516.4,423.3
1452,-4.728015,10214.9,354.0
1453,28.627892,8323.9,354.7
1454,-15.057322,9144.9,373.0
1455,26.43715,11956.1,400.6
1456,12.683418,10945.3,415.0
1457,-7.94143,11149.4,425.1
1458,-4.089019,8842.9,326.6
1459,7.602348,10965.1,414.2
1460,34.624847,8248.9,323.3
1461,20.978735,12215.3,417.5
1462,-8.04496,10437.4,350.2
1463,-5.038154,9740.5,405.2
1464,18.385,2505.5,309.8
1465,27.407329,10754.2,396.0
1466,43.605746,8306.8,312.8
1467,-3.851697,8955.3,427.2
1468,16.009063,10972.0,374.9
1469,-6.904901,10580.2,347.8
1470,23.438132,7386.4,310.7
1471,-2.476649,9781.7,398.2
1472,13.748295,3213.8,299.0
1473,20.293242,10804.8,404.3
1474,-5.806233,11879.0,354.8
1475,4.562931,10002.0,400.5
1476,28.541032,11116.3,397.6
1477,7.016804,1971.2,283.2
1478,3.48001,10550.5,373.1
1479,19.81569,10683.6,395.2
1480,27.781841,6515.1,323.0
1481,13.935207,9897.5,404.3
1482,17.882587,10934.2,421.8
1483,-7.875231,9002.7,367.0
1484,20.353372,10894.0,418.2
1485,-10.356932,9987.5,396.2
1486,24.160447,11570.7,387.4
1487,39.640001,8145.5,314.5
1488,1.346413,943.7,296.1
1489,-3.328323,10984.9,398.2
1490,26.686881,3496.6,318.2
1491,15.219629,2648.3,300.3
1492,10.490166,11009.0,423.4
1493,15.478624,12152.2,433.3
1494,-0.340119,9768.2,397.4
1495,34.918074,7555.9,339.4
1496,21.165152,7844.6,388.6
1497,8.969081,11081.4,376.0
1498,11.798552,4311.4,343.7
1499,6.809516,10656.7,424.6
1500,-0.535676,10887.4,403.1
1501,-12.342795,9991.0,407.0
1502,6.130728,2982.8,305.4
1503,24.532513,7437.4,331.6
1504,9.810602,9996.1,441.4
1505,-4.299622,9422.4,395.4
1506,28.846982,4988.5,392.4
1507,13.891437,2856.9,348.7
1508,37.582507,9990.0,360.9
1509,34.395852,12610.8,400.0
1510,13.409708,10552.4,430.0
1511,19.599897,6677.8,362.3
1512,-2.601092,9115.3,385.9
1513,14.956587,10784.2,425.4
1514,-4.937634,11064.9,387.3
1515,28.948753,7608.0,340.9
1516,-9.702153,10009.2,381.2
1517,39.01187,10806.6,348.5
1518,-9.616494,10465.1,398.6
1519,-4.630186,11795.9,399.0
1520,27.976669,10067.2,358.8
1521,1.541157,12129.3,399.8
1522,31.218359,6614.8,324.1
1523,29.472271,7498.9,335.7
1524,27.825849,6844.9,322.2
1525,-7.100283,10620.8,353.8
1526,11.836589,3430.4,303.6
1527,3.472934,10471.4,356.4
1528,6.19884,10337.8,442.8
1529,15.724341,9843.9,414.3
1530,32.567065,11436.9,393.9
1531,-5.687184,10234.9,326.3
1532,30.06122,9192.2,358.5
1533,28.168104,5979.0,330.6
1534,28.747286,11177.6,386.6
1535,24.109677,5542.8,320.8
1536,29.714376,10436.8,385.1
1537,-0.073615,11023.0,398.4
1538,31.453043,11249.6,384.0
1539,0.615334,10604.6,387.7
1540,15.650768,11273.7,429.6
1541,-7.664174,11465.8,388.7
1542,6.221184,9963.5,397.4
1543,37.821493,10984.2,352.3
1544,19.985949,9675.2,367.0
1545,46.000423,11602.9,345.9
1546,5.111265,9502.1,372.4
1547,-10.698416,11994.6,379.3
1548,-2.668711,11151.2,322.4
1549,9.871936,10993.6,393.3
1550,-4.324621,10910.3,350.2
1551,6.523971,10448.8,402.3
1552,19.238989,11497.3,360.1
1553,18.022889,11029.5,399.4
1554,-10.257941,10420.9,380.9
1555,5.826513,10262.2,374.7
1556,28.194426,10123.5,385.4
1557,29.840536,10843.6,380.6
1558,16.612399,9220.3,372.8
1559,6.96248,11138.0,376.5
1560,26.608717,5595.8,324.6
1561,18.183151,11111.9,365.1
1562,28.510042,10955.1,366.9
1563,31.480139,6795.4,347.9
1564,43.128904,9467.2,353.0
1565,5.507388,9343.4,414.9
1566,-3.676474,9295.5,379.3
1567,-1.163703,10619.6,358.3
1568,41.282706,10174.2,342.6
1569,-7.059517,10415.9,339.9
1570,17.158404,10029.7,401.5
1571,-6.406329,7797.0,396.1
1572,38.8442,10992.2,356.4
1573,43.610974,9269.1,344.6
1574,8.970568,10889.2,401.8
1575,20.279477,9918.7,330.4
1576,32.951937,9638.2,363.3
1577,7.031517,9156.0,408.0
1578,17.809868,4685.5,332.1
1579,-2.419851,9423.5,366.6
1580,6.826525,9978.3,422.4
1581,39.283339,11339.3,360.0
1582,2.973221,10483.4,331.3
1583,-0.579817,10579.3,349.8
1584,-12.933773,8608.0,400.2
1585,-1.997864,9453.1,357.7
1586,4.990338,8658.6,305.9
1587,-3.734364,10491.9,407.1
1588,6.292174,11483.7,382.6
1589,34.625454,9996.0,354.9
1590,11.379437,11242.5,387.4
1591,20.80564,11398.5,387.5
1592,7.258708,11034.8,356.0
1593,22.189753,4228.5,311.6
1594,6.30729,10353.0,381.9
1595,-8.404463,11025.3,355.2
1596,53.520473,8761.7,351.6
1597,53.39698,10591.9,363.4
1598,1.581445,9696.9,375.6
1599,32.133837,11979.2,355.9
1600,8.658529,9265.8,373.1
1601,28.763555,11811.0,413.8
1602,0.272391,10428.1,367.9
1603,15.779875,3353.3,306.2
1604,16.572028,10927.2,383.4
1605,42.007247,10100.9,351.9
1606,16.835304,10126.4,411.0
1607,1.78199,11937.2,374.9
1608,17.436477,9286.3,376.3
1609,39.32297,10890.3,353.9
1610,16.630469,11009.8,376.7
1611,61.188653,11320.5,358.1
1612,14.726776,10946.9,381.6
1613,-5.493432,10171.4,396.4
1614,0.675361,10664.8,408.3
1615,29.91657,11039.2,384.5
1616,56.869144,9986.1,345.4
1617,31.048764,11551.4,407.6
1618,43.524652,11198.6,351.1
1619,12.857943,11276.5,401.1
1620,45.830799,8977.4,342.8
1621,54.64052,10436.7,340.9
1622,24.856955,11762.0,386.3
1623,-0.561501,10298.3,402.5
1624,20.103318,10584.1,382.0
1625,20.81629,10655.5,409.7
1626,7.298622,11143.3,386.7
1627,39.237337,9205.5,310.1
1628,-0.318776,10748.9,335.8
1629,42.588783,11221.9,392.9
1630,6.024375,10718.0,396.0
1631,30.087065,10050.8,394.1
1632,-7.818843,10372.1,360.0
1633,14.431678,10503.4,386.3
1634,5.324964,11337.1,397.1
1635,-10.424565,11014.4,421.0
1636,-5.66338,10183.0,378.0
1637,22.435648,11059.5,410.9
1638,-7.508229,9061.1,386.8
1639,-7.971472,12074.0,407.3
1640,0.32126,10028.3,301.4
1641,34.654932,11256.6,378.0
1642,55.768501,8883.2,314.2
1643,20.965429,10814.0,375.5
1644,11.230074,8184.5,370.7
1645,-6.416554,9734.9,392.1
1646,3.651099,12197.6,416.7
1647,25.983153,10419.9,406.6
1648,-0.237889,10333.6,369.2
1649,39.780293,10627.2,372.5
1650,24.243832,10493.8,391.5
1651,60.830841,8425.6,336.4
1652,31.300099,11217.5,378.1
1653,32.627589,11068.9,416.7
1654,47.213606,9159.3,329.6
1655,9.841837,10416.2,379.6
1656,4.444552,11757.0,341.2
1657,-1.67499,10804.7,385.4
1658,-3.439312,11012.8,335.3
1659,-1.459022,10766.6,402.1
1660,20.078711,8525.5,425.4
1661,18.652936,9659.6,360.5
1662,-6.78694,8195.1,316.0
1663,-0.994462,9537.8,386.0
1664,5.917614,12474.6,349.0
1665,27.752394,11359.1,427.7
1666,14.510494,10206.7,358.1
1667,-2.441148,9765.5,310.5
1668,29.61047,11395.2,397.2
1669,52.389644,10678.0,349.8
1670,52.376174,11070.3,320.3
